,OTU_1,OTU_2,OTU_3,OTU_4,OTU_13,OTU_6,OTU_5,OTU_9,OTU_8,OTU_7,OTU_10,OTU_12,OTU_15,OTU_16,OTU_11,OTU_14,OTU_18,OTU_23,OTU_27,OTU_24,OTU_26,OTU_20,OTU_17,OTU_21,OTU_19,OTU_22,OTU_25,OTU_37,OTU_30,OTU_31,OTU_35,OTU_28,OTU_40,OTU_32,OTU_47,OTU_29,OTU_41,OTU_36,OTU_38,OTU_34,OTU_46,OTU_50,OTU_39,OTU_42,OTU_44,OTU_49,OTU_53,OTU_56,OTU_54,OTU_48,OTU_58,OTU_33,OTU_45,OTU_65,OTU_51,OTU_55,OTU_69,OTU_59,OTU_63,OTU_71,OTU_52,OTU_78,OTU_87,OTU_89,OTU_68,OTU_79,OTU_64,OTU_95,OTU_77,OTU_43,OTU_70,OTU_91,OTU_72,OTU_75,OTU_67,OTU_61,OTU_84,OTU_57,OTU_96,OTU_62,OTU_60,OTU_85,OTU_98,OTU_74,OTU_81,OTU_83,OTU_109,OTU_102,OTU_82,OTU_188,OTU_93,OTU_104,OTU_76,OTU_105,OTU_118,OTU_94,OTU_80,OTU_66,OTU_90,OTU_112
77,4.0961595,3.6618116,3.9523149,4.197756,4.5223994,3.4149096,3.133629,3.054186,3.7525687,3.29816,3.805639,3.279444,0.9929188,3.3190103,2.3582563,2.653331,3.007447,3.4691565,3.6612735,2.9411101,1.6265095,2.9987893,2.9126453,2.93658,1.8508719,1.8352273,2.383562,2.6240706,2.9269636,2.5232275,2.6513681,0.72460765,2.1412613,1.1728418,1.412944,0.929009,2.7198274,1.118818,1.6457471,1.6755097,2.9372075,2.0966105,2.4554818,0.9689992,1.8113716,1.5626184,2.4261692,2.086832,1.7716956,1.1351373,-1.3330461,-0.65548176,0.84497434,0.8419885,1.278778,-0.70642024,2.2591894,0.8480872,1.684735,-0.78446996,-0.3070419,1.6004876,0.9134488,1.9132739,1.5883173,1.2934383,2.966659,0.9221452,1.4499024,-1.1032175,1.985801,0.45919853,0.3452945,1.4521083,1.3319353,2.6879869,1.8912737,-1.1457459,0.10248403,0.4207453,-1.9797965,1.6976302,1.5612774,1.0569448,0.74491113,1.7972553,2.7002041,1.5082229,2.8474414,1.3346612,1.3070568,2.119027,-0.5123017,0.34307986,0.6052104,0.30218208,-2.6488085,-0.44293174,1.2549925,-0.9364649
78,3.8301241,3.8315008,3.5723329,3.670509,3.7530086,2.9376502,2.7892358,2.60149,3.1913183,2.9407332,3.5814207,3.379102,0.49722916,2.5242,1.736071,2.3251815,2.877471,3.3076553,3.5487258,2.689318,1.4337094,2.5389166,2.7087739,2.5231893,1.5392846,1.0795922,2.2973626,1.9871638,3.2321844,1.8268313,2.3090985,0.3311073,1.6571256,0.87443674,0.69923776,0.49052924,2.6277301,0.6635726,1.1335518,1.6057609,2.7355957,1.7700601,2.3622708,0.6228016,1.6055545,1.2993679,2.581085,1.5543109,1.4022123,1.7089616,-1.3918158,-0.50413877,1.3840423,0.38415658,1.2300669,-0.28285807,2.3250337,0.9963675,1.9331644,-1.1602979,-0.045071997,1.6070025,1.3062088,1.6938875,1.7724471,1.3462539,3.1773884,0.78465426,0.9251439,-1.1803147,1.9241905,0.2187388,0.19705941,0.9632456,0.9508073,2.8853505,1.6627661,-0.6732036,-0.23873548,0.6132535,-1.3077453,1.5058907,1.2714212,1.179298,0.776774,1.2013512,2.8823128,0.88001627,3.1745055,1.8710811,1.5650582,2.0319352,-0.34568885,0.043992057,-0.037522834,-0.15325621,-2.7798927,-0.16168845,1.1609674,-0.19321756
79,4.0260544,3.321498,3.8147218,4.6805224,3.9034047,3.591545,2.3213627,2.9434884,3.6705785,2.4893115,3.4706004,2.7835798,0.67734396,3.4096317,2.4940362,2.2598114,2.651688,3.5271122,3.7268252,2.845384,1.3191929,2.4357116,2.7926612,2.7705233,1.7137613,1.9401717,2.442912,2.2115743,2.3507755,2.2355292,2.16526,0.799086,1.671878,1.32537,0.65796155,1.0096571,2.835054,0.73225754,1.7301501,1.3418533,2.9564278,2.2442486,2.734158,0.98798037,1.9456728,2.1607249,3.259464,2.0688093,1.542185,1.4660802,-1.778733,-0.1419248,1.0266079,1.1853914,1.6817954,-0.30885303,2.188825,0.7757639,1.7777455,-0.5657049,0.27434215,1.2349584,0.9666991,2.00838,1.4163686,0.8106907,3.977938,1.3589065,0.6905074,-0.9631309,2.1371176,0.615611,0.5815473,1.1813596,1.6228539,3.9083471,1.4044381,-0.87597716,-0.5877606,0.67118907,-1.2135954,2.0367389,1.8688153,0.7788728,0.38600528,1.6383114,3.329867,1.4311866,2.977114,1.1621629,1.7682601,2.4675126,-0.16445906,-0.3192524,0.880702,0.25171366,-2.6819537,0.29664856,1.4074882,-0.31212565
80,3.469888,3.5011578,3.4910069,3.6748226,3.1424844,2.896985,2.4390883,2.6055706,2.8631482,2.5682428,3.2644162,2.8491814,0.83319527,2.3348906,1.7917377,2.5387254,2.6223295,3.1556063,3.129583,2.172397,1.4660037,2.346272,2.5350068,2.5943363,1.6207501,1.0925106,2.3509514,1.9469069,2.6055017,1.9411252,1.6988782,0.57093656,1.312715,0.90441257,1.0241314,0.68259394,2.1822248,0.74583125,1.393077,1.8154292,2.2498255,1.7243711,2.2980378,0.97360784,1.8026817,1.0291107,2.0608895,1.4859195,1.2615356,1.5358484,-0.7543775,-0.22252789,1.3546587,0.49645007,1.1821624,-0.14021322,2.0906422,0.8709435,1.8432043,-0.5627368,0.37752438,1.2179407,1.2977613,1.619348,2.004001,0.88295746,2.9281607,0.99703944,0.9016614,-0.8462288,1.7808058,0.4443978,0.24522926,0.6959942,0.9821175,2.7430382,1.3493268,-0.2995727,-0.6580583,0.6743292,-0.65807515,1.7051235,0.91818446,0.9396327,0.9433874,1.0397779,2.186002,0.545178,2.468108,1.533946,1.7639415,1.5172005,0.1492994,0.29878685,0.48343378,0.19467379,-2.272802,0.21415171,1.0807673,-0.17431317
81,2.8607898,3.4712048,3.3850286,3.7493937,2.9138718,3.021678,2.5312586,2.774321,2.7438965,2.9610336,3.0080283,2.4621782,0.32850853,2.574894,1.8987666,2.661928,2.0443122,3.2983708,3.3039567,1.661224,1.6085432,2.1167233,2.3185337,2.7816515,1.4260358,1.9062749,2.561279,2.2436228,2.350577,2.0122707,1.6654079,1.0441504,1.1501163,1.3177754,1.3742262,0.7626549,2.0048306,0.93962175,1.8387933,1.7092668,2.2564142,2.725512,2.7074451,1.706234,2.0578494,1.8620502,2.4044452,1.1856505,1.493996,1.0964963,-0.2342922,0.26258084,1.1040595,1.0846546,1.4483038,0.22617885,1.7118195,1.171505,2.4613738,-0.30573902,0.05934146,0.84850895,1.5095763,1.7959442,2.6746576,0.48854598,3.1937115,1.0381308,0.62527764,-0.7615129,2.0334675,1.3998526,0.7735762,0.3688829,1.3253167,2.805805,1.1865621,-0.20904103,-0.5938065,0.58793294,-0.45219854,2.0709245,0.7531852,0.37725767,1.5684721,1.2258412,2.3277168,0.5588825,1.8754356,1.0497724,1.4351801,2.109407,0.07040152,0.13220549,1.068035,0.3720945,-1.8121176,-0.13647857,0.3741116,-0.15817831
82,3.8749275,3.5227919,3.197473,3.5242975,3.4376194,3.0889573,2.7733617,2.6811252,3.1534173,2.4054508,3.3025146,3.0141447,1.0087982,2.180643,2.0157032,2.0069997,2.2039309,2.70792,3.2675855,2.3583758,1.6435552,2.8638575,2.0934572,1.517361,1.1921288,1.2584493,1.7443308,1.7866303,2.946935,1.6196331,1.9673831,1.1044589,1.7049055,0.7646643,1.4255555,0.6293008,1.834167,0.37317052,0.8109115,1.7094469,1.9651983,1.4884636,1.5108283,0.6049885,1.2245139,1.0154588,2.1175387,1.4559857,0.8944532,1.4684412,-0.42784125,-1.5712657,0.58071387,1.1496708,0.9398826,-0.68396115,1.5519102,0.8697857,1.0339853,-0.37191504,-0.5216257,1.330901,-0.10126567,1.5831754,1.0550599,2.0250022,2.0642686,0.5198341,0.9253665,-1.5208215,1.0462304,0.46603772,0.30399013,1.3024281,1.0401586,1.7984649,1.3095745,-1.4739848,0.5285316,0.26239625,-1.7077432,1.363055,1.7241251,0.85785997,1.0808752,0.82737255,2.0151472,1.1593263,2.5365434,1.360611,0.9214609,1.7808564,-0.6014454,0.6908836,0.24871549,0.19579688,-1.9313242,-1.0458382,0.8351779,-0.7738833
83,3.592129,3.8611205,3.5686326,3.1382356,3.8224993,2.4972448,2.8457754,2.114583,3.2438028,2.5969348,3.364902,3.4872956,0.028405704,2.7646306,1.7886903,2.3282256,3.0831714,3.208844,3.5395262,2.0327086,1.7060517,2.128362,2.8749819,2.3119953,0.7475061,3.0569978,1.1319253,1.8381783,2.1489255,1.8048211,1.438511,1.7006584,0.15522227,0.87031305,0.36525428,0.85773677,1.8366863,0.8673538,2.4985466,1.5282553,1.96958,3.461396,3.6351318,0.90079033,2.8281455,3.072501,3.924606,0.4049343,1.0763018,1.3445163,-0.3364897,0.47017398,1.2065796,1.3903455,1.3961309,1.2705789,1.6046104,2.5189767,3.5360591,-0.91478604,-1.0268563,1.4588484,1.9894549,1.4746028,1.8584296,1.4304826,4.9302673,2.3025422,-0.0017062612,-0.23987868,1.4169309,0.9217122,-0.007687876,1.2850267,1.1876103,4.337881,0.4320231,-0.77718174,-0.45513907,0.5181292,-0.6724471,1.7481363,1.0703759,-0.44430402,1.6373241,0.54655993,2.8528864,1.5819734,1.6523501,1.6168135,1.0600877,3.2718596,0.16398849,-1.5439965,0.70891076,-0.5027868,-2.059429,-0.39604145,-0.15455769,1.3310791
84,3.7174642,4.4476213,3.950465,4.2119055,3.5991087,3.5305967,3.7224746,2.89574,3.5292382,2.5709822,3.8556979,3.1477842,0.6725397,3.1612506,3.0650783,2.7747073,2.1556983,3.1605983,3.2814913,2.2347808,2.329675,2.1357377,2.851926,2.896933,0.9246049,2.0840328,2.2496207,2.5900507,2.7198765,1.7161564,2.5781627,1.8033468,1.1007947,1.4267259,0.98647285,0.86446315,1.8905711,0.18295935,1.6449745,2.0113778,2.5552952,2.3609755,2.6646,1.49552,1.9905192,2.0573094,3.1386144,1.5034676,1.5227104,1.7005832,-0.2910381,-0.79080474,1.1905669,1.774649,1.4898783,0.48797178,1.4349972,1.6580969,2.1320667,-0.5838644,-1.0885979,1.1220325,0.5249677,1.6756965,1.4707761,1.1425132,3.366857,1.7353895,0.52909094,-1.2886353,1.6310732,0.96548975,1.7418135,1.7932382,1.6531776,1.8744868,0.909002,-1.4855502,-0.079986155,1.1747273,-0.6828275,1.44639,1.7324463,-0.68678343,1.5631002,0.9129745,1.5701555,1.1327595,1.3125278,1.1523777,1.0295435,2.9393957,-0.60363996,-0.046371765,1.5508585,0.81819963,-0.9968742,-0.825286,0.27515835,-0.9559404
