,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228,b7cc218ca1bf93e7cf985ec718297e8f,2f23ae1dded4bbb8bd07cfc7f6427336,c810fd2451d1d96abe0584945a56bf8f,feb89dc9caf19ef8293e6bb151ee1866,767f3283ab767c0a7adbf5a18db0742a,1c7d2ad94334dd47c5d0181ab8aea2b9,08bd45c0807b6fb44faaa54fb53e4213,37f0f50bbe241beb5ca3703a962a8e8d,1aad9c2d080f1285de75d84d1b96f65b,4da62986df30d31d35fe1a57ca42739d,f3adc35cb1fc524f48eba2a0ea2c2b07,04b4ed8ceabf387ba2caa3e54509965d,ff289c73ac6541ac56707936f501a2cd,7311eb1c24e6b824f722d125c3af3477,5e881daab846993e2a1262bd76e598f2,bfcc7e237fe6a77b523dd9d3b03098b2,7af6ae689696e9ea838fbb88ee9afb78,8794266a9850580f5e066fcd3caea9c9,ca3cc27f240057f680ed6515dae7fdc1,c6aaf054cb3a6fecf4cad5e1602ceece,a2f21cd05cbf503426f5e24ab1aa0d65,ebffaf5c074232770582956617687f96,116f776446f19d78cb2a89c251128371,9b13767ad70a5aba75dfb8ab53b41a60,48cfa59632961313466dfcfd6a0e4bd0,0e274ec0a51227998286650629922662,c3d286727d3bc9f75ccf3964283e6fe8,a8809cc11488285159b609a0b669f59d,a8985695e90a39ad84c796e38206f195,59364744507fc064189cc76039389725,4be33645dd9f084ae764b704fa796e19,ecc95e5dfc560bd3c36f7b225b081f42,24743feeecdab3f091a06539f2b11dcf,aabb82168cc5440fc5c662209b0baa8f,c210b192c5b387540be3721f9bbf5d67,21823049adacccbea93a6988239a88e1,06b1b0ededcab44d5b5b97b9e5b43160,8612a638846acf832935cb932a1f0398,0117e9c502bd1cee660d22cb0e8b4a3c,868e0165fe32a8925b7f20afa5e1dbfc,3ebe761bfb1238c87195d431f41bf976,e1e0950f18e814ccace25739d2373bef,816adcb981eb4e362e1358439c1c50f9,d17d4e52392e61bf7543955737ee5b3d,41d407d2dcd22d6ed303635fcdd94744,f908a38600f83fdc81be5d4d19e1c44e,107273e73071282e4d0f4a0b46548da5,85d595577c2a94a0a96058af457da34d,02b4cbe5c2955ab2f66dc82cdf6dad64,45ffedadc43d8030c7f8a405ca9ab0db,e64faa80cdf98e9e30efe534471de110,259eb055b09c7c621e62bec9d100d490,7e171bbf8497f6f700510d47d0bce5f0,35e8f92891757e2c3fc0b41d6fa22be5,9ed5a69c305cd9031b6d38bb9f375923,e60da15c71e69772ae7da2c5f65865aa,9ab3a54e5cefa6a766fde0d8c304769f,eb79af3a1a9aa989f04b9161f7cfbcd5,2a29b04490b167eea05afea58d2dfc40,8678fa3a06998220d4612e2c31b51f03,eba69fef85fa63d9ca01273e9eda4dae,ffd660f96ba6668b2d8d86fc4e150862,0bd1dbc52a31344a9bf0c2fd0b16da8c,554345c10941538d3c323777253ee02d,11c6637e2dc386eaf99bb4ffc7544814,095dcca0a1cacb655451100eb59c8ef1,be2ee09d7e96f8404691a1367b7f8bcf,2692b51dc69b7a25255e60c4e6b8d269,aa203bbc98224540b556cf123e097c88,f672aa3aea2d03f0b297739022e9b716,d662d41c478094e4a8f701d57e0564d4,583e7caf625474a3918b14c9f2246d0a,e6597e930f9b32e98a6fd25d851f75da,768df3ea504b48ae391c6a6e7d27cda6,2abf330694cd7731207f2a9032b06581,1ca7de3787f8507c9042645d02405f66,c45cfa95e995f9bf8a6670a4864bca96,5253d98d25bc51baaf939f468ca8ef59,32b9c3a857a4561d923e804ff9c01c54,305f0ef12166d61f455a172ed26bf18c,055b448b67d7b3da8328ac876d03d0f0,2eb3650ae005e049a426a27cd8fcfbb9,22fe29187ea3d0c1909c6a2b91978cc7,6a262e6d4493c3254ef99e267db77a13,e51072f054476c7d775a498ebc7dfcb7,209c1511c7ca0e943da2606462614b95,c619014dce44f401c196cf7f60af4e54,5aa44ccd479f0310c977c1a673c4ad0a,14a0e05106135e35f3516fe52964651f,edd74e591385b3625e039a5966ddc0c3,5c19cd705ccd19702e1615b7f1adc1c1,5f9981020f592f84640f67071b0b9462,2da1ffca6c2b57046ba9d58302618c34,b3d06abc9373143dba5ec7195152218d,69346761032b8631fd4776b05a1911dd
45,10524.651,798.3259,-1776.4489,-2011.0693,-182.2077,99.181274,544.5022,-293.57858,-1021.79175,-445.70157,-506.36423,-313.02032,826.0402,205.372,-449.42545,651.15106,278.41965,-695.86523,-208.87244,-1054.0496,109.66058,526.9474,-772.0901,597.10956,1892.9624,-108.46532,750.08966,-472.89987,-185.47319,-112.28909,25.707863,5.8264065,129.60138,-678.6929,232.00937,300.25165,-93.49074,-459.41678,323.24844,-4.300415,-157.17737,-253.27356,-142.22375,0.289711,-87.55897,45.782745,13.814896,181.4191,312.57034,-19.74356,-71.89984,55.358753,937.3505,19.984802,-226.31445,-239.05093,124.63234,-81.441696,-169.09465,-97.18348,-158.79813,-96.233406,-32.43094,181.39392,-37.711987,113.81158,89.64267,494.53702,9.827866,-46.397964,-385.49536,80.42136,-145.15805,-167.06705,-27.34282,-34.26468,23.225769,-58.826157,11.385784,122.54355,-65.20647,-12.073402,-52.08215,12.932928,9.924181,-0.21061325,55.437294,10.604179,376.66238,-47.057747,-42.654922,56.012787,-17.916592,-59.478966,529.7779,-159.03513,-98.28508,-89.027885,161.82259,47.94791
46,13345.21,886.9578,-2677.3164,-5213.542,198.37805,558.95355,390.89227,-679.37805,-1953.1779,-725.7234,-1250.6285,-390.32446,1718.5408,-541.79016,-784.9136,800.14404,279.7418,-1358.8987,-395.2568,-1983.9459,124.75649,601.72,-2792.2588,1599.6473,2297.525,-37.352463,1208.7103,-732.2722,-289.5246,-10.630142,-235.50116,-17.350216,159.20958,-1200.655,224.70316,272.496,-153.5518,-818.63,567.3673,-96.45456,-311.82224,-384.65704,-279.41492,-189.70407,-167.91647,43.885155,31.583607,237.31042,635.12946,-82.90192,-153.94012,73.23813,1638.6973,-11.844185,-410.3178,-474.90512,80.98874,-0.9014435,-312.1405,-201.15448,-254.87506,-164.00531,-112.07035,387.30618,-108.39201,101.07224,136.2233,564.21906,34.182144,-5.54747,-679.59937,126.192955,-269.54214,-322.01004,-50.40451,-67.02398,57.101746,-128.6712,20.025187,142.33679,-82.53601,-143.87747,-142.04692,-27.559376,3.075539,-26.032284,90.00553,43.666462,557.5537,-109.59236,-116.41747,113.78517,8.466885,-82.98228,637.94684,-306.7259,-180.70734,-131.60239,246.05597,64.7672
47,27290.637,-2545.8003,-9740.723,-12351.379,327.28345,2446.2744,270.60376,-2130.4448,-3840.2246,-1869.9454,-5345.2734,-39.683563,2603.8057,-4214.8237,-2138.2214,1228.825,1237.523,-2168.5088,-1263.5159,-3542.926,1434.2706,886.0867,-10464.612,2207.593,4564.502,-67.22957,2533.7322,-1533.1561,-233.084,522.99963,-1814.1312,-34.079212,662.90155,-2062.4324,135.03229,-1.5383987,151.95064,-1589.1555,1359.3729,492.71338,-827.0742,-311.0872,-945.541,-208.67105,-534.87006,52.14544,244.71165,251.77226,903.25494,-364.53204,-456.99127,172.71982,3502.4497,181.95883,-1355.3833,-1134.5824,62.175293,241.50366,-533.6334,-322.00256,-367.97357,-317.24432,-396.40903,1401.2733,-253.13075,320.3203,1154.811,1106.2866,61.33644,268.45865,-1305.2598,251.04648,-391.4817,-816.89825,86.226006,-117.266815,399.67938,-286.36423,204.07205,132.08852,52.10079,-664.57184,-418.22357,-916.90405,19.103977,-331.22437,239.99033,-297.38373,1417.1744,248.8843,-369.95694,420.134,254.82632,-105.49302,1473.4191,-806.25116,-409.2227,-359.14682,520.29974,106.0491
48,35331.844,-520.4303,-14297.996,-15796.283,-488.25916,3960.1655,-373.09058,-2634.746,-4761.874,-2877.7542,-5828.3447,279.35962,3537.5972,-5950.451,-2521.907,1898.2512,1325.9343,-2975.5396,-1456.6711,-3896.254,1294.4641,1237.0718,-15525.891,3262.2703,5939.727,52.919205,3453.9062,-1828.8016,-257.6377,876.45874,-2678.2896,-12.602825,839.4221,-2779.3013,185.95929,-46.717026,601.97296,-1953.4203,1841.77,824.724,-1012.5433,-392.73123,-1149.1829,-371.77838,-657.2211,184.03629,397.49603,271.9651,1164.9187,-535.51196,-586.1443,346.59668,4749.65,268.69073,-1985.648,-1539.8271,91.75879,364.1141,-694.77893,-482.3805,-510.00952,-320.97488,-565.66504,2004.2009,-268.92395,478.01627,1968.6772,1396.3455,140.48837,489.3604,-1653.7142,308.12988,-484.768,-1076.1545,171.15529,-139.26302,547.5514,-321.58145,319.74783,40.95279,118.436295,-953.4061,-521.7696,-1179.0133,32.653027,-438.14758,353.59546,-435.91492,1904.9486,364.81775,-531.0188,547.33264,359.21008,-66.64789,1959.8834,-1169.0114,-532.239,-450.65945,778.4793,120.63679
49,9848.957,7843.1416,-2597.9976,42.023804,-45.308655,2367.5815,26.52771,1513.4009,406.4607,-628.83154,1992.803,839.81366,3121.0212,666.73785,1183.0458,1421.8474,226.46739,-485.24274,502.22998,2115.1082,1264.3955,1178.6857,518.8628,4077.0347,1977.9963,618.7596,1604.1414,415.53033,587.16766,1203.4065,-19.367142,88.91876,465.497,-1243.2777,707.3647,-567.4882,998.3956,935.16003,1127.9006,88.935,312.43167,86.8927,530.48,-400.51984,315.50073,742.0872,777.31537,751.46704,749.03937,250.2443,402.65503,495.80206,1460.0337,103.49951,710.92444,194.86156,397.57123,558.70544,-542.93616,-591.5143,-57.28962,-164.4422,17.226772,675.28357,536.66064,302.52124,1286.2362,49.099773,323.30368,302.1799,-45.327675,-171.58282,-15.951771,-516.207,209.02003,17.719511,349.37845,249.40134,237.9492,-364.67633,455.49033,-64.22241,148.85503,-214.20493,-34.280067,65.30026,322.92572,461.2113,334.63647,164.14127,-187.71005,-19.195415,189.11267,299.05475,624.0688,-66.37508,165.37076,99.45648,276.14713,246.19011
50,18487.309,-3245.683,-6591.62,-6053.8716,-358.36157,1102.4807,76.23096,-1274.6064,-2086.3296,-1280.2479,-3024.3916,-167.77652,649.55096,-2288.894,-1420.9166,840.5398,758.01117,-1403.4459,-749.8871,-1760.0507,689.7251,785.48035,-6066.9688,723.2216,3298.4468,-45.762436,1450.2859,-919.34595,-97.18419,90.47797,-1084.2579,2.7348232,301.88928,-1218.6332,154.00781,111.86751,192.60779,-955.42773,768.8019,377.03693,-480.077,-166.74738,-505.86893,-134.77649,-206.1148,103.935555,122.68819,91.8961,258.86377,-288.61026,-245.94029,119.158325,2014.387,128.0499,-863.36566,-647.1083,89.1318,80.58398,-292.5219,-172.59973,-208.3107,-102.6984,-239.22821,787.6064,-170.89906,265.71832,558.56805,867.77527,11.468761,165.45471,-752.368,162.1544,-231.85335,-442.68637,48.041046,-52.674706,188.00836,-149.4083,161.23955,233.25938,43.763588,-358.01443,-261.4921,-536.1934,26.430676,-223.43901,142.21454,-198.25446,934.557,175.88547,-207.92981,262.50558,137.58112,-67.5787,1018.857,-473.04916,-243.2506,-239.58047,320.18915,53.179375
51,8464.2,14357.777,-3188.6309,6605.609,194.8822,6398.465,2200.5564,2565.0496,3080.3015,434.43707,9044.1455,3730.918,3219.1514,1085.1611,1201.9735,1201.5416,-247.01227,1811.3026,374.29776,3732.2834,1971.4231,1692.2385,1840.4038,-2665.2393,1098.5461,1044.0455,1126.4727,1894.5631,1606.1337,575.1415,-481.06534,217.51993,-492.09387,2134.4395,1025.3058,-1107.2533,2090.8599,1966.4143,879.9158,808.4765,742.92377,1064.2412,1000.6159,-103.77226,1066.5217,1446.799,1306.6323,808.8132,-562.29004,568.2366,834.7207,1213.22,-26.500557,1026.0796,-479.17975,-99.76229,622.72797,1019.23236,131.58302,-237.41391,-37.38292,322.03018,333.0051,1032.3005,871.07166,476.799,3463.6995,-520.7768,366.38742,611.91754,1184.4586,-109.3728,199.91565,239.91342,417.7917,159.4387,523.64435,576.5296,401.07947,-863.3111,781.65204,-175.6274,345.3282,-826.0969,20.58043,-389.85385,334.09344,1028.429,143.4852,768.31055,-109.45066,-285.89597,444.70755,913.53973,267.4041,-556.073,585.80164,451.90253,646.0532,278.2854
52,6679.662,11688.418,-2027.1027,5585.943,118.96472,6481.921,2695.0032,2147.0598,2611.1394,803.2322,9095.786,3498.154,2452.9563,896.2535,771.87756,757.4046,-491.38928,1423.3037,281.40268,2870.944,1634.3385,1506.1035,1860.2596,-4162.0938,722.74115,1095.3849,698.36554,1811.6437,1497.736,246.6395,-418.3547,196.20834,-769.6971,2272.9785,924.3874,-729.4775,1988.5164,1665.7177,541.4371,968.84796,682.26917,961.26917,899.79346,16.91832,1174.4677,1397.6243,1124.5989,623.5039,-866.82465,460.8141,727.77545,1203.5721,-468.32013,1076.6423,-659.9864,-206.27808,467.581,936.72095,307.89117,36.378765,-73.49937,671.4444,384.9747,988.6453,617.5299,361.0641,3145.4888,-524.70593,257.78046,622.1914,1195.2644,85.19115,112.788956,486.85168,287.51532,149.5785,450.41565,471.93927,363.12955,-591.0254,697.27655,-132.02243,275.66647,-603.76215,36.799454,-416.13544,286.21143,555.3774,78.41317,633.5266,-51.084465,-142.51888,399.87796,871.94165,55.618977,-578.21515,538.2223,412.481,706.90845,237.37105
