"ASVID","nahant_5um_d1_544","nahant_5um_d2_547","nahant_5um_d3_550","nahant_5um_d4_553","nahant_5um_d5_556","nahant_5um_d6_559","nahant_5um_d7_562","nahant_5um_d8_565","nahant_5um_d9_568","nahant_5um_d10_571","nahant_5um_d11_574","nahant_5um_d12_576","nahant_5um_d13_579","nahant_5um_d14_582","nahant_5um_d15_585","nahant_5um_d16_588","nahant_5um_d17_591","nahant_5um_d18_594","nahant_5um_d19_597","nahant_5um_d20_600","nahant_5um_d21_603","nahant_5um_d22_606","nahant_5um_d23_609","nahant_5um_d24_612","nahant_5um_d25_615","nahant_5um_d26_618","nahant_5um_d27_621","nahant_5um_d29_624","nahant_5um_d30_627","nahant_5um_d31_630","nahant_5um_d32_633","nahant_5um_d33_636","nahant_5um_d34_639","nahant_5um_d35_642","nahant_5um_d36_645","nahant_5um_d38_648","nahant_5um_d39_651","nahant_5um_d40_654","nahant_5um_d41_657","nahant_5um_d42_660","nahant_5um_d43_663","nahant_5um_d44_666","nahant_5um_d45_670","nahant_5um_d46_672","nahant_5um_d47_675","nahant_5um_d48_678","nahant_5um_d49_681","nahant_5um_d51_684","nahant_5um_d52_687","nahant_5um_d53_690","nahant_5um_d54_693","nahant_5um_d55_696","nahant_5um_d56_699","nahant_5um_d57_702","nahant_5um_d58_705","nahant_5um_d59_708","nahant_5um_d60_711","nahant_5um_d61_714","nahant_5um_d62_718","nahant_5um_d63_720","nahant_5um_d64_723","nahant_5um_d65_726","nahant_5um_d66_729","nahant_5um_d67_733","nahant_5um_d68_735","nahant_5um_d69_738","nahant_5um_d70_741","nahant_5um_d71_744","nahant_5um_d72_747","nahant_5um_d73_750","nahant_5um_d74_753","nahant_5um_d75_756","nahant_5um_d76_759","nahant_5um_d77_762","nahant_5um_d78_765","nahant_5um_d79_768","nahant_5um_d80_771","nahant_5um_d81_774","nahant_5um_d82_777","nahant_5um_d83_780","nahant_5um_d84_783","nahant_5um_d85_786","nahant_5um_d86_789","nahant_5um_d87_792","nahant_5um_d88_795","nahant_5um_d90_798","nahant_5um_d91_801","nahant_5um_d92_804"
"OTU_86",13,6,2,4,3,4,8,6,5,7,6,2,1,1,4,3,2,1,11,1,4,5,4,9,4,4,3,7,4,6,10,7,13,10,3,28,16,13,22,13,8,26,0,5,9,6,6,18,29,22,14,13,3,20,21,6,21,22,45,4,10,30,18,22,21,14,15,23,12,16,16,4,4,2,9,0,6,7,12,22,22,16,24,8,6,15,4,1
"OTU_50",20,12,7,14,7,13,12,12,6,14,6,3,6,1,1,14,1,13,8,3,22,1,7,12,1,7,1,6,6,25,12,14,8,7,1,4,8,14,18,9,18,20,17,0,11,18,15,8,9,7,19,3,10,34,15,19,14,5,16,0,0,6,14,9,10,14,4,20,38,28,18,11,13,6,4,0,1,9,6,9,15,10,16,3,4,16,6,2
"OTU_116",7,6,3,7,3,4,21,9,8,4,3,2,4,0,0,5,1,0,7,4,5,13,6,6,1,2,7,6,0,7,11,3,2,10,3,16,13,16,22,13,13,42,18,7,17,65,46,29,29,30,16,2,6,12,12,8,1,8,14,1,3,13,20,15,13,18,8,17,14,10,27,4,7,6,4,1,3,2,10,8,8,4,8,2,3,8,3,0
"OTU_119",13,9,12,17,12,10,20,22,12,24,5,12,5,8,2,6,3,4,13,7,15,26,14,9,8,10,10,5,2,9,14,8,7,4,0,6,1,2,11,5,4,11,2,6,2,3,1,5,10,9,4,4,8,19,4,3,6,13,6,7,3,26,11,8,25,11,14,17,17,15,34,11,19,9,6,3,9,0,6,20,37,4,13,3,3,12,6,3
"OTU_186",26,19,14,14,110,50,70,78,29,43,12,17,8,1,2,2,8,1,5,1,6,8,5,4,2,6,39,18,5,3,6,3,1,0,0,1,0,0,1,0,0,0,2,10,2,4,0,0,0,0,0,3,8,3,2,1,1,0,1,0,0,8,0,1,14,8,3,0,6,7,7,3,2,1,2,1,5,3,2,3,0,6,3,10,27,10,19,17
"OTU_157",2,0,3,2,8,0,1,0,1,0,2,2,5,16,22,9,8,4,0,17,1,1,1,3,24,5,1,3,5,1,0,1,2,0,4,1,0,1,0,3,2,0,9,1,1,1,0,0,0,13,2,7,3,1,0,7,0,0,1,1,0,0,1,11,1,7,0,4,11,0,0,36,40,190,12,51,7,0,0,8,1,14,7,77,3,3,80,41
"OTU_96",1,1,4,3,0,2,2,6,15,3,2,15,18,36,37,16,99,32,4,111,27,7,12,10,36,47,48,13,18,5,1,3,1,3,8,3,4,4,11,11,7,1,18,4,4,1,0,1,0,0,1,5,1,1,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2,3,0,1,1,0,3,3,15,7,15,11,16
"OTU_75",5,4,0,12,26,22,26,21,5,4,8,14,18,4,4,4,35,7,7,3,4,8,8,3,2,4,6,4,0,3,2,2,0,1,0,1,5,4,1,6,0,5,12,17,22,29,7,8,4,3,4,7,9,4,5,13,1,17,13,7,4,11,3,2,8,9,19,4,11,12,1,4,1,9,11,7,2,7,3,4,8,7,2,18,28,36,47,46
"OTU_54",1,2,3,2,1,7,2,0,4,2,3,0,0,0,3,4,0,2,3,1,1,2,5,4,2,2,0,2,0,8,2,19,6,24,4,54,53,36,37,41,6,29,8,29,71,6,18,34,28,48,24,14,15,7,46,9,8,8,2,0,0,1,2,2,0,0,2,0,0,0,0,0,0,4,5,1,5,0,4,2,3,0,1,1,2,2,1,0
"OTU_99",12,19,19,16,26,4,5,18,13,5,10,16,27,8,23,5,14,5,2,0,2,0,3,1,2,4,22,12,12,3,13,14,13,2,7,1,0,0,7,4,5,2,17,6,0,3,1,0,0,0,3,2,6,1,1,2,3,9,1,1,0,0,0,1,1,3,1,1,2,4,1,11,16,8,25,107,38,25,11,16,3,15,6,21,17,4,2,15
"OTU_84",10,15,36,4,24,6,12,9,10,13,2,0,3,1,0,1,7,1,6,9,8,14,5,3,3,4,41,19,17,8,8,5,3,4,0,1,0,0,23,1,5,1,7,32,3,5,4,2,8,20,14,23,32,16,9,44,22,24,13,2,0,0,0,1,7,12,11,4,14,0,10,9,4,0,8,2,2,1,9,2,4,8,8,7,17,6,10,7
"OTU_35",1,3,0,1,1,2,4,1,0,0,2,1,0,0,2,5,1,1,3,0,1,7,3,1,2,0,0,0,0,4,7,7,0,7,0,8,9,31,15,12,14,30,7,7,6,6,10,12,38,36,37,6,8,31,39,20,30,17,21,0,4,8,21,9,13,7,17,19,23,9,7,16,9,5,2,1,4,6,9,16,14,8,15,3,5,14,4,0
"OTU_448",1,0,1,7,3,5,0,1,12,11,24,44,46,29,20,8,18,15,0,31,7,5,4,3,15,7,10,11,11,1,1,2,5,2,0,0,0,0,0,3,2,0,4,1,0,0,0,0,0,1,0,4,3,0,1,15,9,13,2,4,2,0,0,8,0,14,0,4,3,0,0,8,20,26,15,65,30,16,14,16,5,30,6,25,2,5,9,22
"OTU_85",24,25,22,12,9,21,28,16,20,36,9,14,6,2,9,20,3,16,24,11,22,17,15,16,6,4,9,6,8,6,22,5,7,13,9,23,18,16,7,11,4,6,2,6,2,2,2,9,16,10,9,3,3,7,1,6,4,7,0,1,0,0,5,2,3,6,6,5,7,4,4,5,7,0,0,0,0,2,8,8,5,4,5,1,0,2,0,1
"OTU_541",34,37,28,47,23,21,11,22,7,17,13,7,3,2,9,6,2,11,16,4,7,9,6,3,2,4,2,5,3,11,8,7,5,2,1,11,12,16,12,5,6,12,1,12,7,0,7,6,7,6,5,1,2,8,5,6,4,1,6,0,2,0,6,10,17,7,2,14,18,9,8,2,2,4,4,9,6,4,17,15,11,5,2,4,6,12,1,5
"OTU_102",5,10,3,5,9,5,8,5,3,5,2,12,11,6,5,3,30,5,5,2,2,7,1,1,3,1,8,8,0,1,0,2,1,2,1,1,0,3,6,3,0,14,16,55,17,35,2,8,3,6,1,14,22,10,6,31,3,12,6,2,5,3,1,2,5,6,6,1,7,2,0,0,3,1,14,7,5,0,1,15,11,9,7,18,42,25,58,47
"OTU_68",2,0,1,1,1,1,2,3,0,1,0,0,2,1,1,6,0,1,1,1,1,11,4,6,1,2,2,0,0,2,6,8,4,8,0,13,6,22,8,17,4,24,7,4,12,2,6,6,14,27,22,6,12,16,30,11,17,17,21,1,0,4,40,33,8,30,17,25,23,22,17,8,9,10,8,1,6,4,5,11,11,14,13,7,8,7,6,2
"OTU_156",44,19,33,48,33,53,28,38,10,22,15,12,3,2,15,16,2,12,30,6,14,10,16,8,4,8,1,10,3,0,1,2,4,1,0,1,3,3,4,4,1,1,2,4,3,1,3,4,5,6,4,2,4,10,4,5,6,10,12,3,1,17,4,5,10,7,4,10,8,4,4,1,2,0,2,0,0,0,2,2,2,1,6,1,1,5,3,2
"OTU_125",2,2,2,1,0,1,2,5,4,0,0,0,1,2,0,0,2,3,3,4,0,8,2,0,0,1,2,2,2,0,3,10,1,12,0,3,0,4,17,12,9,16,5,24,11,23,15,3,6,12,13,3,2,14,6,13,6,4,20,21,12,123,4,6,14,63,23,12,7,23,2,2,6,6,1,16,0,1,1,5,1,13,11,8,13,10,0,0
"OTU_214",8,8,0,12,29,16,18,15,23,10,8,27,35,13,4,6,19,4,8,3,2,16,4,0,1,3,5,1,0,2,3,2,1,0,2,0,2,2,4,3,0,9,17,35,9,15,3,4,5,2,5,4,9,15,2,24,0,5,10,1,5,10,2,7,5,4,12,6,11,0,2,2,0,3,3,1,2,1,2,4,4,3,2,6,33,20,39,28
"OTU_55",1,0,0,2,3,10,0,3,0,3,2,7,1,0,1,6,0,1,1,1,3,10,5,9,5,6,1,3,1,2,7,5,0,1,0,19,22,42,13,22,7,16,10,9,10,4,15,15,5,32,18,4,4,26,30,8,24,15,12,1,1,2,25,13,15,18,19,29,8,9,5,5,9,4,5,1,1,1,7,10,9,3,12,3,2,7,2,0
"OTU_191",29,12,5,10,11,15,15,27,7,13,12,7,6,2,11,8,4,26,29,7,24,19,11,10,13,7,1,2,4,10,6,7,5,11,4,10,14,6,17,20,3,17,2,10,7,3,1,6,2,12,4,1,2,8,4,4,18,4,11,6,1,13,7,5,19,9,10,6,6,8,6,0,7,0,2,1,0,4,2,5,3,1,2,0,1,3,3,0
"OTU_159",5,9,3,9,1,13,6,9,4,7,11,5,5,0,0,15,0,0,8,2,7,27,10,11,1,0,8,2,4,13,13,4,2,1,0,2,7,11,9,3,4,4,1,9,4,2,1,2,15,8,17,3,6,12,9,10,10,11,7,1,2,8,9,10,28,16,31,29,11,13,29,11,18,4,4,2,3,0,6,9,27,5,12,6,5,8,4,8
"OTU_53",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,0,4,1,9,0,0,0,0,0,1,16,0,0,0,2,4,9,6,0,0,2,2,1,0,3,9,0,5,0,1,31,21,7,50,1,9,12,20,33,6,27,48,28,16,22,24,9,62,6,0,5,11,6,8,4,3,50,66,8,18
"OTU_131",0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,0,1,4,0,0,0,1,4,0,0,0,0,2,6,3,17,29,36,28,38,19,5,1,21,24,2,16,35,4,5,0,21,10,8,5,4,7,1,6,4,12,2,0,0,0,0,0,0,0,1,0,1,7,0,0,3,5,24,16,23,66,71,44,12,7,1,7,3,9,5,1,0
"OTU_138",21,6,8,22,13,14,19,9,18,5,9,17,51,27,10,16,23,27,18,29,14,7,10,4,1,6,25,17,13,3,10,2,0,4,1,0,0,0,8,1,0,1,5,25,2,1,1,1,0,2,0,10,7,2,2,8,5,6,0,1,0,0,0,0,1,1,2,0,4,1,2,4,2,1,2,5,0,2,2,5,4,8,8,18,14,7,17,14
"OTU_233",0,0,0,2,2,3,0,0,0,0,5,2,0,0,0,3,0,2,1,0,0,0,2,3,0,0,0,0,0,2,0,0,0,1,0,4,5,5,1,7,2,16,9,25,68,26,56,100,37,35,22,13,4,5,9,0,0,0,6,1,0,0,3,1,14,37,25,25,2,0,0,0,0,0,3,2,2,3,7,8,9,1,2,3,34,6,3,2
"OTU_46",26,82,56,11,41,5,10,12,20,4,7,1,7,4,1,0,3,4,1,14,19,29,14,9,3,3,20,13,5,11,13,6,6,2,1,2,2,1,3,3,1,0,3,6,0,1,0,3,6,11,5,15,6,12,3,14,6,5,1,0,0,0,0,1,4,6,0,4,5,4,20,6,9,4,3,4,1,1,2,1,1,2,3,1,2,3,2,1
"OTU_106",1,3,3,1,2,2,0,2,4,4,8,2,1,3,16,2,0,14,2,38,7,4,2,12,7,1,4,5,11,9,16,40,74,86,69,9,7,3,0,2,4,2,4,8,1,0,1,2,2,1,1,1,1,1,1,1,14,6,2,0,0,0,0,1,1,1,1,3,4,0,0,3,4,21,16,16,6,18,9,2,0,2,2,3,4,3,2,4
"OTU_32",0,1,0,2,0,1,0,1,0,0,1,1,0,0,2,1,0,1,1,0,0,0,1,2,3,0,1,0,0,2,2,3,0,5,1,6,12,13,8,22,5,14,6,15,3,0,0,44,35,38,42,16,8,16,38,18,31,32,26,3,0,2,13,15,12,13,20,14,13,3,6,2,5,1,3,1,4,4,2,6,9,5,9,1,6,2,0,0
"OTU_204",6,3,4,19,3,19,9,23,8,18,5,3,4,1,5,4,1,0,9,1,5,16,18,3,3,1,2,0,3,5,3,2,0,4,1,6,10,7,10,6,5,12,1,5,1,4,2,6,12,15,16,3,2,12,14,7,3,9,13,2,0,14,27,8,40,10,21,24,18,6,13,4,9,5,3,0,1,1,5,4,19,4,3,3,5,1,0,2
"OTU_197",17,16,13,6,30,13,21,12,13,8,5,9,6,8,5,8,5,9,6,5,6,1,4,10,5,4,15,5,1,4,10,5,7,7,3,11,15,18,11,14,5,9,4,4,7,4,11,14,28,17,18,5,6,15,25,13,12,11,5,0,0,0,1,0,2,1,7,2,3,1,2,3,1,2,1,2,2,2,3,4,5,4,5,0,0,3,0,2
"OTU_155",2,12,0,6,31,4,16,0,3,2,2,2,0,0,0,3,1,11,36,2,5,11,0,0,1,3,0,0,0,1,14,20,2,2,1,0,0,2,11,3,1,16,6,10,25,20,54,14,10,6,5,3,1,4,12,9,2,1,8,1,1,10,0,3,0,1,0,2,2,112,35,18,8,3,1,3,1,0,1,3,3,2,3,1,1,6,0,4
"OTU_122",0,0,0,1,0,1,3,2,0,0,18,2,1,0,1,4,0,4,2,0,3,0,0,10,10,2,3,0,3,23,12,3,8,11,19,73,31,12,17,23,18,1,12,6,1,0,0,37,21,21,10,7,4,5,53,6,14,4,1,0,0,0,4,1,0,3,3,3,1,1,3,7,6,3,6,3,6,3,8,7,8,3,4,4,2,2,0,1
"OTU_281",0,8,2,5,3,9,1,10,6,6,15,8,4,0,3,8,0,2,2,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,2,3,1,0,4,3,2,7,6,14,29,12,61,54,15,16,15,23,2,3,2,0,2,1,10,2,0,8,3,5,48,47,27,25,2,1,0,0,1,2,0,4,2,1,2,5,7,0,1,8,23,2,0,1
"OTU_110",0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,63,215,6,12,4,1,9,3,0,0,4,1,0,0,0,1,2,0,3,1,2,1,1,6,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,2,12,58,21,56,38,24,3,1,4,7,10,8,5,0,0
"OTU_80",5,5,1,0,0,4,3,2,3,3,0,1,0,0,3,2,0,4,5,2,3,1,1,1,2,0,1,1,1,4,2,14,9,28,5,64,18,24,24,17,11,15,5,6,4,23,8,7,11,8,11,8,5,4,4,1,10,4,6,1,1,11,8,1,6,0,1,5,5,7,7,3,6,4,9,0,14,11,13,21,10,9,14,5,3,15,1,0
"OTU_132",0,0,2,6,2,5,1,7,13,5,22,24,19,27,16,12,33,20,1,31,1,1,2,4,18,13,18,16,4,2,9,9,5,4,0,2,2,0,1,2,1,0,4,0,0,0,0,1,0,3,4,3,3,2,0,7,4,15,3,1,1,2,1,3,0,10,1,1,0,0,0,7,10,14,13,35,18,14,4,8,1,15,3,13,4,3,2,7
"OTU_408",9,1,28,8,10,21,22,6,24,63,34,10,10,4,0,2,2,0,2,5,3,5,9,6,2,26,79,104,63,20,6,1,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_277",9,3,2,12,4,8,14,19,13,24,8,1,0,0,2,13,2,3,8,3,9,20,27,18,2,4,0,4,0,7,7,5,3,2,0,8,12,6,2,4,4,8,0,1,0,1,0,2,7,10,6,0,3,10,6,6,4,6,4,7,7,30,7,3,8,10,5,13,18,18,16,7,13,4,2,0,2,4,10,11,7,5,6,2,9,3,4,1
"OTU_194",0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,2,3,0,1,1,0,2,1,4,4,1,1,7,4,5,2,21,4,1,6,4,10,1,5,4,3,0,1,1,8,2,4,5,4,8,1,12,9,22,76,69,171,92
"OTU_227",6,4,8,4,2,3,7,5,7,6,0,0,0,4,2,6,1,2,5,2,7,7,3,3,1,2,0,4,2,3,6,8,0,2,0,7,3,4,9,4,6,57,12,2,7,33,31,11,20,13,11,2,3,19,13,3,3,9,11,1,2,6,6,2,8,14,11,17,16,29,15,4,5,2,0,0,2,3,2,8,2,7,5,2,0,5,3,1
"OTU_126",8,2,0,4,0,1,1,1,4,1,3,3,4,0,2,3,2,2,21,0,10,3,1,1,0,1,0,2,4,4,3,2,5,4,0,9,12,21,16,3,7,38,1,1,3,0,5,22,53,47,31,8,6,18,39,10,30,9,5,0,2,0,3,1,18,1,0,5,3,3,0,6,4,0,1,1,1,1,7,5,7,7,6,0,1,6,0,0
"OTU_160",50,35,26,26,33,22,37,79,11,16,10,3,5,1,23,16,3,54,33,4,12,9,3,0,2,3,1,1,7,0,0,2,2,1,0,1,0,1,0,0,1,2,0,0,1,0,0,2,0,0,1,0,1,1,2,3,0,0,4,0,0,4,1,4,3,0,0,3,5,1,1,1,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0
"OTU_104",0,1,0,14,13,10,14,15,3,4,1,4,5,1,1,2,1,11,16,1,7,17,2,0,1,1,3,0,1,0,0,4,1,3,0,0,0,3,13,5,6,8,1,19,7,24,16,9,3,15,13,0,4,6,1,6,2,2,12,4,4,43,5,0,5,22,8,8,7,33,11,3,7,5,2,8,1,1,0,3,5,3,0,2,11,32,4,4
"OTU_219",3,7,7,6,2,3,2,9,9,10,14,6,3,0,5,14,0,3,5,2,16,5,11,8,12,2,0,1,1,14,9,2,1,5,2,15,15,9,5,13,12,3,6,9,1,0,0,10,15,10,11,5,4,10,26,12,9,7,3,1,0,0,6,11,2,3,5,10,2,4,0,4,6,7,10,7,11,7,17,6,12,13,6,3,5,3,2,1
"OTU_37",0,14,4,5,66,5,0,0,0,0,0,0,0,1,1,0,1,11,1,2,0,0,1,2,1,0,6,2,55,3,8,125,46,55,24,7,7,2,4,0,6,0,1,0,0,2,1,0,0,0,2,2,0,4,0,1,2,1,1,6,0,0,0,0,0,1,0,0,0,0,0,6,17,14,6,2,4,8,2,2,0,2,1,0,0,12,0,1
