,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
12,303.9997,430.99927,1507.9994,622.00024,1083.9993
13,319.99878,324.99854,1510.9991,831.0016,1311.9996
14,414.0014,435.9995,909.9977,1558.0038,965.9991
15,420.00085,406.99658,327.99524,1486.0006,960.9982
16,371.00403,536.9994,957.99207,1836.0023,599.99744
17,138.0,333.9967,230.99329,988.00055,213.99585
18,242.99536,845.9909,726.99805,2125.003,313.9983
19,241.99707,509.99707,1393.9993,2478.002,337.99786
20,300.99597,429.99646,1399.997,2824.9983,521.99835
21,315.9956,535.9934,1170.9961,2174.0034,556.999
22,278.9942,532.99304,1409.9944,2324.0078,465.99808
23,250.99353,531.99207,1603.9971,2094.0103,552.00037
24,285.99304,642.99,810.99146,2190.0105,536.9985
25,267.98773,850.98676,2018.9935,2697.0083,1034.9987
26,378.98462,1135.9905,1479.9998,2744.0186,1396.0021
27,436.9768,988.9729,2298.0024,2159.0083,1236.0002
28,607.9769,1555.9886,1658.0006,2530.0115,1480.0049
29,718.9778,1256.9924,2008.998,2408.0088,1299.0035
30,629.9667,1051.9749,2684.0044,2449.0083,1585.0038
31,894.96204,1620.9875,2083.0024,2603.01,1330.0035
32,670.966,1711.992,1759.0029,2557.015,1342.0052
33,529.95483,1285.9773,2001.0077,3015.0132,1474.0088
34,601.95593,726.9815,3185.0005,3117.02,1653.0094
35,553.94904,654.99066,2434.0088,1680.0203,1331.0117
36,1549.9395,2152.958,1682.0043,1454.0166,1416.0134
37,1208.9315,1269.98,1234.0165,365.0099,754.01154
38,947.9347,1746.9921,1391.0094,243.00903,645.01483
39,2414.917,4139.9644,2495.0183,283.0088,739.01276
40,3644.9172,3410.9758,2574.013,262.00342,722.0157
41,3693.9182,4469.008,2176.0195,471.02234,629.0206
42,5263.9053,4003.9492,791.0245,753.00305,338.0203
43,4685.9014,2640.9695,658.01404,1038.0044,259.02075
44,6188.906,1738.0153,296.01843,1012.0149,190.02344
