,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
4,516.2205475813237,3519.647061567966,1756.7213916524609,100.1842893694886,321.03549557767064
5,883.9260497747393,4597.316567063108,1434.8840412740053,101.02856823839934,207.1362199205619
6,1334.830070329117,2804.345125024596,1475.7579710973064,122.20148178493378,340.1095529224165
7,1568.9852612147574,2989.4662734506946,1025.301872858568,184.054462150052,348.12893911606926
8,2110.7456432224158,2647.941260351969,728.4417340699057,279.9887545731519,556.9310840065868
9,1534.4945797709056,1280.3287633813914,1319.1479289036029,263.3199280289562,559.9269801977975
10,576.3482293365355,602.2721180480032,1450.6694418022698,410.9104853997493,745.8661959985997
11,137.1296387325719,410.9545510922413,1519.8284479868294,647.0592459194718,885.1065569134935
12,303.84505801762606,430.8664524963875,1508.0102679622478,622.1677130041608,1083.8271625199436
13,320.1647567366459,325.2190521987739,1510.714685597805,830.9133227283207,1311.794450529981
14,413.9702563505704,436.3090611964792,910.1419658410053,1558.0011474976536,966.110862167423
15,420.03167313850366,407.0317471852839,328.4695258655714,1486.1106756673635,960.8185934869505
16,370.8629232228536,536.9956093936,957.6205787440882,1835.6865840056491,600.2019448872666
17,138.12259781201143,334.1856989033598,231.14113870608247,988.5261285906263,214.26106095245288
18,242.99969326967224,845.904772626602,727.3217500071557,2125.064450329734,314.0972560240228
19,242.1672718963509,509.9400523664588,1394.382660950931,2477.4260853256505,338.2166013779829
20,300.92698183402365,430.05289402408175,1399.875002055233,2824.7927280702697,521.9095819967678
21,315.8456403847769,535.70020861133,1170.996178797947,2174.0687111996735,556.8676733553201
22,279.0799743002414,533.1974334422587,1410.1131503856852,2323.8993714913126,466.2706483090464
23,251.1698826246919,532.1643405622707,1603.548856162167,2094.2846527937013,552.0442819284456
24,286.2461936409044,643.2070600666415,811.3502610837969,2190.1190205958087,537.2692928348829
25,267.87151364490575,850.9438920041052,2018.7419159318326,2696.668906841505,1034.6493783768888
26,378.71220933525444,1135.842620945561,1480.118035686068,2743.462395874374,1395.6455942895032
27,437.04507601543435,989.0294700425761,2297.729247063422,2159.0382867212784,1235.9334067093857
28,608.0605285973834,1555.6976973556054,1658.2301174275005,2529.8283459306595,1479.9072200039939
29,718.8941292846436,1256.8509093201428,2009.118458792727,2408.0387386276625,1299.1165955471997
30,629.9626630176255,1052.3178736632206,2683.569291599819,2449.196867329869,1584.904257341522
31,894.7283322656934,1620.759808168027,2082.9060517603007,2602.964851901528,1329.986599448471
32,671.097703762316,1711.8239634980312,1759.2237010691817,2556.8948139899408,1342.0302556605473
33,530.1856829588869,1286.119136082061,2000.764919742839,3014.79213510661,1473.8493051509756
