,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
45,597.72095,1221.7062,1423.4467,1623.6318,816.2373
46,597.721,1221.7063,1423.4467,1623.632,816.2373
47,597.721,1221.7062,1423.4467,1623.6318,816.2373
48,597.721,1221.7062,1423.4467,1623.6318,816.23724
49,597.72095,1221.7062,1423.4467,1623.6318,816.2373
50,597.72095,1221.7062,1423.4467,1623.6318,816.2373
51,597.721,1221.7063,1423.4467,1623.6318,816.2373
52,597.721,1221.7063,1423.4467,1623.6318,816.2373
