,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
4,524.597756129356,1992.5628447757645,1048.3244421067757,50.094524041765055,228.89480976511624
5,571.0810345009942,3452.947247175599,1220.9690023053147,108.530349224547,279.4712814588423
6,993.6446480823379,4198.624792456151,1403.2826934504687,87.15867986841994,332.01849812117587
7,1409.6015533654097,2178.5949631918793,1482.701376403741,113.6594575325701,200.14588407678522
8,1488.1299367663885,3052.0604458167777,1259.96467858786,169.4424626603038,442.6488314062185
9,2099.8904819135414,2461.909540042532,1030.454898261051,251.276456001912,522.5939023120826
10,1064.5300173915061,1156.3064461701624,1082.4684009130099,253.93438205182764,631.3994959858321
11,122.41374809487797,824.8694548621007,1234.969595354795,359.2364827248495,767.4120216067757
12,66.36505164568666,682.5574631817176,1412.368251837447,595.8092077886504,898.3873183130836
13,517.9818303541642,680.4827669808758,1453.9702440776707,591.0398632839384,1175.0057198917443
14,445.3481535866848,533.8193025169402,1467.029940046443,742.0274500562248,1323.25369907955
15,549.4381022982523,671.5960886114863,1245.261780198944,1395.7450862450844,1079.127306685735
16,502.02012551681054,588.0001352113815,869.7746325072256,1442.7576871653903,890.6177918919828
17,430.2550868907132,732.9845907301856,825.4431514924106,1617.2360697016102,511.81752804539246
18,151.8605610076475,474.93793680119904,613.4113369086961,1239.52770065785,222.7539954908181
19,402.3876872479051,1066.85320186598,717.0283336935812,1779.1430351548838,84.62590539972359
20,343.4156700355506,543.8246741239127,948.4291557340997,2572.3112220466896,409.0802691540076
21,413.54341701401586,608.313070903754,1222.1667639099287,2444.31172894957,506.59265018935434
22,398.31435225362685,701.7510020007606,1269.7263887136721,2335.2346220618647,615.9800176819299
23,339.6045014850324,654.0581035462328,1297.0868419226456,2225.022412977115,491.5748551827737
24,319.78254019450594,659.9037114696532,1387.1251394348678,2301.869395224027,529.1125635028671
25,375.8868378581054,768.7717925244746,1201.2137991987154,2095.6715725067675,534.9687624052575
26,332.50417025344177,943.6411523286271,1461.6563838914967,2642.1989177322766,1089.8191938909022
27,479.5121993835023,1179.8281859105848,1437.554660467595,2684.220348327472,1440.4170967607101
28,494.3563719304864,965.1089661789673,1819.6664412899902,2205.9589047627487,1464.040620242342
29,678.7983672398227,1611.5828446039945,1707.6217684374071,2468.0929475595785,1395.787932932819
30,731.0711490495937,1125.9230507153327,1823.2545021544056,2546.201827721192,1347.923363226748
31,561.2330239258634,1063.792419038639,2035.9840467546474,2331.935253687541,1622.1304925865195
32,941.0709890690233,1671.495198575812,2071.049137402933,2621.647453708739,1256.4753760563526
33,526.0565213824448,1575.2394797087204,1932.1694914027087,2540.735688667666,1490.1440316554
