,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
45,589.5,1227.1,1422.1666,1626.7,818.8
46,589.5,1227.1,1422.1666,1626.7,818.8
47,589.5,1227.1,1422.1666,1626.7,818.8
48,589.5,1227.1,1422.1666,1626.7,818.8
49,589.5,1227.1,1422.1666,1626.7,818.8
50,589.5,1227.1,1422.1666,1626.7,818.8
51,589.5,1227.1,1422.1666,1626.7,818.8
52,589.5,1227.1,1422.1666,1626.7,818.8
