,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
4,516.0000000000884,3519.99999999951,1756.9999999999823,100.00000000020859,321.0000000000185
5,884.0000000000982,4597.99999999953,1434.999999999968,101.00000000018953,207.00000000001253
6,1335.0000000000937,2803.9999999995302,1475.9999999999811,122.00000000017701,340.000000000011
7,1569.0000000001235,2989.9999999995694,1024.9999999999611,184.00000000010084,347.9999999999857
8,2111.000000000093,2647.9999999995257,727.9999999999816,280.00000000019315,557.0000000000131
9,1535.0000000000632,1279.999999999502,1319.0000000000066,263.0000000002734,560.0000000000442
10,576.00000000014,601.9999999993568,1450.9999999999238,411.00000000024767,746.0000000000152
11,137.0000000001149,410.9999999994657,1519.999999999974,647.0000000001926,885.0000000000095
12,304.0000000001169,430.9999999995425,1507.9999999999716,622.0000000001493,1084.0000000000018
13,320.00000000010544,324.9999999994642,1510.9999999999718,831.0000000002256,1312.0000000000227
14,414.00000000013307,435.9999999995047,909.9999999999512,1558.000000000141,965.9999999999886
15,420.00000000011477,406.99999999950404,327.9999999999638,1486.0000000001835,961.0000000000053
16,371.0000000002608,536.9999999983934,957.9999999998948,1836.0000000005873,600.0000000000549
17,138.0000000002067,333.99999999910324,231.00000000004917,988.0000000003769,214.0000000000535
18,243.00000000022808,845.9999999985566,726.9999999999249,2125.0000000006153,314.0000000000211
19,242.000000000275,509.9999999989937,1393.9999999999764,2478.0000000004475,338.0000000000727
20,301.00000000015217,429.99999999921647,1399.9999999998486,2825.0000000003693,522.0000000000016
21,316.00000000015046,535.9999999993804,1170.9999999999172,2174.0000000002547,556.9999999999925
22,279.0000000000875,532.9999999993676,1410.000000000042,2324.000000000218,465.99999999999875
23,251.00000000011875,531.9999999995027,1604.000000000046,2094.000000000181,552.0000000000053
24,286.0000000001721,642.9999999993199,810.9999999998905,2190.000000000266,536.9999999999922
25,268.0000000000893,850.999999999117,2019.000000000086,2697.000000000281,1034.9999999999989
26,379.0000000002375,1135.9999999994047,1479.9999999999861,2744.0000000001705,1395.999999999991
27,437.00000000007367,988.999999999378,2297.9999999999545,2159.0000000003156,1236.000000000012
28,608.0000000001138,1555.9999999994325,1657.9999999999852,2530.000000000263,1480.0000000000152
29,719.0000000000857,1256.999999999442,2008.9999999999675,2408.00000000028,1299.0000000000205
30,630.000000000085,1051.999999999471,2683.9999999999923,2449.000000000242,1585.0000000000268
31,895.0000000000798,1620.9999999993918,2082.999999999991,2603.000000000298,1330.0000000000277
32,671.0000000000932,1711.9999999994263,1758.99999999999,2557.0000000002797,1342.0000000000277
33,530.0000000001363,1285.9999999994502,2000.9999999999409,3015.0000000001705,1473.9999999999889
