,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
34,647.21796,1411.0776,2208.386,2809.8584,1470.8965
35,539.5885,1450.2146,2269.5127,2986.846,1429.0753
36,552.71234,1440.222,2259.2444,3000.7422,1498.2048
37,615.04004,1422.7773,2186.2617,2916.2632,1459.8031
38,602.59015,1488.0007,2276.7615,3028.5789,1570.8466
39,604.1705,1508.2152,2295.8972,3037.0247,1583.0834
40,608.3077,1527.7963,2311.3872,3051.2932,1592.2954
41,620.6966,1559.0747,2356.5686,3110.2349,1619.7621
