,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
4,516.0000007164507,3519.9999956500687,1756.9999960507535,99.99999755733302,320.99999828432146
5,884.0000008055179,4597.999998704125,1434.9999967999938,100.99999871422642,206.99999689212632
6,1334.9999981537608,2804.0000000684995,1475.9999965236816,121.99999747665788,339.99999677901377
7,1568.9999994891577,2990.0000001442936,1024.999999138397,183.99999649265942,347.9999970967348
8,2110.9999983945104,2647.9999965707957,728.0000000141525,279.99999541774787,556.9999999803408
9,1535.000000033943,1280.000003711843,1318.9999974142354,262.9999961157423,559.99999751022
10,575.9999994349218,602.0000042869316,1450.9999999040397,410.99999175865696,745.9999977262614
11,137.00000011388858,411.0000013166476,1519.999998702224,646.9999921627983,884.9999972887856
12,303.99999897081386,431.00000169600946,1508.000001897486,621.9999964147177,1083.9999990511517
13,319.99999703754946,325.0000023165136,1511.0000037687378,830.9999998909504,1312.0000002805132
14,413.99999894433205,436.0000051554997,910.0000007800173,1557.9999943727087,965.9999965841063
15,419.99999841043984,407.0000003982385,328.00000482768223,1486.000000307303,961.0000004102704
16,371.00000063924404,537.0000071594905,958.0000021630126,1835.9999982089682,599.999999828543
17,138.00000130134276,334.0000064915114,230.99999824453243,988.0000001273885,213.99999777388678
18,242.999999001508,846.0000019931995,726.9999989420124,2124.9999962542356,313.9999973816641
19,242.00000207126874,510.0000052057899,1393.9999956486329,2477.999999151726,337.9999944685986
20,301.00000085757006,430.00000619676234,1399.9999965046852,2824.999997219572,521.9999949659579
21,315.999998234639,535.9999991690258,1171.0000008141901,2173.9999969434316,556.9999997856479
22,279.00000086242125,532.9999971441083,1409.999999893771,2323.999997295182,465.9999998941336
23,251.0000000487031,532.0000004412431,1603.9999982785923,2093.99999967829,551.9999986390432
24,286.00000087468135,643.0000003763474,811.0000007015981,2189.99999523877,536.9999997320718
25,268.0000002179439,851.0000007793417,2019.00000100724,2696.999992764203,1034.9999997921218
26,378.9999988110367,1135.9999991070772,1479.9999984735769,2743.999994998435,1395.9999995098622
27,437.00000215517105,989.000001884492,2297.999996256825,2158.99999810812,1235.9999972370765
28,608.0000023633127,1556.0000032273897,1657.9999964715935,2529.999996087627,1479.9999974159841
29,718.999999979968,1257.0000009825849,2008.9999989549021,2407.9999952713574,1298.9999978402175
30,630.0000009506755,1051.9999993922872,2683.9999956134434,2448.9999981263827,1584.9999985265317
31,895.0000005549423,1621.000001979788,2082.9999984322153,2602.9999964173653,1329.9999960983937
32,671.0000018950076,1711.9999984498336,1758.9999957892999,2556.999994999641,1341.9999960591072
33,530.0000005245781,1285.9999981109843,2001.0000031710715,3014.999992127221,1473.9999982933593
