,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
45,1432.646,2297.277,3435.9163,2288.1274,1584.3789
46,215.04587,762.9602,2693.0403,1069.2783,1293.8177
47,292.56653,1870.5403,2944.724,933.8988,1580.8973
48,625.7741,1470.1622,2402.1692,1517.2567,1588.3885
49,449.35025,1018.66797,1818.6011,1800.6829,1531.2345
50,543.8752,1084.7141,1712.6898,1811.0588,1207.6227
51,490.28833,960.9354,1546.4872,2063.346,1087.7726
52,489.36322,904.80597,1396.7144,1926.3842,957.9634
