ASVID,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
45,97.80163,100.91283,100.74923,100.06579,98.91787
46,97.10458,100.19614,100.01563,99.36804,98.216965
47,94.49461,97.482574,97.2537,96.7171,95.601685
48,98.07048,101.18364,101.02772,100.334404,99.1927
49,98.070465,101.183624,101.0277,100.33439,99.19269
50,98.070465,101.183624,101.027695,100.33438,99.19269
51,98.07047,101.18363,101.02771,100.33439,99.19269
52,98.07047,101.18363,101.02771,100.33439,99.19269
