,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
45,988.77344,2900.1768,2463.3918,1539.2097,833.39777
46,-269.0313,472.30347,3295.1665,1740.5261,2026.2943
47,-265.08685,991.8596,5108.319,-737.9846,2527.1968
48,1232.4834,2223.6401,3053.9468,-778.96045,2308.9219
49,1871.647,1164.7952,846.5863,914.2477,2099.6802
50,1168.5176,-101.36914,791.84314,1971.424,2137.4539
51,465.8382,82.134766,266.62927,529.74,871.452
52,-128.54071,1197.6692,-2324.835,-1903.0432,-264.20874
