,99fee0a19b008f861969600865c985de,c834e02be94ea60ec2900976677cc474,dfcfd742612d616e7c1097c359c7e63b,123e950130b49f3692b2898d9a43ef9c,091126efa2a5f6896c1a128c49160228
34,554.26746,1218.1714,2065.6262,2907.2095,1288.8431
35,521.8233,1207.4415,2079.1433,2920.2844,1295.2866
36,511.9236,1194.1401,2052.6577,2897.058,1287.4751
37,512.2237,1186.968,2046.4141,2878.4592,1281.299
38,509.32364,1180.5854,2033.9905,2861.4895,1273.6202
39,506.20496,1173.4462,2021.7863,2843.8535,1265.9988
40,503.1697,1166.4271,2009.7468,2826.9028,1258.4513
41,500.1568,1159.4354,1997.6644,2809.8962,1250.888
