"ASVID","SE1A","SE2A","SE3A","SE4A","SE5A","SE6A","SE7A","SE8A","SE9A","SE10A","SE11A","SE12A","SE13A","SE14A","SE15A","SE16A","SE17A","SE18A","SE19A","SE20A","SE21A","SE22A","SE23A","SE24A","SE25A","SE26A","SE27A","SE28A","SE29A","SE30A","SE31A","SE32A","SE33A","SE34A","SE35A","SE36A","SE37A","SE38A","SE39A","SE40A","SE41A","SE42A","SE43A","SE44A","SE45A","SE46A","SE47A","SE48A","SE49A","SE50A","SE51A","SE52A"
"a7038b203910eeed280371a9571c866d",1053,1153,1099,731,823,782,835,746,555,473,505,461,454,613,737,910,1646,2273,2378,2208,3273,4022,3418,7710,9507,8888,4843,9754,9794,9786,10369,7484,7750,9125,9022,8376,8326,8661,1396,5982,6153,6405,8304,5942,5084,4166,4074,3713,3484,3425,2355,2330
"adfb67f460d65aa8614bed0880411c61",1047,446,492,1046,394,391,708,639,384,533,655,735,992,845,928,1761,1089,1052,2362,2282,933,1093,427,438,481,785,612,1440,890,495,560,827,957,1128,779,622,613,533,1714,664,833,1026,352,213,358,251,215,476,209,370,367,282
"919f52074a986016c7e460883cbe1484",474,448,449,493,429,402,457,390,443,397,450,375,334,304,262,294,275,292,195,199,247,207,146,162,114,112,94,103,136,123,110,161,179,125,169,216,232,258,248,359,134,384,345,318,693,605,744,674,635,555,545,506
"b73cb42e006377b6fde3161fcec1d0f9",440,120,154,422,149,132,284,217,193,179,177,304,432,342,360,549,535,479,950,729,302,272,156,263,162,139,177,330,249,228,253,261,275,291,224,166,177,191,484,228,214,389,248,145,272,207,203,417,271,349,355,327
"45ffedadc43d8030c7f8a405ca9ab0db",93,92,105,125,102,134,118,172,183,231,244,222,248,271,257,257,296,287,193,229,385,340,203,567,446,348,149,267,340,476,431,500,470,293,203,266,222,220,252,107,261,170,160,149,99,109,92,139,150,215,165,187
