"ASVID","DonorA_Stool2","DonorA_Stool4","DonorA_Stool5","DonorA_Stool6","DonorA_Stool7","DonorA_Stool8","DonorA_Stool9","DonorA_Stool10","DonorA_Stool12","DonorA_Stool13","DonorA_Stool14","DonorA_Stool15","DonorA_Stool16","DonorA_Stool17","DonorA_Stool18","DonorA_Stool19","DonorA_Stool20","DonorA_Stool21","DonorA_Stool22","DonorA_Stool23","DonorA_Stool24","DonorA_Stool25","DonorA_Stool26","DonorA_Stool27","DonorA_Stool28","DonorA_Stool29","DonorA_Stool30","DonorA_Stool32","DonorA_Stool33","DonorA_Stool34","DonorA_Stool36","DonorA_Stool37","DonorA_Stool38","DonorA_Stool39","DonorA_Stool40","DonorA_Stool41","DonorA_Stool42","DonorA_Stool43","DonorA_Stool44","DonorA_Stool45","DonorA_Stool46","DonorA_Stool47","DonorA_Stool49","DonorA_Stool50","DonorA_Stool51","DonorA_Stool52","DonorA_Stool53","DonorA_Stool54","DonorA_Stool55","DonorA_Stool56","DonorA_Stool57","DonorA_Stool58","DonorA_Stool59","DonorA_Stool60","DonorA_Stool61","DonorA_Stool64","DonorA_Stool65","DonorA_Stool66","DonorA_Stool67","DonorA_Stool68","DonorA_Stool70"
"OTU_2",-1.44251096527031,-1.23668884111364,-1.33605052242357,-2.11768080053547,-1.11331231762327,-1.5467621284927,-1.39590357672965,-1.36678714473107,-1.59699220107201,-1.37405621853271,-1.59284926761307,-1.27885932145947,-1.71712448783947,-1.59747067911141,-1.59719361871579,-1.80392475449851,-1.29149914213603,-1.57444639670316,-1.69410969403337,-1.31668010251942,-1.6344122724867,-1.35408566608289,-0.750090933027383,-1.43245131435021,-0.92880469716563,-2.13071652535287,-2.12253237525907,-1.35808032396415,-1.26787728015964,-1.34676251075761,-1.74314290110107,-1.7642386552591,-1.45428873027725,-2.1216897125553,-1.77654686226613,-1.5979683410561,-2.06638165456523,-1.41825429772655,-1.29422938794331,-1.3841046262332,-1.3627638637097,-1.46301808664787,-1.36517627932705,-1.38629436111989,-1.22532082107465,-1.18912346731862,-1.35571093774781,-1.35716920282807,-1.72722094809048,-1.80555279136039,-1.14251179387298,-1.6946228048977,-1.76910789833665,-1.48226198651899,-1.50344444530252,-1.39478836841189,-1.67770388376775,-1.87295687635227,-1.46561948154413,-1.68196050791989,-1.47683394116517
"OTU_1",-1.6544076034143,-1.30588944396458,-1.59851426855928,-0.825978226165742,-2.22399214777808,-1.89490759460294,-2.17599817272233,-1.62093158156925,-1.65770124702071,-2.28330436338388,-1.42101779717828,-1.78485160681965,-1.50803324957101,-1.86855678671008,-1.8641219676857,-2.62424224383012,-1.93931490668258,-1.4202583996845,-1.42328034546836,-1.92244590972035,-2.21894797018036,-1.81350346207409,-5.0774628600373,-1.54713233043844,-2.91771546056292,-1.49851269290101,-1.56886464319805,-1.93617571459606,-1.88085689651783,-1.75373570026989,-1.31727526734662,-1.56164305362375,-1.43625898351404,-1.0170251791432,-1.71853887805387,-2.14150829117259,-2.57701603897339,-1.91542959708122,-2.86546707871609,-1.60894304665634,-2.10307113565972,-2.99691691641506,-1.65424681387995,-1.70223837341735,-2.02714723455636,-1.9064710317078,-2.2098626131928,-1.77638194372127,-2.38832800164487,-2.06708563206702,-2.45965703369572,-1.7457893029483,-2.53255114546941,-1.61104553041466,-2.02657836986547,-1.84293198337511,-2.08375063819789,-2.73085193765385,-1.61574942401128,-1.31764688065886,-1.42007558470082
"OTU_3",-2.73614287180767,-2.32417482870492,-2.47605455545593,-2.72706027832718,-2.70121746568098,-2.36449410959259,-2.28966413798658,-2.14881089762488,-2.27505886055376,-2.56067920826033,-3.03069932345085,-2.52168687390209,-2.53392193777648,-3.01328336152995,-2.17930070003734,-2.01935429901204,-1.95443797522402,-3.31602414110401,-2.41777170355597,-2.86411842705874,-3.06367608166429,-2.82670513069189,-3.17611897002165,-3.26385460705685,-3.66087592716018,-3.21898363576799,-2.51197190129656,-2.39665994219038,-2.82197175227421,-3.15997363738477,-1.85962609917075,-2.62719268968696,-2.76277510079146,-2.82613386123989,-1.7476555932497,-1.73617977937864,-1.75339465879866,-2.01912689165845,-2.484906649788,-2.15642099071664,-1.75486542068881,-2.29370912887379,-2.5935949555385,-2.88960593542014,-2.71575949038558,-2.43209053520202,-3.40631248232893,-2.36162474900828,-3.61523291394564,-3.57796929774532,-2.82647112453971,-2.57229088098084,-2.35297270159263,-2.46455196474833,-2.08422875381144,-3.10100803985798,-2.48389943130433,-4.31716806232539,-2.89953412565817,-2.57412425333349,-3.66859135334604
"OTU_9",-3.06375693454091,-3.44972207554943,-3.10052636376297,-3.80339227218216,-2.44657847275286,-2.43898832195649,-2.09704143279002,-2.54685973410469,-3.60154717002416,-2.33675153643136,-3.04495722033897,-2.68899361296188,-3.25863810315792,-3.08073252427939,-2.83881559960489,-1.54254762073622,-2.51678140631643,-3.41616674677032,-2.45102740236463,-3.39948651725853,-2.81987025587061,-4.00680141175544,-2.17922249610533,-3.57178797317159,-2.88374921713567,-2.75488527660108,-1.83455261392511,-3.10884578941423,-2.56729454810589,-2.9310028684869,-3.66674839197502,-3.15532070468138,-2.3444524772997,-2.79149371288715,-2.76482784817656,-2.69198691520989,-2.209905801316,-3.24752234069589,-2.30757263450508,-2.77907119288859,-2.32189005028041,-2.14425495171821,-2.74116913368628,-2.48918256493345,-2.20848000797705,-2.78768293268528,-3.06805293513362,-2.89102771069108,-2.05943268366637,-2.25948903898847,-2.89391393560911,-2.88657421630639,-2.82848312237677,-3.52413630085325,-3.78186134415867,-3.38909030711312,-3.38193548864598,-2.92870102158682,-2.86672491230125,-3.74218429863789,-2.83266241020943
"OTU_8",-3.38391195972015,-5.22481571941788,-4.40713968031648,-4.0480062091829,-2.39812138924931,-2.76755864055691,-2.94815239540389,-3.2409731939457,-3.89203286055164,-2.99463518073962,-3.25240219010711,-3.46219797362025,-3.8338750532952,-2.52454651126508,-4.05907538106598,-4.01161536441518,-3.69365526579145,-2.77126040679099,-3.32563181610106,-2.28617736988453,-2.59500704566619,-2.61260749467768,-2.73142355228752,-3.66613316795815,-2.96168366305452,-1.36658611712457,-2.59174318047395,-2.19368191892562,-2.73002910782099,-3.3928826551538,-3.88341247138688,-2.95246144100745,-3.19996122421225,-3.92835942474784,-3.43302858482394,-4.23024126081922,-3.53486663243087,-2.88873643455543,-1.55180879959746,-2.54753461117261,-2.58893884999703,-1.56137443451885,-3.67471714030143,-4.54854744693649,-4.29296596987585,-3.24533583743127,-1.91063557874621,-3.84109300205077,-3.27388633975412,-2.75393760561368,-2.41295216319635,-2.81290149622017,-2.76509144346156,-3.33776602183635,-4.03350290296586,-2.38724964564717,-2.36366210115613,-2.28407775401228,-2.49577084355847,-3.30467344780483,-2.77280993670811
"OTU_5",-2.7838982031998,-2.92244592407367,-3.06827025557346,-2.38210104920684,-3.35981796157594,-2.67840150718008,-4.02756816744604,-2.598235335095,-2.08249139741632,-2.86441327121241,-2.84026493784199,-2.82038633049646,-2.37112202009831,-2.84052558581099,-2.95132312371159,-4.9933279117412,-2.73120350607693,-3.42296102629852,-4.00691512502571,-3.20602768239035,-2.25622291809818,-2.50304230509767,-7.54554020986463,-2.59131452096911,-3.6024428310736,-3.54378969093709,-4.33229853077647,-3.44908465918874,-3.3697635100113,-2.25323921889089,-3.13011207161292,-2.71483894232701,-3.54584930933151,-2.8106067894273,-2.24719109802018,-2.57959549103159,-3.05736634885077,-2.5043247356451,-6.13566795730188,-4.36299420250455,-5.7114612505832,-4.97395066584196,-2.95808026670685,-2.29985098329358,-2.70344947001627,-3.77820190659003,-4.94071031130988,-2.25829245840222,-2.7824322021677,-3.56621948872653,-3.68866483881104,-2.47203760153911,-3.28991491060887,-2.76354184599579,-2.02859378082605,-2.74858099204831,-3.01588188211666,-3.19429817893094,-2.64203828683234,-2.39299078620659,-2.07464929359779
"OTU_6",-3.25574987027792,-3.52848186609899,-2.84937844362035,-2.40365962896882,-3.62290564048852,-3.43047936139839,-3.7538067571321,-2.69445194968363,-2.67498390854461,-3.27076322845221,-2.36485655353697,-2.81061782945291,-2.93026053246562,-2.19583472304716,-2.66461925951411,-3.78013100376974,-3.18398856586776,-1.88182217985147,-2.91038226649287,-2.70716680881861,-2.64299279317549,-2.88772800222543,-7.09775561170309,-3.20378933183482,-4.26598214369071,-2.86110559056805,-4.01627825934639,-2.37397734082836,-2.97237653290942,-2.78386828449126,-2.55828636779169,-3.40485841730075,-3.30938983240903,-2.31009964503508,-2.50123492201964,-3.32676884531271,-4.04612998994363,-3.12039190993379,-4.80474707287281,-2.93342255929705,-4.06359195825185,-4.25884070241656,-3.50900171726864,-4.0266188503556,-3.77455201479954,-3.96338812044095,-4.30876803336628,-2.79739119475885,-2.89691897098585,-3.98686540170399,-3.58405712263572,-2.66494007744848,-3.8008253811301,-3.3757464338409,-3.23658116979524,-2.715862740839,-2.46085717243556,-4.0169191275577,-2.76811444184486,-2.7983711804691,-2.21904192757334
"OTU_15",-2.96906402647183,-3.27208277999622,-2.77933765530788,-3.14100863764484,-3.4054892337437,-3.17483528878615,-2.74100543621571,-3.0613095325395,-3.19742728146072,-2.88926885715571,-3.45912395592169,-3.59763327070302,-3.23262699648103,-2.92140449702528,-2.39417549169584,-2.77976987029342,-2.9509827913714,-3.48614034415353,-3.08975517577227,-3.03954299465708,-3.12949801371698,-2.8547699949406,-2.60063919842818,-2.63059214206321,-2.66232607139154,-3.75770564504379,-2.92054029045401,-2.94108308968406,-2.95462694043132,-3.24835394182266,-3.05060610667704,-3.55545506486012,-4.16750292018579,-3.96160212427361,-3.71198702912409,-2.71301299044434,-2.48547107944683,-2.79734713368308,-3.43017242821541,-3.227272902952,-2.940757727716,-3.43345824388038,-2.95588636500679,-3.27633808617906,-3.01579400177143,-2.97166050414141,-3.17751812561558,-3.18432751236368,-3.01505118236489,-3.00583558813655,-2.63022897703068,-3.18742536443908,-2.90619855054317,-2.68682491448693,-2.58781972846935,-3.56072441852579,-2.844209716133,-2.32620915971578,-3.6178104694897,-3.06367608166429,-4.17132674299611
"OTU_13",-3.79901727266119,-3.6546259756354,-4.03128642625496,-4.98080069625084,-3.63111844911384,-3.89656739284198,-3.77722096460217,-4.85950227875832,-4.22799672050102,-3.71250174657644,-4.02609106230303,-3.83023858577609,-3.90682433051891,-3.43960034530248,-3.70502004287757,-3.4120951092429,-3.98898404656427,-3.47893241664497,-3.15582363577762,-3.90843763830571,-3.51402991215868,-3.44123792614871,-3.13916473716123,-3.15217041148885,-2.01668714233577,-3.28545966670372,-3.57813832727907,-3.08889098953359,-3.21683072432225,-2.70540206979633,-3.51629528098325,-3.98190941698318,-3.16492734124723,-3.2237158450722,-3.17665680685492,-2.69198691520989,-3.47599129575258,-4.44715789305445,-3.89961473403274,-3.24426505887302,-2.80839817493649,-2.7928091913889,-3.22521686390233,-3.270441036957,-3.27240324146347,-3.06918540754952,-3.00223283815708,-3.28069636993872,-2.47146998853492,-2.91683833108433,-2.88134582980668,-3.29840261468576,-2.74656210281395,-3.24544285225292,-3.7353388618516,-3.06125370308719,-2.90973856038701,-2.26416048344783,-3.17987776733769,-4.8656359159754,-4.05316257743887
"OTU_20",-3.61865551020757,-4.1552305877781,-4.17396568472919,-5.3885527076426,-3.69923339194436,-3.81523805447272,-3.89224317579956,-4.66447525626052,-5.25248283020424,-3.37991429394569,-3.82419929505463,-4.89972996117732,-4.27952462501202,-4.45624823673512,-4.2344215148377,-3.96222102566568,-4.63556379992374,-4.41179647416428,-3.28355638137282,-3.37979599275071,-4.17173122583752,-3.55095103579825,-2.65151855005307,-3.88481687389973,-3.6024428310736,-4.74692072078162,-3.56267721427177,-4.27666611901606,-3.96892067764294,-4.64397275152917,-4.16414791599035,-2.95909892757713,-2.97993653332635,-3.64790924400325,-4.60423224626012,-4.04378636894405,-3.11984444426202,-3.09017833578456,-3.02339489129755,-3.97365927441055,-3.88720474391864,-3.01287121135633,-2.80254104452313,-3.7254280133221,-3.19349106679518,-2.93665936132372,-3.71547080145197,-4.57011854792917,-3.59087032291477,-2.71573868958609,-3.88659835412947,-4.84252802344843,-4.06543267003069,-4.61709875685337,-4.23337109457305,-4.30300879227148,-4.02988493343596,-3.89688250936254,-4.63941576450126,-4.68870810454924,-3.63481223284366
