"ASVID","nahant_unf_d0_1080","nahant_unf_d1_1083","nahant_unf_d2_1086","nahant_unf_d3_1089","nahant_unf_d4_1092","nahant_unf_d5_1095","nahant_unf_d6_1098","nahant_unf_d7_1101","nahant_unf_d8_1104","nahant_unf_d9_1107","nahant_unf_d10_1110","nahant_unf_d11_1113","nahant_unf_d12_1116","nahant_unf_d13_1119","nahant_unf_d14_1122","nahant_unf_d15_1125","nahant_unf_d16_1128","nahant_unf_d17_1131","nahant_unf_d18_1134","nahant_unf_d19_1137","nahant_unf_d20_1140","nahant_unf_d21_1143","nahant_unf_d22_1146","nahant_unf_d23_1149","nahant_unf_d24_1152","nahant_unf_d25_1155","nahant_unf_d26_1158","nahant_unf_d27_1161","nahant_unf_d28_1164","nahant_unf_d29_1167","nahant_unf_d30_1170","nahant_unf_d31_1173","nahant_unf_d32_1176","nahant_unf_d33_1180","nahant_unf_d34_1182","nahant_unf_d35_1185","nahant_unf_d36_1188","nahant_unf_d37_1191","nahant_unf_d38_1194","nahant_unf_d39_1197","nahant_unf_d40_1200","nahant_unf_d41_1203","nahant_unf_d42_1206","nahant_unf_d43_1209","nahant_unf_d44_1212","nahant_unf_d45_1215","nahant_unf_d46_1218","nahant_unf_d47_1221","nahant_unf_d48_1224","nahant_unf_d49_1227","nahant_unf_d50_1230","nahant_unf_d51_1233","nahant_unf_d52_1236","nahant_unf_d53_1239","nahant_unf_d54_1242","nahant_unf_d55_1245","nahant_unf_d56_1248","nahant_unf_d57_1251","nahant_unf_d58_1254","nahant_unf_d59_1257","nahant_unf_d60_1260","nahant_unf_d61_1263","nahant_unf_d62_1266","nahant_unf_d63_1269","nahant_unf_d64_1272","nahant_unf_d65_1275","nahant_unf_d66_1278","nahant_unf_d67_1281","nahant_unf_d68_1284","nahant_unf_d69_1287","nahant_unf_d70_1290","nahant_unf_d71_1293","nahant_unf_d72_1296","nahant_unf_d73_1301","nahant_unf_d75_1304","nahant_unf_d76_1307","nahant_unf_d77_1310","nahant_unf_d78_1313","nahant_unf_d79_1316","nahant_unf_d81_1322","nahant_unf_d82_1325","nahant_unf_d83_1328","nahant_unf_d85_1334","nahant_unf_d86_1337","nahant_unf_d87_1340","nahant_unf_d88_1343","nahant_unf_d89_1346","nahant_unf_d90_1349","nahant_unf_d91_1352","nahant_unf_d92_1355"
"OTU_2",-1.53505572142154,-1.1751980651042,-0.953473801553364,-0.676303533230391,-1.23620916244585,-1.36125828295857,-1.35530737415355,-1.17191778038482,-1.13268372057863,-2.18857400436021,-1.15091517425701,-1.71117484957732,-2.00166076666036,-2.56613818264613,-2.01565180380451,-1.80703360427207,-2.47099821974187,-3.11172158675635,-2.73794373138035,-2.93593346008925,-1.44678436625712,-2.3648889763302,-1.90231772082754,-1.58805711740915,-1.51204119006741,-1.77896037230921,-1.85022830646874,-1.28247053420088,-1.24060693750572,-1.27461380144348,-1.51915414154467,-2.51913158904651,-2.7655148893943,-2.49954260942543,-2.42125662271154,-2.30108396686778,-2.42151033322921,-3.02981158720685,-3.76313622472043,-3.30145711363648,-3.46003788168509,-4.01418923559468,-3.721998386698,-2.54354008903786,-3.8177123259569,-2.71925480011507,-4.40748115206302,-4.3900823355061,-4.97888659578168,-4.2653172412074,-2.15427319014062,-2.68778729090095,-2.57863912745071,-3.53713815010999,-2.59164552541595,-3.03742517585266,-2.46131243984872,-2.61938456401655,-2.76211742237249,-3.20763003160993,-2.22634055811177,-2.19230396798946,-2.46854940776323,-3.64058916498616,-2.32909021237404,-3.22056453903253,-4.27666611901606,-3.05343659723743,-3.05236254060278,-2.98315349134713,-3.60479633690339,-3.28773193486697,-3.47065798000515,-3.55966772263393,-3.52910186175488,-2.61954037579624,-2.36895248466097,-2.62076190529418,-2.45511956062141,-2.29314844233931,-2.84321843001718,-2.48292055181637,-3.50758677960374,-2.66772708411787,-3.66202966574576,-4.13364158504004,-3.66177943214873,-3.59883317342915,-3.94140526958114,-3.46264045750778
"OTU_14",-3.58351893845611,-3.26271548387778,-3.11189784019619,-3.21774310811503,-3.51253996899753,-2.80574092955668,-3.9902178530132,-3.41361990166071,-3.19133008938707,-3.22376182807383,-2.3653083514674,-3.40907586923424,-3.315837532711,-3.39778246656209,-4.02770740442761,-4.16761013552279,-4.37075646770284,-3.45585579420002,-3.48448508947902,-3.34124343884507,-2.67414864942653,-2.09471608072369,-2.00314182028513,-2.0937439769481,-1.97438735164854,-2.60175554245259,-2.45716212115435,-2.86140691502829,-2.64025374052567,-2.58946038847589,-2.62821001921524,-2.30934187545693,-3.28572648576415,-3.70820372694034,-3.78085814832726,-3.59008864767927,-4.04305126783455,-4.67718072196436,-4.36118596880203,-4.59122728001908,-4.12362191216795,-3.17108516103185,-3.70130197411249,-2.72965422496749,-4.73516592378031,-3.2107530365246,-3.32831496812654,-3.77904445534972,-4.18792163933959,-3.27714473299218,-1.8913893101769,-1.99178975480601,-1.34502025915477,-1.90570372857727,-2.36940331700406,-2.66210321349525,-2.49156681152751,-2.78096698788578,-3.84008462371144,-2.73329951359005,-3.37079641699176,-2.97850133662563,-3.15808169716103,-2.51414967086327,-3.26842760369745,-2.50202126050629,-3.44324938863761,-2.0656482195475,-1.95703563822172,-1.74566836202779,-3.84579598474728,-2.28594745184102,-2.44378567753936,-2.59327468650978,-2.45563626748789,-3.50559853316773,-2.98786559129211,-3.02912374491207,-3.20855728464136,-3.9858928539946,-3.68599067020805,-4.02125103261246,-3.49254716025038,-3.35252215341607,-3.50578837054095,-3.22318027291525,-3.07444156688365,-3.45247059552681,-3.11224982951514,-3.02992363830227
"OTU_9",-4.50979548797348,-4.09469172417664,-3.79054895582655,-4.47513497872627,-4.29045944114839,-3.86663330312934,-3.74888468910351,-3.69408973757934,-3.92425557386378,-3.40848781492483,-3.57645177123302,-3.44468249360189,-3.61255457422069,-3.44582166213215,-3.27817336329031,-4.32809829264833,-3.92439065423681,-2.83722428835778,-3.65756077085651,-3.82097400416358,-3.42949685118352,-4.74865190946578,-3.4889971994653,-4.85244136361708,-4.86934276921237,-4.06814218982808,-3.87080028960419,-3.52713421904547,-2.87167962488401,-3.29739510550934,-3.37860362875379,-3.14351350509577,-3.684780154363,-4.2124238502877,-4.09933210373314,-3.66216206577522,-3.20061486573359,-3.87749429788368,-4.13484650553143,-5.21493575760899,-4.31748811353631,-2.54346515516696,-3.76465776300102,-3.50964403937185,-4.19486580123918,-3.56796652544863,-3.58120144031575,-3.59768242531597,-4.1043817400943,-3.52636052461616,-3.37020562835382,-4.16981844412973,-3.75662154369923,-4.07300742483397,-4.49399570046485,-2.9382558441286,-2.84049167536271,-3.27394659100184,-4.37952350445576,-2.697397636986,-3.33629449542673,-2.58997810633123,-2.99428194697634,-1.96355766586889,-1.63473324825578,-2.20264464480556,-4.23350245746322,-3.79647431387013,-3.31534587335079,-4.00547617448526,-3.76557840640044,-3.64805745959368,-3.3035461552877,-4.07158757509948,-3.94429656597844,-5.04664573161929,-3.5631100668249,-3.24459722112456,-3.45585579420002,-3.55222631077523,-3.45655931099482,-4.1097555043177,-3.03692802999226,-3.73488797532149,-3.92121143148255,-2.93773944671905,-2.92089143218462,-3.16047599908397,-2.96914069594975,-2.60520360309083
"OTU_4",-6.34352887848903,-5.33856776916933,-4.95856196846791,-5.08103893468622,-6.47157319821191,-6.09807428216624,-5.17048399503815,-5.84100496346277,-6.50727771238501,-4.30803177829427,-6.76695946901668,-3.55926196081055,-2.75662870266105,-2.67061577038397,-1.76126930247027,-1.97688036618826,-1.52553233177753,-1.8448982469009,-2.18609789787146,-3.37692865582728,-2.55095006210499,-6.00758392898787,-5.42421553342341,-5.72194977861165,-4.65622535678838,-4.39562424293926,-4.39643841333518,-4.78749174278205,-5.69597429220839,-6.09356977004514,-7.9550742732627,-4.38980877511594,-4.0622562476706,-3.96140823060889,-3.91368828474721,-5.38770092768272,-2.43401891152484,-2.34734299363554,-3.68115740802003,-3.70804937022166,-2.53549214657611,-3.48569664536226,-2.6731187832181,-3.52853680403876,-2.84794758060089,-4.63825322095217,-2.40530576368886,-2.99724627838521,-2.32248153332092,-5.95064255258773,-5.5834963087817,-7.48042830607421,-5.09088310893901,-6.28525293799152,-5.55731057075594,-5.05396841880263,-3.95751102020182,-4.64269262531118,-4.11339275719279,-5.57889089976252,-3.77045944110636,-4.18965474202643,-4.04094378549499,-5.27079933765414,-5.13248412725888,-5.32029627326681,-3.97333050598427,-5.91311683069622,-6.7945865808765,-7.91498300584839,-4.97931661083883,-5.47971256848186,-4.70208335838787,-4.87942923810773,-4.30676415017333,-4.87358895936429,-4.28358656186063,-4.06535702534885,-3.98688540990735,-3.71357206670431,-4.24658866377878,-4.15702123214226,-3.28920114158893,-3.40119738166216,-3.1882220837772,-3.19302063198126,-4.14136950086696,-3.23906284578818,-3.557844941688,-4.62733648144535
"OTU_46",-4.57719633394569,-3.88452986484795,-3.46853646474218,-3.42242638208407,-4.29045944114839,-3.42936825862885,-4.81137101657199,-4.38459685822943,-4.1416218667989,-4.66028948520917,-3.39094896717079,-5.02771089488651,-5.33913936106829,-4.95656807282598,-5.81545635237062,-5.69597429220839,-6.36259697613564,-5.07898598412018,-4.72401086320261,-5.36947456086437,-4.22705491081149,-3.99945096230299,-3.62452870877262,-3.31460874828482,-3.44468249360189,-3.81978916990174,-3.83225803695928,-4.06312141275983,-3.9863350383927,-3.72051653905712,-3.8229230106421,-2.98772154980791,-3.78236979720128,-3.8132473683978,-4.73565005243888,-3.96243786532458,-5.1808467820737,-5.78197732224126,-5.28510547257581,-5.55295958492162,-5.47924906905294,-4.07073469658297,-5.55441201800193,-3.64957540415491,-5.37527840768417,-3.93538435534132,-4.13173209429372,-5.28465300435398,-5.0438551319764,-4.20381427063006,-2.82137888640921,-2.91747368767396,-2.01328695185394,-1.98386209485717,-2.37556248277748,-2.47707882116775,-2.14734186252765,-2.73102581875768,-3.75362910161142,-2.697397636986,-3.64979206540589,-2.98729340490813,-3.82160406976852,-2.95914512655614,-4.64328081577113,-3.19165948240372,-3.44324938863761,-2.4046378183592,-2.71843782946379,-2.32938328614877,-4.15975076237289,-3.08239271177883,-3.3035461552877,-3.33568277455153,-3.37597781033004,-4.63796000881108,-4.33837947256769,-4.52947286215382,-4.53086368296217,-5.01626046873481,-4.94686684674611,-5.42090366287093,-4.41236529917929,-4.50968141880942,-4.99495748137703,-4.74303998021121,-3.90073142462408,-4.59661517751602,-4.82448031215139,-4.32769228371055
"OTU_5",-8.38345334655487,-8.38353818360752,-7.1620098253214,-7.22657258036463,-7.85902697975154,-8.38312084528651,-7.12125245324454,-6.82364876968514,-7.89469085042562,-5.54126354515843,-7.86633892304654,-4.80292755091189,-4.72899553610044,-5.3382774512692,-4.24015491013314,-4.66833276094573,-4.97111453593397,-4.13098390860902,-5.82852536124764,-8.3824856310559,-4.89740072200752,-6.70196036600254,-7.21964204013074,-8.38394032720578,-7.01616115282592,-5.84006009294875,-5.35304226623728,-4.34761785498834,-8.38378742234624,-7.88720858581393,-7.9550742732627,-5.0891383555842,-4.0622562476706,-4.60281447229563,-5.20893955539682,-7.69439280262942,-4.40107482964458,-3.58288742596275,-7.36897040219479,-5.08062766591629,-2.90434771175214,-5.15232773900147,-3.04806226442855,-4.09595616611644,-2.2512917986065,-4.68521289366163,-1.80012403483638,-3.04603301202879,-0.427585168048996,-5.0998664278242,-4.52036980168691,-7.48042830607421,-5.31525642060496,-5.18290651503671,-4.15937124543917,-4.510401526202,-4.03902269618945,-4.91322033669825,-3.67376581630389,-6.6800178586577,-4.90982282493633,-4.47204687335291,-4.3743584200337,-4.72812501004687,-4.20730115450155,-4.21185321181557,-2.95641517021316,-4.67438525500956,-4.99721227376411,-6.52759235373619,-3.14174982167297,-3.64805745959368,-3.17255629038875,-3.76549750090611,-3.27399512408928,-3.53420046574221,-3.0947919890598,-4.04480411666196,-3.70271191442361,-4.316461946181,-4.60754830839306,-3.65047000599907,-2.5971876082904,-3.03519741576296,-2.35465394862518,-2.40735452490538,-2.71811177284764,-2.27523020954468,-1.80434335763103,-2.97798959207733
"OTU_1574",-8.23265035212504,-8.23273519233378,-8.23297583985447,-8.23306744349802,-8.23261323825618,-8.23231783848449,-8.23259559351624,-8.23250992534119,-8.23302234663814,-8.23208125571934,-8.23270520549808,-8.23259872224454,-8.23299533588246,-8.23256409270857,-8.23249393836595,-8.2329887753691,-8.23267720451196,-8.23268657818961,-8.23291728215747,-8.23168260060647,-8.23273622104685,-8.2325792254333,-8.23336944737597,-7.80425138352811,-7.70975686445416,-8.23296480931134,-8.23367806213953,-8.23273496444821,-8.23298444034304,-8.23287508333705,-8.2329689375519,-5.49665579894328,-5.63389634719203,-5.65073325356639,-5.72194977861165,-4.59374149016447,-4.44076712969648,-3.84701378529389,-3.62985416244306,-3.61329981134876,-4.49144142065975,-5.07180275497424,-4.22195568681475,-4.03236169517577,-4.26736372635374,-4.68521289366163,-4.83287474862986,-5.43952753509956,-6.14675743151402,-4.47558703275442,-3.90916177314711,-3.28536556613703,-3.73850469140079,-5.11799381241676,-4.36993458890885,-5.61631644887493,-5.03080096369085,-4.38202663467388,-4.98298376276575,-6.16835471390473,-4.52692410902066,-5.50898339635113,-4.78401347840572,-4.72812501004687,-3.74444930526875,-3.12259081109324,-3.46328191383816,-1.91630415565309,-2.6438611819279,-2.47820183271618,-4.80617575360397,-1.84778730069772,-2.40833015009095,-2.5425970634277,-1.62502026255227,-2.00565726745404,-2.00661093136734,-1.5114575040739,-3.04632456472043,-2.16609365874105,-2.25937633866281,-1.86968666944877,-3.58616094791895,-2.45743925508739,-3.46689264092755,-4.23525001529934,-4.0971774253064,-4.33411108791511,-4.52319011897433,-4.59309760475382
"OTU_17",-4.50979548797348,-4.16027100863452,-4.28693071762794,-3.82124491306459,-3.86844564604716,-3.83520740825999,-3.82329488981946,-4.07790583587894,-3.23134675812232,-4.25008128520499,-3.1423147037534,-4.17163623652375,-3.83721812866407,-4.13087830555456,-4.60450329700039,-3.48431228837266,-4.09653514360192,-4.35184601752389,-4.54796471221731,-4.03483043468969,-3.5037180478664,-3.17592571718045,-3.54114752390613,-3.60340535644319,-3.38647770466969,-3.47053207506322,-3.53732955598674,-4.47430191078305,-3.88727483573895,-3.16406758837321,-3.04122028832766,-3.95020367688601,-3.64814882968831,-3.61271809314837,-3.4424403401962,-3.26283363830575,-3.71548319963191,-3.97468476655286,-4.26459864961594,-4.51633897228148,-4.55667997682766,-4.58836306767171,-4.58302195276508,-3.91579964870848,-5.26940335638339,-4.00733318523247,-4.47278099794235,-3.99856760682833,-4.86024297487424,-3.65913097871316,-3.90916177314711,-3.54037944579549,-3.41604388977915,-3.2534704696327,-3.41871973235436,-3.82771589896815,-2.85441282750872,-3.5869851464326,-4.2378800939809,-3.31331982878468,-3.31945071411263,-3.3380696296276,-3.41630014984791,-3.44079509764742,-3.42456561604362,-3.81165003128136,-3.90959581977053,-3.32663346512575,-3.09651335406922,-3.57009591812397,-4.41452839757842,-3.15052480192703,-3.48890296208126,-3.26245764393049,-2.86421093185749,-3.41114771251532,-3.26256748436625,-3.34439541052782,-3.84349840835856,-3.51546547521109,-3.59176940991099,-3.41186821462268,-4.02535169073515,-3.46533518149603,-4.13858926401986,-4.50896305231675,-3.90073142462408,-4.36347322677813,-4.49109121929038,-4.09604379797506
"OTU_28",-2.89706074604696,-3.91971266233356,-4.47733681447821,-4.77656267224986,-3.18410345557377,-3.5881378843124,-3.01367380565094,-3.46163524467704,-3.42023077815117,-4.19522135679848,-4.24152117271329,-3.07975565182369,-2.69454218650713,-2.41039795633058,-2.52715619629944,-2.76000994003292,-2.6948110211971,-2.49350322674321,-2.76018820904133,-2.72674233411436,-3.42949685118352,-3.82905936932695,-3.79698619543979,-3.95707950004553,-4.00323388548153,-3.22371259366881,-3.79508782452703,-4.69972250292931,-4.94502017023808,-5.39816270151775,-5.11623107619441,-4.68058682527285,-5.14615189437862,-4.34203289554026,-4.1337862942734,-3.60765069853599,-3.63806451419616,-4.38639209218352,-5.57405336798142,-5.55295958492162,-4.78192069773259,-4.37236472376214,-3.4637498048281,-3.97244592623203,-4.4747508290702,-3.60112264287436,-3.58120144031575,-3.74655856570061,-3.97859434271514,-4.09082962011466,-3.39974705508451,-4.3324481163567,-4.46138229319638,-3.26390712961695,-4.25927437630419,-3.74418429930456,-3.41809919246476,-3.6306974987312,-4.37952350445576,-3.93182563272433,-4.13402304604028,-3.61465313176184,-3.33005935382882,-3.78157817934704,-3.21773231416612,-3.73766961828337,-4.64378975695315,-4.38358791524083,-4.11695522080976,-4.46997842954702,-4.80617575360397,-4.96610272017946,-4.03020999988623,-4.67706792516767,-4.87213921684233,-5.18098065984349,-4.70700449186936,-4.46625636870163,-4.46764815737446,-4.63370649325303,-4.3533794538163,-4.81107509291813,-4.52699240492407,-4.80011020674126,-4.18813844150846,-3.936045857672,-4.0757703467857,-4.10189176785748,-3.51996164035788,-3.50896878190429
"OTU_7",-2.5465726918169,-2.49121113942554,-3.24291446454999,-3.02080591110611,-2.94851064602938,-3.15233530105996,-3.42651518964645,-3.32361114513211,-3.28354320368265,-3.46011113907496,-3.47966093385553,-3.94462847946271,-3.50888395706753,-3.84378173112051,-4.42017840063826,-4.2717742936448,-4.23979953508181,-5.33168306039184,-3.47006678873757,-4.26150547878537,-3.911578462189,-3.10394585819422,-2.82549427832618,-2.19360466388108,-2.75042323095101,-2.69574235342761,-3.05153711472281,-2.98552409696147,-3.5507661519843,-3.85938909990426,-3.05745922875414,-4.52488935472729,-3.18783727665702,-3.68350791031203,-3.47928012790748,-4.85386681172692,-5.26832665286435,-4.98981396628267,-6.67519250575144,-5.08062766591629,-4.21600016036643,-4.92773666029337,-5.14700986328325,-4.89996972620874,-4.00369019395397,-4.59336160792339,-4.10781926080546,-8.34271326661874,-5.80942866379119,-8.34246512438009,-5.5834963087817,-6.78671695060508,-4.53631466770512,-4.35746269027599,-3.70426055615224,-4.46912134152481,-4.58533184376843,-4.13744966275692,-3.42381547024993,-4.33285333260037,-4.13402304604028,-4.62782820988068,-6.58271741998659,-7.91461770904068,-8.34392842331887,-8.34152385308123,-7.42535788702715,-6.06765368546553,-4.79503894841743,-4.86312915698767,-4.4895003006714,-5.47971256848186,-4.8283137373023,-3.52895231872359,-4.1462271138578,-3.59383043423424,-3.94542128582999,-4.35045228907529,-3.28484189799696,-4.87213921684233,-4.24658866377878,-3.47295066734004,-3.9081022859644,-3.73488797532149,-3.86397801809094,-3.64183409042388,-3.88298475732995,-3.85620822632175,-4.59058152850334,-3.45136685639509
