"ASVID","N01B","N02B","N03B","N04B","N05B","N06B","N07B","N08B","N09B","N10B","N11B","N12B","N13B","N14B","N15B","N16B","N17B","N18B","N19B","N20B","N21B","N22B","N23B","N24B","N25B","N26B","N27B","N28B","N29B","N30B","N31B","N32B","N33B","N34B","N35B","N36B","N37B","N38B","N39B","N40B","N41B","N42B","N43B","N44B","N45B","N46B","N47B","N48B","N49B","N50B","N51B","N52B"
"99fee0a19b008f861969600865c985de",-4.19201936833514,-4.08587256196789,-3.85783367658094,-3.53543911624932,-3.06947253105014,-2.66795619787821,-2.49694353886205,-2.21097247427249,-2.50223661366247,-3.51831146934289,-4.95479846257126,-4.11286713082653,-4.01587613555103,-3.81728753967111,-3.84735749210042,-3.94186962639821,-4.29679233387509,-4.34679384395072,-4.32724749797664,-4.1644221165457,-4.1075481491978,-4.16574790730493,-4.23877254607084,-4.12837431080841,-4.21780520318595,-3.90226579576757,-3.70319300076935,-3.41572943591158,-3.23224914530978,-3.34409498866197,-3.06620635663,-3.39055978041559,-3.57826406561775,-3.47570473616256,-3.42503846806069,-2.5237654281373,-2.56003816348451,-2.52200865354561,-2.06667929006598,-1.63173882849393,-1.60737840273643,-1.15253952253702,-1.28226079698609,-0.895028969787664,-0.549025616201887,-0.875265044240373,-0.955553448009654,-1.64877002137674,-0.61505308581266,-2.35502238685265,-2.66785385330448,-3.33615368243857
"c834e02be94ea60ec2900976677cc474",-2.40298240064561,-2.67120731063184,-2.25430915065689,-1.42938650417468,-1.20347246168957,-1.84640839679059,-1.77461217628542,-1.95605489132852,-2.69742099403139,-3.47282244480588,-3.84198683702862,-3.75692833803475,-4.00009023506555,-3.76434217659304,-3.87945920128705,-3.56335001192662,-3.39338249367792,-3.06667753261162,-3.56704410125261,-3.8010654602336,-3.56763895577865,-3.50420992723448,-3.47130074743313,-3.29790833230693,-3.02981007291688,-2.76335831263886,-2.85480686391553,-2.42344821322099,-2.64364956491578,-2.80744237122403,-2.43369993455008,-2.40022899614459,-2.6512027808894,-3.28059055543146,-3.25161639752496,-2.16347783640471,-2.50690695305979,-1.84063140288934,-1.43289671855565,-1.71056785594395,-1.37396763536935,-1.49901409481973,-1.96996004696577,-2.42269249337043,-3.26467118366357,-3.57243661311278,-3.53939974792582,-3.43821477449694,-3.49104130991348,-2.3992041735088,-2.64219477637859,-2.00836623834025
"dfcfd742612d616e7c1097c359c7e63b",-2.1288046374517,-2.11387956559017,-2.82029604927038,-2.23750762946092,-2.55563243625426,-2.560195528475,-2.9508369536461,-3.3449273901235,-2.66535213229567,-2.54832462605118,-2.47449075004814,-2.44436322315435,-2.39421846566651,-3.00301339405213,-4.09926131693788,-2.96202867219343,-3.77241256672724,-3.22480046779499,-2.51133574823815,-2.56889759685239,-2.75215288853293,-2.48064225100154,-2.3030214067729,-3.05608123541699,-2.09723669739924,-2.47954319303508,-1.93245436509886,-2.35412865762954,-2.13127289437416,-1.77251182947752,-2.15761759446584,-2.37065276875887,-2.16906797884258,-1.66732168671931,-1.8278703014609,-2.43518710024711,-2.53797106525185,-2.10033954999457,-2.02988705743611,-2.03551279340451,-2.21574081434218,-3.28562429165657,-3.45925598685354,-4.26382121252759,-5.26425314712088,-6.75698775870024,-7.64233177752678,-7.5736071011373,-6.22184500661282,-7.60679088718519,-7.59211268312244,-7.65980093095661
"123e950130b49f3692b2898d9a43ef9c",-5.10174084261855,-5.19562817683918,-5.58247049231288,-5.19960139360888,-5.27912445432794,-5.12176601529764,-4.71036220919099,-4.32190690769802,-4.33203327547264,-3.86428338413577,-3.37583994225014,-3.37969234145286,-3.03235774936224,-2.42931387520889,-2.52809461841835,-2.2629765050628,-2.24079582562986,-2.07265385146115,-1.87087047088059,-1.78566423480566,-2.07725423867228,-1.92516535196851,-2.00543458565664,-1.97926795649488,-1.76558881517516,-1.78792559871733,-2.00356837547595,-1.88027936965959,-1.92625938493071,-1.87890694693242,-1.90547911042718,-1.95325780248518,-1.6994574745014,-1.69292474522416,-2.2472108009476,-2.59265427277124,-3.81024813887622,-3.94130209297685,-4.31663969719583,-4.43131649222369,-3.82813355963231,-3.33665295819051,-2.98507841975672,-2.99987388286621,-3.4033569385369,-3.59984372748821,-3.89331749759524,-4.01676947120979,-3.62656515106267,-3.41668573484939,-3.20967419917261,-3.23245924364688
"091126efa2a5f6896c1a128c49160228",-3.51220457538603,-3.50452786617237,-3.9609578978705,-4.02105900121648,-4.5561626068814,-4.08612459616899,-4.06504003799399,-3.620911960825,-3.56129970303707,-3.25090430977613,-3.04994221434497,-2.79859673247784,-2.54738273688084,-2.94023488354192,-2.99177022061792,-3.44908767016543,-3.85054521602941,-4.08667189031044,-3.9878876754425,-3.60239040672615,-3.52810153642526,-3.64231856292466,-3.4332272149715,-3.48412947928197,-2.82356191709176,-2.54271817196603,-2.6173840216477,-2.47784347591199,-2.60840423039977,-2.36649250019461,-2.64718745569851,-2.66314220838472,-2.50438996679169,-2.41008487957778,-2.50179307041108,-2.62109018386196,-3.06087157572495,-2.93245393995859,-3.33505179632049,-3.39652350286518,-3.5315374127957,-4.15707857159181,-4.410525911165,-4.71218196913199,-4.86895431409347,-4.92792235786684,-5.74605104143374,-5.55483707901924,-4.7346740177894,-6.77149908903143,-4.9916789752467,-4.90321231453703
"1c7d2ad94334dd47c5d0181ab8aea2b9",-3.83364557707367,-3.69328151551457,-1.94981107071749,-4.08989021187272,-2.74799775168969,-3.25804606228768,-3.74549208412035,-4.37767756853934,-3.51635589364623,-3.52548601647123,-4.44518755537317,-3.43076711710729,-3.53098474431404,-4.32632017771767,-3.96025577010507,-4.22803219264086,-3.75050058822011,-4.46601454125885,-3.80842547849206,-3.88006031112679,-3.92246956884174,-3.91487607441055,-4.20693754766145,-4.40834768348339,-4.83186905350458,-4.30910663013832,-4.31776701466767,-4.71349688640244,-4.82353412119314,-3.81627554410054,-4.93157204486826,-4.83076471892144,-4.68207949808094,-4.73866565842726,-2.10432568234562,-4.23882866121914,-1.42639283315793,-4.17566186578237,-3.95243009907412,-4.34612671735905,-2.91282728632932,-3.20478876239242,-3.7874175869727,-4.43490367427465,-4.33635659784069,-2.98728657054907,-3.24199363398351,-3.74613280015654,-3.64742627138771,-5.08360059932686,-3.91985353830056,-3.66026378674738
"b7cc218ca1bf93e7cf985ec718297e8f",-4.49406219101682,-4.55470214438103,-4.94044170203279,-4.4808955370952,-4.07432569533161,-3.92318850872492,-3.26613195712569,-2.58748738570316,-2.04301023061413,-1.69265739822869,-2.03397788360193,-2.52178927122543,-2.60465274487732,-2.63978138211285,-3.50231421173257,-2.82871164153861,-3.57148557760075,-2.65038504476106,-2.8994463857032,-2.80252501525077,-2.75397123498814,-4.5495689207273,-5.54052442581386,-6.62096170059147,-5.97071892213773,-5.219673356616,-4.46329490096553,-4.49527068539068,-5.16096917539681,-5.54392883543051,-5.19350724994341,-5.13912622714294,-5.62659283596507,-6.6092494078955,-6.44043376393593,-5.46532337313239,-5.53846700628175,-5.92457031227795,-5.69532084994476,-5.50763240992571,-6.26493902512057,-7.69261526746528,-6.68234063216324,-6.07403153862205,-5.62518766721799,-5.04264617068279,-5.38800571281157,-5.53974058328955,-5.26111884980093,-5.96445409081763,-7.0770478819337,-6.79127031351147
"2f23ae1dded4bbb8bd07cfc7f6427336",-3.7449002213592,-4.12423523205152,-4.81195531276949,-4.7981174164527,-3.82326875327927,-3.98370021411849,-4.34159764467824,-4.1308971005416,-3.81085515623077,-3.77163642356191,-4.19001789733119,-4.22955044386596,-4.42891470036774,-3.43974253866229,-3.1376242528412,-3.24606448445749,-3.24883907605358,-3.24064824925566,-3.8393148007327,-4.01397945301257,-3.51707082598331,-3.70352116965224,-4.0781713948822,-3.91991203297764,-4.00013317611318,-4.31310434228849,-4.10757860022353,-4.06353420311609,-3.83856259683923,-3.49189041422148,-3.46599243803625,-3.24526042114442,-3.5476787482771,-3.43702773866298,-3.69285281448924,-3.4510748247763,-4.15191441404358,-3.95396437321632,-3.74955170518427,-3.33127522844306,-3.70932126327911,-3.79974043941417,-3.89789098310473,-3.58111312485286,-3.33835713435478,-3.84395319064285,-4.7244846155119,-4.02351088976405,-3.4207200115411,-4.39776535734673,-3.49453939874721,-3.52731532254794
"c810fd2451d1d96abe0584945a56bf8f",-4.00733318523247,-3.92353542980385,-4.23606774195872,-3.91848098098209,-4.19743130838352,-4.28324167480772,-4.31891391087218,-4.06115717726328,-4.39970481659362,-4.21217833225865,-4.19350030099304,-4.29126491843721,-4.39159608569003,-4.38873080632523,-4.60040886888638,-4.06420909931619,-4.2122263584336,-3.59111528534804,-3.43632443426362,-3.49222154194275,-3.90644905824867,-3.77348957641401,-3.66420101375874,-4.12837431080841,-3.65807580409495,-3.65635411913253,-4.00559741391842,-3.97890919598248,-3.87769032634764,-4.23032578175735,-3.99035297217162,-3.90118011950344,-3.55145393458773,-3.59713301011103,-3.71959283602436,-3.6541269221231,-4.23284285247496,-3.88416780959056,-3.89372134901347,-4.23825825452148,-4.19346987386314,-4.13625581835393,-4.01348559460609,-4.13819480279436,-4.14254301039794,-3.59771006697564,-3.36463173877202,-2.97851616564069,-3.92842824119875,-2.70213508295079,-2.90729850552267,-2.74949537802734
"feb89dc9caf19ef8293e6bb151ee1866",-4.52650334297274,-4.21971480883223,-4.30285677290985,-3.72977638727821,-4.04126468712913,-4.20651955484542,-4.13768190910801,-4.08964604144055,-4.31295047080564,-4.12556082059766,-3.75614077513243,-3.75692833803475,-4.1999297717355,-4.31428087610688,-4.20353220453862,-4.00123671740154,-4.09108481715159,-3.52663131451194,-3.28064305037268,-3.17789498672915,-3.55429515273197,-3.12152465315033,-2.92147931391585,-3.15888025685661,-2.96405478255955,-3.34035008874592,-3.32317881952244,-3.44850424616239,-3.54755497085263,-3.56817054462714,-3.95200454132108,-4.16447259164256,-4.32029666585835,-4.44371103302714,-4.83909597916029,-5.22300674842855,-6.01603817582053,-5.33793207521487,-5.68148083702218,-5.9144485044593,-5.63148396472996,-5.84964493362336,-5.47544024843275,-5.77539816616786,-5.22701663920406,-4.35620483675872,-4.11731735150465,-3.48979089453634,-4.87709076509645,-2.39849005066638,-2.64038366971444,-3.19568084956426
