"ASVID","ZN3TBJM_nasal_920","ZN3TBJM_nasal_921","ZN3TBJM_nasal_922","ZN3TBJM_nasal_923","ZN3TBJM_nasal_924","ZN3TBJM_nasal_925","ZN3TBJM_nasal_926","ZN3TBJM_nasal_927","ZN3TBJM_nasal_928","ZN3TBJM_nasal_929","ZN3TBJM_nasal_930","ZN3TBJM_nasal_931","ZN3TBJM_nasal_932","ZN3TBJM_nasal_933","ZN3TBJM_nasal_934","ZN3TBJM_nasal_935","ZN3TBJM_nasal_936","ZN3TBJM_nasal_937","ZN3TBJM_nasal_938","ZN3TBJM_nasal_939","ZN3TBJM_nasal_940","ZN3TBJM_nasal_941","ZN3TBJM_nasal_942","ZN3TBJM_nasal_947","ZN3TBJM_nasal_948","ZN3TBJM_nasal_949","ZN3TBJM_nasal_950","ZN3TBJM_nasal_951","ZN3TBJM_nasal_953","ZN3TBJM_nasal_955","ZN3TBJM_nasal_957","ZN3TBJM_nasal_959","ZN3TBJM_nasal_961","ZN3TBJM_nasal_963","ZN3TBJM_nasal_964","ZN3TBJM_nasal_966","ZN3TBJM_nasal_967","ZN3TBJM_nasal_968"
"OTU_1165",-5.1824574804535,-8.4368504387337,-10.6419302307135,-6.34629403924757,-6.79994732634783,-7.71912984090673,-7.32580750259577,-7.72885582385254,-6.46747687363534,-6.80328325738543,-5.6518310690241,-6.81146461866385,-10.6409678223592,-10.6438462609059,-10.6361929782316,-10.650836954119,-10.6377574811227,-7.03768644857417,-8.43793351043061,-10.6493803611474,-10.6481095340978,-10.6448241423705,-4.62675375765527,-10.64792232355,-6.22807259937548,-10.652000480292,-5.26247427613281,-5.39319455219102,-5.18559649648392,-5.38521908840296,-7.04947183160062,-10.6377161596141,-6.1463292576689,-6.25910333830874,-10.6487727011361,-7.34256341632421,-6.59896305813423,-5.4852336147203
"OTU_156",-7.30764934204085,-7.33780459272084,-7.04031745206511,-10.6711161399445,-5.63434307491892,-6.80217251640707,-5.85727359636347,-6.62936325343745,-5.77277534614315,-10.6648945017594,-6.81739283890175,-6.11721575241354,-6.47807066063875,-5.59427393427553,-7.72179177681754,-7.34708490104306,-10.6671720617717,-8.42463920980563,-7.33888813383888,-8.44290058683438,-7.34083555412327,-6.23419283705861,-10.6681841844964,-5.03326616215509,-4.80822133829663,-7.06304816338817,-6.8351845861473,-6.24308756974406,-10.6633225676622,-10.6275787739726,-7.04947183160062,-10.6671307402919,-10.6823324766238,-10.6310464292828,-10.6781872741667,-7.34256341632421,-5.39180770963538,-4.99306243707812
"OTU_8692",-10.7194086504611,-6.13231285569536,-10.7289435987741,-10.7287149305489,-7.31121838441963,-8.41249912030157,-10.7278417233408,-7.72885582385254,-8.414717399827,-10.7224933004698,-10.7289631854453,-10.7264436065352,-10.727981192337,-10.7308596251552,-10.7232063577483,-10.7378503045244,-10.7247708575089,-10.7280993449509,-10.7341649748484,-10.7363937144294,-5.95259377271899,-7.04621202212915,-3.0162745458543,-10.7349356797156,-10.7284676526365,-10.7390138284027,-10.7373043237288,-10.7361336436209,-8.40983067308774,-10.6851776223733,-7.74305285164676,-10.7247295360829,-8.45083969086622,-8.34021732094704,-10.7357860556194,-10.7360151969406,-7.29279089668983,-10.7320708464098
"OTU_94",-6.61383154560688,-10.9197209742038,-10.9152292792106,-10.9150006118367,-7.71690613529839,-6.2134963695695,-5.20070453768104,-8.42222295382501,-6.46747687363534,-7.02664880892255,-10.9152488658089,-8.42178300661158,-8.4252971767117,-8.43098149459717,-10.9094920596026,-7.05918798274235,-10.9110565535106,-7.03768644857417,-5.87038280747438,-8.44290058683438,-6.49267264177901,-5.86559602722903,-8.42046200245647,-6.04068751803596,-7.32799952451689,-10.9252994715417,-10.9235899731729,-6.36108656480092,-6.46258362543758,-10.8714634693427,-7.33737084732258,-4.26223264984245,-10.9262168925013,-6.14108115402035,-10.9220717106723,-7.05466552429676,-7.69848278788095,-10.9183565152236
"OTU_190",-6.32570214592778,-10.9635243724813,-7.73390246100333,-10.958804013784,-10.9515009474202,-6.80217251640707,-7.03790596344718,-7.72885582385254,-10.9533167837679,-8.41360887515967,-10.9590522675628,-4.51934548866008,-10.958070278877,-6.3500127354284,-5.5210163746231,-5.8785972937864,-10.9548599585375,-7.32558803589896,-4.93447393313069,-5.30265576814663,-6.24092540673957,-10.961926573875,-7.72709448477984,-10.9650247350284,-6.22807259937548,-10.9691028655044,-6.36453558740514,-10.9662226935764,-10.9510104868918,-10.9152669059674,-10.9636583586702,-10.9548186372983,-10.9700202857567,-10.9187345403016,-10.9658751071287,-7.05466552429676,-10.9427966843562,-10.9621599145601
"OTU_678",-5.83907513584906,-8.4368504387337,-11.0749536876885,-11.0747250209283,-5.76832099579377,-6.46525563771539,-8.42485858021344,-6.8119049533253,-7.02775807137683,-11.0685034308384,-11.0749732742342,-11.0724537114845,-7.73193072194849,-7.7376162828579,-6.46792052936577,-8.44612674298238,-11.0707809732098,-6.34366072633681,-5.87038280747438,-6.65006341516341,-5.44003391916652,-5.86559602722903,-11.0717930881079,-11.0809457303594,-5.12550599975507,-11.0850238531308,-11.0833143593076,-11.082143686641,-11.0669315089401,-11.0311879978785,-11.0795793565897,-11.0707396520496,-11.0859412716542,-8.34021732094704,-11.0817961008505,-6.36065459935143,-5.6806275680786,-6.03352214159646
"OTU_403",-7.01974378093018,-11.1669660413661,-8.42726848388825,-8.42726848388825,-11.1549426548748,-8.41249912030157,-11.1613724972799,-11.1604672352377,-11.1567584853677,-11.1560241157719,-11.1624939507394,-4.34871943665611,-6.12073688281212,-7.04403289727469,-5.92781452003153,-6.49892738016878,-11.1583016551701,-11.1616301169032,-7.05098944706805,-6.49569705540433,-8.43988008831357,-6.48594299519391,-11.1593137687491,-11.1684663991326,-7.04009846596985,-8.44998444172279,-11.170835025027,-6.49483387019752,-11.1544521959296,-4.77044246439668,-11.1671000271277,-11.1582603340638,-11.1734619339955,-11.122176355252,-11.1693167685266,-11.1695459080946,-11.1462384200239,-11.1656015877986
"OTU_127",-7.71333788887187,-11.1730823545631,-6.63441432380101,-11.1683620113607,-4.0105099521428,-6.2134963695695,-7.03790596344718,-6.8119049533253,-11.1628747994489,-11.1621404299171,-8.4277060249147,-11.1660907050672,-8.4252971767117,-11.1705066892716,-11.1628534816061,-11.1774973144697,-11.164417969117,-5.64875414351962,-5.79605775076537,-5.66707526666722,-6.82957749791811,-7.04621202212915,-11.1654300826081,-11.1745827122004,-11.1681147353756,-11.1786608293685,-11.1769513378913,-11.1757806668336,-11.1605685102118,-11.1248250499592,-11.1732163403132,-11.1643766480143,-11.1795782466345,-11.1282926723967,-11.1754330815212,-11.1756622210696,-11.1523547350259,-11.1717179011133
"OTU_561",-8.40670845824097,-11.1916589986748,-11.1871673230797,-11.1869386566956,-11.1796356163532,-11.1807133099329,-11.1860654565222,-11.185160194794,-11.1814514462131,-7.31455283232408,-11.1871869095932,-11.1846673509928,-11.1862049243944,-11.18908333405,-11.1814301283759,-11.1960739574425,-11.1829946154785,-11.1863230760562,-7.7445698093545,-11.1946173789786,-11.1933465646037,-11.1900612057185,-11.1840067287058,-11.1931593559245,-11.1866913807747,-3.68931795444984,-11.1955279810046,-11.1943573102486,-7.31077295011382,-5.93369097083238,-11.1917929843902,-11.1829532943866,-11.1981548890721,-11.1468693283515,-5.80039051317613,-11.1942388645151,-11.1709313845523,-5.94629282846126
"OTU_869",-11.2899631226173,-11.3039896487001,-11.2994979797003,-11.2992693136529,-11.2919662840998,-11.2930439760823,-11.2983961147653,-11.2974908543714,-11.2937821112697,-11.293047743017,-11.299517566185,-11.2969980112971,-11.2985355824321,-11.3014139878537,-11.293760793464,-11.3084046010139,-11.2953252782527,-11.2986537339198,-11.3047193061841,-11.3069480246762,-11.3056772121588,-11.3023918580866,-11.2963373899851,-5.30048892006154,-11.299022038096,-4.07666787863354,-6.49828214947643,-11.3066879563261,-6.79950169354188,-11.2557324293115,-11.3041236342193,-5.01152378815737,-11.3104855296115,-11.2592000454877,-11.3063403716113,-11.3065695107657,-11.2832620652616,-11.3026251976037
"OTU_6",-7.71333788887187,-11.325192114889,-7.04031745206511,-11.320471781065,-11.3131687534159,-8.41249912030157,-11.3195985824044,-11.3186933222459,-11.3149845801111,-11.3142502120503,-11.3207200335327,-6.47455185340115,-7.03834484868574,-7.04403289727469,-11.314963262311,-11.3296070660639,-11.3165277466914,-7.32558803589896,-11.3259217721844,-7.74953795868123,-8.43988008831357,-8.43315919580623,-11.3175398581599,-11.3266924695546,-11.3202245055724,-11.3307705786679,-11.3290610905632,-6.64920041618859,-11.3126782954976,-3.79010098118132,-11.3253261003735,-11.3164864256713,-11.3316879941264,-6.03548143252476,-11.3275428371932,-11.3277719762884,-7.29279089668983,-11.3238276641455
"OTU_2316",-11.4653180202184,-11.479344518303,-11.4748528582263,-11.4746241926341,-11.4673211776783,-11.4683988675,-11.4737509954863,-11.4728457368976,-11.4691370012087,-11.4684026344272,-11.474872444672,-11.4723528948068,-11.4738904628751,-7.33193309602246,-7.72179177681754,-11.4837594618851,-11.4706801651041,-7.73127261070394,-11.4800741743412,-11.4823028884239,-11.4810320784195,-11.477746730859,-11.4716922748138,-11.4808448703846,-11.4743769175698,-11.4849229724937,-11.4832134873215,-11.4820428205878,-5.92247167562103,-6.5410299991899,-6.64357269570786,-5.77720994321102,-11.4858403863805,-4.66754290192339,-11.4816952365602,-7.34256341632421,-5.20857499104718,-6.234628566913
"OTU_486",-7.01974378093018,-8.4368504387337,-11.4916601496771,-11.4914314841245,-11.484128470438,-7.31344258462482,-7.73149202924568,-11.4896530286963,-11.485944293652,-7.7202398421307,-11.4916797361194,-5.85418989347931,-5.53119120250482,-7.04403289727469,-11.4859229758927,-7.34708490104306,-5.52678007933985,-11.4908159057245,-11.4968814648904,-7.74953795868123,-7.05293728882663,-6.82285077189169,-5.64456311499623,-11.4976521608011,-11.491184209103,-11.5017302622098,-11.5000207773309,-11.4988501107982,-5.76787446754344,-11.447894696108,-7.74305285164676,-11.4874461363378,-11.5026476759394,-11.4513623044575,-11.4985025268304,-11.4987316654924,-11.4754242706626,-6.48637853527048
"OTU_1715",-7.71333788887187,-11.530638329766,-11.526146672017,-11.5259180065437,-6.61740297797448,-6.61962866329121,-6.63200177739563,-8.42222295382501,-11.5204308179768,-11.519696451579,-11.5261662584525,-11.5236467098977,-11.525184277166,-11.528062675365,-11.5204095002249,-11.5350532710703,-11.5219739810667,-7.32558803589896,-11.531367985427,-11.5335966983594,-11.5323258890107,-11.5290405431488,-11.5229860902488,-11.5321386810724,-8.42704964156327,-3.94234512486503,-11.5345072967878,-11.5333366306575,-11.51812453859,-11.4823812339391,-11.5307723149503,-11.52193266014,-11.5371341944955,-11.4858488410362,-11.5329890468092,-11.5332181853923,-11.5099107986704,-11.5292738820819
"OTU_857",-4.07255329221944,-8.4368504387337,-6.81695491465564,-7.32821846266774,-11.5363147469384,-7.31344258462482,-7.32580750259577,-7.72885582385254,-6.33372357931235,-7.02664880892255,-6.63485234395694,-11.5413464605648,-11.5428840275664,-11.5457624252673,-7.72179177681754,-11.5527530197688,-11.5396737320243,-11.5430021787368,-11.5490677347591,-11.5512964473081,-11.5500256381779,-11.5467402928823,-11.5406858410306,-11.5498384302718,-11.543370481924,-11.5539165295792,-11.5522070455801,-11.5510363796508,-11.5358242902182,-11.5000809919184,-11.5484720643851,-11.5396324111048,-11.5548339428374,-11.5035485983894,-11.5506887958623,-11.550917934406,-11.527610551738,-11.546973631775
