"ID","SE1A","SE2A","SE3A","SE4A","SE5A","SE6A","SE7A","SE8A","SE9A","SE10A","SE11A","SE12A","SE13A","SE14A","SE15A","SE16A","SE17A","SE18A","SE19A","SE20A","SE21A","SE22A","SE23A","SE24A","SE25A","SE26A","SE27A","SE28A","SE29A","SE30A","SE31A","SE32A","SE33A","SE34A","SE35A","SE36A","SE37A","SE38A","SE39A","SE40A","SE41A","SE42A","SE43A","SE44A","SE45A","SE46A","SE47A","SE48A","SE49A","SE50A","SE51A","SE52A"
"6ca072aeb676074a4f3eeda5740f38be",17,17,29,20,17,16,19,10,10,9,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,13,6
"6cb87b9319bdbc4a22f4b297518fb8c7",0,0,0,0,0,0,0,0,5,11,13,10,13,13,16,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,6,0,0,0,0,0,0
"6cd3044142eee7638882df1293f9608e",0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,8,0,0,6,0,0,0,0,1,0,0,0,0,0,3,8,0,0,0,0
"6db169339ee5897780e713c44784d74a",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,7,4
"6dbb4c4c55e45fe2eee407a215a49621",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,9,9,24,0,0,0,0,0,21,0,8,5,0,0,0,6,4,0,0,0,10,0,16,0,0,0,0,0
"6e6f306a337ba255a7f4a7f8469ff691",10,0,0,11,3,2,0,5,2,0,4,0,10,0,5,3,0,0,2,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,10,3,8,0,11,0,5,4,0,7,4,4,7,4,6,7,4
"6ef2db360afbd6fb97a52aca54920d52",0,1,0,6,8,8,6,8,5,2,2,4,2,4,3,2,0,0,0,0,4,6,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,2,0,0,0,10,4,8,3,0,0,3,1
"6f05f0454b1daca5cd306df93fba2be2",0,10,14,0,5,0,0,0,0,0,0,10,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,3,0,0,7,0,0,0,0,0,0,7,9,11
"6f9ed5d7f7050b227217d49f5ad99e5a",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,9,8,7,3,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,14,6,3,0,2,0,0,0,0,0,0
"6fefec7459d5ca7d238df4c8eead9278",0,0,0,0,0,0,6,0,5,5,6,3,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,7,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0
"7044e49f0829462fd233c6a55ef18e3b",8,6,8,8,3,6,6,0,4,3,2,7,3,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,3,5,0,8,2,0,5,0,6,3,4,8,10,5,2,12,8,17,11
"705b7e6f0a29dacc585f01a937fa5b76",0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,10,9,0,9,7,0,9,10,14,6,12,13,8,6,0,3,7,0,5,11,0,0,3,6,7,5,0,1,0,0,3
"707c3215b9588795300ac122dcde1366",2,17,0,0,48,36,0,12,36,36,43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0
"710df9772b5c63bf8a32ee016e9400d1",0,0,0,4,0,0,0,3,0,3,0,6,0,6,4,3,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,2,3,2,3,0,0,8,6,6,5,0,0,7,5
"7191072eaeece5187fc55da5320de0b4",10,11,3,10,16,4,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71b5a8460c94723248a40f821bb5057c",13,0,0,15,0,0,0,0,7,0,0,20,0,16,0,0,0,20,0,9,18,19,8,15,23,19,24,15,12,8,6,5,12,0,0,23,14,0,9,9,20,0,0,0,0,0,9,0,6,0,0,0
"723798d6ddc933a184d6dc7d7a51a88d",6,107,0,0,106,100,0,61,136,82,98,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0
"723ee3518d1b37caae19f4075a49b5cb",0,6,0,0,9,8,0,10,6,7,0,11,6,0,0,0,12,8,0,8,0,0,6,8,7,0,9,9,5,0,6,0,8,0,0,0,9,0,8,5,7,0,0,0,0,2,0,0,0,0,0,0
"726fe2f6c8c2aae056d3e2f0d5fdeabf",0,12,3,0,7,8,0,0,12,22,10,0,0,8,0,0,0,0,0,9,9,19,5,0,0,16,0,0,4,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,8,7,0,0,0,6,4
"72cd2a90d03db5dd98ce5da8c3cddd51",5,7,22,9,17,7,13,8,15,9,17,14,13,24,17,18,20,8,0,0,6,11,6,3,0,7,0,3,6,12,5,15,13,0,11,12,7,3,12,12,6,14,16,12,19,19,14,27,16,18,13,16
"73f5c87d384996115d738b8df8613769",9,19,31,22,28,24,32,36,22,14,20,18,20,21,18,11,0,0,0,21,0,12,0,0,0,13,0,0,0,0,0,14,0,0,0,15,0,14,0,23,8,10,0,10,39,24,33,39,21,47,38,27
"742e1f191223f58590661de80b9d6e3b",0,0,0,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,1,0,6,0,10,5
"747fce238e3478a6b50662ac0b26e8c5",0,0,2,11,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,15,0,8,10,7,12,9,0
"748aa96566432f729b92580e09349ce9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,10,0,0,19,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0
"74c538884de0508d746237d98c17a245",0,23,0,0,42,30,0,0,21,14,15,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"74d72216bcf5e3abda4fc6c2c10104f4",26,14,3,5,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,10,8,4,0,0,0,0,0,0,0,0,4,7,9,16,15,18,17,18
"750ba0e2bb9fe55d1cbb3b4eaadc1981",261,373,591,358,424,600,535,375,405,338,257,202,167,209,165,138,140,82,63,80,117,95,64,111,67,50,56,0,61,0,39,70,0,0,43,45,56,45,93,37,22,63,89,110,180,174,265,210,259,239,181,145
"753f182af6052c1eb53d471c499af5e6",76,77,69,68,88,93,107,93,154,176,177,215,250,314,279,258,329,215,80,99,115,104,83,123,83,91,52,45,100,101,100,169,198,154,179,250,214,209,210,106,117,171,111,86,92,124,99,73,67,51,45,29
"75cd233ffadeaeba897f323878b6510b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"75ea2daf1a41ca52cecdd1e27b663173",6,11,0,0,0,0,0,9,14,10,3,0,0,0,0,0,0,12,0,0,9,9,0,0,6,0,0,0,0,9,10,0,12,7,0,8,0,0,0,8,4,0,0,0,0,5,0,0,7,0,0,0
"7646ca0ef79ae7e357c84c59adcf3cb5",34,5,3,22,3,3,13,6,2,7,12,8,21,13,24,29,8,11,20,9,0,6,0,0,0,0,5,5,7,0,0,3,0,7,0,0,6,7,20,9,0,0,3,6,0,3,1,5,5,10,9,10
"766658ba52477d8b6fb70933061568c5",0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,1,0,7,0,1,3,3,5,10,12,18,11,13,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"767f3283ab767c0a7adbf5a18db0742a",19,15,14,14,20,12,0,27,19,20,10,18,28,8,33,27,53,23,66,46,29,29,16,17,17,14,0,41,29,18,14,11,0,26,11,10,14,10,31,19,18,26,15,33,12,13,10,24,0,0,0,4
"76dd8ef5492aad61a1a00ad704f9e0f4",0,0,1,0,0,3,6,5,7,7,3,3,6,0,5,3,0,3,6,7,5,2,3,4,4,2,0,4,7,15,4,13,8,8,27,5,7,7,2,8,9,9,0,9,6,9,4,0,0,6,10,2
"7737788aef34f22575dc7bd7129b95f4",5,0,0,0,0,0,0,6,15,10,3,0,5,11,5,6,0,4,0,8,15,8,8,15,0,7,0,0,12,0,5,0,0,0,0,4,6,0,9,4,6,0,0,0,0,0,6,7,5,9,0,2
"7775cb0b7845a4ed3615545afab14291",3,0,0,7,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,4,7,6,3,6,5,6,6,3,2,8,7,4,7,5,8,2,0,6,4,9,3,5,0,0,0,2,0,0,7,0,1,2
"777f257978a22f138e9be2fc8c034faf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,17,0,4,0,0,0,25,0,0,0,0,0,0,0,0
"77d1375e57199924e617f77a9d0a5b5f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,33,31,18,3,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"782a79a0725adc6ac22fc1fd15933a12",0,2,2,2,0,2,0,7,3,5,8,0,0,0,0,1,0,0,0,4,4,1,4,0,2,0,12,0,0,0,2,0,0,0,0,3,0,0,0,2,4,0,0,1,7,0,7,5,5,0,0,4
"78685ceba064e4c0ed07ada1dc4dcd8d",47,28,31,35,27,15,32,10,19,7,15,19,22,16,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,10,18,22,19
"7883570cc5be544172d59363c19e7121",0,4,13,0,0,0,0,5,0,0,13,0,0,14,0,15,0,14,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,17,6,0,0,0,4,0,10,11,0,13,0,0,0
"78c1678dd099b7141d967ed423a99dd9",0,0,0,11,13,0,0,12,0,0,11,15,0,0,13,7,13,15,0,14,13,20,11,18,13,10,0,0,15,9,0,0,20,0,7,6,8,0,12,6,22,0,0,0,0,6,0,0,0,0,5,0
"7989b6e848a54e3d964ebe805c173bba",6,0,0,14,0,0,5,7,4,6,3,9,11,14,10,16,6,10,5,11,0,7,0,4,0,5,0,13,8,10,4,4,0,0,5,14,21,9,10,21,12,23,19,10,5,5,0,13,0,9,14,11
"79dd8858e8f7f68455b807ef496bbc24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,7
"79ed7dc2addf15c3599a91af6268157d",0,0,0,0,0,7,0,0,8,11,8,0,0,0,6,9,0,0,0,0,0,0,8,11,7,6,0,9,0,0,0,19,11,10,14,12,10,10,0,4,5,7,0,19,18,11,15,0,9,7,0,3
"7a26c242342e9fbafb3dcd51e2a56911",2,2,9,3,8,2,6,0,1,0,4,0,0,0,3,0,0,3,0,0,8,5,3,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7a3ba492a5e6828062d29151d0ac288f",144,132,207,199,139,222,231,222,219,252,206,173,195,164,161,80,70,72,66,58,55,42,30,30,21,19,18,15,18,18,23,27,27,18,29,29,42,31,68,42,16,61,47,36,104,117,91,140,152,135,131,109
"7a6d4a1bfc7606e2b28d1aec9abe8368",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"7af6ae689696e9ea838fbb88ee9afb78",58,0,0,26,0,0,24,0,7,5,4,7,24,0,13,19,11,16,26,14,0,6,7,17,0,0,10,27,15,6,0,0,0,12,0,14,12,12,17,13,9,20,10,0,0,5,7,10,3,0,15,8
"7b28c20e72c6c95b3e604f0849245770",0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,0,6,0,2,0
"7b70777ec140978d76b3ed1a33310974",0,9,17,15,25,29,29,24,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,17,14,15,20
"7bae2c32d3585276ed2164cf9575f67f",20,14,25,24,21,24,18,20,12,11,13,7,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7bfeefb85f71023e48e2ec9eff780d4f",107,201,259,220,261,374,295,157,259,163,121,98,98,114,116,106,170,177,100,158,308,300,190,224,110,68,25,26,25,28,27,45,29,25,37,35,44,22,104,35,33,46,56,90,98,117,180,166,212,185,195,180
"7cb9a8aa20bd487521ddacd6a09306c4",6,8,0,0,10,14,0,3,11,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
"7cea5d6cdde4e878ea96b9a5b14168db",0,31,31,0,13,20,42,0,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d02ec5ff019cc20a027a47e457edd8a",20,16,27,0,0,11,0,0,12,9,17,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,66,0,0,0,0,0,0,0,13,7,24,0,0,7,0,0,25,0,51,24,46,0,0,28,0,17
"7d03284ba10af998521923c9c7b10479",0,0,0,0,0,0,0,0,3,0,1,6,2,0,0,0,0,0,0,0,11,10,4,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0
"7d1994f113f6e2b0098208bc753e94f3",0,2,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,4,5,0,3,0,3,0,0,0,0,0,0,0,6,1,3,0,0,0,6,1,2,0,0,8,0,0
"7d2c0bf77d1048b740a0eb47b3f80c23",59,0,37,33,17,0,40,0,26,26,17,0,0,31,27,28,56,42,18,29,46,24,22,43,32,30,0,38,46,52,53,62,60,51,66,45,30,42,0,22,37,32,41,24,38,29,32,36,30,58,39,26
"7d58a3e2d13efc86aefae800ddba21e6",10,16,18,17,0,0,8,0,0,0,9,25,11,11,13,11,0,0,0,23,27,21,22,12,26,19,0,0,30,14,0,33,37,18,23,18,22,16,17,10,15,0,0,0,31,13,0,0,7,0,14,7
"7d59cc9dd52d64b8306f25b32ca9c797",0,0,0,4,7,11,5,2,1,0,0,2,2,0,2,2,0,0,0,0,2,2,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,3,4,0,4,0,1,0
"7d5f671eabffd7d653d18e5598a30d17",22,0,0,11,0,0,0,0,6,7,1,13,0,9,9,16,13,13,30,27,10,13,0,9,16,0,20,26,23,9,6,6,13,21,21,18,16,9,24,24,19,28,8,15,9,11,9,13,7,0,18,15
"7dbf8044196ea8cc894577991fee5afb",13,19,0,9,18,19,0,0,12,7,11,14,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,17,0,0,0,0,0,16,11,2,9,8,8,6,0,0,0,11,0,10,0,0
"7e171bbf8497f6f700510d47d0bce5f0",22,26,19,24,23,11,0,5,0,11,13,8,0,0,12,10,13,7,4,0,19,13,4,12,0,10,0,0,0,5,10,14,10,0,7,9,10,11,0,8,10,0,11,0,0,18,11,0,0,8,16,12
"7e466860e2d2c812de724fa828c91ff3",14,5,0,12,7,8,19,0,4,6,12,8,8,8,0,5,0,0,0,0,0,0,121,0,0,0,96,0,0,0,0,0,0,0,5,0,8,0,0,9,0,0,7,0,0,19,16,7,18,19,23,18
"7ed34f2cfb141b2fd0f3bb9d35032e6d",0,0,0,0,0,0,0,0,0,5,7,9,26,27,19,34,20,27,0,19,16,11,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,5,26,3,6,0,0,0,0,0,0,0,0,0,0,1
"7f364ea6e336bd86002c0d0d09ecb22c",18,24,25,22,11,27,22,40,41,53,42,48,63,64,101,102,121,162,127,105,126,101,73,126,83,81,42,56,55,95,72,140,137,131,92,89,80,112,127,75,86,82,110,87,83,62,76,88,98,106,97,107
"808a2bd4f0937f59047e10c57e32461d",0,0,0,0,0,0,0,0,0,4,0,8,17,10,0,4,5,8,0,0,0,5,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0
"80937954b595781f3c64d11de85175a7",99,96,99,121,147,136,129,143,127,111,124,137,113,110,117,108,95,67,63,50,67,57,32,37,34,26,20,33,26,35,22,56,54,37,37,31,36,27,74,38,24,34,26,23,20,27,31,23,23,34,31,26
"80f6c62af8a91fce6b60c53a999bdd7d",23,31,44,25,57,33,44,36,55,55,55,64,63,57,60,43,64,53,27,50,54,42,30,51,21,36,18,13,17,19,10,18,27,13,15,13,15,6,58,13,26,10,5,7,10,19,21,16,15,26,17,29
"8135beec331a8d558070c38b580e4b8e",3,2,8,12,8,11,8,10,9,13,22,13,0,4,12,11,7,8,7,0,8,0,18,4,6,6,37,0,0,2,0,8,8,0,7,5,8,5,7,8,5,10,8,0,22,20,8,10,7,15,14,12
"818434292143daca42a3168f3728da82",8,7,11,6,17,15,15,4,6,13,10,7,4,7,7,5,0,4,0,4,5,3,29,0,0,0,41,2,5,0,0,0,0,0,10,6,3,3,0,5,5,4,9,12,11,14,9,7,15,14,13,16
"824b9c5e131ccef5ab3286cfde31640c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,4
"82e0d878cedea16d7502d7e8f5b30202",13,0,8,0,0,14,20,18,14,14,29,22,20,21,16,9,0,14,13,0,14,12,10,0,10,0,0,0,7,12,6,15,8,0,9,10,14,14,25,14,3,21,0,0,0,6,11,18,0,0,9,10
"82e5bf9eb1842c9e04c6b5efce6ed8ba",16,15,17,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,26,19,14,10,0,0,0,9,0,0,0,0,12,0,0,0,8,0,0,6
"834408b5dea275ad6ac778a97c1414cb",5,0,5,7,6,5,8,7,13,21,19,13,24,29,31,17,13,15,6,13,20,17,7,17,22,8,0,6,5,11,11,7,15,8,11,6,6,14,23,13,12,6,8,4,14,12,9,8,4,9,9,7
"836cd5ea357ad392c00a7e48d921be1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0
"836ff73c2908053922e9059058a7ca46",0,0,0,0,0,3,0,4,0,7,0,0,0,0,5,3,4,0,0,6,10,5,3,0,0,4,0,0,0,0,3,4,6,0,0,0,0,3,0,10,6,0,0,7,5,4,5,0,6,6,9,2
"8375b47f50ee3b002fe82bfe00409092",56,111,149,85,124,137,171,228,240,322,221,285,291,325,295,314,401,329,246,264,249,194,99,135,104,108,70,42,44,55,50,64,76,36,38,61,37,51,297,40,60,47,39,24,28,57,60,39,52,64,41,44
"83ba874e0b8f00b558adfe02ea153552",0,0,0,0,0,0,0,0,0,0,2,0,2,0,6,9,7,5,0,5,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,10,4,0,0,3
"83c98780d34ca901a8cb9308d312fd26",11,15,6,15,8,10,0,0,5,0,12,0,9,8,11,11,0,0,14,14,20,12,6,6,0,13,12,25,0,0,15,0,14,11,14,12,14,11,12,6,11,0,8,5,0,8,0,9,5,11,9,14
"83ce8edb4ac8c161373501ee646e0000",77,175,238,115,198,112,100,230,91,49,135,206,53,133,121,100,102,163,40,76,135,106,50,18,22,45,14,5,14,30,7,42,26,14,14,9,10,9,165,38,22,23,21,10,67,102,165,119,100,146,213,168
"83e094a051f76682a009d040819bc532",0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,6,6,0,7,10,0,3,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,5,7,0,4,0,0,0,0,0,0,0,0,0,0,0
"8421996edb409be2efcdfeae6fc6cda2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,0,17,0,18,17,21,0,42,8,39,30,31,26,22,12,24,25,22,26,23
"848da4b6ff9efd964087d8f18b128886",89,0,61,76,50,24,0,71,37,0,56,72,92,90,103,92,89,116,94,85,96,80,46,67,93,47,73,78,0,66,60,63,0,0,0,37,45,70,126,64,38,77,62,36,0,54,0,0,48,68,63,49
"8491a23a32a0167f541c3724200e4df8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,25,0,21,8
"84e1f74b7363f0321d0df8986283c5fa",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,12,0,15,0,24,16,23,0,11,8,0,12,0,0,0,6,0,0,0,0,1
"84f9cf6d08ccc7adb4e945c4fd8be494",0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,26,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8
"850987fcc990155ba2b0c20a11bcc020",0,4,13,7,5,5,7,4,4,5,8,10,8,17,8,5,6,14,3,10,22,14,7,3,9,20,0,4,8,7,5,20,17,5,7,6,1,3,0,10,7,0,8,6,3,9,8,12,5,3,14,6
"851f0c39e4ef1346d6a9bf036c3173ca",0,0,0,14,0,4,11,3,3,0,4,7,0,5,0,0,0,7,3,0,5,7,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2
"8549432535fffc13ce46aba8d87a1457",1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,2,5,0,1,0,3,4,2,1,4,0,3,6,0,0,0
"858603b5b6c7332924623a52faa10212",0,2,0,0,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,49,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,9,4,4,7,10,8,0,5
"8591bffc07a87a1cee4dd8f1b2ed0c22",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,40,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85c10be6b5aca2c907719321b8ff8d82",10,32,37,12,28,15,30,35,20,9,19,44,16,30,22,12,7,20,0,16,29,37,14,0,10,10,0,0,0,0,0,10,19,0,0,14,9,10,23,20,7,0,10,0,26,39,41,21,23,28,30,24
"8612a638846acf832935cb932a1f0398",7,24,4,9,15,11,0,17,19,9,21,9,6,6,0,0,12,0,8,4,10,7,20,8,6,5,18,11,9,7,12,2,0,11,9,7,7,3,7,0,14,3,0,26,9,6,7,3,19,12,5,13
"866b742b320a1c5bf9e67f7cd30da90c",0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,5,0,0,0,7,0,6,7,0,9,0,0,0,4,3,0,0,0,0,0,0,0,7,5,2,9,0,0,0,7,4,4,0,0,0,0,0
"868e0165fe32a8925b7f20afa5e1dbfc",47,51,51,71,54,72,52,30,45,31,47,51,48,0,0,36,48,0,0,0,42,0,344,0,0,0,394,0,0,0,0,0,0,0,59,53,59,50,0,33,25,0,49,0,74,83,77,67,65,54,61,98
"86b54280ac279bf76b86e7d13d2f7540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8837bc629956da3b9bf9b6a688b0dc03",0,0,0,0,0,0,0,0,0,0,2,7,6,4,8,8,9,14,19,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,1,0,0,3,6,0,6,0,7,5,0,7,0
"886c6f0cae3becc1684c1f47c3e73175",13,8,4,8,7,4,14,14,10,16,3,5,2,1,0,5,7,13,8,4,11,3,2,7,0,4,0,0,0,0,0,0,8,11,0,5,4,1,5,5,2,0,3,3,0,5,5,0,7,10,7,17
"887c20fc1522f1efa2201bb7eea6e3d0",32,44,36,19,31,39,30,29,21,29,28,42,55,53,61,62,78,93,66,101,134,144,111,136,40,29,21,24,34,41,49,81,70,49,83,106,85,60,66,44,58,65,57,67,82,107,92,81,95,86,72,89
"889b3824f9f3709fc805ea887f859e90",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,48,0,0,0,0,0,0,0,0,0,0,12,0,12,0,36,0,0,0,11,0,0,35,13,14,18
"88cc13e8dd64c37c37b07d0a89d4e2db",18,23,18,9,1,18,18,16,13,12,13,14,13,16,20,14,17,16,20,14,20,22,14,15,6,9,0,7,4,5,0,15,16,11,7,9,13,9,11,20,13,21,12,7,14,12,24,26,21,22,22,22
"8922d42b7971b22f771b172508a50fe2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,14,0,0,0,2,0,0,0,2,4,3,0,0,0,2,0,0,6,0,8,3
"897c3b838eaa6b39dcedbe31ee06a726",0,7,13,7,7,10,0,7,0,1,4,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,6
"8994c4e31543c937f719ad56a6fcc298",2,2,1,0,0,0,0,1,1,2,3,3,2,0,0,0,6,3,1,2,4,2,1,11,3,5,0,0,4,4,1,9,3,5,1,5,2,2,0,3,5,3,6,3,0,1,3,0,4,0,1,1
"89c38893dad81776a5465724bb92b396",0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,12,21,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
"89e0e2f70acbb2b76c8edeb8d90b3f07",0,1,2,2,0,3,0,2,7,4,9,5,5,14,12,13,5,6,0,4,6,5,0,0,0,6,0,2,0,6,3,11,8,0,3,2,3,0,19,7,8,4,3,0,2,6,6,0,0,0,5,3
