"ID","SE1A","SE2A","SE3A","SE4A","SE5A","SE6A","SE7A","SE8A","SE9A","SE10A","SE11A","SE12A","SE13A","SE14A","SE15A","SE16A","SE17A","SE18A","SE19A","SE20A","SE21A","SE22A","SE23A","SE24A","SE25A","SE26A","SE27A","SE28A","SE29A","SE30A","SE31A","SE32A","SE33A","SE34A","SE35A","SE36A","SE37A","SE38A","SE39A","SE40A","SE41A","SE42A","SE43A","SE44A","SE45A","SE46A","SE47A","SE48A","SE49A","SE50A","SE51A","SE52A"
"8a11a34eae23f31239e2c9028979b246",12,24,33,21,39,36,39,28,20,16,22,19,17,24,15,14,16,14,0,11,10,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,9,11,0,10,14,6,9
"8a2215c8295a8ac9b1e60feacab94972",9,0,0,0,13,17,0,0,17,0,0,0,12,27,0,33,0,43,45,43,34,29,30,32,29,38,0,15,0,27,0,22,24,11,13,17,15,17,32,11,17,16,15,0,28,23,23,22,23,18,19,11
"8ac24340f62dc2bb7d5ad26a67543f64",55,41,44,43,28,26,27,19,0,0,0,0,0,0,0,0,10,25,30,38,38,26,11,37,14,17,0,0,0,10,0,23,12,0,0,0,0,0,0,10,19,12,0,0,0,16,34,59,43,67,57,44
"8acb22dfc2ff6d0636c1c42c81a5ae90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,8,9,0,0,12,0,0,0,4,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0
"8ae3e428a49e6830d95166511a82f5d3",6,0,0,0,0,0,0,3,2,6,6,7,28,30,34,49,37,37,52,42,4,10,0,7,0,9,9,12,9,3,3,0,0,8,0,3,0,0,54,8,16,12,7,8,0,3,0,14,4,8,10,7
"8b0a5957086b091697d91d18fcfb8aee",92,79,110,81,88,126,135,124,187,224,218,250,275,338,314,236,261,190,73,104,94,74,60,81,66,64,0,34,49,53,57,114,88,72,92,108,82,74,209,32,67,42,35,27,49,27,25,0,40,39,28,23
"8b0c22e558fddc26d9c4716b05b2e777",0,0,0,0,0,1,0,16,26,22,15,15,11,12,6,6,0,2,0,0,0,2,0,0,0,0,0,0,3,5,13,6,0,2,0,3,0,0,3,0,7,0,0,0,3,4,10,0,13,8,5,7
"8c151c20a2ca15c89d2f062f41e38b96",28,0,12,0,0,0,0,46,0,0,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,23,0,0,0,0,0,0,16,0,0,0,26,11,0,0,0,0,18,0,0,0,0,0,28
"8c2b832dd5491a40a79aea2525e54341",7,16,16,13,7,15,12,5,13,9,10,12,14,12,18,1,12,19,15,16,16,0,7,22,15,18,0,13,16,17,21,64,67,49,38,27,24,21,9,15,16,8,17,10,14,8,9,8,11,12,7,8
"8c76970c68c5fe2bd4a906f109975ee6",0,0,0,0,12,0,0,4,0,0,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,3,2,0,2,0,0,0,0,0,10,7,15,21,22,18,5
"8c8ddd0f50b4113df75cad93896b3aa5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,1,0,0,0,2,0,7,9,0,9,21,16,16,26,21,16,14
"8ceae18ee0348d694b1a6f77def3b22e",0,0,0,0,0,0,0,7,8,0,0,0,8,0,0,14,7,0,11,0,0,0,107,0,0,0,43,10,3,0,7,0,0,0,0,0,0,9,12,5,7,15,0,0,14,17,11,17,36,21,21,44
"8cff0dae39b3b2a47ac2c8354339c113",0,0,0,8,0,5,12,8,10,15,15,19,17,20,16,18,7,6,0,11,16,7,0,8,5,10,0,8,13,12,8,9,6,0,14,12,7,11,12,4,8,10,8,6,6,9,10,6,7,0,8,9
"8d3bc0c87310dd53c52059e01c9eabbc",28,38,39,25,36,51,31,57,80,84,87,85,83,102,71,84,89,91,28,39,95,72,53,51,48,41,18,12,17,20,16,25,32,17,24,24,32,25,87,31,22,29,23,19,46,49,58,39,31,27,27,30
"8d6b000b2cd5e160bcc20513bbfc6a8b",37,0,0,31,0,0,16,0,0,0,2,4,9,6,5,12,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,14,8,5,11,7,10,15,0,7,5,5
"8d8d894e103bd969e0aa20c37bcad366",13,23,19,9,18,10,14,10,12,6,9,7,0,9,0,6,0,20,0,8,12,0,11,0,10,14,0,6,7,6,9,20,10,11,13,11,19,12,9,22,7,20,13,9,17,5,21,20,12,14,15,11
"8d8fc266f5676496b2eca8b93206a57d",55,90,108,78,75,84,88,82,82,98,63,86,88,112,117,86,149,106,103,78,128,96,72,102,57,54,42,53,54,82,74,117,81,59,104,78,79,76,117,54,75,92,108,81,89,98,118,80,84,73,71,45
"8e175abe6a746b8f33bae9cd7c8192bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,132,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,20,12,0,0,13,0,0,10
"8e19ba8bb73662af8e041e7e3ec420e4",0,3,0,0,0,0,0,8,6,6,5,14,14,10,19,12,22,15,9,9,14,5,6,11,9,4,0,0,9,14,7,5,0,5,0,3,3,3,17,5,9,0,0,0,0,3,0,0,6,8,0,2
"8ea937dcccaa751d6f9a629611a646f6",0,11,10,8,6,6,10,13,7,13,12,0,7,0,8,0,6,7,0,3,3,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,5,0,4,0,3,5,12,5,0,3,0
"8fe7027689e3450b040efd530355f19e",0,0,0,0,0,11,0,4,0,0,20,8,12,0,0,0,0,0,10,11,0,0,12,16,0,9,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"904182416ec301a84cdb8a83c490bb6e",19,4,7,22,16,14,36,16,14,15,17,17,20,16,22,10,14,13,7,14,11,11,4,10,10,6,5,7,12,20,17,37,26,26,17,18,20,7,16,12,23,7,7,0,7,6,0,0,4,0,7,0
"90b129a6c98d91eb3e2e5a2ecceee86a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,22,20,13,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"90db6d233a33b6db59e3a8cb3b9b0120",13,10,15,7,10,15,14,19,15,21,9,19,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,4,0,7,3,10,0,0,0,10,0,10,10,0,0,0
"91317b4b6c019cba95ac3a8a61cd982f",9,0,6,0,10,0,0,5,0,5,15,13,10,15,18,19,0,0,0,12,10,5,0,0,8,0,0,0,11,0,13,7,0,13,0,8,19,16,15,5,3,0,0,0,0,0,0,0,15,0,7,12
"9188f31d8c7742ffd53a02b484ca307d",0,0,9,8,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,3,5,0,0,0,0,0,9,10,0,0,0,3,10,0,0,0,0,11,4,4,0,0,0,1,8,0,9,2,0,10,0
"9192b3275c36e56540678451adfa601f",0,0,0,6,0,0,0,6,1,0,0,8,0,0,0,0,5,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,2,0,6,3
"919f52074a986016c7e460883cbe1484",460,442,431,520,419,398,476,378,438,385,425,392,334,289,262,290,268,293,192,203,237,196,153,154,117,124,94,101,129,109,107,156,167,134,189,202,246,253,254,346,122,391,355,331,689,583,733,667,645,558,554,510
"91e8c9d8cc6a8dc20f2caa2f58d63802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,13,7,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"91e949df3116e7bc8735d49bceb673a1",39,46,40,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,21,40,18,37,33,49,31,29,27
"9205a6d11521b2d194d923a620cc78d0",1,1,0,0,0,0,0,0,1,0,7,0,0,9,13,12,3,4,9,13,3,5,0,4,0,0,0,0,0,4,3,0,0,0,0,4,0,0,6,1,2,6,0,0,0,0,0,0,4,0,3,8
"9227fb3f470a6f03b9434ebedc7a8a10",36,37,29,36,41,18,34,54,28,50,38,57,56,74,48,44,41,33,10,29,44,38,17,39,24,16,7,17,25,25,9,23,24,16,19,10,9,30,61,28,19,38,24,12,27,30,30,42,31,36,41,52
"925bb1f925295ec421fe11edf28eb9c8",0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,11,7,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"928257c53baccf384cdc22f39d4d473d",0,9,0,0,14,8,0,7,14,9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,7,0,0,11,0,0,4,0,6,0,0,0,14,0,0,0,0,0,0,0,5
"92886da043b3cfb88c385fc9b72752d5",24,24,24,12,23,28,21,29,17,15,16,10,16,13,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92b93f16ea0f0da6c5ab6bda492398f1",38,23,16,0,0,0,80,0,0,0,0,0,0,0,66,0,0,0,0,0,0,51,21,42,58,0,0,0,40,48,41,0,0,42,0,0,55,24,0,18,21,0,0,0,0,0,27,0,16,0,0,15
"93511a07736bc1b8ec2f933852cf38ba",36,38,26,35,19,33,27,69,64,119,147,107,130,129,115,87,73,55,55,32,32,22,12,26,17,15,0,13,10,17,27,29,27,21,16,15,16,15,67,13,14,10,20,13,4,9,17,16,13,12,17,15
"93fd9469f326f032181bfd281822c7d3",17,26,44,17,32,30,27,23,24,23,19,15,20,22,23,20,23,25,20,14,29,11,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,11,4,4,0,0,0,0,14,22,11,24,5,14,9
"941182dcf10cf95c40048f5a5057804d",8,0,12,0,9,0,0,2,8,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,4
"945184b6386c192c0066e0a98a154780",0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,34,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,17
"94ee60099d34af9c291813d9a9635e92",0,0,0,2,0,0,8,13,51,50,8,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,5,0,12
"94eec6672227ba28bc8b3f58235d029b",0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,0,0,3,0,5,7,5,0,6,0,0,5,6,0,9,4,0,5,2,4,0,0,4,5,8,0,0,0,0,4,0,0,0,2,2
"94f892716cf397fdda2b508063a90eea",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,17,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,10,6,0,0,6,0,5,3
"953b87ecc217c3d3edc6a00377d1b05c",0,0,0,0,0,0,0,23,9,12,9,13,8,0,14,15,22,20,17,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,17,9,0,22,0,0,5,14,14,14,21,22,22,15
"9597fc3785cf1fa55fae3a6a76e3e1d7",0,0,0,0,9,11,10,10,7,5,0,10,6,11,5,7,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
"95e1651dc9afdc9bb6b734c91242f080",0,29,0,0,36,23,0,10,39,15,20,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0
"9639a3291729a3758207b47715d9205f",0,0,0,0,4,4,0,0,3,7,10,3,2,0,6,9,0,12,0,5,0,0,53,0,0,0,83,0,0,0,0,0,0,0,0,7,5,3,11,4,2,6,0,0,12,10,5,0,10,4,6,11
"9679d9b914c4c222499e652d7a4322a7",12,3,7,8,13,8,12,7,2,0,6,0,7,6,13,14,8,17,16,8,11,10,10,6,5,12,0,3,6,0,1,6,0,3,0,0,0,0,10,4,5,0,0,0,0,0,0,0,2,0,0,0
"988239008795086e517ba384136a27fd",0,6,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,5,0,2,0,0,0,0,0,5,5,0,0,0,0,0
"99717fca2d9767973185774021018d61",0,6,7,0,0,0,0,0,0,5,0,0,0,12,0,3,10,11,0,3,10,0,17,0,0,17,30,7,10,8,3,9,0,8,7,8,10,0,0,4,12,0,0,0,0,10,0,0,8,0,0,8
"9989d74d098a74794ff16b8ffcbe7de4",54,134,58,75,42,37,70,61,29,31,31,43,44,22,33,30,14,11,24,13,16,4,196,0,2,5,88,8,0,0,8,17,9,13,26,12,14,20,21,25,8,58,46,22,45,56,51,50,81,83,57,67
"99d62bad3fb83ae774f7504eb2351d6c",0,0,0,0,8,6,0,13,8,14,18,9,15,17,13,13,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,5,0,0,3
"99d7dd8fdd43cef331f256e86f097a82",0,0,0,0,0,0,0,0,0,0,0,0,17,21,25,14,0,16,36,36,15,0,11,18,15,0,0,0,8,12,16,0,0,0,0,0,2,11,8,5,13,16,0,0,3,0,1,14,25,7,0,2
"99deb3c5ecb022ec05609ebd1112a557",10,0,0,16,12,0,12,7,0,9,8,0,9,7,11,7,7,0,9,5,0,0,356,5,0,8,475,0,0,3,0,3,0,2,6,6,0,9,7,4,4,14,8,9,46,63,36,31,47,39,27,42
"9a37f93dea89cfa0ac9e54c458c26991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,3,5,4,2,8,6,6,6,6,0,14,5,8,2,9,6,0,5,0,2,5
"9acb555d3c5dd77e9035a661e7ad1bb6",5,9,8,12,12,15,0,5,7,9,18,18,13,8,8,9,10,7,4,6,0,10,15,6,9,15,22,7,6,0,2,9,0,6,9,12,0,0,9,12,3,6,0,5,16,19,19,0,7,0,5,3
"9addb3b1e921e9c17a3a60d28b3702fc",245,310,377,323,313,348,310,156,114,94,69,42,42,38,37,23,30,16,18,14,27,13,22,14,10,7,0,0,5,0,5,23,10,18,13,18,22,15,26,19,6,41,45,39,63,86,100,90,134,110,78,59
"9b13767ad70a5aba75dfb8ab53b41a60",81,19,36,82,27,36,60,89,48,43,67,47,60,64,44,38,39,62,42,50,42,25,11,23,28,25,34,53,40,38,32,33,24,53,40,45,52,38,40,27,29,37,37,21,42,32,37,87,49,74,107,90
"9b356d53ee63086d146a3de1ece6b066",1,2,2,22,38,69,23,28,19,19,16,17,10,8,13,3,11,14,3,12,31,28,16,14,7,7,5,0,0,3,4,0,4,0,0,0,1,1,7,2,4,0,0,0,0,0,0,0,0,0,0,0
"9bb8532bf9b38bd224fea00e170367c0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,22,6,6,4,6,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0
"9be2f0ecd1e6494b6a03cdcb371268c8",0,0,0,0,0,1,0,3,1,0,4,2,2,5,3,1,5,5,5,3,6,14,7,3,3,6,0,0,10,2,0,4,0,0,0,2,0,0,5,3,4,0,0,0,0,1,4,0,0,0,0,0
"9bf73c5c5dd5db8cb03c76c70cb9bedd",8,8,7,9,0,8,0,2,4,0,0,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,1,2,0,0,0,5,0,0,0,4,1,0,0,3,7,8,8,0,15,12,10,7
"9c190e263c6058544027bc229643bb29",65,37,0,69,36,40,95,98,49,34,55,48,47,51,48,41,48,64,61,45,70,76,26,58,49,36,0,28,27,42,41,0,68,54,28,39,26,49,68,46,27,73,56,38,51,37,52,44,31,0,49,39
"9c33c4818134da7d9a6b14aabd7cec87",37,0,0,43,0,0,0,14,0,11,15,22,34,26,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,23,0,21,19,16,44,23,21,55,31,0,33,26
"9cb73a38eba8e6f2c8c38ad47ec35ae4",2,0,0,0,0,0,0,0,1,3,3,0,3,7,6,3,5,2,0,0,0,1,0,7,0,2,0,0,0,0,3,7,6,13,4,5,6,1,7,1,2,0,3,3,5,2,6,0,0,0,3,2
"9cc71b66a570ec58ad04c0e5f0056502",7,4,0,0,0,0,5,0,0,1,7,0,7,0,0,7,3,0,11,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,0,0,0,0,6,2,2,3,0,0,0,0,0,0,8,0,5,0
"9cffae3cb6e27fdb8e32dda73e76948f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,25,0,0,0,11,0,0,0,26,0,0,0,0,0,0,0,0
"9d24a95bbc10e300444aa9e5a1538b43",0,7,0,0,0,0,0,0,1,3,5,4,6,8,11,5,7,8,0,12,13,18,15,11,17,15,11,12,27,17,10,17,29,20,13,5,14,11,6,16,18,9,7,3,11,12,6,11,8,4,8,7
"9d355bb4f1a9f6dc2f32a715be4fa688",16,11,11,0,22,12,15,16,23,15,16,15,7,19,15,0,21,16,0,18,19,25,23,20,28,15,17,4,21,15,11,20,27,18,28,14,22,16,22,17,15,14,0,12,18,16,25,0,10,0,7,9
"9d5054752ed33d6a22bd0f96b5618b1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,6,0,0,5
"9dcc5f01b6693e2f5cd147e0427e7beb",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,13,14,0,9,0,0,0,0,0,5,0,0,0,0,0,10
"9e41e330fb7e68d6b30066bc1085a4b9",0,8,10,0,21,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,9,4,0,9,0,0,0,0,0,12,0,14,4,7,0,0,0,0,0,14,0,0,0,6,16
"9ea601bb83a7bf900ec4823115a115f1",0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,8,0,2,0,0,0,0,0,4,0,0,0,3,1,0,5,5,0,0,1,0,23,2,3,3,0,0,0,0,0,0,0,0,0,0
"9ed5a69c305cd9031b6d38bb9f375923",11,0,0,10,0,0,0,0,0,0,0,0,0,8,0,14,0,9,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,11
"9ede13a33a8a6bb46c2118cfcbd30672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,24,22,0,0,0,9,0,0,0,7,0,0,10,15,0,0,0,20,7,8,0,10,19,0,0
"9ede72dde78c322043cd37063d52e962",29,9,5,20,8,6,23,15,4,2,6,0,7,0,5,14,7,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,14,5,8,3,9
"9eee24da678425510af4dcde40b297ac",9,2,7,33,36,8,51,25,22,35,17,23,20,14,17,16,7,14,18,13,5,4,7,9,2,4,4,7,7,7,16,9,20,8,6,9,7,12,11,24,13,13,17,9,14,12,6,9,13,32,61,50
"9ff359e7ebf983b3a4e0924a4ad42d09",38,15,10,15,9,8,20,50,86,148,233,260,317,342,279,143,88,62,24,18,31,15,6,16,9,14,10,11,15,8,7,29,38,33,77,104,141,154,132,186,17,292,198,91,70,43,30,55,60,69,88,89
"a00b3291d80b7446baa65a88bf250509",37,46,46,30,42,59,67,39,74,97,111,96,130,178,185,147,194,156,85,117,160,137,117,179,114,117,36,48,83,75,85,108,99,80,76,86,84,80,156,53,96,56,48,53,53,73,53,46,54,66,67,59
"a03eece8f06f3a0ba8c73a3b0470384b",24,17,26,16,13,10,11,17,23,17,28,28,24,35,32,24,42,33,11,33,43,37,22,26,18,31,21,11,27,15,9,19,17,11,19,29,14,13,34,15,19,12,22,22,50,30,46,42,39,31,35,23
"a0c0585d05222fc90804b5ef26e64aee",0,9,0,0,8,9,0,0,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"a0ed996a7acecb46a8bb3fbaf90ac7c4",9,14,15,7,9,7,9,9,9,9,7,8,2,5,5,0,5,0,0,3,0,0,0,6,7,2,0,0,1,3,2,7,11,2,4,3,3,6,0,5,2,5,0,6,5,7,2,6,4,13,9,11
"a1b5c22937f5d5a044f7d3d1769975c3",50,22,13,42,7,18,44,30,17,26,33,23,47,33,31,43,19,17,39,23,19,4,247,0,9,12,114,37,19,16,26,15,18,26,20,11,38,14,32,13,15,49,41,11,38,59,34,56,81,65,50,79
"a25b247eb4c6c83fa45c30dc071ecef2",8,0,0,0,27,20,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a294be923a6cf482f4428eb83386ff4d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,14,0,11,0,9,0,0,8,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,23,0,0,7
"a2989847b1fb3dfd897685a913060946",110,81,43,30,30,17,28,11,16,19,17,13,18,0,9,11,26,23,19,30,24,25,17,30,0,13,0,0,0,0,0,21,27,18,25,29,29,23,0,12,8,41,40,27,52,39,45,44,57,46,31,20
"a2f21cd05cbf503426f5e24ab1aa0d65",0,23,0,0,27,32,0,0,19,16,18,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
"a3065a540f12dc49fe3bc1cba4901cdf",45,0,0,52,0,0,22,0,0,0,0,0,19,14,8,22,9,11,104,85,0,0,0,0,0,0,0,41,11,0,0,0,0,7,0,0,0,0,15,18,4,38,0,6,14,6,0,41,5,0,14,11
"a4b349e2399ddc45b4d4a09d13e16655",15,1,4,0,0,0,0,0,0,0,0,0,8,5,6,8,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,5,0,1,3,0,0,12,10,2,8,0,0,2,0
"a519bd7954d65c7cdee3d70b86ef18db",2,3,0,5,6,11,9,19,9,4,8,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"a540d159d786754998c5cb3b848a9d76",11,0,0,0,0,0,0,5,3,0,3,0,7,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,2,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,4
"a554015845e41971da76224984ba3c3f",34,150,164,85,88,73,56,61,22,0,20,0,0,0,0,0,0,25,0,37,80,72,38,0,37,82,0,0,0,37,0,0,55,0,37,30,35,25,0,121,11,0,33,0,51,74,125,69,60,76,77,49
"a57e8133deb4fc1a6cbeaac02d482d8f",0,0,2,0,1,0,6,7,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,4,1,0,3,0,0,7,0,4,3,3,6,1,6,5,0
"a5c48583322e198b5e15ef3fe25147c3",13,18,25,19,18,29,27,24,24,22,30,21,22,19,15,14,12,10,0,8,0,11,3,0,0,0,0,0,0,0,2,0,0,0,6,0,0,4,17,6,0,0,17,15,29,20,29,34,42,40,34,27
"a5d72dd0e5fe51c63408e6e2c7922559",0,0,0,0,0,0,0,0,8,0,13,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a69c46370ca8d72b57d72473e30e7c8a",0,0,11,5,20,15,15,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,10,0,17,16,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,7,12,8,3,5,7,6,9,15,4,10
"a6b5f853a83347e35d78d68dc55b85a6",0,0,0,0,0,0,0,0,21,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
"a6fb5086a3f1107b90bc46aaf31c1d78",40,33,52,49,42,52,50,54,53,59,53,48,44,52,44,28,27,15,21,17,23,13,6,6,12,13,0,9,0,6,2,5,12,0,6,9,9,9,26,9,9,20,14,10,9,15,10,25,14,25,14,20
"a7038b203910eeed280371a9571c866d",1046,1136,1133,730,810,756,812,770,571,485,455,488,461,648,716,922,1640,2290,2440,2226,3258,3984,3396,7754,9499,8921,4843,9720,9833,9806,10336,7492,7658,9108,9013,8332,8281,8603,1438,5969,6095,6396,8358,5882,5145,4202,4065,3734,3509,3409,2330,2320
"a71c96b30309b49de8326bd74b49b573",10,12,25,21,23,25,19,6,3,6,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,6,14,6,10
"a738568b261166a672bdd2c51055fff7",121,106,118,112,98,88,150,136,136,129,128,103,120,108,89,117,120,121,70,78,83,69,37,58,44,40,38,27,41,48,31,51,61,56,88,58,53,79,106,70,39,71,93,59,113,108,135,162,136,158,158,117
"a78d1f4cd5eb70d11e6a6436e84bff72",5,12,12,0,5,8,13,7,10,19,5,15,8,9,0,0,7,0,0,7,14,5,11,4,6,4,0,0,1,0,1,0,1,0,0,4,8,6,0,2,0,9,10,11,22,10,25,17,0,0,0,0
"a7c2bd13c66089eee6cb88c90bbd4782",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,5,4,6,0,7,4,0,3,0,0,3,4,0,0,0,1,5
"a83f620c5a92594d74271916e60fd2a0",6,8,9,2,10,7,9,8,8,5,7,4,3,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,2,7,14,6,9,8,3,5,0,1
"a88b1e860227ac9548127630d1cfe2e1",16,0,0,18,0,0,13,7,0,0,4,8,14,16,14,46,25,25,73,50,5,13,0,7,0,6,0,12,0,0,11,0,0,7,0,7,8,0,29,7,7,14,7,0,0,10,0,9,0,9,5,7
"a9ba7cae6bed784f83e0ec052af8fd71",43,69,68,77,39,36,52,46,43,50,64,87,50,73,80,78,85,107,31,77,109,88,62,19,51,47,0,23,20,31,9,21,41,13,28,35,27,0,111,54,17,40,0,0,73,71,116,101,61,81,113,72
"aa0ffe662a03e3d5358aa1fbca3b33b0",0,0,4,0,6,5,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,8,4,0,0,6,0,0
