"ASVID","DonorA_Stool123","DonorA_Stool125","DonorA_Stool126","DonorA_Stool127","DonorA_Stool128","DonorA_Stool129","DonorA_Stool134","DonorA_Stool135","DonorA_Stool136","DonorA_Stool138","DonorA_Stool139","DonorA_Stool140","DonorA_Stool141","DonorA_Stool142","DonorA_Stool143","DonorA_Stool144","DonorA_Stool146","DonorA_Stool147","DonorA_Stool149","DonorA_Stool150","DonorA_Stool151","DonorA_Stool152","DonorA_Stool153","DonorA_Stool154","DonorA_Stool155","DonorA_Stool156","DonorA_Stool158","DonorA_Stool159","DonorA_Stool160","DonorA_Stool161","DonorA_Stool162","DonorA_Stool163","DonorA_Stool164","DonorA_Stool165","DonorA_Stool166","DonorA_Stool167","DonorA_Stool168","DonorA_Stool169","DonorA_Stool170","DonorA_Stool171","DonorA_Stool172","DonorA_Stool173","DonorA_Stool174","DonorA_Stool175","DonorA_Stool176","DonorA_Stool177","DonorA_Stool178","DonorA_Stool179","DonorA_Stool180","DonorA_Stool181","DonorA_Stool182","DonorA_Stool183","DonorA_Stool184","DonorA_Stool185","DonorA_Stool186","DonorA_Stool187","DonorA_Stool284","DonorA_Stool285","DonorA_Stool286","DonorA_Stool287"
"OTU_2212",-16.806472828289,-16.8068182273637,-16.806818605111,-16.8066650556618,-16.8066266393441,-16.8066780246879,-16.8066861229604,-16.8068895156392,-16.8066652942522,-16.8069123551781,-16.8069650046099,-16.8069332284904,-16.8069697582236,-16.8067477507868,-9.21183924809992,-16.8069753587809,-16.8068763033785,-16.8068640881975,-16.8068266808523,-16.8068778984419,-16.8069794474819,-16.8069520258159,-16.8067671391002,-16.8067051421168,-16.8069293283778,-16.8068604389132,-16.8069710115575,-16.8069761501151,-16.8069637639703,-16.8067567593605,-16.8066870438132,-16.8065878044932,-16.8069582189802,-16.8069366310817,-16.8068084838372,-16.8069646678293,-16.8069005133514,-16.807002982675,-16.806895247776,-16.806850562343,-16.8068843933758,-16.8067534612594,-16.8068026129387,-16.8068885687793,-16.8068178753464,-16.8068682636859,-16.8068271998056,-16.8068490792994,-16.8069259471519,-9.21213875391756,-16.8066287735563,-16.8068437229321,-16.8067969928053,-16.8069413178763,-16.8068985165827,-16.8068487612383,-16.8067226336551,-9.21213875391756,-16.8068397817042,-16.8066557343437
"OTU_2760",-17.9050851504498,-17.905430549513,-17.9054309272603,-9.21193909333988,-17.9052389614998,-17.9052903468418,-17.9052984451141,-17.905501837786,-17.9052776164066,-17.9055246773242,-17.9055773267542,-17.9055455506358,-17.9055820803678,-17.9053600729384,-17.9053915636795,-17.9055876809249,-17.9054886255258,-17.9054764103453,-17.9054390030013,-17.9054902205892,-17.9055917696258,-17.9055643479607,-17.9053794612512,-17.9053174642699,-17.9055416505233,-17.9054727610611,-17.9055833337016,-17.9055884722591,-17.9055760861147,-17.9053690815118,-17.9052993659668,-17.9052001266502,-17.9055705411248,-17.905548953227,-17.9054208059868,-17.9055769899736,-17.9055128354979,-17.9056153048181,-17.9055075699227,-17.9054628844912,-17.9054967155228,-17.9053657834108,-17.9054149350885,-17.9055008909262,-17.9054301974956,-17.9054805858335,-17.9054395219545,-17.9054614014476,-17.9055382692975,-17.905553116476,-17.9052410957119,-17.9054560450805,-17.9054093149553,-17.9055536400214,-17.9055108387292,-17.9054610833865,-17.9053349558076,-17.9054584221784,-17.9054521038528,-17.9052680564984
"OTU_344",-13.7619493857837,-13.7622947852054,-13.7622951629531,-13.7621416133496,-13.7621031969933,-13.7621545823887,-13.7621626806694,-13.7623660735524,-13.7621418519403,-13.7623889131143,-13.7624415625989,-13.7624097864476,-9.21233837463886,-9.21183924809992,-13.7622557993314,-9.21213875391756,-13.7623528612785,-13.7623406460853,-9.21193909333988,-7.0140153898828,-9.21223856925926,-9.21213875391756,-13.7622436968905,-13.7621816998449,-8.51889174805182,-6.50259012588297,-8.51899157335762,-13.7624527081154,-8.51899157335762,-8.51849234714786,-8.51839247199172,-7.82504551118938,-9.21213875391756,-9.21223856925926,-8.51869206753997,-9.21223856925926,-13.7623770712757,-8.11352646524945,-13.762371805695,-9.21203892861176,-9.21203892861176,-13.762230019036,-13.7622791707647,-9.21213875391756,-13.7622944331877,-8.51889174805182,-9.21193909333988,-9.21193909333988,-13.7624025051017,-9.21213875391756,-9.21153965255166,-13.7623202807993,-13.7622735506257,-13.7624178758416,-13.762375074505,-9.21193909333988,-13.7621991914008,-13.7623226578997,-13.7623163395675,-9.2116395277078
"OTU_890",-16.2956471710303,-16.2959925701166,-16.2959929478639,-16.2958393984095,-16.2958009820905,-16.2958523674361,-16.2958604657089,-16.2960638583944,-16.295839637,-9.21213875391756,-16.2961393473676,-16.2961075712472,-16.2961441009816,-16.2959220935373,-16.2959535842805,-16.296149701539,-9.21223856925926,-16.2960384309519,-16.2960010236055,-16.2960522411968,-16.2961537902402,-16.2961263685732,-9.21173939288989,-16.2958794848659,-16.2961036711343,-16.2960347816675,-16.2961453543154,-16.2961504928733,-16.296138106728,-16.2959311021113,-16.2958613865616,-16.2957621472383,-16.2961325617378,-16.2961109738385,-16.2959828265898,-16.296139010587,-16.296074856107,-16.2961773254341,-16.2960695905315,-9.21203892861176,-16.2960587361308,-16.2959278040101,-16.295976955691,-9.21213875391756,-16.2959922180992,-16.2960426064405,-16.2960015425587,-16.2960234220533,-16.2961002899084,-16.2961151370879,-16.2958031163028,-16.2960180656858,-16.2959713355575,-16.2961156606333,-16.2960728593382,-16.2960231039922,-16.2958969764048,-16.2960204427839,-16.2960141244578,-16.2958300770911
"OTU_543",-15.340135592032,-15.3404809911645,-15.3404813689119,-15.3403278194369,-15.3402894031128,-9.21203892861176,-15.3403488867391,-15.3405522794519,-9.21183924809992,-15.3405751189946,-15.3406277684352,-9.21213875391756,-15.3406325220498,-15.3404105145758,-7.82524529143177,-15.340638122608,-15.3405390671891,-15.3405268520061,-9.21193909333988,-15.3405406622527,-15.3406422113097,-15.3406147896391,-15.3404299028925,-15.3403679058987,-15.3405920921972,-15.3405232027211,-9.21223856925926,-9.21223856925926,-15.3406265277955,-15.3404195231511,-15.340349807592,-15.3402505682554,-15.3406209828045,-15.3405993949023,-15.3404712476364,-15.3406274316546,-15.340563277166,-15.3406657465068,-15.3405580115897,-15.3405133261493,-15.3405471571877,-15.3404162250494,-15.3404653767369,-15.3405513325919,-15.3404806391471,-15.3405310274951,-15.3404899636079,-15.3405118431054,-15.3405887109707,-15.3406035581522,-9.21153965255166,-15.3405064867371,-15.3404597566026,-9.21223856925926,-15.3405612803969,-15.3405115250442,-15.3403853974399,-15.3405088638355,-9.21203892861176,-15.3403184981173
"OTU_2666",-16.806472828289,-16.8068182273637,-16.806818605111,-16.8066650556618,-16.8066266393441,-16.8066780246879,-16.8066861229604,-16.8068895156392,-16.8066652942522,-16.8069123551781,-16.8069650046099,-16.8069332284904,-16.8069697582236,-16.8067477507868,-16.8067792415289,-16.8069753587809,-16.8068763033785,-16.8068640881975,-16.8068266808523,-16.8068778984419,-16.8069794474819,-16.8069520258159,-16.8067671391002,-8.51859221232995,-16.8069293283778,-16.8068604389132,-16.8069710115575,-16.8069761501151,-16.8069637639703,-16.8067567593605,-16.8066870438132,-16.8065878044932,-16.8069582189802,-16.8069366310817,-16.8068084838372,-16.8069646678293,-16.8069005133514,-16.807002982675,-16.806895247776,-16.806850562343,-16.8068843933758,-9.21173939288989,-16.8068026129387,-16.8068885687793,-16.8068178753464,-16.8068682636859,-16.8068271998056,-16.8068490792994,-16.8069259471519,-16.8069407943309,-16.8066287735563,-16.8068437229321,-16.8067969928053,-16.8069413178763,-16.8068985165827,-16.8068487612383,-16.8067226336551,-16.8068461000301,-16.8068397817042,-16.8066557343437
"OTU_88",-6.57098299735192,-6.32006860908035,-6.31996861408002,-5.06259503302697,-5.4702678690765,-5.8771353614674,-6.21400791835016,-6.26580138780941,-5.4700673678227,-8.51889174805182,-7.42007977887186,-8.51889174805182,-7.13219798602797,-7.41958040308121,-8.11302723903969,-6.5026900908953,-7.60240133566582,-6.72603354226015,-6.11879779357619,-6.11889783859653,-5.80814248998044,-8.51889174805182,-9.21173939288989,-10.8682708132184,-5.3362351479209,-5.95144351378393,-5.74340374859994,-6.72623340235875,-5.37909558961697,-5.4699671021185,-5.40057306725238,-5.42314622903762,-6.5026900908953,-7.01421519008326,-6.81304491924978,-5.44683760721994,-6.16551788924376,-8.11352646524945,-6.32006860908035,-6.57168296238225,-7.0140153898828,-5.9904640467744,-7.60240133566582,-5.91370318580108,-7.82534516658791,-6.64599083458661,-6.31986860907968,-6.21430805341319,-6.81324477934838,-6.21450809342186,-6.64539101451465,-6.07444607602569,-6.11889783859653,-6.43815156975773,-6.0318864616069,-8.51869206753997,-7.82534516658791,-7.60230148045579,-6.21440807841952,-5.87673488088535
"OTU_431",-14.9606458698489,-14.9609912690162,-9.21203892861176,-14.9608380972732,-14.9607996809452,-14.9608510663028,-14.9608591645775,-14.9610625573107,-14.9608383358637,-14.9610853968557,-14.9611380463016,-14.9611062701737,-9.21233837463886,-14.9609207924203,-9.21183924809992,-14.9611484004755,-14.9610493450465,-14.9610371298623,-14.9609997225071,-14.9610509401104,-14.9611524891775,-14.9611250675042,-8.51849234714786,-14.960878183739,-14.96110237006,-14.961033480577,-14.9611440532508,-9.21223856925926,-9.21223856925926,-14.9609298009965,-14.9608600854305,-14.9607608460839,-14.9611312606702,-14.9611096727659,-14.9609815254871,-9.21223856925926,-14.9610735550259,-14.961176024377,-14.9610682894491,-9.21203892861176,-14.9610574350459,-14.9609265028945,-14.960975654587,-14.9610616104506,-14.9609909169987,-14.9610413053518,-14.9610002414604,-9.21193909333988,-8.11332680467177,-14.9611138360162,-14.960801815158,-7.41988005847975,-14.9609700344521,-14.9611143595617,-14.9610715582566,-14.9610218028989,-14.960895675282,-14.96101914169,-14.9610128233625,-14.9608287759527
"OTU_2821",-17.9050851504498,-17.905430549513,-17.9054309272603,-17.9052773778161,-17.9052389614998,-17.9052903468418,-17.9052984451141,-17.905501837786,-17.9052776164066,-17.9055246773242,-17.9055773267542,-17.9055455506358,-17.9055820803678,-17.9053600729384,-17.9053915636795,-17.9055876809249,-17.9054886255258,-17.9054764103453,-17.9054390030013,-17.9054902205892,-17.9055917696258,-17.9055643479607,-17.9053794612512,-17.9053174642699,-17.9055416505233,-17.9054727610611,-17.9055833337016,-17.9055884722591,-9.21223856925926,-17.9053690815118,-17.9052993659668,-17.9052001266502,-17.9055705411248,-17.905548953227,-17.9054208059868,-17.9055769899736,-17.9055128354979,-17.9056153048181,-17.9055075699227,-17.9054628844912,-17.9054967155228,-17.9053657834108,-17.9054149350885,-17.9055008909262,-17.9054301974956,-17.9054805858335,-17.9054395219545,-17.9054614014476,-17.9055382692975,-17.905553116476,-17.9052410957119,-17.9054560450805,-17.9054093149553,-17.9055536400214,-17.9055108387292,-17.9054610833865,-17.9053349558076,-17.9054584221784,-17.9054521038528,-17.9052680564984
"OTU_182",-7.82474576597057,-9.21213875391756,-7.41978018332361,-8.11312710422178,-13.3726379279175,-13.3726893133387,-13.3726974116235,-7.41978018332361,-13.3726765828839,-13.372923644182,-13.3729762936931,-13.3729445175258,-9.21233837463886,-13.3727590395427,-13.3727905303323,-13.3729866478797,-13.3728875923281,-9.21203892861176,-6.43785164473674,-6.21440807841952,-9.21223856925926,-9.21213875391756,-9.21173939288989,-13.3727164308086,-9.21213875391756,-6.72603354226015,-13.3729823006497,-9.21223856925926,-13.3729750530516,-9.21173939288989,-8.51839247199172,-9.2116395277078,-9.21213875391756,-13.3729479201222,-9.21193909333988,-13.372975956912,-13.3729118023375,-7.82574456749187,-9.21213875391756,-9.21203892861176,-13.3728956823375,-13.3727647500239,-9.21223856925926,-13.3728998577474,-13.3728291642079,-13.3728795526234,-13.3728384886812,-13.372860368208,-13.3729372361763,-13.3729520833776,-13.372640062133,-13.3728550118326,-13.3728082816354,-13.3729526069238,-13.3729098055657,-7.60210174011756,-13.3727339223732,-13.3728573889342,-13.3728510705988,-13.372667022961
