"ID","nahant_unf_d0_1080","nahant_unf_d1_1083","nahant_unf_d2_1086","nahant_unf_d3_1089","nahant_unf_d4_1092","nahant_unf_d5_1095","nahant_unf_d6_1098","nahant_unf_d7_1101","nahant_unf_d8_1104","nahant_unf_d9_1107","nahant_unf_d10_1110","nahant_unf_d11_1113","nahant_unf_d12_1116","nahant_unf_d13_1119","nahant_unf_d14_1122","nahant_unf_d15_1125","nahant_unf_d16_1128","nahant_unf_d17_1131","nahant_unf_d18_1134","nahant_unf_d19_1137","nahant_unf_d20_1140","nahant_unf_d21_1143","nahant_unf_d22_1146","nahant_unf_d23_1149","nahant_unf_d24_1152","nahant_unf_d25_1155","nahant_unf_d26_1158","nahant_unf_d27_1161","nahant_unf_d28_1164","nahant_unf_d29_1167","nahant_unf_d30_1170","nahant_unf_d31_1173","nahant_unf_d32_1176","nahant_unf_d33_1180","nahant_unf_d34_1182","nahant_unf_d35_1185","nahant_unf_d36_1188","nahant_unf_d37_1191","nahant_unf_d38_1194","nahant_unf_d39_1197","nahant_unf_d40_1200","nahant_unf_d41_1203","nahant_unf_d42_1206","nahant_unf_d43_1209","nahant_unf_d44_1212","nahant_unf_d45_1215","nahant_unf_d46_1218","nahant_unf_d47_1221","nahant_unf_d48_1224","nahant_unf_d49_1227","nahant_unf_d50_1230","nahant_unf_d51_1233","nahant_unf_d52_1236","nahant_unf_d53_1239","nahant_unf_d54_1242","nahant_unf_d55_1245","nahant_unf_d56_1248","nahant_unf_d57_1251","nahant_unf_d58_1254","nahant_unf_d59_1257","nahant_unf_d60_1260","nahant_unf_d61_1263","nahant_unf_d62_1266","nahant_unf_d63_1269","nahant_unf_d64_1272","nahant_unf_d65_1275","nahant_unf_d66_1278","nahant_unf_d67_1281","nahant_unf_d68_1284","nahant_unf_d69_1287","nahant_unf_d70_1290","nahant_unf_d71_1293","nahant_unf_d72_1296","nahant_unf_d73_1301","nahant_unf_d75_1304","nahant_unf_d76_1307","nahant_unf_d77_1310","nahant_unf_d78_1313","nahant_unf_d79_1316","nahant_unf_d81_1322","nahant_unf_d82_1325","nahant_unf_d83_1328","nahant_unf_d85_1334","nahant_unf_d86_1337","nahant_unf_d87_1340","nahant_unf_d88_1343","nahant_unf_d89_1346","nahant_unf_d90_1349","nahant_unf_d91_1352","nahant_unf_d92_1355"
"OTU_167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,5,21,23,45,46,19,4,2,6,0,1,2,4,2,4,0,1,1,3,4,6,2,1,2,2,1,2,0,2,3,2,1,1,0,1,2,3,0,0,5,5,0,3,11,10,40,12,61,53,16,8,11,3,12,1,10,5,2
"OTU_138",10,10,6,2,4,15,10,19,14,9,8,14,35,37,72,30,34,57,37,12,32,8,7,8,7,5,10,5,9,8,7,5,4,0,3,2,12,3,0,0,0,4,7,1,12,5,9,13,4,9,8,1,1,3,1,22,17,5,2,15,6,15,2,19,22,10,0,1,4,4,8,1,9,1,3,0,5,11,11,6,3,2,9,9,8,12,10,11,19,20
"OTU_1186",0,1,0,0,0,0,0,1,0,0,0,0,3,3,6,0,3,0,0,1,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,2,0,1,0,0,0,2,0,0,0,3,4,2,2,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,2,0,4,5,2,3,2,5
"OTU_539",0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,14,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_286",1,1,3,2,2,0,1,5,1,14,0,2,1,0,0,1,2,0,3,7,11,5,1,1,2,3,0,2,3,0,0,2,0,3,1,0,0,0,1,1,0,1,1,2,1,0,0,1,2,2,0,2,0,1,0,0,2,1,0,2,0,1,1,1,0,1,1,0,0,0,0,1,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_1436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,3,0,1,2,1,0,1,0,0,1,0,3,0,0,3,1,0,1,0,1,3,7,2,1,0,1,3,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"OTU_366",0,2,0,0,0,0,1,0,0,0,0,4,1,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,4,1,3,0,4,0,0,4,0,2,2,7,0,1,3,5,3,0,5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1220",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,2,4,10,8,5,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,4,1,0,0,1,1,0,0,0,1,0
"OTU_462",5,1,0,1,1,2,3,1,4,0,0,3,9,17,7,8,13,13,6,13,2,2,2,2,0,1,0,0,0,0,0,1,2,2,1,1,2,2,1,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,1,2,0,0,0,2,1,1,5,0,4,1,0,0,0,0,0,1,0,0,1,1,1,0,0
"OTU_511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1,4,0,9,6,10,10,18,2,7,4,5,2,8,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,2,5,2,2,6,0,3,3,1,2,0,1,3
"OTU_178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,3,5,2,1,2,1,1,2,0,3,3,5,4,5,0,2,1,1,0,0,2,2,0,5,3,6,0,2,3,0,0,0,0,0,0,1,0,0,0,2,2,0,3,2,1,5,3,5,0,4,5,7,9,13,13,2,12
"OTU_253",7,1,5,12,12,1,14,2,5,4,0,6,2,2,0,3,3,1,4,2,2,3,3,4,12,5,2,2,0,6,2,3,4,4,4,7,6,9,6,7,4,1,2,3,3,5,2,0,2,6,4,7,5,0,4,4,5,3,9,0,4,9,0,1,0,0,2,2,2,0,6,5,1,1,0,3,3,5,2,4,3,8,2,3,1,3,0,4,0,1
"OTU_335",1,1,0,0,3,1,7,0,1,6,1,3,1,1,0,3,3,0,1,2,1,6,4,3,2,3,3,3,3,1,0,4,3,7,4,4,2,6,2,4,5,5,1,7,3,6,1,2,3,4,0,1,3,0,0,2,2,3,5,3,4,5,7,4,3,0,2,2,5,3,3,4,10,5,8,3,0,0,0,1,2,0,6,2,1,2,0,4,0,0
"OTU_74",0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,6,11,4,3,0,0,2,0,1,1,3,3,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_505",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,1,1,0,1,0,1,0,0,0,1,5,0,3,6,8,0,0,2,2,5,1,4,2,1,0,4,4,3,2,2,4,1,3,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"OTU_1946",12,4,4,3,3,3,6,4,4,1,1,1,0,0,1,1,3,6,4,8,4,2,11,3,6,1,5,7,3,4,3,1,1,0,0,2,0,0,0,0,0,3,0,1,1,2,0,0,0,0,0,0,1,3,0,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,2,3,4,1,0,0,14,4,22,26,32,29,22,10
"OTU_1908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,1,0,0,0,0,0,0,1,0,1,3,8,2,5,6,4,1,0,2,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"OTU_373",0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,2,5,7,2,1,3,1,0,0,1,6,0,6,0,2,1,1,4,2,2,4,1,1,1,4,0,1,0,1,0,2,5,0,0,0,2,1,2,20,5,9,13,0,14,5,4,22,7,7,7,7,1,2,16,9,6,0,0,0,0,4,6,1,4,0,0,1,0,1,0,0
"OTU_691",1,0,0,0,0,0,1,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,1,3,4,3,2,2,1,3,2,1,3,1,5,1,0,0,1,2,2,0,3,1,4,1,3,0,1,0,0,0,2,1,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,4,0,0,2,1,1,1,2,0,1,2,3
"OTU_403",0,0,2,1,1,2,8,4,6,7,5,5,3,1,0,6,5,1,3,4,3,5,1,6,6,5,2,0,0,1,0,1,2,2,0,2,0,1,0,3,0,0,0,1,1,1,0,2,1,1,0,0,0,1,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0,3,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0
"OTU_417",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,2,62,13,34,2,3,3,2,4,1,1,0,1,0,4,2,6,1,2,0,3,1,3,2,3,1,3,2
"OTU_64",6,35,32,33,21,21,21,16,9,14,20,12,7,5,3,8,8,4,6,5,13,35,12,25,45,28,25,23,20,63,52,23,18,22,28,46,24,9,3,9,3,13,7,26,2,22,17,0,2,4,30,10,27,5,12,1,7,10,4,4,6,2,4,3,19,5,1,17,27,22,15,9,8,0,17,15,17,15,10,9,27,33,16,29,9,19,16,20,20,26
"OTU_1024",0,1,1,1,1,0,0,0,1,4,1,0,0,1,1,1,2,0,1,2,0,3,0,0,1,2,0,0,1,1,0,4,0,2,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,7,3,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,1,1,0,1,2,6,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
"OTU_435",2,0,1,1,0,1,2,0,2,0,2,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,0,1,0,2,16,35,38,9,8,2,0,4,0,1,7,2,2,1,3,40,3,1,3,1,10,7,6,3,2,2,2,0,1,1,1,0,2,2,3,2,1,0,0,0,2,0,1,5,7,1,2,2,2,0,0,1,0,0
"OTU_361",7,0,2,1,6,1,4,3,3,3,3,4,12,11,7,5,6,8,7,8,4,5,3,0,2,4,2,2,2,1,0,0,1,2,0,1,1,0,0,0,0,4,1,0,0,5,1,3,4,1,1,0,0,1,0,6,1,2,0,6,0,2,2,0,2,1,0,0,1,0,0,0,3,8,1,1,0,1,1,0,0,3,1,0,0,5,2,2,3,1
"OTU_377",0,1,2,1,0,0,2,0,3,6,0,1,0,0,0,1,2,0,2,0,1,2,1,1,1,2,7,1,1,0,1,0,1,4,3,9,5,4,2,3,1,3,2,4,0,0,2,0,0,0,3,0,0,1,1,0,1,4,1,5,9,1,16,4,5,5,1,1,1,2,2,3,3,1,0,2,0,10,1,8,6,0,1,2,0,0,0,1,1,0
"OTU_45",3,14,9,10,9,9,6,15,10,96,2,11,6,0,4,9,6,2,8,41,8,22,10,10,9,10,9,1,4,13,6,2,2,2,2,0,1,1,4,2,4,3,3,3,1,2,0,3,1,8,7,1,5,2,4,3,1,6,1,0,5,1,6,2,7,6,5,0,0,1,0,1,2,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0
"OTU_396",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,5,4,1,2,2,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,0,1,2,1,1,0,2,2,2,2,0,5,1,0,0,0,0,0,0,0,1,0
"OTU_1277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,1,7,1,10,12,25,1,4,1,0,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4581",8,5,12,4,7,7,9,9,8,1,5,3,2,7,4,7,5,10,4,5,4,3,5,3,3,2,8,12,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_3018",4,0,0,1,2,0,0,0,1,0,2,0,2,0,1,2,4,2,4,5,2,0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,4,0,4,0,2,1,1,0,3,0,0,2,2,1,2,2,1,3,2,0,0,1
"OTU_531",0,0,2,0,1,0,3,1,1,4,1,2,1,0,0,1,2,0,2,5,1,4,0,3,2,3,3,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,2,1,1,0,0,1,0,0
"OTU_1011",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,6,3,1,0,0,0,2,0,0,0,1,1,1,2,2,0,0,0,2,0,4,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0
"OTU_816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,2,1,0,1,0,0,2,1,1,5,9,9,17,1
"OTU_493",2,0,2,1,1,1,0,1,0,2,2,7,1,0,0,0,0,0,0,0,0,0,0,1,0,6,7,1,0,0,0,1,0,2,3,1,0,0,2,5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_248",0,0,1,0,1,0,1,2,0,1,0,0,0,1,0,0,3,0,1,0,1,1,0,0,1,2,1,1,5,1,1,1,0,7,0,3,4,3,1,1,1,5,4,9,4,6,0,0,2,1,2,0,0,3,6,2,8,16,10,6,8,3,14,6,8,3,5,2,3,6,2,10,32,11,10,6,1,0,0,3,4,1,12,7,1,0,1,2,1,0
"OTU_300",7,17,9,8,7,31,11,10,6,18,9,15,12,11,9,12,11,29,14,9,30,8,11,14,7,5,6,3,6,11,13,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,1,1,1,0,1,3,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"OTU_279",0,0,0,0,0,0,0,0,0,0,1,12,3,2,0,2,1,0,2,1,0,1,0,4,9,25,4,0,0,2,0,1,0,1,0,0,0,0,2,5,0,1,0,0,0,0,0,4,0,2,3,16,0,3,0,0,0,3,6,0,1,1,0,0,0,0,1,1,0,1,2,1,1,1,0,3,0,0,0,0,2,0,0,1,1,0,0,0,0,0
"OTU_509",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,1,0,1,1,0,1,2,0,0,2,0,1,1,3,3,0,2,0,2,2,0,6,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_1005",5,3,3,3,5,2,11,2,5,4,4,3,4,2,3,0,1,2,5,6,1,2,4,3,1,4,5,3,7,0,5,1,0,1,0,2,3,0,0,0,1,6,1,2,1,4,2,1,5,1,0,0,0,2,0,2,0,3,0,6,2,7,5,2,1,0,3,0,2,0,1,1,2,2,1,0,0,2,1,1,1,0,1,3,0,1,3,0,0,2
"OTU_242",3,2,3,5,3,1,2,3,4,11,6,3,3,1,0,6,6,2,8,16,19,14,3,7,7,9,5,1,2,6,2,7,3,7,1,1,0,4,6,9,4,0,5,7,3,1,0,2,0,5,16,20,14,1,4,3,7,10,5,5,4,4,2,0,6,1,1,5,1,0,2,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"OTU_327",0,0,2,0,1,1,0,0,2,0,1,1,0,2,0,1,0,0,0,1,1,0,2,1,3,1,3,1,1,3,0,0,1,0,3,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1197",0,1,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,5,0,1,0,1,0,0,2,0,4,0,0,4,1,0,3,2,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"OTU_4727",2,0,3,2,1,3,2,3,1,2,1,0,1,4,3,1,3,4,9,3,7,3,4,1,3,2,2,2,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_535",4,6,2,11,8,1,9,2,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10,0,4,1,1,1,0,1,2,0,0,2,1,0,3,0,0,0,0,0,0,0,2,0,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,2
"OTU_77",1,3,4,12,2,4,3,6,2,37,2,3,4,2,0,5,5,1,3,17,10,4,3,5,3,6,3,2,2,1,4,2,0,0,1,1,4,7,5,6,3,8,3,4,1,2,2,0,2,1,1,3,6,1,2,3,3,2,1,0,2,4,12,2,7,3,3,1,1,4,1,0,1,1,3,0,0,1,0,0,1,0,2,0,1,0,2,0,0,0
"OTU_156",9,10,11,13,6,6,14,6,11,29,8,16,10,1,1,11,18,7,18,21,4,8,8,3,2,7,1,1,0,2,3,1,0,1,0,1,0,0,2,2,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,9,1,1,3,1,2,4,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
"OTU_281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,1,0,0,0,2,2,3,3,12,9,10,4,3,2,9,1,3,0,0,0,0,9,3,0,5,5,1,2,18,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"OTU_659",5,3,0,0,1,2,3,1,1,1,3,3,2,1,3,2,3,0,3,4,2,3,0,1,0,1,3,0,0,0,0,2,2,3,0,1,1,0,1,0,0,2,1,3,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_2294",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,2,0,1,1,1,0,0,0,1,1,1,0,1,1,2,1,1,1,0,2,3,1,1,1,7,0,0,0,4,1,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_38",0,1,2,3,1,1,0,1,0,2,1,4,1,1,1,4,8,0,2,0,22,4,9,15,6,11,13,3,2,5,2,10,8,23,48,94,38,41,27,6,5,0,2,2,6,4,0,0,2,1,8,3,6,1,0,2,4,4,2,1,7,14,4,4,8,9,0,4,3,5,3,5,3,2,3,9,4,15,5,23,5,3,4,4,5,3,2,5,4,1
"OTU_330",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,5,1,1,1,3,0,1,1,4,2,3,0,0,0,0,1,4,5,1,0,0,4,5,5,9,1,4,1,0,0,0,0,0,6,4,2,1,2,0,4,6,5,3,5,1,5,1,6,8,3,3,4,6,2,5
"OTU_961",19,7,8,3,5,11,13,12,6,9,6,9,3,18,13,5,12,18,13,12,7,11,6,3,2,4,6,8,8,3,5,1,2,0,0,1,1,6,1,0,3,7,3,4,0,5,8,1,5,0,1,0,0,2,0,6,2,4,2,12,2,6,6,5,3,0,0,2,1,1,0,1,0,2,1,2,4,1,1,2,0,0,3,1,3,3,14,6,4,9
"OTU_201",5,2,0,1,2,1,2,0,1,2,2,3,2,11,13,6,14,16,6,13,8,2,6,4,1,0,1,1,2,1,0,1,1,0,1,3,3,3,1,0,0,3,1,2,2,4,6,2,6,4,1,2,0,1,0,2,4,0,0,8,3,5,5,2,4,1,1,0,4,3,17,1,7,3,4,2,6,7,10,7,4,5,0,3,7,12,11,12,7,12
"OTU_360",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,3,3,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,0,8,1,1,2,1,5,2,3,3,2,1,5
"OTU_162",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,3,4,3,1,0,19,15,30,6,2,2,2,4,1,0,4,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OTU_118",1,4,2,1,2,4,4,2,4,3,19,3,1,4,0,4,0,0,1,4,2,8,14,8,7,2,24,27,32,36,47,5,11,8,4,4,1,1,2,0,1,4,3,2,0,2,3,0,1,0,0,0,6,3,1,0,0,1,2,1,1,1,0,1,1,0,1,5,7,20,6,5,5,0,8,10,18,14,21,2,9,13,6,4,3,4,3,3,3,5
"OTU_757",2,1,0,1,4,4,1,5,2,3,3,3,3,4,2,0,4,1,1,1,4,0,3,0,5,0,4,0,0,3,2,0,0,3,2,1,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,2,0,0,6,0,2,0,2,0,0,0,0
"OTU_29",16,85,26,46,54,56,22,21,40,7,28,8,24,17,9,25,10,3,13,6,27,16,46,34,26,14,46,40,48,46,84,32,72,46,40,45,11,11,10,7,7,18,16,5,19,42,26,0,5,2,25,9,19,13,11,5,19,14,20,27,27,51,7,5,5,0,3,6,18,21,21,15,13,17,42,58,57,61,111,26,76,110,44,44,38,49,36,36,43,50
"OTU_86",1,2,5,1,3,0,1,2,3,10,6,2,0,1,1,2,4,1,2,7,4,0,2,3,2,1,2,1,0,7,1,4,0,2,2,6,3,2,8,6,9,10,4,6,1,1,1,0,0,3,2,2,1,6,2,5,0,1,1,2,4,4,20,4,8,6,7,0,3,6,2,3,4,3,0,0,0,3,1,2,4,0,0,1,1,1,0,1,0,0
"OTU_836",0,2,1,0,0,1,0,0,0,2,3,1,1,1,2,0,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,3,5,1,2,1,2,2,0,5,10,6,6,4,1,11,2,12,0,2,10,6,4,7,2,3,3,2,4,1,1,3,0,2,2,3,1,2,0,2,0,1,1,0,2,2,0,2,3,0,5,1,3,1,1,0,7
"OTU_319",46,81,92,71,62,57,43,58,62,31,53,19,35,12,6,12,6,15,10,19,36,44,54,62,72,58,62,43,44,124,68,52,71,38,34,56,23,14,11,13,25,22,9,41,18,22,19,0,6,1,15,11,30,18,34,28,62,19,17,56,30,38,10,4,1,0,2,6,17,21,10,8,4,3,24,29,23,31,44,29,39,21,21,35,8,15,13,9,18,24
"OTU_1238",3,3,4,2,7,2,2,1,2,1,2,0,4,2,0,0,0,1,1,1,2,1,0,0,1,0,2,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1574",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8,6,6,22,25,34,41,34,16,13,30,33,27,21,21,6,5,13,42,64,57,16,26,8,18,22,11,5,19,10,12,24,63,78,51,333,178,212,19,295,156,87,433,297,331,525,132,203,201,364,63,203,81,38,47,35,31,30
"OTU_1593",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,10,1,2,1,4,2,1,0,1,1,0,1,2,5,1,0,0,0,0,3,1,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,5,2,2,1,0,0,1,2,0,0,0,0
"OTU_1335",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,2,3,0,0,3,0,1,1,2,0,0,1,1,6,1,5,3,7,2,5,1,2,1,2,2,5,1,9,15,7,7,4,9,10,8,0,1,0,0,0,1,0,2,3,0,0,0,3,0,3,1,0
"OTU_533",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,2,2,1,2,3,4,3,14,3,2,2,1,7,4,3,5,5,4,8
