"ASVID","Nov2rep3","Nov3rep3","Nov4rep3","Nov5rep3","Nov9rep3","Nov10rep3","Nov11rep3","Nov12rep3","Nov13rep3","Nov16rep3","Nov17rep3","Nov18rep3","Nov19rep3","Nov20rep3","Nov23rep3","Nov24rep3","Nov25rep3","Nov26rep3","Nov27rep3","Nov30rep3","Dec1rep3","Dec2rep3","Dec3rep3","Dec4rep3","Dec7rep3","Dec8rep3","Dec9rep3","Dec10rep3","Dec11rep3","Dec14rep3","Dec15rep3","Dec16rep3","Dec17rep3","Dec18rep3","Dec21rep3","Dec22rep3","Dec23rep3","Jan4rep3","Jan5rep3","Jan6rep3","Jan7rep3","Jan8rep3","Jan11rep3","Jan12rep3","Jan13rep3","Jan14rep3","Jan15rep3","Jan18rep3","Jan19rep3","Jan20rep3","Jan22rep3","Jan25rep3","Jan26rep3","Jan27rep3","Jan28rep3","Jan29rep3","Feb1rep3","Feb2rep3","Feb3rep3","Feb4rep3","Feb5rep3","Feb8rep3","Feb9rep3","Feb11rep3","Feb12rep3","Feb15rep3","Feb16rep3","Feb18rep3","Feb19rep3","Feb22rep3","Feb23rep3","Feb25rep3","Feb26rep3","Feb29rep3","Mar2rep3","Mar3rep3","Mar4rep3","Mar7rep3","Mar8rep3","Mar9rep3","Mar10rep3","Mar11rep3","Mar14rep3","Mar15rep3","Mar21rep3","Mar22rep3","Mar23rep3","Apr18rep3","Apr19rep3"
"OTU_91",6,2,24,12,11,5,4,6,4,2,5,3,2,1,7,11,7,7,8,7,2,12,6,5,4,7,5,5,6,7,2,2,3,5,4,7,7,6,10,10,12,8,6,10,14,11,12,11,4,9,6,14,7,16,6,5,5,6,7,7,10,8,5,4,3,4,12,4,2,5,3,2,5,4,1,2,1,2,4,2,2,2,0,0,2,2,2,1,0
"OTU_64",10,1,19,7,0,1,0,3,0,4,14,17,10,10,2,5,0,3,2,2,0,1,0,0,0,2,0,1,0,9,6,6,5,12,0,1,3,1,3,1,1,0,3,1,0,0,1,0,0,0,1,0,2,0,2,1,1,0,3,0,12,4,3,4,10,14,5,3,3,7,8,0,5,10,13,15,16,23,16,23,17,10,26,21,24,19,19,4,1
"OTU_89",3,0,0,1,6,7,4,2,0,2,14,1,1,4,7,3,7,7,7,1,6,4,9,13,3,9,9,7,7,7,4,1,1,4,3,9,8,4,7,8,7,16,5,12,8,5,8,15,11,6,11,7,5,4,4,16,5,10,5,5,6,2,9,6,13,3,4,3,3,1,4,6,2,7,5,6,6,4,7,11,11,2,0,4,8,3,6,0,0
"OTU_62",2,1,5,0,4,13,23,4,29,37,2,6,11,14,23,21,22,25,22,26,34,6,15,13,10,6,3,3,6,1,2,6,2,3,3,5,2,4,9,2,3,4,3,1,0,5,0,2,0,1,1,1,0,1,1,1,1,2,0,1,5,0,1,0,2,1,2,1,1,3,0,0,2,3,3,2,1,1,1,1,2,2,1,1,1,2,3,1,4
"OTU_95",0,0,29,9,4,8,4,8,4,5,9,7,1,6,1,1,2,5,4,7,4,3,2,1,2,3,3,5,6,3,2,0,1,5,5,5,2,8,8,7,3,3,8,4,1,1,3,3,6,2,1,0,2,3,2,2,6,9,3,9,2,6,4,4,3,5,13,13,12,14,5,17,16,12,9,5,8,8,9,3,4,2,6,4,6,9,5,10,5
"OTU_75",0,3,5,0,4,7,3,0,5,2,12,13,16,1,5,5,3,4,1,0,4,7,8,4,9,3,3,1,3,6,7,4,10,0,3,2,5,5,5,3,3,3,5,8,4,7,4,2,5,5,7,5,4,6,8,3,2,1,8,5,9,2,11,11,2,8,15,14,14,15,10,12,11,18,8,12,5,6,5,2,2,1,1,2,1,2,1,1,0
"OTU_61",5,7,23,7,0,0,0,1,1,0,6,27,63,31,0,0,0,1,0,0,1,3,0,1,2,0,0,0,0,28,16,40,38,9,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,6,0,1,2,12,2,0,0,1,2,5,1,2,9,9,10,11,6,5,4,13,9,10,2,9,6,5,15,0
"OTU_60",2,3,0,6,26,50,28,32,40,40,56,15,8,9,8,4,16,13,13,15,7,10,4,9,3,5,2,2,6,0,0,0,0,1,4,12,8,0,4,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_81",0,0,0,2,0,1,0,0,0,0,0,3,0,5,5,4,6,7,5,5,1,0,0,0,1,7,2,0,1,0,3,2,5,1,23,13,8,18,13,28,18,17,12,10,6,10,11,10,11,8,9,15,11,14,9,8,9,5,6,12,2,5,1,1,5,7,2,0,3,3,3,1,2,1,5,1,3,2,3,2,1,1,6,1,3,5,3,6,1
"OTU_96",0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,2,2,1,2,2,2,1,1,3,4,1,1,2,0,0,0,2,0,0,1,7,2,4,5,8,10,8,7,11,4,7,13,6,10,9,13,7,13,10,9,6,9,8,19,4,13,8,21,17,5,19,13,13,8,23,11,8,13,5,2,10,2,3,3,1,3,1,3,1,1,0,1,0,0
"OTU_98",1,0,2,1,0,2,0,1,0,1,2,1,0,2,0,2,1,0,2,1,0,2,2,4,1,1,0,5,3,1,1,2,2,1,5,3,6,5,6,1,3,3,11,5,2,3,3,8,3,3,2,5,2,4,7,8,14,5,15,6,4,13,9,1,3,11,16,15,14,23,15,25,17,8,11,8,8,9,8,3,5,7,7,7,2,3,5,1,1
"OTU_83",6,14,9,7,7,4,7,2,4,3,0,4,7,7,1,3,6,4,4,2,6,3,2,3,7,6,1,4,2,3,6,6,16,4,4,2,3,0,2,3,1,10,2,2,2,2,2,5,4,3,5,2,3,1,3,0,4,3,4,4,8,10,6,13,2,2,13,8,8,12,8,9,7,13,10,14,5,6,6,5,4,8,4,3,5,2,2,0,0
"OTU_188",0,0,0,3,0,1,0,3,1,0,0,0,1,0,4,9,5,12,4,6,9,2,1,8,13,5,8,4,5,1,8,2,2,4,4,6,7,3,1,3,3,6,6,7,2,3,9,9,6,12,9,6,1,9,6,10,9,15,2,4,4,2,1,5,7,3,9,1,6,8,0,8,11,5,11,7,4,13,7,3,8,7,1,11,5,2,8,0,0
"OTU_84",6,4,0,2,2,7,4,0,3,4,1,3,2,5,3,3,1,8,5,1,3,0,2,6,5,1,2,4,2,4,6,5,10,2,6,5,2,9,3,6,4,6,7,2,3,3,4,6,4,2,12,3,9,1,7,8,9,1,4,6,9,4,5,12,6,3,3,3,3,2,3,3,3,8,6,5,6,6,5,12,13,11,8,9,8,4,20,2,1
"OTU_74",2,2,1,6,2,7,9,6,5,5,5,4,4,2,10,6,12,2,9,14,6,6,8,7,5,8,6,1,2,5,7,9,8,2,5,4,6,7,4,2,0,6,3,2,2,1,2,4,1,1,2,2,2,1,2,2,5,7,3,0,4,5,1,2,3,1,0,4,2,3,2,0,5,5,6,7,1,1,2,5,4,3,4,4,9,7,2,30,35
"OTU_94",6,2,0,11,17,14,10,14,7,4,4,5,1,3,6,4,7,5,4,4,4,8,6,12,12,1,4,3,2,1,4,1,0,1,5,5,7,4,2,8,5,9,5,3,8,2,4,4,5,8,4,10,2,4,5,3,6,5,8,3,5,12,4,9,4,7,12,9,5,3,5,2,2,2,3,3,3,0,5,2,1,1,0,3,0,0,1,0,0
"OTU_85",7,1,1,8,1,7,2,1,3,2,9,12,8,6,4,9,7,1,0,2,3,1,5,8,1,2,8,5,1,0,4,13,6,8,6,1,7,3,3,9,4,6,3,1,3,3,5,3,8,6,6,7,4,2,3,2,8,3,3,3,6,2,2,2,9,5,5,4,5,4,4,1,1,4,12,3,11,6,4,12,7,3,3,8,9,6,9,4,1
"OTU_102",0,0,2,0,2,1,0,0,0,0,7,1,3,1,0,3,7,0,4,0,0,4,1,4,2,3,4,2,4,1,2,1,0,0,0,2,1,5,5,3,2,3,1,4,1,6,3,2,6,1,4,5,10,7,12,9,9,6,13,12,6,15,12,14,6,20,7,11,10,4,10,8,13,4,12,14,5,3,7,7,5,1,2,5,8,1,1,0,0
"OTU_104",23,3,2,29,5,0,0,3,1,4,2,15,3,9,0,1,3,1,0,0,0,0,1,0,0,4,1,2,2,11,15,2,3,27,3,2,8,5,4,1,1,1,2,2,1,1,3,4,4,2,2,4,1,2,2,4,1,3,4,3,15,2,5,5,8,7,2,6,6,2,3,3,7,4,3,7,11,6,17,9,7,5,14,2,1,1,0,0,0
"OTU_93",20,11,5,34,12,10,2,14,6,6,6,8,3,7,6,5,4,2,3,8,2,23,9,4,3,6,7,1,2,4,5,1,1,6,1,2,3,3,5,2,0,1,2,2,1,0,2,0,1,0,0,1,0,0,2,1,1,2,1,2,4,4,0,9,6,5,2,3,6,1,2,0,8,5,2,6,7,5,3,1,5,9,7,6,2,2,6,1,0
"OTU_57",9,15,3,8,15,20,20,24,19,15,12,22,31,17,4,3,14,3,9,10,11,25,9,8,1,6,2,0,2,12,9,3,0,2,2,2,4,1,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,3,0,0,0,0,3,2,0,1,0,0,0,0,0,1,0,0,0,0,1
"OTU_105",2,0,1,0,3,2,2,0,5,1,5,1,0,1,11,7,8,7,5,7,2,4,2,3,4,3,4,3,7,0,1,1,0,1,5,7,3,12,11,12,9,11,10,5,14,9,6,15,6,4,10,8,10,9,11,5,6,6,5,5,4,5,6,2,4,7,1,6,8,4,3,1,3,3,0,2,3,3,2,0,3,0,0,1,5,2,1,1,0
"OTU_76",5,1,3,0,4,5,8,8,15,9,8,2,0,1,20,20,13,35,26,19,9,39,20,8,7,5,11,8,5,3,0,0,0,1,0,0,5,3,3,0,3,0,2,0,3,3,0,3,2,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,2,4,0,0,0,1,1,2,0,2,2,1,1,2,0,2,2,1,5,0,3,3,9,1,0
"OTU_97",10,1,9,10,9,9,8,7,8,1,0,11,9,5,5,8,3,5,8,9,4,1,7,7,11,1,6,4,3,3,2,2,3,4,4,5,4,6,5,5,11,7,7,9,5,2,7,3,4,3,3,1,2,3,5,3,1,5,4,7,7,4,7,5,4,3,0,4,6,2,1,2,5,3,0,1,6,4,4,3,0,0,1,2,1,4,1,0,0
"OTU_80",0,0,0,1,28,44,40,34,50,19,17,8,2,6,5,4,14,9,10,3,8,8,4,5,2,4,1,1,5,1,1,0,4,2,5,6,8,3,4,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"OTU_90",19,28,23,6,9,10,9,4,6,7,8,2,14,20,2,2,2,0,1,0,4,4,4,7,8,8,2,0,0,10,3,17,20,1,1,2,0,2,2,1,3,2,0,2,0,0,3,1,4,0,1,2,2,0,0,1,5,1,0,0,3,1,6,7,5,2,0,1,3,5,4,5,5,7,4,8,3,1,3,1,5,3,0,1,0,0,0,2,1
"OTU_112",1,0,0,0,0,0,0,0,0,0,0,11,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,31,26,16,18,226,0,3,8,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"OTU_82",0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,2,6,0,0,1,0,3,0,0,0,2,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,4,0,1,2,3,3,1,2,1,1,1,0,8,8,6,10,11,14,14,29,54,31,66,47,8,2,1,0,0
"OTU_73",5,6,0,3,15,7,6,13,15,45,51,17,5,15,10,3,10,2,3,22,8,19,12,16,2,11,2,3,3,10,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0
"OTU_86",1,3,3,1,0,0,0,0,0,0,8,4,24,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,17,37,49,7,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,9,1,2,2,5,5,2,5,3,7,10,23,3,9,12,4,3,4,4,4,8,3,6,1,3
