"ID","N01B","N02B","N03B","N04B","N05B","N06B","N07B","N08B","N09B","N10B","N11B","N12B","N13B","N14B","N15B","N16B","N17B","N18B","N19B","N20B","N21B","N22B","N23B","N24B","N25B","N26B","N27B","N28B","N29B","N30B","N31B","N32B","N33B","N34B","N35B","N36B","N37B","N38B","N39B","N40B","N41B","N42B","N43B","N44B","N45B","N46B","N47B","N48B","N49B","N50B","N51B","N52B"
"008a4f0fdbff8e989b828d5cb2751cb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,43,37,17,12,3,4,1,4,5,0,0,0,0,0
"0093efa2968345efef497cc1f61f701a",0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,1,0,10,3,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0117e9c502bd1cee660d22cb0e8b4a3c",83,11,57,61,71,125,179,282,207,103,4,29,48,259,241,168,36,74,64,53,71,50,28,5,5,8,13,13,20,10,22,25,54,88,89,155,51,21,6,6,0,0,0,0,6,13,10,0,11,6,80,105
"0120eae8d0288b26275c226dadf50e68",0,0,0,0,0,0,1,2,2,8,13,9,10,2,2,0,0,8,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"01923d322482dd6c7151c3df36abc1a5",0,0,0,2,5,7,20,15,10,17,9,16,29,34,19,10,5,3,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,2,13,43,92,233,404,65,120,13,5,8
"022401fcfd824c74a2ffd3ff41c78189",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"022edc60492d19d4c19eeecbef2f4006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,10,16,5,21,18,6
"028cb7dec44769395943fa5e62a0f12a",36,4,15,41,79,129,192,174,93,26,4,13,32,22,8,4,0,4,0,2,4,8,9,26,10,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39
"02b4cbe5c2955ab2f66dc82cdf6dad64",121,42,95,114,180,91,93,124,208,115,74,145,193,182,449,149,85,58,32,13,22,16,11,20,14,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,26,0,13,18,7
"041323e511ac47609f702b91685cca22",0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,0,0,3,0,2,4,5,1,2,2,8,2,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"048d2fe48e627d31cf210062b56fb6c4",40,12,15,48,21,18,16,11,9,10,9,5,6,4,2,6,3,0,15,3,7,9,7,8,13,9,9,0,9,3,8,15,12,21,11,23,14,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"04b4ed8ceabf387ba2caa3e54509965d",195,59,130,154,139,182,167,164,135,157,22,61,295,687,782,716,267,322,213,119,114,117,80,125,111,119,113,117,148,131,129,113,88,86,70,122,104,130,124,75,90,78,66,63,71,59,95,0,56,61,253,240
"04cc63effc9cdb8b6bc046f9d53c374f",0,0,0,0,0,0,0,0,0,0,5,0,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04e01841a5e1bf33dcc6bb33c6380138",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,10,0,0,0,0,5,5,2,6,0,8,2,0,0,0,0,2,0,0,0,0,6,0,5,5,0,0,22,0
"04f73040937adf564c5f87063b8a8351",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,3,8,8,3,3,8,12,18,23,9,8,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"05485769489bfb0902f2f5389dc91ead",22,7,11,21,13,16,19,22,35,22,26,16,23,21,11,21,20,33,42,38,30,37,39,28,45,32,33,32,23,18,15,18,7,11,6,6,0,7,7,3,3,5,1,3,3,3,0,0,1,0,0,0
"055a2ec73903989eebdccee8c4eea3b0",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"055b448b67d7b3da8328ac876d03d0f0",13,4,10,14,16,16,22,74,53,74,8,23,9,10,24,32,11,21,20,24,19,25,29,17,18,2,8,5,11,14,42,38,36,18,9,34,29,58,34,11,4,5,10,18,23,111,101,28,51,17,90,81
"05a4afae1a59f5bfd4abdf42dd815c1a",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,14,17,0,12,10,24,0,0,10,23,6,18,14,15,0,0,0,11,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"065b13b03be930cd4cdaa881e2421b8d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,9,12,10,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"06b1b0ededcab44d5b5b97b9e5b43160",32,13,42,47,42,42,46,77,89,105,103,103,119,101,108,85,21,61,75,82,91,88,125,118,162,174,153,134,128,101,80,75,70,69,49,55,29,39,20,7,0,0,0,0,0,0,0,0,0,0,0,0
"06ca8a0f60b4b28d67a9be2613fb7b07",2,0,0,0,4,0,0,0,0,0,0,0,0,0,31,0,29,10,36,18,0,0,18,79,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06f182dec0df3396915f015705869288",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,5,4,5,0,3,0,3,0,0,0,6,0,0,1,9,9,5,5,4,4,4,4,0,5,6,2,1,0,1,0,0,0,0,0
"0713e1886ec859d0681563f94368dd6b",0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"073438bc52ce407f71254db07e56a1ee",0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"077a3468c323f92a3caba50fbdcc8a94",5,1,21,8,13,9,12,3,12,12,14,33,8,10,14,1,2,0,0,4,6,0,0,6,2,4,11,0,7,6,0,9,3,2,35,0,36,4,6,0,9,0,1,4,7,5,2,4,7,0,0,4
"07d9ea8ae49fb374d6ba55d621b8446d",13,4,8,11,10,8,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"07ffe5625f4f35487d78080440373e0d",7,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,10,19,13,16,7,5,7,0,10,13,5,6,6,10,0,3,2,0,0,0,0,0,0
"0802867cfb9cdaedb0691b7586002741",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"08a545822852b31be00e1c52e6314565",0,0,0,0,0,0,0,0,2,34,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,0,0,0,0,0,0
"08bd43071a06abf56df235fca6655bea",0,1,0,0,5,0,0,0,7,0,2,13,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,5,0,0,0,0,0,0,3,0,5,0,0,0,4,7,5,8,0,0,0,0
"08bd45c0807b6fb44faaa54fb53e4213",239,64,247,468,438,497,573,772,729,719,767,711,651,437,399,306,130,179,212,218,163,106,74,49,54,48,35,21,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,45,109,35,334,968,821
"08c7b337338cff96f16416ceb89ff98e",0,0,0,2,0,0,8,1,0,0,0,5,2,0,0,3,0,0,8,9,3,0,9,10,12,11,15,9,11,1,8,0,8,4,10,0,0,10,5,8,4,10,7,4,7,7,4,3,9,7,7,0
"08c8839ae52a2d167fab77c50ba4253c",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,0,6,7,5,6,0,0,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0
"08f700e203e1c9e16a59a6b489901ad4",0,0,0,0,0,0,0,0,0,0,9,4,0,10,0,0,0,0,9,0,0,0,12,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"091126efa2a5f6896c1a128c49160228",288,79,187,185,121,194,193,323,320,438,517,628,747,573,561,353,122,170,199,312,325,282,312,319,606,820,724,884,751,948,779,814,840,944,765,803,518,645,448,451,372,197,153,117,93,73,37,36,87,12,61,83
"091a3c3961d1af54995c3a53d18e6c3a",0,0,0,0,5,7,9,9,4,9,14,31,44,46,34,22,18,27,30,43,55,36,13,2,0,0,0,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,11,42,14,3,0,5,2,12,43
"092dee5a72f863b558174fa9edac3a8e",0,0,0,0,2,0,0,2,8,7,0,0,1,0,5,17,7,24,21,18,28,35,12,6,19,0,0,0,0,1,0,5,0,0,0,5,0,12,13,6,1,3,2,8,12,1,0,0,8,2,3,13
"095dcca0a1cacb655451100eb59c8ef1",40,43,77,58,75,51,36,26,62,120,294,51,6,98,123,41,15,0,0,0,3,19,94,160,29,30,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,40,12,5,41,54
"09f85e65c4dbc4b824d53509b0089caa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,14,10,15,26,15,25,16,14,3,2,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a1848c435c12f37697036bbe15f27f4",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,16,9,19,2,25,17,20,10,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a5a25f4502f341173aba7e91dd1a35a",15,10,14,19,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0a68ec564e278b0246c920ad7de41880",6,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"0bc770427685ceadfe7dfec641cdf9f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,8,20,16,19,2,3,18,30,13,0,20,0,0,0
"0bd1dbc52a31344a9bf0c2fd0b16da8c",7,4,14,29,17,9,6,9,24,15,11,13,12,40,23,9,4,5,17,14,23,24,12,19,20,8,9,21,16,20,61,27,25,25,49,7,19,36,9,21,22,28,78,148,220,140,206,136,101,10,12,19
"0bdd65fcc5a502a80c8260b32c73b4e3",0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,10,0,0,0,0,9,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,19,45,0,0,3,0,8,13,0,5,0,5
"0c71e9ef29f164a554a405ea0ae06d47",0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c7670c78174029f9a51b3ea18daa319",0,0,0,0,5,19,20,6,1,5,6,3,12,30,12,14,20,10,20,43,2,6,6,6,19,11,13,20,29,50,50,27,26,14,14,5,12,15,18,47,52,29,14,12,13,22,3,3,61,15,38,0
"0c8a896fd73d5d61b63fe69178c81e46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,5,6,0,6,0,1,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ce6b2a24dfd0a5a811b3858e7285832",20,6,8,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"0d304d624217de6c67a424a0e30b0ad2",7,0,0,18,11,15,6,0,0,5,7,0,0,0,0,16,9,15,63,23,8,6,0,0,6,5,5,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"0d374aca4966dc2095d8cd7c0f1be383",0,0,2,0,0,0,1,0,0,2,0,2,0,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11
"0d4c2b13218f0a82ea6c5b0432d5259c",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,5,8,4,0,0,0,5,3,0,0,0,4,0,0,0,4,0,6,21,0,5,2,9,0,3,0,6,3,0,0,4,3,0,0
"0e274ec0a51227998286650629922662",104,24,45,82,63,62,60,47,56,49,61,59,35,30,35,37,25,52,80,65,46,77,82,53,88,54,100,50,103,106,138,179,155,168,115,122,86,174,150,145,104,131,184,113,128,67,25,53,119,161,83,88
"0e9880f831a8271ce9fcfb91ef7bc811",0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ecb2318322ffd06d80696b195f8b8ef",0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0ecf1c8bb2b169516edc92d678175e27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,25,13,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"0fcfaf5408e21216bc35f00fdb2aa85f",0,0,0,0,0,0,0,0,0,17,18,6,7,15,2,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,64,0,0,0,2
"0fd6f399e0cb9f242b0fec665239c3fc",0,0,0,0,0,0,0,4,14,39,0,2,0,10,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,22,60,54
"0fe6cd5e7962511a12f2d0a5725f92b0",1,0,0,0,1,4,0,0,0,0,2,6,8,0,2,3,0,0,4,0,4,0,3,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101bfb9e4d0086406c78f86c3a8eacfa",0,0,0,0,24,16,57,37,0,0,0,0,0,0,0,0,14,17,10,3,13,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,24,0,4,26,75,23,13,21,21,180,180,100,85,67,52,23
"107273e73071282e4d0f4a0b46548da5",40,12,312,53,102,119,90,54,108,66,48,149,100,54,106,73,64,50,32,36,53,41,40,50,22,23,23,23,26,35,25,26,20,30,178,28,234,32,33,30,51,42,68,31,77,58,60,105,77,57,58,78
"10aa3fe0c9285b3a9bb386ecca984c5b",23,3,12,13,10,6,3,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
"1144df108bded45c7ae06b5f92ba63fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,18,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1149752365991aae11185d95f2d5405d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,23,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116f776446f19d78cb2a89c251128371",0,0,0,0,0,27,37,45,87,75,124,120,87,92,139,130,62,129,131,215,181,281,235,209,201,159,238,212,233,247,148,190,184,182,107,88,54,145,96,69,64,0,46,27,18,0,36,17,39,37,0,0
"119229a3a8a19b9b8f3cb2c3dc8b149d",0,0,10,0,4,0,0,0,5,0,0,11,8,0,8,0,9,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,10,0,0,0,7,0,0,13,5,0,0,0,0,0,0,0,6,0
"11b6e034fa40ca4558812f7edd541df1",0,0,6,10,8,14,12,5,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
"11c6637e2dc386eaf99bb4ffc7544814",43,21,41,75,55,39,32,33,46,51,70,49,20,46,34,39,27,68,59,51,55,67,64,75,58,61,53,60,46,43,42,47,45,49,32,36,18,24,13,11,7,0,2,2,0,0,0,0,0,0,0,0
"11e8cb589f7326e462cf6dbde26ba7dc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,18,11,9,12,19,21,10,9
"11f26f22981787f51b8567793a56ef92",0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123e950130b49f3692b2898d9a43ef9c",58,14,39,59,63,62,109,153,137,239,393,356,503,916,895,1039,559,1252,1426,1612,1313,1360,1206,1286,1551,1654,1311,1490,1411,1409,1539,1486,1763,1854,967,823,264,243,157,156,272,476,609,591,362,284,193,166,287,363,407,445
"13905a8849e1db8bb60292437fc9275b",4,5,8,7,8,9,10,16,3,10,9,11,4,14,2,8,4,6,8,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13a7f1d0d3af672725f8079c3cc185a2",4,15,3,0,0,0,0,0,0,5,0,0,7,8,8,6,11,7,0,3,2,0,9,4,0,10,0,9,14,5,10,10,9,8,7,5,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0
"13a9bbe357274b376f7b0406950cf21d",0,10,0,0,0,0,0,0,7,0,0,4,3,0,3,2,7,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
"13f584d5bcce424efaa9d75feac043c9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,7,4,0,2,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1426346029d6af80650bfd1071fdf1a7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,6,4,4,3,5,3,0,0,3,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"149550abac2acbfef6d5ae32d4103fcd",11,7,28,36,12,5,11,10,9,11,13,27,10,28,39,28,17,23,18,15,13,10,13,17,32,78,57,53,65,46,51,27,20,10,13,28,17,28,20,10,3,0,0,0,0,0,0,0,0,0,7,0
"14a0e05106135e35f3516fe52964651f",41,8,118,50,78,79,57,48,85,62,22,95,110,36,90,46,17,36,36,35,26,15,17,0,12,11,7,0,0,0,0,0,0,0,35,0,102,0,0,0,17,0,0,9,24,28,33,39,16,24,42,63
"14d05bcb6de5774c6a83affe499761f1",0,0,0,0,9,0,0,0,0,11,10,9,10,0,13,4,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152f5860461337f5975a4fc7034be584",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,8,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,14,22
"153708eff2f1d82afc836e8ce355caca",0,0,0,0,0,0,0,0,24,8,0,5,0,0,0,0,0,0,0,0,0,0,6,0,3,8,2,0,0,1,0,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1555b1382f0a33b96658ef1bf90346b4",3,0,1,6,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,3,10,11,9,11,11,6,11,15,11,9,7,7,9,5,4,0,4,2,0,0,0,0,0,0,1,0,0
"156294bf0349c63ed1960fa27da0aeb8",0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,16,6,7,0,0,2,0,0,0,0,0,0,0,0,0
"166557b1c45f3d722fb3e2640fc7a30f",9,3,6,2,3,1,4,2,3,5,2,2,3,1,0,3,4,2,5,6,10,10,17,20,4,5,11,6,9,9,8,7,12,14,8,20,11,26,20,19,19,8,18,3,7,7,2,3,7,5,1,0
"168b0d43669656df207291eef0253630",3,0,2,0,0,0,0,6,11,6,18,13,11,15,23,22,5,4,2,0,3,7,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"16cbbf4742662fb8fb81e14e0ed8b9d0",5,0,3,10,5,0,2,0,1,2,0,3,2,3,0,1,0,0,9,5,0,4,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16f6d1d5712ecdc9de36a8a17d234032",9,4,114,5,16,5,8,5,8,2,6,11,9,8,7,5,0,0,10,0,13,8,7,4,0,8,2,0,0,6,0,0,3,4,13,5,70,9,5,0,0,0,12,10,2,4,0,7,12,0,10,9
"172fa63271a397eec0c2a8bdb1194a6e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,8,10,6,8,5,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173f5d633a15f5329389fb57bb42adc4",3,0,0,0,1,3,6,2,1,6,4,5,0,5,4,0,0,0,0,1,0,0,0,0,0,1,7,0,0,2,1,3,5,0,6,1,0,4,0,0,0,0,1,1,0,0,0,2,1,3,0,0
"1793ae8906e3c0d8ac0e9628f275aad2",29,16,12,13,6,15,9,7,8,8,3,8,0,5,17,16,10,25,11,19,44,17,51,8,30,28,9,27,26,26,12,3,5,0,0,0,0,0,7,16,4,4,16,4,1,4,0,0,7,2,2,6
"188d783598c3461b36bed91130e003bf",0,0,0,8,0,0,4,0,0,0,0,6,0,0,0,0,0,4,1,0,1,0,3,0,1,0,0,2,0,8,0,0,5,4,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
"18f067479945800f0f292ebea3f5ae3e",0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,9,0,7,8,8,5,12,17,15,9,18,18,11,11,10,10,6,10,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"19a4e6ffa9729b05a23aad0e87ad1611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,11,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19bf0c1b9f4d2805e5df22736695b103",54,11,34,55,44,44,61,30,38,43,17,20,26,36,24,26,17,13,20,0,0,0,0,17,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"19f3c6dd11e1d4b6d54f8631cb8747de",0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a0e04ab57f89dbc50804b9e3db143a0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,10,20,13,26,26,32,45,21,32,36,46,23,20,0,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a226ce3860520d178a1fef1d5ef6ed4",0,3,18,0,0,0,11,0,6,8,0,12,16,9,0,47,53,79,42,21,23,51,23,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,22,0,16,80,0
"1a399cd2167ef1a1496de0d1a96b7568",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1a92e2266e5306548881dcffa05dd7e6",0,7,0,12,0,0,0,0,5,7,6,7,0,0,0,3,3,7,21,14,10,14,6,9,16,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1aad9c2d080f1285de75d84d1b96f65b",39,26,27,28,27,48,36,50,53,72,115,108,69,48,94,109,64,115,185,160,128,214,215,185,253,211,254,219,279,360,403,429,408,351,225,205,169,284,312,406,271,326,604,483,336,208,126,179,288,281,248,174
"1b487e9709769f7872226939455df6c7",7,1,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1b8dec58597978264025b9eba656ffb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1bdc30ca1de4599aba5ea37f15097d5b",0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1be14671dcfa2467c869f23cabe17e9d",0,10,0,0,0,0,0,0,0,0,10,0,6,15,9,8,0,13,14,7,12,0,10,0,10,15,10,1,0,7,0,5,0,4,5,3,4,15,7,2,8,6,12,6,3,0,0,4,1,0,0,0
"1c1085ae823b8cd8a7fcafe2d2755598",0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1c2b8892a0d7f828d72808cd01cfd199",7,2,5,7,5,0,0,0,7,0,9,5,0,4,8,4,5,7,7,6,7,9,12,9,12,6,4,1,0,0,8,3,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,13,0,22,24,9
"1c7d2ad94334dd47c5d0181ab8aea2b9",199,74,1269,186,695,433,267,157,359,339,137,328,308,132,221,185,141,125,229,233,220,211,150,125,87,136,148,108,95,231,95,97,106,100,1129,171,2298,193,234,169,692,510,280,142,135,489,435,215,284,68,191,308
