"ID","N01B","N02B","N03B","N04B","N05B","N06B","N07B","N08B","N09B","N10B","N11B","N12B","N13B","N14B","N15B","N16B","N17B","N18B","N19B","N20B","N21B","N22B","N23B","N24B","N25B","N26B","N27B","N28B","N29B","N30B","N31B","N32B","N33B","N34B","N35B","N36B","N37B","N38B","N39B","N40B","N41B","N42B","N43B","N44B","N45B","N46B","N47B","N48B","N49B","N50B","N51B","N52B"
"fe6df76810d3aae8e472113eba86a402",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe75f23505991f3d95419ba5aced7515",5,0,0,0,0,0,0,5,3,0,8,11,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe8c59302eaca6b04b91e9f6a3b36f16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,0,8,0,2,5,4,0,6,6,8,10,6,7,8,12,4,8,2,6,12,0,4
"feb89dc9caf19ef8293e6bb151ee1866",105,46,131,245,190,174,186,217,146,180,265,262,152,144,178,218,100,310,387,459,309,471,538,407,509,363,372,346,295,298,211,203,148,115,83,66,31,61,35,33,41,43,52,30,68,124,188,306,81,928,716,468
"fec828273519a3a5677d3ec7614ed0d0",0,0,2,0,1,0,2,11,13,65,34,14,5,6,0,5,2,7,13,13,6,18,10,9,7,11,12,14,27,12,9,23,25,13,13,31,19,28,15,16,17,12,39,12,10,4,10,6,6,16,18,19
"fef40cf8699e5ee6daa7db81486fbf14",0,0,4,0,0,0,13,13,7,0,10,15,27,20,17,28,0,29,28,0,0,10,13,14,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"ff155072da7610ea4bb1c784e8cf0a84",0,0,0,0,0,0,0,0,0,0,2,3,0,0,5,0,0,0,0,3,8,1,3,5,0,4,2,3,5,2,2,0,2,0,5,2,2,0,0,0,1,2,0,2,2,0,4,0,0,0,0,0
"ff289c73ac6541ac56707936f501a2cd",191,56,263,172,0,0,0,0,15,84,497,241,59,414,803,453,267,248,141,268,297,172,234,378,206,377,219,175,94,81,62,95,188,197,163,348,112,178,18,20,0,0,0,0,0,0,0,0,0,10,68,140
"ffd660f96ba6668b2d8d86fc4e150862",0,3,5,59,260,480,60,16,17,16,148,34,9,69,57,20,26,30,4,4,19,0,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,35,185,284
"fffeac5016c0165bdf2db26b0820671f",24,9,17,26,16,21,13,13,19,0,6,0,8,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
