"ASVID","SE1A","SE2A","SE3A","SE4A","SE5A","SE6A","SE7A","SE8A","SE9A","SE10A","SE11A","SE12A","SE13A","SE14A","SE15A","SE16A","SE17A","SE18A","SE19A","SE20A","SE21A","SE22A","SE23A","SE24A","SE25A","SE26A","SE27A","SE28A","SE29A","SE30A","SE31A","SE32A","SE33A","SE34A","SE35A","SE36A","SE37A","SE38A","SE39A","SE40A","SE41A","SE42A","SE43A","SE44A","SE45A","SE46A","SE47A","SE48A","SE49A","SE50A","SE51A","SE52A"
"a7038b203910eeed280371a9571c866d",-2.33610987221209,-2.26637804753551,-2.34733747896514,-2.71866398967752,-2.50416115557814,-2.55952447854609,-2.62362665406421,-2.66233840381533,-2.9516203385751,-3.12672344466016,-3.0309464946552,-3.17279781462306,-3.22546201772106,-2.92929962690319,-2.70687357065465,-2.52449711705901,-1.95084501037526,-1.53918725825193,-1.55188363535973,-1.60207390806641,-1.07605610295475,-0.799091812013584,-0.722410529932595,0.136834972028869,0.52480742128641,0.41569957023189,-0.267607882372076,0.44926467041177,0.566891528388028,0.569319368118162,0.680402050920419,0.0371597704772207,0.0595445601318103,0.357693074582345,0.40126202703948,0.285932569023439,0.24804261687439,0.310690386684745,-2.11445875539585,-0.119156585756324,-0.238977228874525,-0.244735457182864,0.175265583967151,-0.191062553844803,-0.537109723198196,-0.689660552441113,-0.747950507862723,-0.957601699205848,-0.920872641379267,-1.01628798581191,-1.41630654726171,-1.35324341694016
"adfb67f460d65aa8614bed0880411c61",-2.34237503650818,-3.27782138023105,-3.20248201509252,-2.33151253519085,-3.28249387173786,-3.29061343421244,-2.7995867915229,-2.82711914236961,-3.33591784529987,-3.00171807519001,-2.75642830898377,-2.68111471233268,-2.39560158859631,-2.58789749609051,-2.45898078783401,-1.78644535537479,-2.41091639809541,-2.41867679632335,-1.56005909070449,-1.56233344324663,-2.54924418609925,-2.38525647723062,-3.15655186772736,-3.46430794311113,-3.41639660139555,-2.87884056029697,-2.84809627474793,-2.31212279747453,-2.78792003298657,-3.39978223940638,-3.29186071762469,-2.81953461178122,-2.68977201209526,-2.54525310748581,-2.90881425199188,-3.11722403609173,-3.14333628515493,-3.30172596051779,-1.88136051489272,-2.89911853364088,-2.75792592458408,-2.58145653576367,-3.74689372004232,-4.10539439840869,-3.62434093297637,-3.88521261407793,-4.06012218924113,-3.3004170859433,-4.05240884300915,-3.52141988184638,-3.46155483096371,-3.66963518154704
"919f52074a986016c7e460883cbe1484",-3.18610850530818,-3.27317798094515,-3.29748526331156,-3.13381717771448,-3.19404800500254,-3.26182093711246,-3.25868549096434,-3.34367691133744,-3.18750861643639,-3.30890531280074,-3.15150069175566,-3.38705338076526,-3.5428667288119,-3.6572156418399,-3.78323497990781,-3.70716365560883,-3.85207996946111,-3.76271219269966,-4.23060726415812,-4.17693523869102,-3.93412512229959,-4.12119501153653,-4.25735994380961,-4.47845851958741,-4.88080631226533,-4.87308221989839,-4.76942165632305,-5.03777183553126,-4.71731644982119,-4.8169321387716,-4.94875989037817,-4.50284164619212,-4.41991696175184,-4.81257452314951,-4.47874786796279,-4.20337887676468,-4.14142280759771,-4.04610657115843,-3.93703028133137,-3.53906014173094,-4.6369725209239,-3.61049552615431,-3.76744950605577,-3.69647631094965,-2.93857385971404,-2.97603542578693,-2.77535706426195,-2.93715026003782,-2.90504916758918,-3.10106576181955,-3.05079368900566,-3.06455385237383
"b73cb42e006377b6fde3161fcec1d0f9",-3.26350148536139,-4.61783958908875,-4.39155897925021,-3.2955735348639,-4.27797026451995,-4.40088184361402,-3.74884105584973,-3.94546669500451,-4.04141371288346,-4.12533063275229,-4.11022532567835,-3.60333231560851,-3.27705737767437,-3.53620186030248,-3.45692988225149,-3.06112425552684,-3.16630281381243,-3.25278294368218,-2.58918763559468,-2.83683784965518,-3.72872083553996,-3.84300387309218,-4.19014024963416,-3.98679886964711,-4.52620714218129,-4.65526131922047,-4.12904617041503,-3.85900573781407,-4.10506334931108,-4.19283945809395,-4.10658814332781,-4.01282140630953,-3.98405609923706,-3.95671379515958,-4.19330068489443,-4.47012301520371,-4.41577280704719,-4.35132450892997,-3.2496374659541,-4.00357813747739,-4.16303624609286,-3.59720661004513,-4.10404201323843,-4.49520136724407,-3.90545738116396,-4.08154153505726,-4.11851639362894,-3.43730805551169,-3.7874550112912,-3.58152714398811,-3.49582444300426,-3.51750691180965
"45ffedadc43d8030c7f8a405ca9ab0db",-4.84739926166348,-4.88584406265092,-4.77848303195762,-4.53800421612823,-4.66130956226707,-4.385658092643,-4.64079905854506,-4.18187260158437,-4.09552783273744,-3.86559368862784,-3.78297802092694,-3.92500148252114,-3.84800048017406,-3.77492172698748,-3.80293744539711,-3.84475183051489,-3.77686867493049,-3.78038131449481,-4.24106578737084,-4.03420199304969,-3.47928012790748,-3.61448863653335,-3.92221717330186,-3.19690789202611,-3.49433098599149,-3.72312816774415,-4.30379297201786,-4.07486772454735,-3.7875263070173,-3.44020260079456,-3.56221867053427,-3.34603697048488,-3.43481047566227,-3.94973299544606,-4.29315504221456,-3.99169548841735,-4.18616791662928,-4.20801139381441,-3.92071527667208,-4.76973375276169,-3.96106856482308,-4.44029554279786,-4.54813676433629,-4.46768082712297,-4.92886269596291,-4.73087284878254,-4.91879011871722,-4.55712794349435,-4.38900224841031,-4.0765909969544,-4.27809607257595,-4.08898261908072
"b66772dfb431b48b579915617caf0ad6",-4.59022573860227,-4.89685522487958,-5.0275643561967,-4.26310919057558,-5.05522987360542,-4.67143988104633,-4.10643780990948,-3.66679527869671,-4.18847458665365,-3.62570985858371,-3.77047809799682,-3.77151272109948,-3.34139856819741,-3.31671879273582,-3.20527614169663,-3.34485484655474,-3.36222344016509,-3.6948710837822,-3.90336106357617,-3.90092719117309,-3.94241363913316,-4.11629733983697,-5.0744042884548,-4.2301780533858,-4.27318785463973,-4.53871529988104,-4.9194400929323,-4.85089554779206,-4.73981937469836,-4.71560603561564,-4.440580594433,-4.26316305220171,-4.58523597108727,-4.08319312121979,-4.5596630881921,-4.30192546440709,-4.13270198371419,-4.15408982523732,-3.24321779753713,-4.32588648323514,-4.91215014476561,-3.47746603410036,-3.70136906794324,-3.91419962320291,-4.52318302151557,-4.47086848662178,-4.69381790459964,-4.20401051697337,-4.16546232841227,-3.89483330387876,-3.9493863942822,-3.78077021188766
"d91d91ddd239d382e64507aae73eba4b",-3.7933936041008,-5.07821195855691,-5.17248263662763,-3.85891616073569,-4.59428547378247,-5.23009390342404,-3.96420286322393,-4.57206407383466,-4.47390379999442,-4.31147454248123,-3.96076671091096,-3.79964367014259,-3.37507456955498,-3.62073656142869,-3.50679110627626,-3.53402210703166,-3.3322828279103,-3.30384564561514,-2.65915890822394,-3.22180223182871,-3.67582288881151,-3.69609855650642,-4.1581063842915,-4.21075751809416,-4.30788995946759,-4.55175570978635,-3.73693674906772,-3.96304780739899,-4.18569434081033,-4.42122093158646,-4.41315473604624,-4.45980028646962,-5.05905780505879,-4.58901474576581,-4.9881624382442,-4.77288696534207,-4.78341841739441,-5.03521055842199,-3.34846764939295,-4.88963656732703,-4.30529943716194,-4.22620789774593,-4.84689630937979,-5.01048202564627,-4.56500818489186,-4.88013880516689,-4.95218060092505,-3.93755368137944,-4.5183240845959,-4.1200627754704,-3.85133364048006,-4.2473338536131
"08bd45c0807b6fb44faaa54fb53e4213",-4.17404722058521,-4.35902211258569,-4.91169534624135,-4.32688109051966,-4.67125454141092,-5.07010584769458,-4.65805703757485,-5.06153962395802,-5.55646883403514,-5.08849054972459,-4.46286902251798,-4.33020335175701,-4.14647534365729,-4.05465124549996,-4.07400371904775,-3.98948217857956,-4.02542865821643,-3.7557271692545,-3.57974791053148,-3.37415299971261,-3.53422636499524,-3.66712755980959,-3.95799092063169,-4.50374005158308,-4.11950739952137,-3.97105187075475,-3.87120101090789,-3.8436482797367,-4.19011778155843,-4.24770127614818,-4.13510151397671,-4.09392953835227,-4.17912020638452,-4.0405606065221,-4.53407689587985,-4.18937796372408,-4.32813930510928,-4.10284656888482,-3.86939119808357,-3.51077662822403,-4.29986492771306,-3.86666173847447,-3.98785097749247,-4.55256985262617,-4.07187170637004,-4.02420948615637,-4.36633817408502,-3.78587172010125,-4.1073904070554,-3.92708965418242,-3.56476997273103,-3.72949090015463
"f34cdcd73e535507d29c29b19d01f658",-3.76274359053265,-4.17413910014626,-4.25051096536844,-3.50078984898058,-4.00462556021803,-3.95386691663802,-3.60114719650973,-3.65962287100795,-3.85380926819602,-3.94357600702528,-3.80414887303,-3.7636122310365,-3.74606321232047,-3.74882674121647,-3.99932522062339,-3.96689322830604,-4.17124418018325,-4.36215456052188,-4.51674779543399,-4.36079376820563,-4.23908340786701,-4.3824171833998,-4.49028166407861,-4.70855200112254,-4.90767429968572,-4.80354278831038,-4.10633500380307,-4.57496393493299,-4.59841539754117,-4.69358944434916,-4.81192622424037,-4.37879339139357,-4.29248182285427,-4.85372154123683,-4.33910837235381,-4.27638968501291,-4.19997901295903,-4.14103864394452,-4.05903135632407,-3.94708570843276,-4.67536130569708,-3.87351315066627,-4.07973707818704,-4.37679826662045,-3.75225531386313,-4.02420948615637,-4.04136756328767,-3.59439993480223,-3.86986678789475,-3.79640194197878,-3.64184910419902,-3.76472299544919
"30dbf1c75521f969f69ff64101abcee2",-3.84112165487503,-3.73558619738725,-3.53720697441876,-4.30733054252673,-4.15618226681689,-4.3198164032959,-3.98659436226609,-4.44247432796898,-3.88508565307134,-3.65421875082959,-3.63833508318397,-3.62725475326055,-3.38299859572967,-3.50652948782553,-3.45406837819132,-3.70368456975964,-3.64701835344158,-3.97577007420941,-4.64090851130026,-4.26754343702005,-3.95919162244482,-4.01846590452992,-4.34428989451468,-4.41199222323899,-4.9446419249415,-4.640838497537,-5.05211059629133,-5.51607142057781,-4.81047820626112,-4.65093443020629,-4.88661489776861,-3.93397878514499,-4.19716823051495,-4.2738583206387,-4.1360100827308,-4.15294588952972,-4.13270198371419,-4.43989114837299,-3.86171483573853,-4.73271522764663,-4.45145419427896,-4.31180706735779,-4.63373780963724,-4.24302717035564,-4.21825692327445,-4.10640031163155,-4.01839194103105,-4.36544648817614,-4.12290710037128,-4.40852721065419,-4.60032513432489,-4.97310204526276
