"ASVID","N01C","N02C","N03C","N04C","N05C","N06C","N07C","N08C","N09C","N10C","N11C","N12C","N13C","N14C","N15C","N16C","N17C","N18C","N19C","N20C","N21C","N22C","N23C","N24C","N25C","N26C","N27C","N28C","N29C","N30C","N31C","N32C","N33C","N34C","N35C","N36C","N37C","N38C","N39C","N40C","N41C","N42C","N43C","N44C","N45C","N46C","N47C","N48C","N49C","N50C","N51C","N52C"
"008a4f0fdbff8e989b828d5cb2751cb9",-13.6467670921803,-13.6513944564153,-13.6533833544905,-13.65557247321,-13.6593673490457,-13.6646268315426,-13.6639207826931,-13.6649451887942,-13.662830274506,-13.6615405800925,-13.6609924894654,-13.6525030257158,-13.656474998093,-13.527430279448,-13.659834629355,-13.6625621485159,-13.6609747818094,-13.6588250936531,-13.660681662696,-13.663505130728,-13.4665566988903,-13.6598783036722,-13.6519809273134,-13.6595633311005,-13.6604950753007,-13.6599894952023,-13.6620804891528,-13.6611077082497,-13.6607491046505,-13.6595114216008,-13.6630635887975,-13.6599705266264,-13.6592642581873,-13.6592258843483,-13.6589631847073,-13.6623220950353,-9.03330481961147,-6.68778849457826,-6.0683496897962,-6.05081852072296,-6.52461600737221,-6.85901511356275,-8.11230291805892,-13.6664553697072,-13.6663834136242,-7.79617015530156,-8.2386124332108,-13.6621637522478,-13.6666294278015,-13.6570140075908,-13.6620879036441,-13.6618478780586
"0093efa2968345efef497cc1f61f701a",-14.745380170059,-14.7500075306505,-14.7519964271648,-14.75418554417,-14.7579804170426,-14.7632398954513,-14.7625338471494,-14.7635582524562,-14.7614433398088,-14.7601536463975,-14.7596055561968,-6.94366281732056,-7.77401507725073,-14.6260434573587,-8.23266803541777,-8.23831038684439,-8.57156773387957,-7.28577305782363,-8.10095779137868,-14.7621181955068,-8.67806409700163,-14.758491371271,-14.7505940010881,-14.7581763989446,-14.7591081424192,-14.7586025627145,-14.7606935550381,-14.7597207748914,-14.7593621715713,-14.7581244894854,-14.7616766539191,-14.7585835941533,-14.7578773262646,-14.7578389524554,-14.7575762530192,-14.7609351607328,-14.5402594282916,-14.7613122470976,-14.75943596407,-14.7662208971486,-14.7629084855532,-14.7640351767189,-14.7640158346988,-14.7650684321997,-14.7649964761724,-14.7654347977034,-14.7602618721623,-14.7607768180684,-14.7652424901593,-14.7556270774238,-14.7607009695236,-14.7604609441247
"0117e9c502bd1cee660d22cb0e8b4a3c",-5.21223427014882,-5.77683929930981,-5.69636036278689,-5.30538535263748,-5.27514039583679,-4.87341961219721,-4.54599836139713,-4.07023064121785,-3.96611157802381,-5.08847234222028,-8.38958706681109,-6.08368830470912,-5.41429801259217,-4.70690962832646,-4.20038607987858,-4.52473127307506,-5.79613373572039,-5.41881701538056,-5.67747652429902,-5.61877666093697,-5.92402821434573,-5.72130251707636,-6.3535194375911,-7.23292326109025,-7.69465840184177,-7.5394069228751,-7.47484780820143,-6.68358847705281,-6.81280020853281,-6.91896148502178,-6.33429947751702,-6.34883490136681,-5.64186894011124,-5.16184832993617,-4.98913234566856,-4.77380998432949,-5.79169758259153,-6.92646379362649,-8.57190862360505,-8.25013507087935,-10.6394054397878,-10.6405321574896,-10.6405128150142,-9.50076867009599,-7.7958709780368,-7.36062770948685,-7.09291371711129,-10.6372737220156,-7.24917764946452,-7.60921397683412,-5.05491796024549,-4.78733952419586
"0120eae8d0288b26275c226dadf50e68",-14.6118487210623,-14.6164760819141,-14.6184649785399,-14.6206540956675,-14.6244489687517,-14.6297084474525,-8.57813776204359,-8.39773375137891,-8.57576394077402,-7.9846520007401,-6.96175091874315,-7.0271216016407,-7.46370722036424,-14.4925120012168,-14.6249162487229,-14.6276437659136,-14.6260564003531,-14.6239067137517,-9.08197655677561,-14.6285867474458,-14.4316384724854,-14.6249599230086,-9.06319289018988,-14.6246449506647,-14.6255766941911,-9.48577272199905,-14.6271621068981,-14.6261893266974,-14.6258307233573,-14.6245930412026,-14.6281452058336,-14.625052145896,-14.624345877968,-14.6243075041567,-14.6240448047059,-14.6274037126062,-14.4067279664604,-14.6277807989919,-14.6259045158601,-14.6326894493145,-14.6293770375361,-14.6305037287641,-14.6304843867429,-14.631536984302,-14.6314650282708,-14.631903349826,-14.6267304239984,-14.627245369933,-14.6317110422713,-14.6220956290018,-14.627169521384,-14.6269294959718
"01923d322482dd6c7151c3df36abc1a5",-11.5808007409271,-11.5854281428339,-8.77917276651564,-9.07142307278951,-8.56845648535378,-7.41611536580834,-7.29671454165411,-7.48110489608649,-7.04902836633697,-7.54262997998316,-7.00261080999482,-6.40064367991252,-6.07569079923552,-6.95789791161229,-7.04247618125077,-7.61904458377728,-7.87823111991437,-7.69146654595715,-8.79425658471988,-10.1867096942658,-11.4005887362976,-11.5939120587074,-9.46869661504613,-11.5935970835986,-11.5945288353016,-11.594023251133,-11.5961142619041,-11.59514147318,-11.5947828666958,-11.5935451736807,-11.597097369445,-11.5940042824043,-11.5932980082757,-11.5932596341274,-11.5929969323691,-11.5963558697279,-11.3756779616725,-11.5967329594146,-11.5948566598457,-11.6016416525935,-11.5983292119182,-7.62683258002481,-7.01309079432746,-5.98678945677899,-5.30642832302049,-4.15547230959796,-3.69567098114036,-5.40226091239158,-4.70888918773483,-7.3407974058409,-7.98767543463809,-8.57508466983201
"022401fcfd824c74a2ffd3ff41c78189",-14.2133520614793,-14.2179794233503,-14.2199683204128,-14.22215743802,-14.2259523119332,-14.2312117917777,-14.2305057432835,-14.2315301488692,-14.2294152356456,-14.2281255418823,-14.2275774515319,-14.2190879920861,-14.2230599624451,-5.89320000747722,-14.2264195920063,-14.2291471097906,-14.2275597438848,-14.2254100568149,-14.2272666249194,-14.2300900915276,-5.96762712429413,-14.2264632663014,-14.2185658939496,-14.2261482938889,-14.2270800376183,-14.2265744577754,-14.2286654506703,-14.227692670258,-14.2273340668398,-14.2260963844155,-14.2296485498195,-14.226555489209,-14.225849221127,-14.2258108473073,-14.2255481477992,-14.2289070564309,-5.96280185486782,-14.2292841428986,-14.2274078593587,-14.2341927942853,-14.2308803817893,-14.2320070732616,-14.2319877312363,-14.2330403290234,-14.2329683729766,-14.2334066946267,-14.2282337676767,-14.2287487137233,-14.2332143870303,-14.2235989716696,-14.2286728651578,-14.2284328396934
"022edc60492d19d4c19eeecbef2f4006",-14.1327715184477,-14.137398880579,-14.139387777753,-14.1415768954827,-14.1453717696075,-14.150631249744,-14.1499252012107,-14.1509496068531,-14.1488346935123,-14.1475449996775,-14.1469969092966,-14.138507449377,-14.1424794199582,-14.013434763472,-14.1458390497066,-14.1485665676424,-14.1469792016485,-14.144829514459,-14.1466860826668,-14.1495095494318,-13.9525612151396,-14.1458827240042,-14.1379853512112,-14.1455677515741,-14.1464994953554,-14.1459939154843,-14.1480849084955,-14.1471121280291,-14.146753524591,-14.1455158420978,-14.1490680076992,-14.1459749469169,-14.1452686787956,-14.1452303049738,-14.1449676054511,-14.1483265142695,-13.9276507007432,-14.1487036007581,-14.146827317114,-14.1536122524164,-14.1502998397373,-14.151426531272,-7.79373674526938,-7.99642945894461,-14.1523878310401,-8.40249289921976,-7.78647629768854,-7.14056623569848,-7.3604780984752,-6.4118182677099,-6.96542023117654,-7.69935164689713
"028cb7dec44769395943fa5e62a0f12a",-6.00654862098896,-6.39909784562726,-6.00427279517304,-6.00881318544259,-5.31335871492356,-4.68292781322609,-4.46256426935579,-4.67921693177772,-4.72552501903285,-6.06903256853589,-8.57194649306901,-6.63583075463273,-6.18128109430612,-7.41778058257736,-7.34498501665053,-8.79803945285874,-11.6998673394903,-8.23065332354323,-8.57107513236528,-8.10700444447166,-8.16712494652836,-7.04255217486734,-7.2167481288255,-7.13276375690586,-7.13470111624609,-7.61355287379869,-8.10372111290616,-9.48812361224872,-11.6996416607227,-11.6984039688436,-11.7019561613515,-11.6988630771456,-11.6981568036656,-11.6981184295525,-11.6978557280356,-11.7012146623131,-11.4805369803866,-11.7015917516545,-11.699715453805,-11.7065004403509,-11.7031880026981,-11.7043147027366,-11.7042953605643,-11.7053479663458,-11.7052760097528,-11.7057143347296,-11.7005413684251,-11.7010563183985,-11.7055220256739,-11.6959065369842,-7.476623370142,-5.9479971483769
"02b4cbe5c2955ab2f66dc82cdf6dad64",-4.83098995598802,-4.7643960279874,-4.75436652838625,-4.7589346908733,-4.44611679711699,-4.95114639074375,-5.45611499121454,-4.78779472718067,-4.19406738852035,-4.631258285457,-4.79808359865378,-4.60840712893103,-4.43698355292565,-4.81379896796397,-4.1225154391888,-4.77339129558039,-5.06290000405708,-5.59842195899838,-6.65305276467315,-6.6889960418948,-6.94266808387477,-6.74375517718873,-6.90282004379541,-6.62140565176413,-7.34616200104898,-7.5394069228751,-7.2924128105573,-10.7729231773444,-10.7725645666463,-10.7713268590759,-10.774879096566,-10.7717859732007,-10.7710796907621,-10.7710413161621,-10.7707786113112,-10.774137588151,-10.5534567826362,-10.7745146822618,-10.7726383606635,-10.7794234328781,-10.7761109534743,-10.7772376677297,-10.7772183253134,-10.7782709443625,-10.778198986863,-10.778637317361,-10.7734642857429,-6.29221141247082,-10.7784450058832,-6.67689261790985,-6.96542023117654,-7.88174872098458
"02ebbca8dde221104efc62afa66a8540",-14.7941703530192,-14.7987977135239,-14.8007866100011,-14.8029757269654,-14.8067705997674,-14.8120300780789,-14.81132402979,-14.8123484350778,-14.8102335224695,-14.8089438290821,-14.8083957388915,-14.7999062819333,-14.8038782511258,-6.68316067540061,-14.807237879704,-14.8099653966926,-14.8083780312496,-14.8062283448076,-14.8080849123698,-14.8109083781551,-6.88545286314981,-14.8072815539864,-14.7993841839505,-14.8069665816659,-14.8078983251231,-14.8073927454278,-14.8094837377127,-14.808510957584,-14.8081523542705,-14.8069146722076,-14.8104668365755,-14.807373776867,-14.8066675089913,-14.8066291351829,-14.8063664357516,-14.8097253434029,-6.11344297399447,-14.8101024297608,-14.8082261467679,-14.8150110797212,-14.8116986681869,-14.8128253593317,-14.812806017312,-14.8138586147935,-14.8137866587676,-14.8142249802905,-14.8090520548449,-14.8095670007414,-14.8140326727499,-14.8044172601924,-14.8094911521981,-14.8092511268036
