"ASVID","N01B","N02B","N03B","N04B","N05B","N06B","N07B","N08B","N09B","N10B","N11B","N12B","N13B","N14B","N15B","N16B","N17B","N18B","N19B","N20B","N21B","N22B","N23B","N24B","N25B","N26B","N27B","N28B","N29B","N30B","N31B","N32B","N33B","N34B","N35B","N36B","N37B","N38B","N39B","N40B","N41B","N42B","N43B","N44B","N45B","N46B","N47B","N48B","N49B","N50B","N51B","N52B"
"008a4f0fdbff8e989b828d5cb2751cb9",-6.30080883104034,-6.29345985168699,-6.26600601042262,-6.41481177756227,-6.15764427278475,-6.31862696431611,-6.21424212007258,-6.14094624468288,-6.12148774080213,-6.27952549911868,-6.05355081486818,-6.32293671030504,-6.22402692580875,-6.21629024743601,-6.30777059817401,-6.11463357456947,-6.37946824991727,-6.30533736747493,-6.2400405889544,-6.1627922883827,-6.13258464638421,-6.25825893333018,-6.18191418263376,-6.2214229588852,-6.20277207745379,-6.11860611956288,-6.09283048980706,-6.09257554399515,-6.31415256951635,-6.05008531937949,-6.32524208191665,-6.23999532768159,-6.15702357287513,-6.24846741699039,-6.20885186879351,-6.15516761793314,-6.45617207813196,0.282534940107948,1.44313939456352,1.17918070999429,0.292239147129858,-0.127032176009883,-1.4068440295185,-1.20792126741955,-2.5066510456719,-1.2138889164547,-1.0591928193238,-6.40736001139695,-6.48346587468078,-6.41816407456301,-6.42981704652026,-6.5031429405444
"0093efa2968345efef497cc1f61f701a",-7.28163808405207,-7.27428910469871,-7.24683526343435,-7.395641030574,-7.13847352579648,-7.29945621732784,-7.1950713730843,-7.12177549769461,-7.10231699381385,-7.2603547521304,-7.03438006787991,0.175495789026753,-1.11061271795418,-7.19711950044774,-7.28859985118573,-2.39250497202289,-7.360297502929,-0.277757558100185,-1.41726039318819,-7.14362154139443,0.680593365535445,-7.2390881863419,-7.16274343564548,-2.49355156770894,-7.18360133046552,-7.0994353725746,-7.07365974281879,-7.07340479700687,-7.29498182252807,-7.03091457239121,-7.30607133492838,-7.22082458069332,-7.13785282588686,-7.22929667000211,-7.18968112180524,-7.13599687094487,-7.43700133114369,-7.67660181750728,-7.01871604182643,-7.13020059416198,-7.23904410054092,-7.31116762972581,-7.20527282139986,-7.29280456786839,-7.20442634190823,-7.29996083914371,-7.36741257241176,-7.38818926440868,-7.46429512769251,-7.39899332757473,-7.41064629953199,-7.48397219355613
"0117e9c502bd1cee660d22cb0e8b4a3c",1.85696396757782,0.116628165383061,1.51278224902582,1.42370261537088,1.83043639808589,2.23047494638936,2.6949436043735,3.2208905244676,2.93289469985472,2.07666628840107,-0.94308597291927,0.770202896773446,1.37429393183382,3.06728958844847,2.89847148997419,2.73145900738037,1.06226044628199,1.72372244210994,1.64301040150338,1.52899666505883,1.85223078921844,1.37863236470912,0.880212546686393,-0.884113655274841,-0.869493916347057,-0.317077859083299,0.199268026843372,0.196019141551639,0.402825199655734,-0.0192938644001153,0.48635716196,0.698319943862304,1.55760334261431,1.95179034340417,2.01697673042034,2.60971852124472,1.19757554179337,0.0689608398098889,-0.526301251901986,-0.63997773342188,-3.23458585739405,-3.30670938657893,-3.20081457825299,-3.28834632472152,-0.714891576443848,-0.0352339201130558,-0.366045638763851,-3.38373102126181,-0.367765763155319,-0.902342009733518,1.69102952881603,1.87092097495974
"0120eae8d0288b26275c226dadf50e68",-7.04802323287056,-7.04067425351721,-7.01322041225284,-7.16202617939249,-6.90485867461497,-7.06584136614633,-2.49244220146725,-1.72786936591056,-1.7066769128507,-0.478621158148734,0.235569023422376,-0.399868355876809,-0.194321986080029,-1.79639129269112,-1.89317826295652,-6.86184797639969,-7.12668265174749,-0.500901109414395,-0.906434769422195,-1.34268295982518,-6.87979904821443,-7.0054733351604,-6.92912858446398,-1.39493927904083,-6.94998647928401,-6.8658205213931,-6.84004489163728,-6.83978994582537,-7.06136697134657,-6.79729972120971,-7.07245648374687,-6.98720972951181,-6.90423797470535,-1.42693418240593,-6.95606627062373,-6.90238201976336,-7.20338647996218,-7.44298696632578,-2.31806072113004,-6.89658574298047,-7.00542924935942,-7.0775527785443,-6.97165797021835,-7.05918971668688,-6.97081149072673,-7.0663459879622,-7.13379772123026,-7.15457441322717,-7.23068027651101,-7.16537847639323,-7.17703144835049,-7.25035734237462
"01923d322482dd6c7151c3df36abc1a5",-4.21972390361677,-4.21237492426342,-4.18492108299906,-1.99402406824249,-0.822805566521326,-0.651928641857632,0.503290072086736,0.287033654631701,-0.0972390004166006,0.275150644227647,-0.132155756702941,0.175495789026753,0.8703887509124,1.0368220513651,0.358113535649977,-0.0899198790288414,-0.911820579740017,-1.48173036242612,-1.41726039318819,-2.44129524849329,-4.05149971896065,-1.84024346015908,-4.10082925521019,-4.14033803146163,-4.12168715003023,-4.03752119213931,-4.01174556238349,-4.01149061657158,-4.23306764209278,-3.96900039195592,-4.24415715449309,-4.15891040025803,-4.07593864545156,-4.16738248956682,-4.12776694136995,-4.07408269050958,-0.336354818132581,-4.61468763707199,-3.95680186139114,-4.06828641372669,-1.84782701636641,-1.91879164523794,0.0594930392749315,1.16698448715413,2.01513753137714,2.85085517599111,3.33278414620325,1.48832566602107,2.02183070682836,-0.129152121500036,-1.08155919342376,-0.703597833517945
"022401fcfd824c74a2ffd3ff41c78189",-7.43286905377599,1.11993027424685,-7.39806623315827,-7.54687200029792,-7.2897044955204,-7.45068718705176,-7.34630234280823,-7.27300646741853,-7.25354796353778,-7.41158572185433,-7.18561103760383,-7.45499693304069,-7.3560871485444,-7.34835047017166,-7.43983082090966,-7.24669379730512,0.423180486992323,-7.43739759021058,-7.37210081169005,-7.29485251111835,-7.26464486911986,-7.39031915606583,-7.31397440536941,-7.35348318162085,-7.33483230018944,-7.25066634229853,-7.22489071254271,-7.2246357667308,-7.446212792252,-7.18214554211514,-7.4573023046523,-7.37205555041724,-7.28908379561078,-7.38052763972604,-7.34091209152916,-7.28722784066879,-7.58823230086761,-7.82783278723121,-7.16994701155035,-7.2814315638859,-7.39027507026485,-7.46239859944973,-7.35650379112378,-7.44403553759231,-7.35565731163216,-7.45119180886763,-7.51864354213569,-7.5394202341326,-7.61552609741643,-7.55022429729866,-7.56187726925591,-7.63520316328005
"022edc60492d19d4c19eeecbef2f4006",-6.84735253740841,-6.84000355805506,-6.81254971679069,-6.96135548393034,-6.70418797915282,-6.86517067068418,-6.76078582644065,-6.68748995105095,-6.6680314471702,-6.82606920548675,-6.60009452123625,-6.86948041667311,-6.77057063217682,-6.76283395380408,-6.85431430454208,-6.66117728093754,-6.92601195628534,-6.851881073843,-6.78658429532247,-6.70933599475077,-6.67912835275228,-6.80480263969825,-6.72845788900183,-6.76796666525327,-6.74931578382186,-6.66514982593095,-6.63937419617513,-6.63911925036322,-6.86069627588442,-6.59662902574756,-6.87178578828472,-6.78653903404966,-6.7035672792432,-6.79501112335846,-6.75539557516158,-6.70171132430121,-7.00271578450003,-7.24231627086363,-1.6249135405701,-6.69591504751832,-6.80475855389727,-6.87688208308215,-6.7709872747562,-6.85851902122473,-6.77014079526458,-0.297598184580547,-0.366045638763851,0.086527118365213,-1.15622312351959,0.35042095876185,0.199374652038309,-0.991279905969725
"028cb7dec44769395943fa5e62a0f12a",1.02164229823733,-0.894972746295419,0.177781182293477,1.02640081790188,1.9372043735116,2.26197361344873,2.76505317056053,2.73803875274402,2.13277539974261,0.700033838192913,-0.94308597291927,-0.0321435757514918,0.968828823725652,0.60150398010725,-0.506883901836628,-1.006210610903,-4.49160147051187,-1.19404828997434,-4.352173809549,-1.74814806793335,-1.02415472670298,-0.45394909903919,-0.254767386152591,0.764544970312541,-0.176346735787112,0.168429956698402,-0.756243418184065,-1.67578303534995,-4.42628579011095,-4.16221853997409,-4.43737530251125,-4.35212854827619,-4.26915679346973,-4.36060063758499,-4.32098508938811,-4.26730083852774,-4.56830529872656,-4.80790578509016,-4.15002000940931,-4.26150456174485,-4.3703480681238,-4.44247159730868,-4.33657678898274,-4.42410853545126,-4.33573030949111,-4.43126480672658,-4.49871653999464,-4.51949323199155,-4.59559909527539,-4.53029729515761,-0.38841201286381,0.880522270931866
"02b4cbe5c2955ab2f66dc82cdf6dad64",2.23391390537796,1.45640251086806,2.02360787279181,2.04902719959206,2.76071337193478,1.9130207156039,2.040157291686,2.39926501913453,2.93771398629067,2.18686942853468,1.97468475916501,2.37964080920755,2.76578310983081,2.71446821382573,3.52069744422579,2.61144133392257,1.9213927643162,1.48010035945219,0.949863220943431,0.123654108968243,0.680593365535445,0.239198081520755,-0.0540966906904403,0.50218070584505,0.160125500834101,-3.23006351893545,-0.286239788938329,-3.20403294336772,-3.42560996888892,-0.935584596274271,-3.43669948128922,-3.35145272705416,-3.2684809722477,-3.35992481636296,-3.32030926816608,-3.26662501730571,-3.56762947750453,-3.80722996386813,-3.14934418818728,-3.26082874052282,-3.36967224690177,-3.44179577608665,-3.3359009677607,-3.42343271422923,-0.309426468335684,-3.43058898550455,-3.49804071877261,0.572034934146914,-3.59492327405336,-0.129152121500036,0.199374652038309,-0.837129226142467
"041323e511ac47609f702b91685cca22",-7.47454175017656,-7.46719277082321,-7.43973892955884,-7.58854469669849,-7.33137719192097,-7.49235988345233,-7.38797503920879,-7.3146791638191,-7.29522065993834,-7.45325841825489,-1.63623315347921,-7.49666962944126,-1.80375989851413,-2.48953847325107,-1.48771315484835,-7.28836649370569,-7.55320116905349,-1.48173036242612,-7.41377350809062,-1.74814806793335,-1.02415472670298,-0.923952728284926,-2.45199196348881,-1.800404387149,-1.78578464822121,-0.317077859083299,-1.67253415005822,-1.27031792724179,-7.48788548865257,-1.22326666872605,-1.91153811083837,-7.41372824681781,-7.33075649201135,-7.42220033612661,-7.38258478792973,-7.32890053706936,-7.62990499726818,-7.86950548363177,-7.21161970795092,-7.32310426028647,-7.43194776666542,-7.5040712958503,-7.39817648752435,-7.48570823399288,-7.39733000803272,-7.4928645052682,-7.56031623853626,-7.58109293053317,-7.657198793817,-7.59189699369922,-7.60354996565648,-2.08989219463784
