"ASVID","N01C","N02C","N03C","N04C","N05C","N06C","N07C","N08C","N09C","N10C","N11C","N12C","N13C","N14C","N15C","N16C","N17C","N18C","N19C","N20C","N21C","N22C","N23C","N24C","N25C","N26C","N27C","N28C","N29C","N30C","N31C","N32C","N33C","N34C","N35C","N36C","N37C","N38C","N39C","N40C","N41C","N42C","N43C","N44C","N45C","N46C","N47C","N48C","N49C","N50C","N51C","N52C"
"008a4f0fdbff8e989b828d5cb2751cb9",-6.60422487078576,-6.7931880480239,-6.58795059574279,-6.6734899372962,-6.40856977986138,-6.42183566840474,-6.48852336085965,-6.35127003502625,-6.45377172458078,-6.36608331620639,-6.61191312958539,-6.57343002621563,-6.76809616027603,-6.67100656859645,-6.53388231622713,-6.4338979782455,-6.60865876756526,-6.57249531586427,-6.68378440629401,-6.68505300064026,-6.49135021688079,-6.66975055163549,-6.34872701630625,-6.59279422307541,-6.53778512297163,-6.47171061856918,-6.59264006593143,-6.47041825291876,-6.67431306498871,-6.39751980308982,-6.56139893036833,-6.36297174715588,-6.3769732202522,-6.37695668964878,-6.53018159420928,-6.59471358295949,-2.08694861395817,0.472743661241811,1.31007209904669,1.09005880787732,0.569946464940861,0.205048724374893,-0.988070124626244,-6.59964275997195,-6.65138227797955,-0.811632753361545,-1.24030469991091,-6.70738139009169,-6.62604842331383,-6.72875790584887,-6.64373265156384,-6.71867423295971
"0093efa2968345efef497cc1f61f701a",-7.70283715945387,-7.89180033669201,-7.6865628844109,-7.77210222596431,-7.50718206852949,-7.52044795707285,-7.58713564952776,-7.44988232369436,-7.55238401324889,-7.4646956048745,-7.7105254182535,0.13444709478703,-0.886055500107064,-7.76961885726456,-1.10698034466731,-1.00990934686932,-1.51943995004713,-0.2001270940711,-1.12436257009874,-7.78366528930837,-1.70302646330831,-7.7683628403036,-7.44733930497436,-7.69140651174352,-7.63639741163974,-7.57032290723729,-7.69125235459954,-7.56903054158687,-7.77292535365681,-7.49613209175793,-7.66001121903644,-7.46158403582399,-7.47558550892031,-7.47556897831689,-7.62879388287739,-7.6933258716276,-7.59378434685506,-7.59953521996123,-7.37870224927441,-7.62299079303604,-7.66688059349875,-7.69892232939993,-7.63948364592573,-7.69825504864006,-7.74999456664766,-7.7804865598882,-7.76169031188605,-7.8059936787598,-7.72466071198194,-7.82737019451698,-7.74234494023195,-7.81728652162782
"0117e9c502bd1cee660d22cb0e8b4a3c",1.82487444532188,1.07827458451206,1.36572103226986,1.67174585594919,1.97055415268889,2.36175463502162,2.61884653548382,3.22651633815152,3.22417843119584,2.20083759448376,-1.34073373511169,0.993108713824549,1.46963941820093,2.14052331802237,2.91068884989583,2.69315474223657,1.25314877219265,1.6630913391391,1.29600555855169,1.35605412454411,1.04850884973364,1.265556314127,0.947996553808272,-0.166875129483921,-0.572402430716837,-0.351658449541932,-0.405973230453198,0.505851647718472,0.172537993186313,0.342042934560474,0.765593529557216,0.9464177902781,1.63688330549174,2.1147072972473,2.13286193622126,2.28538704751768,1.15172983820621,0.234332637796812,-1.19136385269252,-1.1071657694589,-3.54340111297433,-3.57544284887551,-3.51600416540131,-2.43402969114309,-0.781280027239262,-0.3763146821037,-0.0951723956079085,-3.68251419823537,-0.209305990614529,-0.681452441910284,1.95708082034331,2.14753522608529
"0120eae8d0288b26275c226dadf50e68",-7.56930576682935,-7.75826894406749,-7.55303149178638,-7.63857083333979,-7.37365067590497,-7.38691656444832,-1.40292733390344,-1.084282787234,-1.36689283041275,-0.689534163412404,0.0863826205284548,0.0510654858479787,-0.575900571803225,-7.63608746464003,-7.49896321227072,-7.39897887428909,-7.57373966360884,-7.53757621190786,-2.10519182311047,-7.65013389668385,-7.45643111292438,-7.63483144767907,-1.76005364729394,-7.55787511911899,-7.50286601901521,-2.29756859859724,-7.55772096197501,-7.43549914896234,-7.63939396103229,-7.3626006991334,-7.52647982641192,-7.32805264319947,-7.34205411629578,-7.34203758569237,-7.49526249025287,-7.55979447900308,-7.46025295423054,-7.46600382733671,-7.24517085664989,-7.48945940041151,-7.53334920087423,-7.56539093677541,-7.50595225330121,-7.56472365601554,-7.61646317402314,-7.64695516726368,-7.62815891926152,-7.67246228613528,-7.59112931935741,-7.69383880189245,-7.60881354760743,-7.68375512900329
"01923d322482dd6c7151c3df36abc1a5",-4.53826667944321,-4.72722985668135,-1.71389272526483,-2.08945425974437,-1.31784773482792,-0.173924340139799,-0.121993488441379,-0.167992055359843,0.159163473082301,-0.247701411133365,0.0455606260082,0.676771385612391,0.810393789316665,-0.102423508651942,0.0826037222065303,-0.390870138463097,-0.826292769487187,-0.605592202179264,-1.81750975065869,-3.20829406692373,-4.42539202553824,-4.60379236029294,-2.1655187554021,-4.52683603173286,-4.47182693162908,-4.40575242722663,-4.52668187458888,-4.40446006157621,-4.60835487364616,-4.33156161174727,-4.49544073902579,-4.29701355581333,-4.31101502890965,-4.31099849830623,-4.46422340286673,-4.52875539161694,-4.4292138668444,-4.43496473995057,-4.21413176926375,-4.45842031302538,-4.50231011348809,-0.562206428338774,0.110542164041866,1.07751574768793,1.70362662254874,2.81391956680112,3.27837345472374,1.54802635794185,2.32271858215054,-0.413188455315605,-0.969658581723734,-1.63209859129711
"022401fcfd824c74a2ffd3ff41c78189",-7.17080932803727,-7.35977250527542,-7.15453505299431,-7.24007439454772,-6.9751542371129,-6.98842012565625,-7.05510781811117,-6.91785449227777,-7.0203561818323,-6.93266777345791,-7.17849758683691,-7.14001448346715,-7.33468061752755,0.960470697414089,-7.10046677347865,-7.00048243549701,-7.17524322481677,-7.13907977311578,-7.25036886354553,-7.25163745789178,1.0050237377939,-7.236335008887,-6.91531147355777,-7.15937868032692,-7.10436958022314,-7.0382950758207,-7.15922452318294,-7.03700271017027,-7.24089752224022,-6.96410426034133,-7.12798338761985,-6.9295562044074,-6.94355767750371,-6.9435411469003,-7.0967660514608,-7.161298040211,0.981104321175442,-7.06750738854464,-6.84667441785781,-7.09096296161944,-7.13485276208216,-7.16689449798334,-7.10745581450914,-7.16622721722347,-7.21796673523107,-7.2484587284716,-7.22966248046945,-7.2739658473432,-7.19263288056534,-7.29534236310038,-7.21031710881536,-7.28525869021122
"022edc60492d19d4c19eeecbef2f4006",-7.09022884137794,-7.27919201861608,-7.07395456633497,-7.15949390788838,-6.89457375045356,-6.90783963899691,-6.97452733145183,-6.83727400561843,-6.93977569517296,-6.85208728679857,-7.09791710017757,-7.05943399680781,-7.25410013086821,-7.15701053918862,-7.01988628681931,-6.91990194883767,-7.09466273815743,-7.05849928645644,-7.16978837688619,-7.17105697123244,-6.97735418747297,-7.15575452222766,-6.83473098689843,-7.07879819366758,-7.0237890935638,-6.95771458916136,-7.0786440365236,-6.95642222351093,-7.16031703558088,-6.88352377368199,-7.04740290096051,-6.84897571774806,-6.86297719084437,-6.86296066024096,-7.01618556480146,-7.08071755355166,-6.98117602877913,-6.9869269018853,-6.76609393119847,-7.0103824749601,-7.05427227542282,-7.086314011324,-0.669616393507709,-0.92995229436682,-7.13738624857173,-1.41776855693186,-0.788319576167854,-0.186574697446261,-0.320531625724753,0.514798316321742,0.0519926658082475,-0.756629853943207
"028cb7dec44769395943fa5e62a0f12a",1.03353523858272,0.457448065531739,1.05869599697495,0.970816534947193,1.93252675709965,2.55065516291362,2.70136755917183,2.62521595408267,2.47470771071885,1.22411512342469,-1.52305529190565,0.441931794534991,0.705033273658839,-0.561955838030382,-0.219677149666403,-1.56952513480474,-4.64755845301597,-1.14458870291195,-1.59436619934448,-1.12885252524389,-1.19220083954232,-0.0532967661973562,0.0857730432043926,-0.0667916709269383,-0.0127866427814145,-0.425766421695653,-1.03458188987557,-2.29750873318806,-4.71321275043942,-4.43641948854053,-4.60029861581905,-4.40187143260659,-4.41587290570291,-4.41585637509949,-4.56908127965999,-4.6336132684102,-4.53407174363766,-4.53982261674383,-4.31898964605701,-4.56327818981864,-4.60716799028135,-4.63920972618253,-4.57977104270834,-4.63854244542267,-4.69028196343026,-4.7207739566708,-4.70197770866865,-4.7462810755424,-4.66494810876454,-4.76765759129958,-0.458832957957743,0.992570000866053
"02b4cbe5c2955ab2f66dc82cdf6dad64",2.20360649123298,2.08531967965468,2.30249029548756,2.2146108334598,2.79302612934539,2.28459555447501,1.7150225723748,2.51758528989031,3.00002016645109,2.6545048044098,2.24278520334442,2.46074871439839,2.43963432904695,2.03454187716608,2.98736421755479,2.44685788594765,1.98310992587531,1.48421212653612,0.322556412837585,0.28821349454275,0.0315745920797972,0.24519622235864,0.399430602059434,0.444033952839052,-0.224095736448621,-0.351658449541932,-0.223651673659244,-3.5822535142367,-3.78614832630665,-3.50935506440776,-3.67323419168628,-3.47480700847382,-3.48880848157014,-3.48879195096672,-3.64201685552722,-3.70654884427743,-3.60700731950489,-3.61275819261106,-3.39192522192424,-3.63621376568587,-3.68010356614858,-3.71214530204976,-3.65270661857556,-3.71147802128989,-3.76321753929749,-3.79370953253803,-3.77491328453588,0.660723162940942,-3.73788368463177,0.250105762094659,0.0519926658082475,-0.938951410737161
"02ebbca8dde221104efc62afa66a8540",-7.7516273236233,-7.94059050086145,-7.73535304858034,-7.82089239013374,-7.55597223269892,-7.56923812124228,-7.63592581369719,-7.49867248786379,-7.60117417741833,-7.51348576904393,-7.75931558242293,-7.72083247905317,-7.91549861311357,0.172013337049818,-7.68128476906467,-7.58130043108304,-7.7560612204028,-7.71989776870181,-7.83118685913155,-7.83245545347781,0.0887330059197455,-7.81715300447303,-7.49612946914379,-7.74019667591295,-7.68518757580917,-7.61911307140672,-7.74004251876897,-7.6178207057563,-7.82171551782625,-7.54492225592736,-7.70880138320588,-7.51037419999342,-7.52437567308974,-7.52435914248632,-7.67758404704682,-7.74211603579703,0.830822118126104,-7.64832538413066,-7.42749241344384,-7.67178095720547,-7.71567075766818,-7.74771249356936,-7.68827381009517,-7.7470452128095,-7.79878473081709,-7.82927672405763,-7.81048047605548,-7.85478384292923,-7.77345087615137,-7.87616035868641,-7.79113510440138,-7.86607668579725
