"ASVID","Nov2rep3","Nov3rep3","Nov4rep3","Nov5rep3","Nov9rep3","Nov10rep3","Nov11rep3","Nov12rep3","Nov13rep3","Nov16rep3","Nov17rep3","Nov18rep3","Nov19rep3","Nov20rep3","Nov23rep3","Nov24rep3","Nov25rep3","Nov26rep3","Nov27rep3","Nov30rep3","Dec1rep3","Dec2rep3","Dec3rep3","Dec4rep3","Dec7rep3","Dec8rep3","Dec9rep3","Dec10rep3","Dec11rep3","Dec14rep3","Dec15rep3","Dec16rep3","Dec17rep3","Dec18rep3","Dec21rep3","Dec22rep3","Dec23rep3","Jan4rep3","Jan5rep3","Jan6rep3","Jan7rep3","Jan8rep3","Jan11rep3","Jan12rep3","Jan13rep3","Jan14rep3","Jan15rep3","Jan18rep3","Jan19rep3","Jan20rep3","Jan22rep3","Jan25rep3","Jan26rep3","Jan27rep3","Jan28rep3","Jan29rep3","Feb1rep3","Feb2rep3","Feb3rep3","Feb4rep3","Feb5rep3","Feb8rep3","Feb9rep3","Feb11rep3","Feb12rep3","Feb15rep3","Feb16rep3","Feb18rep3","Feb19rep3","Feb22rep3","Feb23rep3","Feb25rep3","Feb26rep3","Feb29rep3","Mar2rep3","Mar3rep3","Mar4rep3","Mar7rep3","Mar8rep3","Mar9rep3","Mar10rep3","Mar11rep3","Mar14rep3","Mar15rep3","Mar21rep3","Mar22rep3","Mar23rep3","Apr18rep3","Apr19rep3"
"OTU_1",3.37577637490255,3.51677101943205,3.86743456140616,2.87563416203387,2.64151855209898,2.28150608873372,2.53751758877089,2.82252593094269,2.39549279897045,2.90550998812651,0.596056211144423,2.49900256688586,2.94107074248349,2.79194113774451,2.29955928614302,2.23398010656692,2.67245983887981,2.37032376535808,2.3089838755092,2.64839973832129,2.80629572752727,1.37890867424152,2.83447510963764,2.85954564179474,3.12009374247086,3.03851479272754,3.0400961857556,2.86098483702867,2.90986000499509,1.40765890329484,2.98655890622103,3.35169988486468,3.21811672729247,2.70888224236663,2.27459626926567,2.65677766867504,2.79486249585183,2.04551245418733,2.29797535288342,1.92380480354731,1.96142176760923,2.06638198988499,2.29435258815809,2.22096388196481,2.4560971184702,2.34162632336025,2.10889264480595,2.26187437805383,1.89502762001133,2.28646199055489,2.21706962988492,2.06005401505001,2.26587926749275,2.28942468292131,2.09272602199041,2.41858883392744,2.155017342785,2.13253524434477,2.07502869801778,2.20576499962512,2.04852952016708,2.14611745048139,2.1629256549001,2.40991626829622,2.01845000543169,2.10128360048181,2.13064943999822,2.26022217566491,2.21192348632257,1.94081982047351,2.05511568247354,2.37991928011105,2.0328691796305,2.08414325021056,2.38495512128009,2.58770144185978,2.44581249277559,2.68827075344191,2.43449955306713,2.38971761499126,2.62741428281601,2.46674799207124,2.30542941010022,2.9449646735775,2.66323655280554,3.00783334386517,2.91110116030472,1.89229922919498,3.27766876138412
"OTU_2",2.57726867868478,1.50878844173436,2.46766550170291,2.24085898769583,2.56273767424587,2.57849055384781,2.48172622914248,2.89663390309641,2.86437973351611,3.05791698834894,2.13229071955523,2.19628261706954,1.9165664259691,2.4272980241566,2.15346666764552,2.55350278487436,2.35642254067291,2.96365061063581,2.73774454622089,2.73128739812706,2.96614442846916,2.91548523841075,3.01157472245044,2.74106403817421,3.09723560439481,3.01018428610131,3.43749673402704,3.31709367795559,3.04022182285833,2.0839989655384,1.93501412841091,1.17488417915967,1.00436284800504,2.41533505046245,2.53193118532816,2.71786536065488,2.71423276145172,2.46836930500737,2.66653590405613,2.58469112188904,2.34583346651956,2.28190161608854,2.82299605524087,2.62230527288911,2.5678011080502,2.59651857298904,2.40855090830445,2.6109253968819,2.48449637109643,2.71229440148748,2.39334887222291,2.13904242636864,2.2783017874913,2.19057884828468,2.26180235203435,2.49944093055653,2.39899498100205,2.22064251185504,2.36857588992196,2.06942855607299,2.0003274183492,2.31224432135536,1.79382819096281,1.80229126117443,2.11376018523602,2.15324333941252,2.00635172332064,1.83533898169964,2.09414045066618,1.88863406730294,1.94476762530468,1.60485497708322,1.84181394286779,1.58882181298054,1.81441026281247,2.06782598257387,2.08479914723826,2.02087606898438,1.92040060395617,1.9842525068831,1.75906301323098,1.97427150697345,1.86900207638809,1.76452236666176,2.02035120702648,1.83619592018217,1.68387149381452,-0.00482075569089613,-0.683144408213462
"OTU_3",2.56002687225027,1.39958914976936,1.3455227156246,2.50242991614392,2.84631296474499,2.67127228729878,2.69498502122415,2.56846046928989,2.5521912508765,2.55923375140868,2.58312443269324,2.2925106491641,2.53560563437533,2.50425906529273,2.50111220486486,2.54491904118297,2.27342562110194,2.20780483586031,2.25715880764462,2.21476375324643,2.54925062453737,2.33233895306513,2.50423342276706,2.56250896417574,2.64442437568945,2.72632631008793,2.25884173768539,2.46842313375641,2.28991622845844,2.61163170762078,2.53801021197656,2.47829088047379,2.56250746605159,1.99803548470729,2.3777805055009,2.56618077332281,2.31637225272877,2.29974659257158,2.27599644616464,2.49020027846811,2.52103755554465,2.38828201964711,2.28305303290416,2.30385154177058,2.42844558713968,2.21574607747125,2.29522222299745,2.50754704242807,2.46754681278266,2.70419719125486,2.43295801031796,2.41398547304299,2.62878476118211,2.43174090510157,2.39672166993372,2.43942292083028,2.46867490164004,2.66161430842011,2.46865934847894,2.43282245026046,2.23085107696103,2.40940806980901,2.24581331470587,2.37354862412534,2.44278359784424,2.38896567293359,2.47819190037367,2.36076340488678,2.51795469744254,2.46845256255588,2.16791117661889,2.13977815242827,2.11625078856955,2.33197941411514,2.30581780072136,2.24761909301446,2.31660076129558,2.3377877797511,2.19155337445674,2.19300732074521,2.17159528856223,1.68051038844529,2.10340278222694,1.80998474073852,1.87271520822042,1.38421079643912,1.82107261532801,-0.00482075569089613,-1.37629158877341
"OTU_4",1.94222912893211,0.974705955804097,1.3920427312595,2.24085898769583,2.03538274852867,2.09731362400395,2.2524161629126,1.66449022180378,1.85138119757099,1.46920520643196,2.32719105855604,1.6442140347695,1.98555929745605,1.73415084359666,2.18661887496242,2.25723696873119,2.29247381607263,2.15960273404243,2.08331187784164,1.41095100479897,2.20237968069526,2.33233895306513,2.1160101210934,2.07887908321823,2.07107839494212,1.97826337193187,2.21856783854745,2.04353993979115,1.79850869054955,2.47236964028727,2.28129036512874,2.27349646782778,2.18301784434668,2.23536367101345,2.07029580575294,1.98697785211209,2.12949487939896,2.18068723255559,2.41091576406401,2.19951068495238,2.26844680290414,2.11577474521456,2.06839609546727,2.01616946931879,2.03228287169383,2.13976017049333,2.09677128427361,2.09711914497778,2.28008385648828,2.41380141293149,1.94136374847985,1.89672895894671,2.07350737484529,1.95764729060431,2.06605777490825,2.12739181936821,1.83161718773114,2.09226134520683,1.77551216791899,1.6238434541754,2.19084574234734,1.67852056126622,1.20246370471281,1.96808351601718,2.42391511353986,1.98848810633646,1.34219207963394,1.37703139221709,1.99186160154576,1.12137891458927,1.91086607362899,0.835721889545349,1.35411073652266,2.3796074631044,2.24519317890493,2.14085111758876,2.59562477100425,2.40924674373325,2.6053172853796,2.79518272309943,2.39755178125306,2.37365756900523,2.46305835430381,2.4806590654464,2.89254661903541,2.59530106853392,2.77263148603962,2.4800858940971,1.10861506101459
"OTU_13",-1.49175807555303,0.706441969209418,-0.31270536097893,-0.136627413471335,-1.78171174889584,-1.0050283846083,-0.712856903156679,-0.435570607078792,-0.713568159890547,-0.402596970469631,-1.13854484424368,-1.01254287194516,-0.317025795537992,-0.568434249397387,-0.137945124750396,-0.822376788803507,-0.291523736359599,-0.155404878950176,-0.0889113972891664,-1.34058430824298,0.434717763046269,1.13528659158377,0.53189001664359,1.40982945423735,1.65751607660134,1.70127658859684,1.01915085075738,0.915074687973356,1.10536150998961,1.14195573756183,1.30855832234964,1.91248312229045,1.81529306422137,0.611741123587395,0.748539965770622,1.39610952067256,0.883557875973989,0.89283294424895,1.07202364183871,0.553258799395562,1.02141450911776,1.25228219890738,1.94885094481748,1.54008679399668,1.33913569113389,1.65917443191705,1.45125215270292,1.84367024416824,1.67566479153702,1.44736089737186,1.66943003299621,2.00370107849888,2.08854525220983,2.25349267369525,2.05245212285247,1.959056504549,2.05839050709593,2.0784680230745,2.01440407620134,2.10258076338989,2.0003274183492,2.31224432135536,2.80542910264129,2.66123069657712,2.00406126797959,2.52872761530875,3.1387021516206,2.42801563189595,2.98795832668828,3.19115854535737,3.13362679182056,3.5646061775504,3.25408379039094,3.25313633564047,2.59055436294339,3.18643893794865,2.41504083410883,2.84117842502957,2.49165796690708,2.51277770774849,2.60026329375006,2.77095936647423,2.25541898952556,2.41004149823245,2.26291284419779,1.96402929169206,2.00765857090842,2.72520835213009,1.39629713346637
"OTU_6",0.648308087943239,-0.249069475818019,-0.0895618096647199,1.22149607068186,2.57090098488503,2.38780074738334,2.47349573000596,2.47315028948557,2.20959342082861,1.67684457121021,1.87371673126152,1.72829715198004,0.289110008032323,1.40564677662462,2.22917848938122,2.27996521980874,1.89171459900188,1.69697921209431,1.79140146928033,2.165973589077,1.64580803514107,2.30059025475055,1.71054501298524,2.01596525780767,2.26143212343334,1.89418025472133,1.64168046410337,1.99841950451068,1.97439935701322,1.5618095831221,0.439520475326026,0.722899055416614,0.781219296690829,1.23078033199362,1.62400870312452,1.87303359276287,2.10171531529188,2.03226722743731,2.11999219768806,2.11140341744211,2.27987549872776,2.13958539390828,2.08238233744201,2.04602243246848,2.41905584678985,2.43399964349127,2.1786884067415,2.1828859667352,2.11209212524915,2.67950457866449,2.43295801031796,2.45172580102584,2.47897248295345,2.12343954544705,2.1928094805474,1.97558580650021,2.16808942435235,2.23261870290175,2.21734492019803,2.0916516928577,2.07178638233135,2.01773628383318,2.00258300482492,2.12223419584443,2.24729157786054,1.80914717768065,1.71866965086886,1.7747143598832,1.87791734219655,2.19401571685412,1.89347433091713,1.78310320848954,1.97314994492888,1.81708046496152,2.20697196608473,1.70681263703654,1.58836226092437,1.12139245542661,1.14173124995806,1.17777664101615,1.37465131432065,1.46344588320746,1.11758598770417,0.305907343962244,0.573432224090157,-0.561699352616196,0.236952510878195,-1.36235044241094,-1.27996529940564
"OTU_5",1.55276436217039,0.849542812850091,1.47905410824913,1.65513205575672,2.16543587677686,2.08601406875002,1.6666892309735,2.10340326397948,2.07144308234779,2.28298037478052,2.15729202176065,1.77555003683059,1.0692685655819,2.07062308021787,1.91332553996274,1.6199702465657,2.20374570046395,2.39012639265426,2.37730311948668,2.2970018514834,2.3907802835656,2.7308353918572,2.32364948587165,2.1148110924443,2.11833127979267,2.24557814155922,2.81091031998543,2.49686106907695,2.78173890509882,1.72003358833699,1.56345057197843,0.722899055416614,0.493537224239048,1.63624544010178,2.20715498847014,2.20703973688889,2.45415595509183,2.20341548363314,2.46753465806352,2.13737890384537,2.02204638942566,1.72228582815312,2.33831571157921,2.23323397455662,2.18643355152109,2.09948627135539,1.73310330484391,2.03556125197834,1.69435692454918,2.33466409237276,1.90910288626163,1.83003758444804,1.75505364372676,1.79801714501242,1.7322845952562,1.64890157624516,1.93515786667198,1.71382490948659,1.26996360125385,1.45199319724874,1.51790126910491,1.4408489093891,1.50614611851103,1.24676545849053,1.43351640951198,1.39471339958972,1.00571984301273,1.11233883799001,1.25146153613527,0.50233970618305,0.894945500805999,0.724496254435125,1.01763849990144,0.920992440404881,0.90768898195447,1.13626777856892,1.37705316725716,1.16221444994686,0.7539657189493,0.95463308970194,1.08696924186886,1.40092552622612,0.89444243638996,1.18137608131614,1.2665794046501,1.0477385598179,1.15324324275235,0.282861316760885,0.0100027723464828
"OTU_8",0.117679836881069,-0.0667479190240639,0.0927597471292345,0.924244547213927,-0.0440587931511707,-0.0887376527341424,-0.242853273910943,0.170565196491523,0.0748892004737232,-0.584918527263586,-0.850862771791903,0.309212968037163,0.530272064849211,0.866650275891935,1.7252733084598,1.59799133984692,1.45767611844966,1.63635459027788,1.24022454999078,1.54978744965318,1.57985006734927,1.23372666439702,1.60944889611387,1.84654710584962,1.91423592344915,1.8214209004389,2.13280101679003,2.21848138928748,1.85459815720059,0.950900500799124,1.20677562803969,1.12836416352478,0.953069553617488,2.03312680451856,1.41636933834628,1.50147003633039,1.27302264273571,1.79231655780672,2.08025186903855,1.82372134499033,2.00723130364052,2.05364296410756,1.8310679091611,1.56418434557574,1.84996131489988,2.08569294922305,1.86443930690499,2.0195609106319,1.95386812003426,2.23581825773613,1.92536340713341,1.88046843807493,2.31466943166218,2.22880006110488,2.11870150839367,1.90776321016145,1.84963569323382,1.84485317189299,2.0268265961999,2.04670030499543,1.59486231024104,1.75262853341994,1.82891951077408,1.99548249020529,2.10068810366866,2.11452882723183,1.89771788231784,1.90629071767192,2.22419357891438,2.0827900817439,1.89347433091713,2.00215677455222,2.43349166326288,2.0361340310242,2.31751384048455,2.05255851044308,2.08479914723826,2.23379806622705,2.12701485331917,2.01934382669437,1.89789945808519,2.11007304813251,1.92406185357112,1.91534525639634,1.61488609891832,1.71556793239356,1.96417345896868,0.282861316760885,0.233146323660693
"OTU_9",1.24908194837217,0.444077704741927,0.380441819581015,1.65513205575672,2.1154254562022,1.93941059455814,2.10852198325253,1.99217762886926,1.7023456184105,1.36099162179173,0.940896697436152,0.645685204658376,0.835653714400393,1.00018166851646,1.9275101749547,1.85177186062302,1.52085502007119,1.61530118108005,1.66510774395604,1.4320044139968,1.68748073154164,1.61813836330735,1.65112159251444,1.89166754113009,1.89518772847846,1.76315199231493,1.91709244396334,2.04353993979115,1.73908527007875,0.8396748656889,0.513628447479747,0.281066303137575,0.406525847249419,0.805897138028353,1.77815938295178,1.81992376744892,1.84636862348304,1.72211229913347,1.78351996106685,1.89154394132909,2.17198653671658,1.90162675680893,1.69753651653658,1.88695773783879,1.49328637096115,1.68022784111489,1.51869343349845,2.08208126761324,1.91006549737587,2.22274617616878,2.21706962988492,1.66141487201225,2.0269873592104,1.85410661166347,2.09272602199041,1.67137443209722,2.05839050709593,2.14560732591212,1.79126052488713,1.80029989151695,1.64892953151131,1.98995671972611,1.61862410193772,1.85030048036079,1.88082862755564,1.97345022897192,1.89771788231784,2.01028043119597,2.03698203682623,2.16734746977196,1.7422433611932,1.84252662896034,1.82411436576839,1.53617807949511,1.08204236909925,1.4045317651636,0.846424916194989,1.34453600674082,1.36487480127227,1.00342325387137,1.34290261600607,0.605995651356236,1.07676399318392,0.488228900756198,0.285750151638376,-1.25484653317614,-0.23305111836754,-1.10343304435901,-1.54844106216782
"OTU_7",0.300001393675023,0.338717189084101,0.826728922209435,1.03344383917892,-0.161841828807554,0.0935839040598121,-0.936000454470889,-0.435570607078792,-0.377095923269334,-1.09574415102958,0.853885320446523,1.79081750896138,3.06736446780778,1.89966528207423,1.80796502430492,1.96571611997224,1.36670434024393,1.23088948216972,1.32478193801884,1.11615146457832,0.886702886789327,0.33294011905883,0.97817711927201,1.30974599568037,1.72813364381529,1.4064770483762,1.14698422226726,0.95952645054419,1.56083703867243,1.53282204624885,1.93501412841091,2.82004017419585,2.66259092460857,0.968416067526128,2.10951651890622,1.64123197870555,1.30477134105029,1.91947173329197,1.80153846656953,2.02916531920514,1.96142176760923,1.79127869964007,1.65586382013601,1.49007637342202,1.7259086662299,2.01371944959796,1.84893512036903,1.80444953101496,1.76581588853132,1.88099688244672,2.36257721355616,2.20041137274493,2.2783017874913,1.75879643185914,1.99609918630134,1.959056504549,1.81326804906295,1.563002019752,1.54440044695561,1.64123519688727,1.66632127422318,1.3107957811409,1.63967751113555,1.66170931055324,1.86429932560443,1.47267494105943,1.28335157961101,1.30471073063747,1.62413682142045,1.75510267467842,1.37678358769874,1.35701881317864,1.01763849990144,1.6388322335552,1.44668548268716,1.24546707053392,0.895215080364421,0.651388826180872,1.02840256465106,0.666951017250159,0.106139988857139,1.29914283191618,0.731923506892186,-0.0507675999764892,0.653474931763694,0.449901559062284,0.930099691438141,1.78693871353716,-1.37629158877341
