"ASVID","ZN3TBJM_nasal_920","ZN3TBJM_nasal_921","ZN3TBJM_nasal_922","ZN3TBJM_nasal_923","ZN3TBJM_nasal_924","ZN3TBJM_nasal_925","ZN3TBJM_nasal_926","ZN3TBJM_nasal_927","ZN3TBJM_nasal_928","ZN3TBJM_nasal_929","ZN3TBJM_nasal_930","ZN3TBJM_nasal_931","ZN3TBJM_nasal_932","ZN3TBJM_nasal_933","ZN3TBJM_nasal_934","ZN3TBJM_nasal_935","ZN3TBJM_nasal_936","ZN3TBJM_nasal_937","ZN3TBJM_nasal_938","ZN3TBJM_nasal_939","ZN3TBJM_nasal_940","ZN3TBJM_nasal_941","ZN3TBJM_nasal_942","ZN3TBJM_nasal_947","ZN3TBJM_nasal_948","ZN3TBJM_nasal_949","ZN3TBJM_nasal_950","ZN3TBJM_nasal_951","ZN3TBJM_nasal_953","ZN3TBJM_nasal_955","ZN3TBJM_nasal_957","ZN3TBJM_nasal_959","ZN3TBJM_nasal_961","ZN3TBJM_nasal_963","ZN3TBJM_nasal_964","ZN3TBJM_nasal_966","ZN3TBJM_nasal_967","ZN3TBJM_nasal_968"
"OTU_12871",-14.92077521501,-8.45510499910282,-14.9206936284751,-14.9206798338307,-14.920715141381,-14.9209677194912,-14.9205398050919,-14.9208700521694,-14.9205577747176,-14.9205309284022,-14.9207242903772,-14.9208688463425,-14.9207666163898,-7.76153210546705,-14.9208044891834,-8.45510499910282,-14.9196450430865,-14.9209176454882,-14.9209393945473,-14.920958071719,-14.9210584614417,-14.9208697848932,-14.9208054401694,-14.9206118453249,-14.920441262478,-14.9203866902147,-14.9207667581932,-14.9210149581636,-14.9209987678471,-14.9206216030385,-14.9210205031329,-14.9204897328954,-14.9209029245047,-14.9211745632848,-14.9207504501029,-14.9212680234738,-14.9209374816255,-14.9210612514355
"OTU_14433",-14.92077521501,-14.920835239916,-14.9206936284751,-14.9206798338307,-14.920715141381,-14.9209677194912,-14.9205398050919,-14.9208700521694,-14.9205577747176,-14.9205309284022,-7.0683849249071,-14.9208688463425,-14.9207666163898,-14.9209138191495,-14.9208044891834,-14.9208902015636,-14.9196450430865,-14.9209176454882,-14.9209393945473,-14.920958071719,-14.9210584614417,-14.9208697848932,-14.9208054401694,-14.9206118453249,-14.920441262478,-14.9203866902147,-14.9207667581932,-14.9210149581636,-14.9209987678471,-14.9206216030385,-14.9210205031329,-14.9204897328954,-14.9209029245047,-14.9211745632848,-14.9207504501029,-14.9212680234738,-14.9209374816255,-14.9210612514355
"OTU_7950",-16.3070698244723,-16.3071298493634,-16.3069882379576,-16.3069744433167,-16.3070097508582,-16.3072623289057,-16.3068344146127,-16.3071646616082,-16.3068523842339,-16.3068255379251,-16.3070188998521,-16.3071634557815,-16.3070612258542,-16.3072084285774,-16.3070990986384,-16.3071848109973,-16.3059396528296,-16.3072122549151,-16.3072340039688,-16.3072526811358,-16.3073530708337,-16.307164394332,-16.3071000496242,-16.3069064548278,-16.3067358720232,-16.3066812997735,-16.3070613676575,-16.3073095675663,-16.3072933772539,-16.3069162125389,-16.3073151125343,-16.3067843424286,-16.3071975339353,-16.307469172648,-16.3070450595713,-16.3075626328137,-8.45467928602699,-16.3073558608268
"OTU_14221",-15.6139225611316,-15.6139825860276,-15.6138409746102,-15.613827179968,-15.6138624875125,-15.6141150655809,-15.6136871512524,-15.6140173982753,-15.6137051208752,-15.6136782745642,-15.6138716365072,-15.6140161924485,-15.6139139625127,-15.6140611652481,-15.6139518353001,-15.6140375476661,-15.6127923893952,-15.6140649915861,-15.6140867406417,-15.6141054178102,-7.76174498465891,-15.6140171309991,-15.613952786286,-15.6137591914735,-15.6135886086548,-15.6135340364006,-15.6139141043161,-15.6141623042454,-15.6141461139317,-15.6137689491855,-15.6141678492138,-15.6136370790642,-15.6140502706051,-15.6143219093403,-15.6138977962285,-15.6144153695138,-15.6140848277202,-15.6142085975097
"OTU_9618",-15.6139225611316,-15.6139825860276,-15.6138409746102,-15.613827179968,-15.6138624875125,-15.6141150655809,-15.6136871512524,-15.6140173982753,-15.6137051208752,-15.6136782745642,-15.6138716365072,-15.6140161924485,-15.6139139625127,-15.6140611652481,-15.6139518353001,-15.6140375476661,-15.6127923893952,-15.6140649915861,-15.6140867406417,-15.6141054178102,-15.6142058075164,-15.6140171309991,-15.613952786286,-15.6137591914735,-15.6135886086548,-15.6135340364006,-15.6139141043161,-15.6141623042454,-15.6141461139317,-15.6137689491855,-15.6141678492138,-15.6136370790642,-15.6140502706051,-15.6143219093403,-15.6138977962285,-15.6144153695138,-7.76131918094799,-15.6142085975097
"OTU_1938",-14.92077521501,-14.920835239916,-14.9206936284751,-14.9206798338307,-14.920715141381,-14.9209677194912,-14.9205398050919,-14.9208700521694,-14.9205577747176,-14.9205309284022,-14.9207242903772,-14.9208688463425,-14.9207666163898,-14.9209138191495,-14.9208044891834,-14.9208902015636,-14.9196450430865,-14.9209176454882,-14.9209393945473,-14.920958071719,-14.9210584614417,-14.9208697848932,-14.9208054401694,-14.9206118453249,-14.920441262478,-14.9203866902147,-14.9207667581932,-14.9210149581636,-14.9209987678471,-14.9206216030385,-14.9210205031329,-14.9204897328954,-14.9209029245047,-7.06817200038804,-14.9207504501029,-14.9212680234738,-14.9209374816255,-14.9210612514355
"OTU_8883",-8.45489216521886,-14.5153699662561,-14.5152283547918,-14.5152145601451,-14.5152498677012,-14.5155024458533,-8.45446636150793,-14.5154047785153,-14.5150925010118,-14.5150656546919,-14.515259016699,-7.76174498465891,-14.5153013427186,-14.5154485455026,-14.5153392155184,-14.5154249279128,-14.5141797692294,-14.5154523718419,-14.5154741209047,-14.5154927980794,-8.45510499910282,-8.45489216521886,-14.5153401665046,-14.5151465716281,-14.5149759887529,-14.5149214164806,-14.515301484522,-14.5155496845335,-14.5155334942143,-14.5151563293432,-14.5155552295037,-14.5150244591783,-14.5154376508561,-14.5157092896811,-14.515285176429,-14.5158027498856,-14.5154722079825,-14.5155959778131
"OTU_241",-15.6139225611316,-15.6139825860276,-15.6138409746102,-15.613827179968,-15.6138624875125,-15.6141150655809,-15.6136871512524,-15.6140173982753,-7.76089319585102,-15.6136782745642,-15.6138716365072,-15.6140161924485,-15.6139139625127,-15.6140611652481,-15.6139518353001,-15.6140375476661,-15.6127923893952,-15.6140649915861,-15.6140867406417,-15.6141054178102,-15.6142058075164,-15.6140171309991,-15.613952786286,-15.6137591914735,-15.6135886086548,-15.6135340364006,-15.6139141043161,-15.6141623042454,-15.6141461139317,-15.6137689491855,-15.6141678492138,-15.6136370790642,-15.6140502706051,-15.6143219093403,-15.6138977962285,-15.6144153695138,-15.6140848277202,-15.6142085975097
"OTU_1342",-15.6139225611316,-15.6139825860276,-15.6138409746102,-8.45531778769815,-15.6138624875125,-15.6141150655809,-15.6136871512524,-15.6140173982753,-15.6137051208752,-15.6136782745642,-15.6138716365072,-15.6140161924485,-15.6139139625127,-15.6140611652481,-15.6139518353001,-15.6140375476661,-15.6127923893952,-15.6140649915861,-15.6140867406417,-15.6141054178102,-15.6142058075164,-15.6140171309991,-15.613952786286,-15.6137591914735,-15.6135886086548,-15.6135340364006,-15.6139141043161,-15.6141623042454,-8.45531778769815,-15.6137689491855,-15.6141678492138,-15.6136370790642,-15.6140502706051,-15.6143219093403,-15.6138977962285,-15.6144153695138,-15.6140848277202,-15.6142085975097
"OTU_1114",-13.1715737873641,-13.1716338123645,-13.1714922007009,-6.37438577411458,-13.1715137136406,-13.1717662921481,-13.1713383770757,-13.1716686246727,-8.45425339164236,-13.171329500372,-13.1715228626512,-13.1716674188439,-13.1715651887304,-8.45489216521886,-13.1716030615836,-13.1716887740985,-13.170443613662,-13.1717162180663,-13.1717379671597,-6.66228090718291,-13.1718570342413,-13.171668357396,-13.1716040125711,-13.1714104174221,-13.1712398343067,-13.1711852619576,-13.171565330534,-13.1718135308947,-13.1717973405528,-13.171420175151,-13.1718190758728,-6.50813022735566,-13.1717014970597,-13.171973136267,-13.171549022418,-13.1720665966029,-13.1717360542348,-13.1718598242395
