"ASVID","DonorA_Stool2","DonorA_Stool4","DonorA_Stool5","DonorA_Stool6","DonorA_Stool7","DonorA_Stool8","DonorA_Stool9","DonorA_Stool10","DonorA_Stool12","DonorA_Stool13","DonorA_Stool14","DonorA_Stool15","DonorA_Stool16","DonorA_Stool17","DonorA_Stool18","DonorA_Stool19","DonorA_Stool20","DonorA_Stool21","DonorA_Stool22","DonorA_Stool23","DonorA_Stool24","DonorA_Stool25","DonorA_Stool26","DonorA_Stool27","DonorA_Stool28","DonorA_Stool29","DonorA_Stool30","DonorA_Stool32","DonorA_Stool33","DonorA_Stool34","DonorA_Stool36","DonorA_Stool37","DonorA_Stool38","DonorA_Stool39","DonorA_Stool40","DonorA_Stool41","DonorA_Stool42","DonorA_Stool43","DonorA_Stool44","DonorA_Stool45","DonorA_Stool46","DonorA_Stool47","DonorA_Stool49","DonorA_Stool50","DonorA_Stool51","DonorA_Stool52","DonorA_Stool53","DonorA_Stool54","DonorA_Stool55","DonorA_Stool56","DonorA_Stool57","DonorA_Stool58","DonorA_Stool59","DonorA_Stool60","DonorA_Stool61","DonorA_Stool64","DonorA_Stool65","DonorA_Stool66","DonorA_Stool67","DonorA_Stool68","DonorA_Stool70"
"OTU_182",-15.0318903741618,-15.0319466775479,-8.51859221232995,-15.0317389466688,-15.0320313999529,-9.21213875391756,-15.031900620753,-15.0318328736746,-7.41978018332361,-9.21193909333988,-15.0318337226664,-15.031877359327,-7.82524529143177,-15.0319587514852,-15.0319460355985,-15.0319085219979,-15.0318288300163,-15.0317995138516,-15.0319641468739,-15.0317894394193,-15.0317349396223,-15.0319002256891,-15.0312999650405,-15.031921781563,-15.0317732357103,-15.0317134916678,-15.0319063413601,-15.0319248510396,-15.032005855508,-15.0319006787952,-15.0318853699564,-15.0319591136059,-15.031903691152,-15.031995387364,-15.0317659130055,-8.51899157335762,-15.0319090409437,-9.21213875391756,-15.0314632206213,-15.0318645540692,-15.0318018091958,-15.0317558739462,-15.0320118656597,-15.0318537040515,-15.0319957026331,-15.03174244926,-15.0318535905931,-15.0318983413318,-9.21183924809992,-15.0319124812561,-15.0319879425027,-15.0318385695474,-15.0318064610685,-15.0318691615287,-15.0319123001873,-15.0320056909154,-15.0318951314259,-15.031634465823,-15.0319179375666,-15.0319480524052,-15.0318414104344
"OTU_1752",-17.9222624118976,-17.922318715268,-17.9221636824344,-17.9221109844471,-17.9224034376493,-9.21213875391756,-17.922272658486,-17.9222049114265,-17.9222084507723,-17.9222510267408,-17.9222057604181,-17.9222493970665,-17.9221868946866,-17.922330789202,-17.9223180733188,-17.9222805597287,-17.9222008677694,-17.9221715516129,-17.9223361845891,-17.9221614771834,-17.9221069774016,-17.9222722634222,-17.9216720029417,-17.9222938192901,-17.9221452734789,-17.9220855294532,-17.9222783790915,-17.9222968887658,-17.9223778932115,-17.9222727165282,-17.9222574076937,-17.9223311513226,-17.9222757288842,-17.9223674250705,-17.9221379507761,-17.9223120869442,-17.9222810786743,-17.9222851358366,-17.9218352584767,-17.9222365918123,-17.9221738469565,-17.9221279117197,-17.9223839033615,-17.9222257417976,-17.9223677403395,-17.9221144870372,-17.9222256283392,-17.9222703790654,-17.9221860551039,-17.9222845189858,-17.9223599802112,-17.9222106072978,-17.9221784988278,-17.9222411992705,-17.9222843379171,-17.922377728619,-17.9222671691604,-17.9220065036305,-17.9222899752947,-17.9223200901249,-17.9222134481839
"OTU_606",-14.3959013440632,-14.3959576474641,-14.3958026145463,-14.3957499165303,-14.3960423698915,-8.51889174805182,-7.82554488698003,-14.3958438435608,-14.3958473829085,-14.3958899589002,-14.3958446925529,-8.51869206753997,-14.3958258268111,-14.3959697214046,-14.3959570055146,-14.3959194919041,-14.3958397999015,-14.3958104837291,-14.3959751167947,-14.3958004092941,-14.3957459094827,-7.01411529497305,-14.3953109347864,-14.3959327514727,-14.3957842055808,-14.3957244615226,-14.3959173112657,-14.3959358209501,-9.21223856925926,-14.3959116486993,-14.3958963398565,-7.82544503177,-9.21203892861176,-14.396006357293,-14.3957768828741,-14.3959510191367,-14.39592001085,-14.3959240680144,-9.21193909333988,-14.3958755239638,-14.3958127790739,-14.3957668438121,-14.3960228355931,-14.3958646739433,-14.3960066725622,-14.3957534191224,-14.3958645604848,-9.21203892861176,-7.26532981816371,-14.3959234511633,-8.51889174805182,-14.3958495394352,-14.3958174309477,-14.3958801314245,-14.3959232700945,-14.3960166608472,-14.3959061013285,-14.395645435657,-14.3959289074753,-14.3959590223218,-14.3958523803229
"OTU_2079",-17.9222624118976,-17.922318715268,-9.21183924809992,-17.9221109844471,-17.9224034376493,-17.9222929382168,-17.922272658486,-17.9222049114265,-17.9222084507723,-17.9222510267408,-17.9222057604181,-17.9222493970665,-17.9221868946866,-17.922330789202,-17.9223180733188,-17.9222805597287,-17.9222008677694,-17.9221715516129,-17.9223361845891,-17.9221614771834,-17.9221069774016,-17.9222722634222,-17.9216720029417,-17.9222938192901,-17.9221452734789,-17.9220855294532,-17.9222783790915,-17.9222968887658,-17.9223778932115,-17.9222727165282,-17.9222574076937,-17.9223311513226,-17.9222757288842,-17.9223674250705,-17.9221379507761,-17.9223120869442,-17.9222810786743,-17.9222851358366,-17.9218352584767,-17.9222365918123,-17.9221738469565,-17.9221279117197,-17.9223839033615,-17.9222257417976,-17.9223677403395,-17.9221144870372,-17.9222256283392,-17.9222703790654,-17.9221860551039,-17.9222845189858,-17.9223599802112,-17.9222106072978,-17.9221784988278,-17.9222411992705,-17.9222843379171,-17.922377728619,-17.9222671691604,-17.9220065036305,-17.9222899752947,-17.9223200901249,-17.9222134481839
"OTU_324",-8.11322695943181,-12.7983519870027,-8.11302723903969,-7.82514540629959,-8.11342663994365,-7.60230148045579,-8.51889174805182,-12.7982381828483,-8.11322695943181,-9.21193909333988,-8.51859221232995,-8.51869206753997,-7.60200185498538,-8.11322695943181,-8.11332680467177,-12.7983138313585,-8.51869206753997,-7.82524529143177,-8.51899157335762,-9.21173939288989,-7.60170213971265,-8.11332680467177,-12.7977052728981,-7.26552961836417,-7.41968029819143,-12.7981188005468,-9.21203892861176,-9.21213875391756,-8.51899157335762,-7.13189833062943,-9.21203892861176,-7.82544503177,-9.21203892861176,-8.51899157335762,-7.60200185498538,-7.82564473221999,-7.41978018332361,-8.51889174805182,-12.7978685288821,-12.7982698633212,-9.21203892861176,-8.51899157335762,-7.60250118090578,-7.26542972325395,-7.60250118090578,-8.51869206753997,-9.21213875391756,-7.26552961836417,-7.60200185498538,-9.21203892861176,-8.51889174805182,-7.82544503177,-8.11302723903969,-8.11312710422178,-7.82544503177,-12.7984110005159,-8.51879191277993,-7.82484569102686,-8.51889174805182,-9.21203892861176,-9.21183924809992
"OTU_2026",-15.7250377028721,-15.7250940062499,-15.7249389733959,-15.7248862754016,-9.21223856925926,-15.7250682291953,-15.7250479494619,-15.7249802023935,-15.7249837417397,-15.7250263177138,-15.7249810513852,-15.7250246880393,-9.21183924809992,-15.7251060801855,-9.21213875391756,-15.7250558507056,-15.7249761587358,-9.21183924809992,-15.7251114755734,-15.7249367681446,-15.7248822683557,-15.725047554398,-15.7244472938384,-15.7250691102688,-15.724920564438,-15.7248608204044,-15.7250536700681,-15.7250721797449,-15.7251531842013,-9.21203892861176,-15.7250326986675,-15.7251064423061,-15.7250510198604,-15.7251427160588,-9.21183924809992,-15.7250873779252,-15.7250563696513,-15.7250604268141,-15.724610549395,-15.7250118827834,-9.21203892861176,-15.7249032026765,-15.7251591943521,-15.7250010327673,-15.7251430313279,-15.7248897779923,-9.21213875391756,-15.725045670041,-15.7249613460684,-9.21203892861176,-15.7251352711986,-15.7249858982655,-15.7249537897913,-15.7250164902422,-15.7250596288945,-15.7251530196087,-15.7250424601355,-15.7247817945713,-15.7250652662729,-15.725095381107,-15.724988739152
"OTU_2956",-8.51879191277993,-14.456582302201,-14.4564272692883,-14.4563745712741,-14.4566670246256,-14.4565565251367,-14.4565362453955,-14.4564684983015,-14.4564720376491,-14.4565146136393,-14.4564693472935,-14.4565129839641,-8.51859221232995,-9.21203892861176,-14.4565816602515,-14.4565441466423,-14.4564644546423,-14.4564351384708,-14.4565997715311,-14.4564250640362,-14.4563705642266,-9.21213875391756,-14.4559355895446,-14.4565574062104,-14.4564088603234,-14.4563491162672,-14.4565419660039,-14.4565604756877,-8.11342663994365,-9.21203892861176,-9.21203892861176,-14.4565947382619,-14.4565393157953,-14.4566310120283,-9.21183924809992,-9.21223856925926,-9.21203892861176,-14.4565487227525,-14.456098845163,-14.4565001787034,-14.4564374338156,-14.4563914985553,-14.4566474903278,-14.4564893286832,-14.4566313272975,-14.456378073866,-14.4564892152248,-9.21203892861176,-14.4564496419692,-9.21203892861176,-9.21213875391756,-9.21203892861176,-7.41958040308121,-9.21193909333988,-8.51879191277993,-8.51899157335762,-14.4565307560671,-8.51819269174932,-9.21213875391756,-14.4565836770586,-14.4564770350632
"OTU_2674",-17.9222624118976,-17.922318715268,-17.9221636824344,-17.9221109844471,-17.9224034376493,-17.9222929382168,-17.922272658486,-17.9222049114265,-17.9222084507723,-17.9222510267408,-17.9222057604181,-17.9222493970665,-17.9221868946866,-17.922330789202,-17.9223180733188,-17.9222805597287,-17.9222008677694,-17.9221715516129,-17.9223361845891,-17.9221614771834,-17.9221069774016,-17.9222722634222,-17.9216720029417,-17.9222938192901,-17.9221452734789,-17.9220855294532,-17.9222783790915,-17.9222968887658,-17.9223778932115,-9.21203892861176,-17.9222574076937,-17.9223311513226,-17.9222757288842,-17.9223674250705,-17.9221379507761,-17.9223120869442,-17.9222810786743,-17.9222851358366,-17.9218352584767,-17.9222365918123,-17.9221738469565,-17.9221279117197,-17.9223839033615,-17.9222257417976,-17.9223677403395,-17.9221144870372,-17.9222256283392,-17.9222703790654,-17.9221860551039,-17.9222845189858,-17.9223599802112,-17.9222106072978,-17.9221784988278,-17.9222411992705,-17.9222843379171,-17.922377728619,-17.9222671691604,-17.9220065036305,-17.9222899752947,-17.9223200901249,-17.9222134481839
"OTU_225",-17.9222624118976,-17.922318715268,-17.9221636824344,-17.9221109844471,-17.9224034376493,-17.9222929382168,-17.922272658486,-17.9222049114265,-17.9222084507723,-17.9222510267408,-17.9222057604181,-17.9222493970665,-17.9221868946866,-17.922330789202,-17.9223180733188,-17.9222805597287,-17.9222008677694,-17.9221715516129,-17.9223361845891,-17.9221614771834,-17.9221069774016,-17.9222722634222,-17.9216720029417,-17.9222938192901,-17.9221452734789,-17.9220855294532,-17.9222783790915,-17.9222968887658,-17.9223778932115,-17.9222727165282,-17.9222574076937,-17.9223311513226,-17.9222757288842,-17.9223674250705,-17.9221379507761,-17.9223120869442,-17.9222810786743,-17.9222851358366,-17.9218352584767,-17.9222365918123,-17.9221738469565,-17.9221279117197,-17.9223839033615,-17.9222257417976,-17.9223677403395,-17.9221144870372,-17.9222256283392,-17.9222703790654,-17.9221860551039,-17.9222845189858,-17.9223599802112,-17.9222106072978,-17.9221784988278,-17.9222411992705,-17.9222843379171,-17.922377728619,-17.9222671691604,-9.21143976741948,-17.9222899752947,-17.9223200901249,-17.9222134481839
"OTU_208",-8.11322695943181,-9.21213875391756,-8.51859221232995,-5.9904640467744,-8.11342663994365,-6.64599083458661,-12.3275568673298,-8.51879191277993,-6.57168296238225,-7.82534516658791,-7.82524529143177,-8.51869206753997,-7.26532981816371,-6.31996861408002,-7.60230148045579,-12.3275647686074,-9.21193909333988,-7.82524529143177,-9.21223856925926,-7.82514540629959,-7.01351571466129,-7.60230148045579,-12.3269562091349,-7.13189833062943,-7.82534516658791,-7.60180205478492,-8.51879191277993,-8.11332680467177,-8.11342663994365,-7.82544503177,-7.82544503177,-8.51879191277993,-12.3275599377415,-8.51899157335762,-7.60200185498538,-7.82564473221999,-9.21203892861176,-8.51889174805182,-12.3271194653905,-12.327520800497,-12.3274580553643,-12.3274121199249,-9.21233837463886,-7.82534516658791,-12.3276519496027,-12.3273986951832,-12.3275098369756,-7.0140153898828,-7.82524529143177,-9.21203892861176,-8.51889174805182,-6.81314485429209,-8.51859221232995,-7.41968029819143,-7.26552961836417,-6.90875477931522,-8.51879191277993,-9.21143976741948,-7.82554488698003,-6.07434603100535,-7.41958040308121
"OTU_1605",-16.8236500903072,-16.8237063936794,-16.8235513608407,-16.8234986628517,-16.8237911160635,-16.8236806166274,-16.8236603368959,-16.8235925898342,-16.8235961291801,-16.82363870515,-16.8235934388258,-16.8236370754756,-16.8235745730937,-16.8237184676138,-16.8237057517302,-16.8236682381389,-16.823588546177,-16.8235592300195,-16.8237238630011,-16.8235491555897,-16.8234946558061,-16.8236599418321,-16.8230596813318,-16.8236814977007,-16.8235329518846,-16.8234732078569,-16.8236660575016,-16.8236845671765,-16.8237655716249,-16.8236603949381,-16.8236450861031,-16.8237188297344,-16.8236634072942,-16.8237551034835,-16.8235256291816,-16.8236997653554,-16.8236687570845,-16.8236728142469,-16.8232229368722,-16.823624270221,-16.8235615253631,-16.8235155901248,-16.8237715817751,-16.823613420206,-16.8237554187525,-16.8235021654419,-8.51889174805182,-16.8236580574752,-16.823573733511,-16.8236721973961,-16.823747658624,-16.8235982857057,-16.8235661772346,-16.8236288776794,-16.8236720163274,-9.21223856925926,-16.8236548475701,-16.8233941820317,-16.8236776537052,-16.8237077685364,-16.8236011265919
"OTU_2507",-16.3128244336189,-16.312880736993,-16.3127257041492,-16.3126730061584,-16.3129654593799,-16.3128549599401,-16.3128346802079,-16.312766933144,-16.31277047249,-16.3128130484613,-16.3127677821356,-16.3128114187869,-16.3127489164029,-16.3128928109277,-16.3128800950438,-16.3128425814512,-16.3127628894866,-16.3127335733282,-16.3128982063153,-16.312723498898,-16.3126689991126,-16.3128342851441,-16.3122340246241,-16.3128558410134,-16.3127072951925,-16.3126475511628,-16.3128404008138,-16.3128589104894,-9.21223856925926,-16.3128347382501,-16.3128194294146,-16.3128931730484,-16.3128377506063,-16.3129294467986,-16.3126999724892,-16.3128741086687,-16.3128431003968,-16.3128471575593,-9.21193909333988,-16.3127986135319,-16.3127358686719,-16.3126899334321,-16.3129459250908,-16.3127877635165,-16.3129297620677,-16.3126765087488,-9.21213875391756,-16.3128324007872,-16.3127480768201,-16.3128465407085,-16.3129220019389,-16.3127726290156,-8.51859221232995,-16.3128032209904,-16.3128463596398,-16.3129397503478,-16.312829190882,-16.3125685253349,-16.3128519970178,-16.31288211185,-16.312775469902
"OTU_378",-17.9222624118976,-17.922318715268,-17.9221636824344,-17.9221109844471,-17.9224034376493,-17.9222929382168,-17.922272658486,-17.9222049114265,-17.9222084507723,-17.9222510267408,-17.9222057604181,-17.9222493970665,-17.9221868946866,-17.922330789202,-17.9223180733188,-17.9222805597287,-17.9222008677694,-17.9221715516129,-17.9223361845891,-9.21173939288989,-17.9221069774016,-17.9222722634222,-17.9216720029417,-17.9222938192901,-17.9221452734789,-17.9220855294532,-17.9222783790915,-17.9222968887658,-17.9223778932115,-17.9222727165282,-17.9222574076937,-17.9223311513226,-17.9222757288842,-17.9223674250705,-17.9221379507761,-17.9223120869442,-17.9222810786743,-17.9222851358366,-17.9218352584767,-17.9222365918123,-17.9221738469565,-17.9221279117197,-17.9223839033615,-17.9222257417976,-17.9223677403395,-17.9221144870372,-17.9222256283392,-17.9222703790654,-17.9221860551039,-17.9222845189858,-17.9223599802112,-17.9222106072978,-17.9221784988278,-17.9222411992705,-17.9222843379171,-17.922377728619,-17.9222671691604,-17.9220065036305,-17.9222899752947,-17.9223200901249,-17.9222134481839
