"ASVID","Nov2rep1","Nov3rep1","Nov6rep1","Nov9rep1","Nov10rep1","Nov11rep1","Nov12rep1","Nov13rep1","Nov16rep1","Nov17rep1","Nov18rep1","Nov19rep1","Nov20rep1","Nov24rep1","Nov25rep1","Nov26rep1","Nov27rep1","Dec1rep1","Dec2rep1","Dec3rep1","Dec7rep1","Dec8rep1","Dec9rep1","Dec10rep1","Dec11rep1","Dec14rep1","Dec15rep1","Dec16rep1","Dec17rep1","Dec18rep1","Dec21rep1","Dec23rep1","Jan4rep1","Jan5rep1","Jan6rep1","Jan7rep1","Jan11rep1","Jan12rep1","Jan13rep1","Jan14rep1","Jan15rep1","Jan18rep1","Jan19rep1","Jan20rep1","Jan21rep1","Jan25rep1","Jan26rep1","Jan27rep1","Jan28rep1","Jan29rep1","Feb1rep1","Feb2rep1","Feb3rep1","Feb4rep1","Feb5rep1","Feb8rep1","Feb9rep1","Feb11rep1","Feb12rep1","Feb15rep1","Feb16rep1","Feb18rep1","Feb19rep1","Feb22rep1","Feb23rep1","Feb25rep1","Feb26rep1","Feb29rep1","Mar2rep1","Mar3rep1","Mar4rep1","Mar7rep1","Mar8rep1","Mar9rep1","Mar10rep1","Mar11rep1","Mar14rep1","Mar15rep1","Mar21rep1","Mar22rep1","Mar23rep1","Mar24rep1","Mar28rep1","Apr18rep1"
"OTU_18684",-12.9556394353184,-12.9200348822222,-12.9609566938239,-12.9127996565385,-12.9924617491193,-12.9382417150888,-12.9521116843142,-12.9316766087175,-12.9428326359611,-12.951312379212,-7.79482315217939,-12.9077180785073,-12.9284344025224,-12.9255851101904,-12.9505360836473,-7.77946696745832,-7.78239033558746,-7.80261806344267,-12.9486034010641,-12.9150736093514,-12.9519604718252,-12.9361850382489,-12.9283881799483,-12.9334070438766,-12.9223595014726,-12.9239882998892,-12.92844972307,-12.9242985055421,-12.9508655508636,-12.9536607304844,-12.9096867954385,-12.9135505933975,-7.68524360797583,-12.9165171220238,-7.74022952476318,-12.9373332403687,-12.9222381141321,-12.8973647625497,-12.8803668494616,-7.08044728680025,-12.8960035619813,-12.8828777202864,-12.9088250952485,-12.9289902766446,-6.99484998583307,-12.9442010309539,-12.9060430546907,-12.9226022208366,-7.73017479524622,-12.927843106012,-12.9027074804289,-7.70029520342012,-12.907241712518,-12.944159005225,-12.9338218011349,-12.9506144319615,-12.9426014506401,-12.9688917960715,-12.9237673636222,-12.9253391597875,-12.9554018483124,-12.9506376074121,-12.9167174603167,-12.9528198989601,-12.922815743149,-12.9379326884081,-7.14637840114473,-7.76599307940768,-12.9021152537146,-7.79028238070348,-7.05746755221046,-12.9307153106104,-12.8889941651724,-6.65672652417839,-12.9126815784825,-12.9122484014326,-12.8912293834818,-7.82204400818562,-12.8960148016285,-12.9102763308872,-7.02331361961641,-12.9737604345457,-12.9825407834754,-12.8411570309312
"OTU_421",-12.5227740731408,-12.4871694736541,-12.5280913384338,-12.4799342383397,-12.5595964332129,-12.5053763304494,-12.5192463176136,-12.4988112154999,-12.5099672572869,-12.5184470114844,-12.5012117597142,-12.4748526535027,-12.4955690050477,-12.492719708963,-12.5176707149214,-12.4938966316635,-12.495160248634,-12.5049501122563,-12.5157380298495,-12.482208194187,-12.5190951049304,-12.5033196509282,-12.4955227824128,-12.5005416529256,-12.489494095984,-12.4911228965541,-12.4955843256154,-12.4914331026167,-12.5180001825614,-12.5207953657718,-12.4768213730748,-12.4806851762016,-12.4486749373014,-12.483651708782,-12.4751471798626,-12.5044678545456,-12.4893727084829,-12.4644993235715,-12.4475013872254,-12.4907374115479,-7.71467747380093,-12.4500122615107,-12.4759596717295,-12.4961248799007,-12.4500790307234,-12.5113356540525,-12.4731776274352,-12.4897368156692,-12.4704760247623,-12.4949777077594,-12.4698420486797,-12.4558899025067,-12.4743762868737,-12.5112936282692,-7.7931743471892,-12.5177490633364,-12.5097360716662,-12.5360264507436,-12.4909019599951,-12.4924737582357,-12.5225364858308,-12.5177722388168,-12.4838520473415,-7.8336002236611,-7.07623142895404,-12.5050673033662,-7.83991936001258,-7.76599307940768,-12.469249821166,-7.09672137849476,-7.7510451179718,-7.78613643778307,-6.60077711758863,-7.75619534394812,-7.05531284333975,-12.4793829824971,-12.4583639361542,-6.43454651878745,-7.02153029324098,-6.64768837356333,-7.02331361961641,-6.49828214947643,-7.20600630278315,-6.51273542873551
"OTU_649",-12.4201195252708,-12.3845149115101,-12.4254367926522,-12.3772796732323,-12.4569418995802,-12.402721775668,-12.4165917683518,-12.3961566580791,-12.407312704341,-12.4157924619066,-12.3985572032605,-12.3721980863012,-7.78280726283969,-12.3900651490776,-12.4150161650365,-12.3912420722554,-7.78239033558746,-12.4022955573041,-12.4130834791989,-12.3795536300132,-12.4164405556089,-12.4006650953219,-12.3928682236634,-12.3978870962022,-12.3868395347874,-12.3884683360201,-7.78239033558746,-12.3887785422088,-12.4153456328069,-12.4181408171218,-12.3741668066859,-12.3780306114028,-7.68524360797583,-12.3809971451998,-12.3724926127829,-12.4018132994,-12.3867181472369,-12.3618447520704,-12.3448468085681,-12.3880828508572,-12.3604835490854,-12.3473576839182,-12.3733051049852,-7.78322401633604,-7.68845535654994,-12.408681101652,-12.3705230595411,-12.3870822545714,-7.03658815082511,-12.3923231487893,-7.72841577984104,-12.3532353273962,-7.73892375743946,-12.408639075852,-7.09961454025658,-12.4150945134825,-12.4070815186281,-12.433371908058,-7.77148876011762,-12.3898191982505,-12.4198819378672,-7.13528917859764,-12.3811974838414,-12.4172999841868,-7.7698009960039,-12.402412748461,-12.4206624850979,-7.76599307940768,-7.0335064842877,-7.09672137849476,-12.3782937576709,-7.09257371597468,-12.3534741397803,-12.3805095568027,-7.05531284333975,-6.36000630111155,-6.6057488792422,-7.12849594568004,-7.71512360363211,-7.05358572719368,-7.02331361961641,-12.438240554554,-12.4470209178522,-6.91869521902047
"OTU_14831",-12.9556394353184,-12.9200348822222,-12.9609566938239,-12.9127996565385,-12.9924617491193,-12.9382417150888,-12.9521116843142,-12.9316766087175,-12.9428326359611,-12.951312379212,-7.79482315217939,-12.9077180785073,-12.9284344025224,-12.9255851101904,-12.9505360836473,-12.9267620313395,-12.9280256466464,-12.9378154974509,-12.9486034010641,-12.9150736093514,-12.9519604718252,-12.9361850382489,-12.9283881799483,-12.9334070438766,-12.9223595014726,-12.9239882998892,-12.92844972307,-12.9242985055421,-12.9508655508636,-12.9536607304844,-12.9096867954385,-12.9135505933975,-7.68524360797583,-12.9165171220238,-7.74022952476318,-12.9373332403687,-12.9222381141321,-12.8973647625497,-7.68340368105383,-7.77401507725073,-12.8960035619813,-12.8828777202864,-12.9088250952485,-12.9289902766446,-12.8829444894071,-7.12246335147525,-12.9060430546907,-12.9226022208366,-12.9033414556563,-12.927843106012,-7.72841577984104,-7.70029520342012,-7.73892375743946,-7.12246335147525,-7.7931743471892,-12.9506144319615,-12.9426014506401,-7.17280823337356,-12.9237673636222,-12.9253391597875,-12.9554018483124,-7.82883452758809,-12.9167174603167,-7.8336002236611,-12.922815743149,-12.9379326884081,-7.83991936001258,-7.76599307940768,-7.0335064842877,-12.9329639921542,-12.9138137392064,-7.78613643778307,-7.70029520342012,-12.9160295344755,-12.9126815784825,-7.74759683869289,-12.8912293834818,-12.9465624176288,-12.8960148016285,-12.9102763308872,-12.8965649880611,-12.9737604345457,-12.9825407834754,-12.8411570309312
"OTU_1465",-12.766396943418,-12.7307923724794,-12.7717142045341,-12.7235571430915,-12.8032192750156,-12.7489992145493,-12.7628691906742,-12.7424341048786,-12.7535901377159,-12.762069885177,-12.7448346471587,-12.7184755624427,-12.7391918970463,-12.7363426032708,-12.7612935892283,-7.08590146436561,-12.7387831409635,-7.80261806344267,-12.759360905688,-12.7258310970715,-12.7627179781105,-12.7469425366781,-12.7391456744488,-12.7441645409095,-12.7331169929141,-12.734745792159,-12.7392072176016,-12.7350559979695,-12.7616230566076,-12.764418237609,-7.74370325817375,-7.7510451179718,-12.6922978681572,-12.7272746104834,-12.7187700885593,-12.7480907393739,-12.7329956055119,-7.71868549519847,-6.5838701578664,-12.7343603074663,-7.71467747380093,-7.68937110752969,-7.04882071926074,-12.7397477714495,-7.68845535654994,-7.12246335147525,-12.7168005377604,-12.7333597124017,-7.03658815082511,-7.08924315502751,-7.03482836154561,-12.6995128272647,-12.7179991962074,-7.81601383915903,-12.7445792983765,-7.82843635915759,-12.7533589522796,-12.7796493106518,-12.7345248557797,-12.7360966527432,-12.7661593562951,-12.7613951130434,-7.75790620835175,-12.7635774056698,-12.7335732348227,-12.7486901877138,-7.83991936001258,-12.7318661527356,-12.7128727347485,-12.7437214889641,-12.7245712262802,-12.7414728062867,-12.6997516393472,-12.7267870226854,-7.74889133725553,-7.74759683869289,-12.7019868588314,-12.7573199212398,-12.7067722794845,-12.721033816142,-12.7073224662046,-12.7845179514853,-12.793298304641,-7.61233683716775
"OTU_89",-7.84188592898462,-9.817640841627,-6.46497763598999,-5.95928564874375,-9.89007134389069,-5.85874914800079,-6.44690958752117,-7.09837563859079,-6.71578734513638,-5.74979099586376,-7.10126402516666,-6.12905021006055,-6.39526159811545,-6.16541785423142,-6.21780298931871,-5.83104425426713,-6.17128297368382,-6.19154415882364,-6.03108582105172,-5.44932024008456,-6.03866614859228,-5.3973396562038,-5.5826605377343,-5.59264398171849,-6.38350663488401,-5.46679351651994,-5.38031620171412,-5.6937321388027,-9.84847309001221,-7.83597458172157,-5.79518894098005,-5.66858698275254,-5.19526899064859,-5.35572827376138,-5.79170613380259,-6.00799384905919,-5.97592780795885,-5.77010511758727,-5.60073409875675,-5.28447195972598,-5.63210743794931,-5.38265851498179,-5.4359030295006,-5.5826605377343,-5.19849703126583,-6.42850906836947,-5.53602106919358,-5.97677383169798,-5.24042338812913,-9.82544947012253,-5.32610938387769,-5.61767977560279,-5.79039694749297,-7.81601383915903,-5.84478588211942,-6.03468366622796,-5.50533153593236,-6.07266043576651,-5.28193388729751,-5.57510699783339,-6.45086528888178,-6.21780298931871,-5.35572827376138,-6.03985780712456,-7.7698009960039,-7.80220931624712,-7.14637840114473,-5.56537147120385,-4.94787297235994,-5.48396671343467,-5.95713186802748,-7.09257371597468,-5.49944250419024,-5.9622931698077,-5.54821103293816,-5.17745266435425,-5.75664596421327,-7.12849594568004,-5.63255496536783,-6.35957386867238,-6.61740297797448,-9.87136911569802,-7.8995244720322,-9.73875871983955
"OTU_9235",-12.6997053720145,-12.6641007939389,-12.7050226341748,-12.6568655630694,-12.7365277107307,-12.6823076396901,-12.6961776185749,-12.6757425286998,-12.6868985637745,-12.6953783129197,-12.6781430714634,-12.6517839813735,-7.78280726283969,-7.0829682965388,-7.82883452758809,-7.77946696745832,-12.6720915640469,-12.6818814217533,-12.6926693328942,-7.06219163228656,-12.6960264059813,-7.10578612948127,-7.78322401633604,-12.6774729650794,-7.77106708606541,-12.6680542144236,-12.6725156407709,-7.77611547709874,-12.6949314842619,-12.6977266658155,-7.05012252026906,-12.6576165004684,-7.68524360797583,-12.6605830312238,-7.74022952476318,-7.80180040190897,-7.07623142895404,-7.71868549519847,-6.98979598931835,-12.6676687296525,-7.71467747380093,-12.6269436049682,-12.6528909989147,-12.6730561947281,-7.68845535654994,-12.6882669597218,-7.7367436824535,-12.6666681343844,-7.73017479524622,-7.78280726283969,-12.6467733796634,-7.70029520342012,-7.73892375743946,-12.6882249339636,-12.6778877226299,-12.6946803651859,-12.6866673782921,-12.7129577418405,-7.77148876011762,-12.6694050752822,-12.6994677848448,-12.6947035406526,-12.6607833696603,-12.6968858337104,-12.6668816568489,-12.6819986127927,-12.7002483313072,-12.6651745744141,-7.72709448477984,-12.6770299130447,-12.6578796464664,-12.6747812299138,-12.6330600543738,-12.660095443326,-12.6567474849284,-12.6563143075668,-12.635295274328,-12.6906283480409,-12.6400806959836,-12.6543422356007,-12.6406308828186,-12.7178263836178,-12.726606738464,-12.5852228840363
"OTU_20818",-12.9981991481895,-12.9625945986619,-13.0035164061729,-12.9553593737189,-13.0350214584312,-12.9808014296877,-7.14084916114952,-12.9742363239763,-7.81520706218909,-12.9938720925101,-12.9766368648056,-12.9502777962112,-12.9709941181087,-7.77653502818524,-12.9930957970222,-7.08590146436561,-7.78239033558746,-12.9803752120925,-7.82484569102686,-7.755767170103,-12.9945201850592,-12.9787447530541,-12.9709478955393,-7.7931743471892,-7.07749805356923,-12.9665480159263,-12.9710094386547,-12.9668582215477,-12.9934252642058,-12.9962204435505,-7.74370325817375,-12.9561103105009,-12.9241001183625,-12.959076838823,-12.9505723221454,-12.9798929550587,-12.9647978303472,-6.61918392234547,-12.9229265700295,-12.9661625314686,-7.02108396428914,-12.9254374405881,-7.74240202181578,-12.9715499921746,-7.68845535654994,-12.9867607449576,-12.9486027725678,-7.77064523412918,-12.9459011738133,-12.9704028216581,-12.9452671986517,-12.9313150728968,-12.9498014302712,-12.9867187192329,-12.9763815161776,-12.9931741453286,-12.9851611648033,-13.0114515076465,-12.9663270796817,-12.9678988756875,-12.9979615612069,-12.9931973207769,-12.9592771770954,-12.9953796121092,-12.9653754593053,-12.9804924030381,-12.9987421070546,-12.9636683782612,-12.9446749719989,-12.9755237072833,-12.9563734562827,-12.9732750259662,-7.70029520342012,-7.75619534394812,-12.9552412956751,-12.9548081186697,-12.9337891029029,-12.9891221313976,-12.9385745205483,-12.9528360483272,-12.9391247069235,-13.0163201456488,-13.0251004937333,-12.8837167557439
"OTU_7858",-12.9556394353184,-12.9200348822222,-12.9609566938239,-12.9127996565385,-12.9924617491193,-12.9382417150888,-12.9521116843142,-12.9316766087175,-12.9428326359611,-12.951312379212,-12.9340771497886,-12.9077180785073,-12.9284344025224,-12.9255851101904,-12.9505360836473,-12.9267620313395,-12.9280256466464,-12.9378154974509,-12.9486034010641,-12.9150736093514,-12.9519604718252,-12.9361850382489,-12.9283881799483,-12.9334070438766,-12.9223595014726,-12.9239882998892,-12.92844972307,-12.9242985055421,-12.9508655508636,-12.9536607304844,-6.64422366676264,-12.9135505933975,-6.99163676296284,-12.9165171220238,-12.9080126044718,-7.80180040190897,-7.7698009960039,-7.71868549519847,-12.8803668494616,-12.9236028153924,-7.71467747380093,-12.8828777202864,-7.74240202181578,-12.9289902766446,-6.99484998583307,-12.9442010309539,-12.9060430546907,-7.07707602359884,-6.34256146273265,-7.78280726283969,-7.03482836154561,-7.70029520342012,-12.907241712518,-12.944159005225,-12.9338218011349,-12.9506144319615,-12.9426014506401,-12.9688917960715,-12.9237673636222,-12.9253391597875,-12.9554018483124,-12.9506376074121,-12.9167174603167,-7.8336002236611,-7.7698009960039,-12.9379326884081,-12.9561823942369,-12.9211086619311,-12.9021152537146,-12.9329639921542,-12.9138137392064,-12.9307153106104,-12.8889941651724,-12.9160295344755,-12.9126815784825,-12.9122484014326,-12.8912293834818,-12.9465624176288,-12.8960148016285,-12.9102763308872,-12.8965649880611,-12.9737604345457,-12.9825407834754,-12.8411570309312
"OTU_109",-7.84188592898462,-7.77191025643576,-6.46497763598999,-10.1559229129766,-10.2355877911508,-10.1813658854071,-10.1952363431358,-10.1748005454381,-10.1859569687234,-5.74979099586376,-6.1837364347551,-7.74022952476318,-6.68336094576627,-10.1687088287891,-10.1936606873165,-10.1698857921845,-10.1711494527945,-10.1809396526502,-10.1917279369627,-10.1581969484196,-10.1950851253576,-10.1793091355521,-10.1715119990833,-10.176531042318,-10.1654831040308,-5.57257641866768,-5.98854361868032,-7.0825485693553,-6.22059017009974,-4.88439554842165,-10.1528099384576,-10.1566738771438,-6.99163676296284,-10.1596405134484,-10.1511356863445,-7.80180040190897,-7.7698009960039,-10.1404874531267,-10.1234889066857,-10.1667264627228,-7.71467747380093,-10.1259998717462,-10.1519482068086,-10.1721141173379,-10.1260666433696,-6.71659477352098,-7.7367436824535,-6.67118870733579,-6.34256146273265,-6.68336094576627,-6.34080012365995,-7.00669522683704,-5.16873421331436,-6.02223620577474,-7.09961454025658,-6.72902725769831,-6.71214582786125,-5.46460192443217,-7.07791990550546,-6.67624347799741,-7.14480173546534,-5.52266019843773,-10.1598408590016,-6.44611656606803,-6.67034375587022,-5.71990185653608,-5.63954020592785,-5.19594383838949,-7.0335064842877,-5.58974242527865,-4.85333150027759,-5.47980524259341,-4.80219789017174,-5.44975007030825,-5.80039051317613,-6.64812061908551,-7.01166474237265,-6.0282785202307,-5.22529854464453,-4.69396568477122,-4.52855908361625,-4.54329478227,-4.59399688538997,-10.0842775854516
