"ASVID","DonorA_Stool2","DonorA_Stool4","DonorA_Stool5","DonorA_Stool6","DonorA_Stool7","DonorA_Stool8","DonorA_Stool9","DonorA_Stool10","DonorA_Stool12","DonorA_Stool13","DonorA_Stool14","DonorA_Stool15","DonorA_Stool16","DonorA_Stool17","DonorA_Stool18","DonorA_Stool19","DonorA_Stool20","DonorA_Stool21","DonorA_Stool22","DonorA_Stool23","DonorA_Stool24","DonorA_Stool25","DonorA_Stool26","DonorA_Stool27","DonorA_Stool28","DonorA_Stool29","DonorA_Stool30","DonorA_Stool32","DonorA_Stool33","DonorA_Stool34","DonorA_Stool36","DonorA_Stool37","DonorA_Stool38","DonorA_Stool39","DonorA_Stool40","DonorA_Stool41","DonorA_Stool42","DonorA_Stool43","DonorA_Stool44","DonorA_Stool45","DonorA_Stool46","DonorA_Stool47","DonorA_Stool49","DonorA_Stool50","DonorA_Stool51","DonorA_Stool52","DonorA_Stool53","DonorA_Stool54","DonorA_Stool55","DonorA_Stool56","DonorA_Stool57","DonorA_Stool58","DonorA_Stool59","DonorA_Stool60","DonorA_Stool61","DonorA_Stool64","DonorA_Stool65","DonorA_Stool66","DonorA_Stool67","DonorA_Stool68","DonorA_Stool70"
"OTU_3632",-8.71012367444122,-8.71008016246894,-8.71022460555728,-8.71027175281079,-8.71006507946929,-8.71005438541816,-8.71003410568771,-8.71006617397105,-8.71006971331678,-8.71021211459039,-8.71026668354031,-8.71021048491609,-8.71024781780913,-8.71019205174443,-8.7100795205198,-8.7100420069303,-8.71016195561982,-8.71023247473565,-8.70999782641022,-8.71032224554631,-8.71046746615752,-8.71003371062394,-8.70933364477369,-8.71015508183317,-8.71010636133021,-8.71034615302737,-8.71013964163482,-8.71005833596714,-8.71003953503194,-8.71013397907162,-8.71011867023735,-8.71019241386503,-8.71013699142755,-8.71002906689103,-8.71019887389947,-8.70997372876564,-8.71014234121761,-8.71004658303808,-8.70979634633312,-8.70999803901462,-8.71003510950151,-8.70978955354417,-8.70994574976237,-8.71018682964763,-8.70992958674057,-8.71007557488905,-8.70998707554172,0,-8.71024697822644,-8.71014578152903,-8.71012142741153,-8.71007186984223,-8.71023942195045,-8.71020228712023,-8.7101456004603,-8.71003937043938,-8.71012843170391,-8.71046686754423,-8.71005142249619,-8.71018135266755,-8.71027437130601
"OTU_2212",-7.10068576200712,-7.10064225003484,-7.10078669312318,-7.10083384037669,-7.10062716703519,-7.10061647298406,-7.10059619325361,-7.10062826153695,-7.10063180088268,-7.10077420215629,-7.10082877110621,-7.10077257248199,-7.10080990537503,-7.10075413931033,0,0,-7.10072404318572,-7.10079456230156,0,-7.10088433311221,-7.10102955372342,-7.10059579818984,-7.09989573233959,-7.10071716939907,-7.10066844889611,-7.10090824059327,-7.10070172920072,-7.10062042353304,-7.10060162259784,-7.10069606663752,-7.10068075780325,-7.10075450143093,-7.10069907899345,-7.10059115445693,-7.10076096146537,-7.10053581633154,-7.10070442878351,-7.10060867060398,-7.10035843389902,-7.10056012658052,-7.10059719706741,-7.10035164111007,-7.10050783732827,-7.10074891721352,0,-7.10063766245495,-7.10054916310762,-7.10069372917476,-7.10080906579234,-7.10070786909493,-7.10068351497743,-7.10063395740813,-7.10080150951635,-7.10076437468613,-7.1007076880262,-7.10060145800528,-7.10069051926981,0,-7.10061351006209,-7.10074344023345,-7.10083645887191
"OTU_70",-6.91836420521316,-6.91832069324088,-6.91846513632923,-6.91851228358274,-6.91830561024124,-6.91829491619011,-6.91827463645966,-6.918306704743,-6.91831024408873,-6.91845264536233,-6.91850721431226,-6.91845101568803,-6.91848834858108,-6.91843258251637,-6.91832005129175,-6.91828253770224,-6.91840248639177,1.79175946922805,-6.91823835718216,-6.91856277631825,-6.91870799692947,-6.91827424139589,-6.91757417554564,-6.91839561260512,-6.91834689210216,-6.91858668379931,-6.91838017240676,-6.91829886673909,-6.91828006580389,-6.91837450984357,-6.91835920100929,-6.91843294463697,-6.91837752219949,-6.91826959766298,-6.91843940467142,-6.91821425953759,-6.91838287198956,-6.91828711381002,-6.91803687710506,-6.91823856978657,-6.91827564027346,-6.91803008431611,-6.91818628053432,-6.91842736041957,-6.91817011751252,-6.91831610566099,-6.91822760631366,-6.91837217238081,-6.91848750899838,-6.91838631230097,-6.91836195818348,-6.91831240061417,-6.91847995272239,-6.91844281789217,-6.91838613123225,-6.91827990121132,-6.91836896247586,-6.91870739831617,-6.91829195326813,-6.9184218834395,-6.91851490207796
"OTU_344",-5.71439140088722,-5.71434788891495,0,-5.7145394792568,-5.7143328059153,0,-5.71430183213372,0,0,0.693147180559945,-5.71453440998632,-5.7144782113621,0,-5.71445977819044,-5.71434724696581,-5.71430973337631,-5.71442968206583,-5.71450020118166,-5.71426555285623,-5.71458997199232,0,-5.71430143706995,-5.7136013712197,-5.71442280827918,-5.71437408777622,-5.71461387947338,0,-5.71432606241315,-5.71430726147795,-5.71440170551763,-5.71438639668335,0.693147180559945,-5.71440471787356,-5.71429679333704,0.693147180559945,0,-5.71441006766362,0,-5.71406407277912,-5.71426576546063,-5.71430283594752,-5.71405727999018,0,-5.71445455609363,-5.71419731318658,-5.71434330133506,-5.71425480198773,-5.71439936805487,-5.71451470467245,-5.71441350797504,-5.71438915385754,-5.71433959628824,0,-5.71447001356624,-5.71441332690631,-5.71430709688539,-5.71439615814992,-5.71473459399023,-5.7143191489422,-5.71444907911356,1.09861228866811
"OTU_266",-8.71012367444122,-8.71008016246894,-8.71022460555728,-8.71027175281079,-8.71006507946929,-8.71005438541816,-8.71003410568771,-8.71006617397105,-8.71006971331678,-8.71021211459039,-8.71026668354031,-8.71021048491609,-8.71024781780913,-8.71019205174443,-8.7100795205198,-8.7100420069303,-8.71016195561982,-8.71023247473565,-8.70999782641022,-8.71032224554631,-8.71046746615752,0,-8.70933364477369,-8.71015508183317,-8.71010636133021,-8.71034615302737,-8.71013964163482,-8.71005833596714,-8.71003953503194,-8.71013397907162,-8.71011867023735,-8.71019241386503,-8.71013699142755,-8.71002906689103,-8.71019887389947,-8.70997372876564,-8.71014234121761,-8.71004658303808,-8.70979634633312,-8.70999803901462,-8.71003510950151,-8.70978955354417,-8.70994574976237,-8.71018682964763,-8.70992958674057,-8.71007557488905,-8.70998707554172,-8.71013164160886,-8.71024697822644,-8.71014578152903,-8.71012142741153,-8.71007186984223,-8.71023942195045,-8.71020228712023,-8.7101456004603,-8.71003937043938,-8.71012843170391,-8.71046686754423,-8.71005142249619,-8.71018135266755,-8.71027437130601
"OTU_543",-6.512899097105,-6.51285558513272,-6.51300002822106,-6.51304717547457,-6.51284050213307,-6.51282980808194,0,-6.51284159663483,-6.51284513598057,-6.51298753725417,-6.51304210620409,-6.51298590757987,-6.51302324047291,-6.51296747440821,-6.51285494318358,-6.51281742959408,-6.5129373782836,-6.51300789739944,-6.512773249074,-6.51309766821009,-6.5132428888213,-6.51280913328772,-6.51210906743747,-6.51293050449695,-6.51288178399399,-6.51312157569115,-6.5129150642986,-6.51283375863092,-6.51281495769572,-6.5129094017354,-6.51289409290113,-6.51296783652881,-6.51291241409133,-6.51280448955481,-6.51297429656325,-6.51274915142942,-6.51291776388139,-6.51282200570186,-6.5125717689969,-6.5127734616784,-6.51281053216529,-6.51256497620795,-6.51272117242615,-6.51296225231141,-6.51270500940435,-6.51285099755283,-6.5127624982055,-6.51290706427264,-6.51302240089022,0,0,-6.51284729250601,-6.51301484461423,-6.51297770978401,-6.51292102312408,0.693147180559945,-6.51290385436769,1.38629436111989,-6.51282684515997,-6.51295677533133,-6.51304979396979
"OTU_2849",-8.01697649388127,-8.01693298190899,0,-8.01712457225085,-8.01691789890935,-8.01690720485822,-8.01688692512777,-8.01691899341111,-8.01692253275684,-8.01706493403044,-8.01711950298037,-8.01706330435614,-8.01710063724919,-8.01704487118448,-8.01693233995986,-8.01689482637035,-8.01701477505988,-8.01708529417571,-8.01685064585027,-8.01717506498636,-8.01732028559758,-8.016886530064,-8.01618646421375,-8.01700790127323,-8.01695918077027,-8.01719897246742,-8.01699246107487,-8.0169111554072,-8.016892354472,-8.01698679851168,-8.0169714896774,-8.01704523330508,-8.0169898108676,-8.01688188633108,-8.01705169333953,-8.0168265482057,-8.01699516065767,-8.01689940247813,-8.01664916577317,-8.01685085845467,-8.01688792894156,-8.01664237298422,-8.01679856920243,-8.01703964908768,-8.01678240618063,0,-8.01683989498177,-8.01698446104892,-8.01709979766649,-8.01699860096908,-8.01697424685159,-8.01692468928228,-8.0170922413905,-8.01705510656029,-8.01699841990036,-8.01689218987943,-8.01698125114397,-8.01731968698428,-8.01690424193624,-8.01703417210761,-8.01712719074607
"OTU_88",3.55534806148941,3.2188758248682,2.63905732961526,2.94443897916644,2.83321334405622,2.07944154167984,3.17805383034795,2.63905732961526,2.94443897916644,2.89037175789616,3.25809653802148,2.89037175789616,2.19722457733622,3.13549421592915,3.04452243772342,3.43398720448515,3.09104245335832,3.04452243772342,3.55534806148941,3.25809653802148,3.43398720448515,2.07944154167984,1.38629436111989,2.89037175789616,1.09861228866811,2.19722457733622,3.46573590279973,3.36729582998647,3.76120011569356,2.89037175789616,3.09104245335832,3.3322045101752,2.56494935746154,4.07753744390572,3.98898404656427,3.8286413964891,3.04452243772342,1.38629436111989,3.61091791264422,3.17805383034795,2.99573227355399,1.79175946922805,2.99573227355399,3.40119738166216,3.04452243772342,2.63905732961526,2.63905732961526,0,1.38629436111989,1.6094379124341,0.693147180559945,2.07944154167984,0,1.38629436111989,0,0,2.70805020110221,0.693147180559945,0.693147180559945,2.19722457733622,2.19722457733622
"OTU_431",-5.71439140088722,-5.71434788891495,0,-5.7145394792568,-5.7143328059153,-5.71432211186417,-5.71430183213372,-5.71433390041706,-5.71433743976279,-5.7144798410364,-5.71453440998632,1.09861228866811,-5.71451554425514,0,-5.71434724696581,-5.71430973337631,-5.71442968206583,-5.71450020118166,0.693147180559945,-5.71458997199232,-5.71473519260353,-5.71430143706995,-5.7136013712197,-5.71442280827918,-5.71437408777622,-5.71461387947338,-5.71440736808083,-5.71432606241315,0,1.09861228866811,0,-5.71446014031104,-5.71440471787356,-5.71429679333704,-5.71446660034548,-5.71424145521165,-5.71441006766362,-5.71431430948409,-5.71406407277912,-5.71426576546063,-5.71430283594752,-5.71405727999018,-5.71421347620838,-5.71445455609363,-5.71419731318658,-5.71434330133506,1.79175946922805,0,-5.71451470467245,-5.71441350797504,-5.71438915385754,-5.71433959628824,-5.71450714839646,-5.71447001356624,0,-5.71430709688539,-5.71439615814992,-5.71473459399023,-5.7143191489422,-5.71444907911356,-5.71454209775202
"OTU_2821",-6.7642135253859,-6.76417001341363,-6.76431445650197,-6.76436160375548,0,-6.76414423636285,-6.7641239566324,-6.76415602491574,-6.76415956426147,-6.76430196553508,-6.764356534485,0.693147180559945,-6.76433766875382,-6.76428190268912,-6.76416937146449,-6.76413185787498,-6.76425180656451,-6.76432232568034,-6.7640876773549,-6.76441209649099,-6.76455731710221,-6.76412356156863,0,-6.76424493277786,-6.7641962122749,-6.76443600397206,-6.76422949257951,-6.76414818691183,-6.76412938597663,-6.76422383001631,-6.76420852118203,-6.76428226480971,0,-6.76411891783572,-6.76428872484416,-6.76406357971033,-6.7642321921623,-6.76413643398276,-6.7638861972778,-6.76408788995931,-6.7641249604462,-6.76387940448886,-6.76403560070706,-6.76427668059231,-6.76401943768526,-6.76416542583374,0.693147180559945,-6.76422149255355,-6.76433682917112,-6.76423563247371,-6.76421127835622,-6.76416172078692,-6.76432927289514,-6.76429213806492,-6.76423545140499,-6.76412922138407,-6.7642182826486,-6.76455671848891,-6.76414127344087,-6.76427120361224,-6.7643642222507
