"ASVID","nahant_unf_d0_1080","nahant_unf_d1_1083","nahant_unf_d2_1086","nahant_unf_d3_1089","nahant_unf_d4_1092","nahant_unf_d5_1095","nahant_unf_d6_1098","nahant_unf_d7_1101","nahant_unf_d8_1104","nahant_unf_d9_1107","nahant_unf_d10_1110","nahant_unf_d11_1113","nahant_unf_d12_1116","nahant_unf_d13_1119","nahant_unf_d14_1122","nahant_unf_d15_1125","nahant_unf_d16_1128","nahant_unf_d17_1131","nahant_unf_d18_1134","nahant_unf_d19_1137","nahant_unf_d20_1140","nahant_unf_d21_1143","nahant_unf_d22_1146","nahant_unf_d23_1149","nahant_unf_d24_1152","nahant_unf_d25_1155","nahant_unf_d26_1158","nahant_unf_d27_1161","nahant_unf_d28_1164","nahant_unf_d29_1167","nahant_unf_d30_1170","nahant_unf_d31_1173","nahant_unf_d32_1176","nahant_unf_d33_1180","nahant_unf_d34_1182","nahant_unf_d35_1185","nahant_unf_d36_1188","nahant_unf_d37_1191","nahant_unf_d38_1194","nahant_unf_d39_1197","nahant_unf_d40_1200","nahant_unf_d41_1203","nahant_unf_d42_1206","nahant_unf_d43_1209","nahant_unf_d44_1212","nahant_unf_d45_1215","nahant_unf_d46_1218","nahant_unf_d47_1221","nahant_unf_d48_1224","nahant_unf_d49_1227","nahant_unf_d50_1230","nahant_unf_d51_1233","nahant_unf_d52_1236","nahant_unf_d53_1239","nahant_unf_d54_1242","nahant_unf_d55_1245","nahant_unf_d56_1248","nahant_unf_d57_1251","nahant_unf_d58_1254","nahant_unf_d59_1257","nahant_unf_d60_1260","nahant_unf_d61_1263","nahant_unf_d62_1266","nahant_unf_d63_1269","nahant_unf_d64_1272","nahant_unf_d65_1275","nahant_unf_d66_1278","nahant_unf_d67_1281","nahant_unf_d68_1284","nahant_unf_d69_1287","nahant_unf_d70_1290","nahant_unf_d71_1293","nahant_unf_d72_1296","nahant_unf_d73_1301","nahant_unf_d75_1304","nahant_unf_d76_1307","nahant_unf_d77_1310","nahant_unf_d78_1313","nahant_unf_d79_1316","nahant_unf_d81_1322","nahant_unf_d82_1325","nahant_unf_d83_1328","nahant_unf_d85_1334","nahant_unf_d86_1337","nahant_unf_d87_1340","nahant_unf_d88_1343","nahant_unf_d89_1346","nahant_unf_d90_1349","nahant_unf_d91_1352","nahant_unf_d92_1355"
"OTU_2",6.22455842927536,6.53813982376767,6.57646956904822,6.8330317327862,6.36818718635049,6.45676965557216,6.23048144757848,6.48157712927643,6.4831073514572,4.85981240436167,6.44094654063292,5.64190707093811,5.70044357339069,5.26785815906333,5.87493073085203,5.93753620508243,5.19849703126583,4.82028156560504,4.97673374242057,4.46590811865458,6.07993319509559,5.34710753071747,5.87211778947542,6.03068526026126,5.99893656194668,5.51745289646471,5.84643877505772,6.35957386867238,6.40191719672719,6.36647044773144,6.23832462503951,4.98360662170834,4.89034912822175,4.86753445045558,5.01063529409626,5.29831736654804,5.16478597392351,4.31748811353631,3.58351893845611,3.8286413964891,3.78418963391826,3.61091791264422,3.89182029811063,4.92725368515721,3.73766961828337,4.95582705760126,3.46573590279973,2.83321334405622,2.77258872223978,2.77258872223978,5.40267738187228,4.72738781871234,5.15329159449778,4.33073334028633,4.97673374242057,4.61512051684126,5.38449506278909,4.79579054559674,4.56434819146784,4.53259949315326,5.15329159449778,5.51745289646471,4.72738781871234,4.24849524204936,5.48893772615669,4.26267987704132,3.13549421592915,4.76217393479776,4.79579054559674,4.88280192258637,4.12713438504509,4.35670882668959,4.04305126783455,3.49650756146648,4.31748811353631,5.13579843705026,5.47646355193151,5.28320372873799,5.4380793089232,5.19849703126583,4.76217393479776,5.34710753071747,4.21950770517611,5.11799381241676,4.20469261939097,3.73766961828337,4.27666611901606,4.27666611901606,4.00733318523247,4.51085950651685
"OTU_14",4.34380542185368,4.68213122712422,4.70048036579242,4.66343909411207,4.31748811353631,5.18178355029209,3.80666248977032,4.47733681447821,4.66343909411207,3.89182029811063,5.41164605185504,4.07753744390572,4.47733681447821,4.47733681447821,3.97029191355212,3.71357206670431,3.36729582998647,4.48863636973214,4.26267987704132,4.07753744390572,4.99721227376411,5.59098698051086,5.78382518232974,5.59471137960184,5.605802066296,4.77912349311153,5.30330490805908,4.969813299576,5.18738580584075,5.2257466737132,5.25749537202778,5.17614973257383,4.39444915467244,3.71357206670431,3.71357206670431,4.07753744390572,3.61091791264422,2.70805020110221,2.99573227355399,2.56494935746154,3.13549421592915,4.43081679884331,3.91202300542815,4.75359019110636,2.83321334405622,4.48863636973214,4.52178857704904,3.43398720448515,3.55534806148941,3.73766961828337,5.63478960316925,5.36129216570943,6.22851100359118,5.85220247977447,5.18178355029209,4.969813299576,5.35658627467201,4.64439089914137,3.52636052461616,4.98360662170834,4.07753744390572,4.78749174278205,4.07753744390572,5.32300997913841,4.60517018598809,4.9416424226093,3.95124371858143,5.67675380226828,5.80513496891649,6.00881318544259,3.89182029811063,5.29831736654804,5.01727983681492,4.4188406077966,5.33753807970132,4.29045944114839,4.89783979995091,4.89783979995091,4.72738781871234,3.58351893845611,3.95124371858143,3.87120101090789,4.23410650459726,4.46590811865458,4.35670882668959,4.62497281328427,4.84418708645859,4.4188406077966,4.81218435537242,4.92725368515721
"OTU_9",3.43398720448515,3.87120101090789,4.04305126783455,3.43398720448515,3.55534806148941,4.15888308335967,4.04305126783455,4.20469261939097,3.95124371858143,3.71357206670431,4.26267987704132,4.04305126783455,4.18965474202643,4.43081679884331,4.70048036579242,3.55534806148941,3.80666248977032,5.08140436498446,4.0943445622221,3.61091791264422,4.27666611901606,3.04452243772342,4.39444915467244,2.94443897916644,2.83321334405622,3.36729582998647,3.95124371858143,4.33073334028633,4.969813299576,4.55387689160054,4.54329478227,4.39444915467244,4.00733318523247,3.2188758248682,3.40119738166216,4.00733318523247,4.43081679884331,3.49650756146648,3.2188758248682,1.94591014905531,2.94443897916644,5.02388052084628,3.85014760171006,4.00733318523247,3.36729582998647,4.14313472639153,4.27666611901606,3.61091791264422,3.63758615972639,3.49650756146648,4.26267987704132,3.29583686600433,4.02535169073515,3.80666248977032,3.13549421592915,4.70953020131233,5.03043792139244,4.17438726989564,2.99573227355399,5.01727983681492,4.11087386417331,5.15329159449778,4.23410650459726,5.82008293035236,6.09807428216624,5.21493575760899,3.17805383034795,4.04305126783455,4.54329478227,3.89182029811063,3.97029191355212,4.00733318523247,4.20469261939097,2.99573227355399,3.91202300542815,2.77258872223978,4.34380542185368,4.69134788222914,4.48863636973214,4.00733318523247,4.17438726989564,3.78418963391826,4.67282883446191,4.0943445622221,3.95124371858143,4.89783979995091,4.99043258677874,4.70048036579242,4.94875989037817,5.32787616878958
"OTU_4",1.6094379124341,2.63905732961526,2.89037175789616,2.83321334405622,1.38629436111989,1.94591014905531,2.63905732961526,2.07944154167984,1.38629436111989,2.83321334405622,1.09861228866811,3.93182563272433,5.01063529409626,5.17048399503815,6.09582456243222,5.78996017089725,6.0282785202307,5.98393628068719,5.48479693349065,4.04305126783455,5.11198778835654,1.79175946922805,2.484906649788,2.07944154167984,3.04452243772342,3.04452243772342,3.43398720448515,3.09104245335832,2.19722457733622,1.79175946922805,0,3.17805383034795,3.63758615972639,3.46573590279973,3.58351893845611,2.30258509299405,5.15329159449778,4.95582705760126,3.66356164612965,3.43398720448515,4.66343909411207,4.12713438504509,4.89783979995091,3.98898404656427,4.67282883446191,3.09104245335832,5.39362754635236,4.18965474202643,5.34233425196481,1.09861228866811,2.07944154167984,0,2.70805020110221,1.6094379124341,2.07944154167984,2.63905732961526,3.95124371858143,2.83321334405622,3.25809653802148,2.19722457733622,3.68887945411394,3.61091791264422,3.2188758248682,2.63905732961526,2.77258872223978,2.19722457733622,3.43398720448515,1.94591014905531,1.09861228866811,0,2.77258872223978,2.19722457733622,2.83321334405622,2.19722457733622,3.55534806148941,2.94443897916644,3.63758615972639,3.89182029811063,3.97029191355212,3.85014760171006,3.40119738166216,3.73766961828337,4.43081679884331,4.4188406077966,4.66343909411207,4.65396035015752,3.80666248977032,4.62497281328427,4.38202663467388,3.36729582998647
"OTU_46",3.36729582998647,4.07753744390572,4.35670882668959,4.46590811865458,3.55534806148941,4.58496747867057,2.99573227355399,3.52636052461616,3.73766961828337,2.484906649788,4.44265125649032,2.484906649788,2.484906649788,2.94443897916644,2.19722457733622,2.19722457733622,1.38629436111989,2.89037175789616,3.04452243772342,2.07944154167984,3.49650756146648,3.78418963391826,4.26267987704132,4.45434729625351,4.23410650459726,3.61091791264422,3.98898404656427,3.80666248977032,3.89182029811063,4.14313472639153,4.11087386417331,4.54329478227,3.91202300542815,3.61091791264422,2.77258872223978,3.71357206670431,2.484906649788,1.6094379124341,2.07944154167984,1.6094379124341,1.79175946922805,3.55534806148941,2.07944154167984,3.87120101090789,2.19722457733622,3.78418963391826,3.73766961828337,1.94591014905531,2.70805020110221,2.83321334405622,4.78749174278205,4.51085950651685,5.66642668811243,5.78382518232974,5.17614973257383,5.14166355650266,5.66988092298052,4.69134788222914,3.61091791264422,5.01727983681492,3.80666248977032,4.77912349311153,3.43398720448515,4.90527477843843,3.25809653802148,4.29045944114839,3.95124371858143,5.37063802812766,5.11198778835654,5.49306144334055,3.58351893845611,4.55387689160054,4.20469261939097,3.71357206670431,4.46590811865458,3.17805383034795,3.58351893845611,3.43398720448515,3.43398720448515,2.56494935746154,2.70805020110221,2.484906649788,3.3322045101752,3.3322045101752,2.89037175789616,3.13549421592915,4.04305126783455,3.29583686600433,3.13549421592915,3.66356164612965
"OTU_5",-0.428958605007364,-0.401350410340081,0.693147180559945,0.693147180559945,0,-0.337120413172929,0.693147180559945,1.09861228866811,0,1.6094379124341,0,2.70805020110221,3.09104245335832,2.56494935746154,3.76120011569356,3.2188758248682,2.77258872223978,3.8286413964891,1.94591014905531,-0.929152573657623,2.83321334405622,1.09861228866811,0.693147180559945,-0.579509511819551,0.693147180559945,1.6094379124341,2.484906649788,3.52636052461616,-0.487463237307707,0,0,2.484906649788,3.63758615972639,2.83321334405622,2.30258509299405,0,3.25809653802148,3.78418963391826,0,2.07944154167984,4.31748811353631,2.484906649788,4.54329478227,3.43398720448515,5.2257466737132,3.04452243772342,5.93224518744801,4.14313472639153,6.82871207164168,1.94591014905531,3.13549421592915,0,2.484906649788,2.70805020110221,3.46573590279973,3.17805383034795,3.87120101090789,2.56494935746154,3.68887945411394,1.09861228866811,2.56494935746154,3.3322045101752,2.89037175789616,3.17805383034795,3.68887945411394,3.29583686600433,4.4188406077966,3.17805383034795,2.89037175789616,1.38629436111989,4.57471097850338,4.00733318523247,4.33073334028633,3.29583686600433,4.56434819146784,4.26267987704132,4.79579054559674,3.91202300542815,4.24849524204936,3.25809653802148,3.04452243772342,4.23410650459726,5.08759633523238,4.77068462446567,5.44673737166631,5.39362754635236,5.18178355029209,5.52942908751142,6.01126717440416,4.97673374242057
"OTU_1574",-0.278192813150794,-0.250584618483511,-0.377309349171905,-0.312886623055897,-0.373465888949834,-0.186354621316359,-0.417654341403873,-0.309427546257164,-0.338224545227272,-1.07773184561555,-0.36624870130757,-0.713714573819898,-0.404426512150889,-0.32481046652507,-0.217102160904073,-0.336701779325502,-0.482328260129014,-0.257387705590799,-0.455809404093351,-0.778386781801053,-0.494949696061634,-0.431044637951307,-0.320114034577517,0,0,-0.780828070054287,-0.39127210969957,-0.346167738531176,-0.336697445451137,-0.345556787482533,-0.277809559509046,2.07944154167984,2.07944154167984,1.79175946922805,1.79175946922805,3.09104245335832,3.2188758248682,3.52636052461616,3.71357206670431,3.52636052461616,2.77258872223978,2.56494935746154,3.40119738166216,3.49650756146648,3.29583686600433,3.04452243772342,3.04452243772342,1.79175946922805,1.6094379124341,2.56494935746154,3.73766961828337,4.15888308335967,4.04305126783455,2.77258872223978,3.25809653802148,2.07944154167984,2.89037175789616,3.09104245335832,2.39789527279837,1.6094379124341,2.94443897916644,2.30258509299405,2.484906649788,3.17805383034795,4.14313472639153,4.35670882668959,3.93182563272433,5.80814248998044,5.18178355029209,5.35658627467201,2.94443897916644,5.68697535633982,5.04985600724954,4.46590811865458,6.07073772800249,5.6937321388027,5.80211837537706,6.26339826259162,4.88280192258637,5.31320597904179,5.30330490805908,5.89715386763674,4.14313472639153,5.31320597904179,4.39444915467244,3.63758615972639,3.85014760171006,3.55534806148941,3.43398720448515,3.40119738166216
"OTU_17",3.43398720448515,3.80666248977032,3.55534806148941,4.07753744390572,3.97029191355212,4.18965474202643,3.97029191355212,3.8286413964891,4.62497281328427,2.89037175789616,4.68213122712422,3.3322045101752,3.97029191355212,3.76120011569356,3.40119738166216,4.38202663467388,3.63758615972639,3.61091791264422,3.2188758248682,3.40119738166216,4.20469261939097,4.58496747867057,4.34380542185368,4.17438726989564,4.29045944114839,3.95124371858143,4.27666611901606,3.40119738166216,3.98898404656427,4.68213122712422,4.86753445045558,3.61091791264422,4.04305126783455,3.80666248977032,4.04305126783455,4.39444915467244,3.93182563272433,3.40119738166216,3.09104245335832,2.63905732961526,2.70805020110221,3.04452243772342,3.04452243772342,3.61091791264422,2.30258509299405,3.71357206670431,3.40119738166216,3.2188758248682,2.89037175789616,3.36729582998647,3.73766961828337,3.91202300542815,4.35670882668959,4.60517018598809,4.18965474202643,3.85014760171006,5.01727983681492,3.87120101090789,3.13549421592915,4.43081679884331,4.12713438504509,4.44265125649032,3.8286413964891,4.44265125649032,4.45434729625351,3.68887945411394,3.49650756146648,4.49980967033027,4.75359019110636,4.31748811353631,3.3322045101752,4.48863636973214,4.02535169073515,3.78418963391826,4.95582705760126,4.38202663467388,4.63472898822964,4.59511985013459,4.11087386417331,4.04305126783455,4.04305126783455,4.46590811865458,3.71357206670431,4.35670882668959,3.73766961828337,3.36729582998647,4.04305126783455,3.52636052461616,3.46573590279973,3.89182029811063
"OTU_28",5.00394630594546,4.04305126783455,3.36729582998647,3.13549421592915,4.63472898822964,4.43081679884331,4.75359019110636,4.43081679884331,4.44265125649032,2.94443897916644,3.61091791264422,4.39444915467244,5.06890420222023,5.41164605185504,5.41164605185504,5.07517381523383,4.99043258677874,5.40267738187228,4.95582705760126,4.66343909411207,4.27666611901606,3.95124371858143,4.0943445622221,3.8286413964891,3.68887945411394,4.18965474202643,4.02535169073515,3.17805383034795,2.94443897916644,2.484906649788,2.83321334405622,2.89037175789616,2.56494935746154,3.09104245335832,3.36729582998647,4.06044301054642,4.00733318523247,2.99573227355399,1.79175946922805,1.6094379124341,2.484906649788,3.25809653802148,4.14313472639153,3.55534806148941,3.09104245335832,4.11087386417331,4.27666611901606,3.46573590279973,3.76120011569356,2.94443897916644,4.23410650459726,3.13549421592915,3.3322045101752,4.59511985013459,3.36729582998647,3.93182563272433,4.47733681447821,3.8286413964891,2.99573227355399,3.8286413964891,3.3322045101752,4.17438726989564,3.91202300542815,4.11087386417331,4.65396035015752,3.76120011569356,2.77258872223978,3.46573590279973,3.76120011569356,3.43398720448515,2.94443897916644,2.70805020110221,3.49650756146648,2.39789527279837,2.99573227355399,2.63905732961526,3.2188758248682,3.49650756146648,3.49650756146648,2.94443897916644,3.29583686600433,3.09104245335832,3.2188758248682,3.04452243772342,3.68887945411394,3.93182563272433,3.87120101090789,3.78418963391826,4.4188406077966,4.46590811865458
"OTU_7",5.33271879326537,5.41164605185504,4.57471097850338,4.85203026391962,4.85981240436167,4.85203026391962,4.35670882668959,4.56434819146784,4.57471097850338,3.66356164612965,4.35670882668959,3.55534806148941,4.29045944114839,4.04305126783455,3.58351893845611,3.61091791264422,3.49650756146648,2.63905732961526,4.27666611901606,3.17805383034795,3.80666248977032,4.65396035015752,5.03043792139244,5.50533153593236,4.89783979995091,4.69134788222914,4.74493212836325,4.85203026391962,4.31748811353631,4.00733318523247,4.85203026391962,3.04452243772342,4.48863636973214,3.73766961828337,4.00733318523247,2.83321334405622,2.39789527279837,2.39789527279837,0.693147180559945,2.07944154167984,3.04452243772342,2.70805020110221,2.484906649788,2.63905732961526,3.55534806148941,3.13549421592915,3.76120011569356,-1.10733222257266,1.94591014905531,-1.29084765752708,2.07944154167984,0.693147180559945,3.25809653802148,3.52636052461616,3.91202300542815,3.2188758248682,3.3322045101752,3.3322045101752,3.93182563272433,3.43398720448515,3.3322045101752,3.17805383034795,0.693147180559945,0,-0.433208848378859,-0.819362002045308,0,1.79175946922805,3.09104245335832,3.04452243772342,3.25809653802148,2.19722457733622,2.70805020110221,3.52636052461616,3.71357206670431,4.20469261939097,3.97029191355212,3.61091791264422,4.65396035015752,2.70805020110221,3.40119738166216,4.40671924726425,3.8286413964891,4.0943445622221,4.00733318523247,4.21950770517611,4.06044301054642,4.02535169073515,3.36729582998647,4.52178857704904
