"ID","UK01A","UK02A","UK03A","UK04A","UK05A","UK06A","UK08A","UK09A","UK10A","UK11A","UK12A","UK13A","UK14A","UK15A","UK16A","UK17A","UK18A","UK19A","UK20A","UK21A","UK22A","UK23A","UK24A","UK25A","UK26A","UK27A","UK28A","UK29A","UK30A","UK31A","UK32A","UK33A","UK34A","UK35A","UK36A","UK37A","UK38A","UK39A","UK40A","UK41A","UK42A","UK43A","UK44A","UK45A","UK46A","UK47A","UK48A","UK49A","UK50A","UK51A","UK52A"
"6ef07033ee682d97e7286eb7bce56093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,14,0
"6f05f0454b1daca5cd306df93fba2be2",0,4,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,2,12,30
"6f12ff053537a3c666f1d72f8b21a9b0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,9,5,3,2,3,6,8,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,1,0
"6fa1f7dbd70854a35a5d366970ad70ee",3,0,3,0,0,4,0,0,1,0,0,0,0,3,1,2,0,0,3,2,4,1,4,4,0,2,4,5,5,2,10,9,4,4,3,0,2,2,5,8,5,6,3,5,9,4,8,7,5,7,5
"6ff713e1aed019f0a308a9e63b58182c",10,5,17,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7044e49f0829462fd233c6a55ef18e3b",0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,11,16,8,5,9,4,7,4
"710df9772b5c63bf8a32ee016e9400d1",0,0,0,0,0,0,0,17,12,10,6,0,0,12,0,12,5,0,15,0,34,18,13,18,6,2,1,0,0,4,6,3,3,8,0,10,7,3,8,4,1,0,2,5,0,4,0,2,0,0,2
"7191072eaeece5187fc55da5320de0b4",12,11,13,32,18,13,20,25,30,42,19,10,45,43,40,23,13,14,18,19,16,14,21,10,3,8,7,3,6,9,0,4,9,7,6,0,0,0,0,0,0,0,0,5,4,4,6,11,6,7,13
"7200c4bdfefe29961136146f9617dbd9",3,2,0,0,0,1,0,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0,2,2,15,12,23,26,12,19,6,6,1,0,1,0,3,5,5,11,23,12,10,13,5,5,0,2,0,0,0
"723ca46217aad10c42e7ba4ff2c76f8f",0,1,0,0,0,0,0,0,3,0,0,0,4,3,2,5,0,10,9,15,7,6,2,14,14,15,10,5,2,0,4,0,0,15,30,23,31,34,8,3,7,6,18,34,11,11,10,14,12,6,14
"723ee3518d1b37caae19f4075a49b5cb",18,12,2,9,6,16,10,11,8,6,5,12,2,6,4,6,6,17,16,38,37,111,80,114,33,26,26,28,35,56,60,70,47,26,14,16,13,12,20,22,12,19,9,0,6,4,11,9,10,11,7
"7244e64f2e8763ed62805a3d6b9d242b",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,56,45,23,10,3,6,4,8,3,7,0,4,7,27,18,30,16,19,15,8,11,3,2,0,0,0
"72cd2a90d03db5dd98ce5da8c3cddd51",8,5,10,8,11,5,5,5,2,7,8,5,1,0,0,2,5,2,1,4,21,19,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72cfb5d7d1b5ad5021e66ce783b47570",8,10,10,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,14,8,0,0,2,0
"72d23361fdc5385af32993528895239c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,5,0,4,1,6,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"742ec00dd9760d174b35f28532134b01",0,5,6,8,7,10,0,14,6,0,0,0,8,9,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,8,7,0,0,0,3,6,9,7,17,10,4,13,4,3,11,0,19,3
"748aa96566432f729b92580e09349ce9",0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,23,6,0,0,0,0,0,10,0,15,13,0,22,0,0,0,0,0,0,9,0,0,0,0,0,0,0
"750ba0e2bb9fe55d1cbb3b4eaadc1981",162,162,159,188,196,190,139,163,162,121,244,374,121,110,72,70,84,85,66,84,196,153,168,146,136,80,63,59,48,46,62,60,68,43,61,62,124,122,295,353,336,406,301,111,304,297,361,405,227,430,203
"75746363f2caab5bf0a4e740d7c14ecc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,3,0,3,0,0,3,3,6,6,3,4,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"77edb1b570ad08101d5bc94e804901f4",0,0,11,19,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782a79a0725adc6ac22fc1fd15933a12",5,3,0,4,0,0,0,2,6,0,0,0,9,0,4,3,4,0,0,0,6,11,0,10,0,8,7,12,9,0,0,0,9,0,7,0,0,0,8,0,14,19,14,3,0,16,11,18,0,20,6
"7862e14467056e23a285485b133503f6",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,17,72,115,141,39,25,14,7,9,6,4,7,7,3,1,6,0,3,3,6,0,2,0,0,0,0,0,0,0,0,0,0
"78685ceba064e4c0ed07ada1dc4dcd8d",329,351,316,412,487,489,569,474,435,469,516,379,924,693,561,484,425,529,471,614,71,200,88,221,280,145,244,305,274,277,106,111,42,233,238,305,227,213,144,130,79,65,76,152,60,96,96,138,205,183,251
"79a1a1678ca5db1b7aa161d6f70e4fcf",0,4,3,1,0,0,0,3,0,0,1,3,0,3,0,0,0,0,3,3,16,18,32,9,17,20,21,26,32,15,35,31,53,14,7,9,6,14,16,7,24,17,5,2,8,10,8,7,0,11,1
"79a54dd9fd605de46bcfdf7e861485c0",0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,4,1,0,4,1,2,0,0,0,0,0,0,2,2,0,2,3,5,2,0,4,7,5,1,0,0,0,6,0
"7a226737b340a863680871911966ae69",0,1,0,0,0,0,0,0,0,0,0,3,2,8,10,2,5,5,0,12,14,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"7a3ba492a5e6828062d29151d0ac288f",330,340,472,497,353,344,302,311,294,330,266,220,339,380,374,433,405,328,417,368,297,409,414,432,232,210,279,220,348,465,392,320,432,297,274,287,379,408,491,546,645,468,406,402,399,272,218,334,365,341,313
"7aaa295641ee7a8d3ad8530d19685c98",0,0,0,0,0,0,0,0,0,0,2,4,6,14,19,19,19,6,5,8,11,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b28c20e72c6c95b3e604f0849245770",0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,4,0,0,0,3,1,5,0,0,3,0,0,1,0,0,3,0,3,1,1,3,3,0,3,0,4,0
"7b390d2b1eb3f221a539a4d77c39fc46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,2,1,0,0,0,3,0,4,2,0,1,4,2,0,8,0,0,0,0,5,0,4
"7b5b547805a7b280577844cb3199ae5a",8,10,14,8,12,16,7,9,5,8,12,13,14,18,9,27,22,22,17,21,27,27,34,38,21,22,22,21,26,24,13,14,4,11,15,21,32,24,35,29,33,24,22,17,19,19,12,17,10,9,10
"7b70777ec140978d76b3ed1a33310974",0,5,6,18,6,0,0,0,0,5,3,1,0,1,12,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,0,0,8,6,5,0,0,0,0
"7cc1f44150c6cc585fad9089ee35c7c1",0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,3,15,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7d02ec5ff019cc20a027a47e457edd8a",0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,14,0,0,0,0,0
"7d15ae2f61e7d4ad839d3340f5008656",0,0,0,0,0,1,1,4,4,14,0,0,1,5,1,5,2,2,0,0,1,0,0,0,2,0,1,1,0,2,1,4,2,10,9,12,21,21,6,10,9,8,11,20,6,4,4,3,8,1,11
"7d1994f113f6e2b0098208bc753e94f3",6,2,3,4,2,2,1,1,2,6,4,71,34,50,11,8,3,2,5,15,57,52,38,32,30,20,10,3,8,8,46,52,32,9,3,7,9,7,16,12,4,2,0,0,5,4,4,7,6,9,2
"7d2c0bf77d1048b740a0eb47b3f80c23",30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,46,31,38,42,39,0,0,0,13,26,29,0,0,15,0,15,0,0
"7deea3c6dc6ee069f5ee37f55b36e62d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,3,6,0,2,0,0,0,0,3,5,6,1,0,1,0,0,1,0,0,0
"7e4affd1c62c8e57bf4d97e408ba4645",0,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7ed34f2cfb141b2fd0f3bb9d35032e6d",9,7,9,8,18,17,13,7,0,0,0,0,0,3,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7facae486cf59e56e27a7fd8a58a3273",38,62,54,69,56,59,29,25,23,22,16,10,15,15,25,18,33,35,31,44,23,24,27,19,14,8,17,6,18,38,24,28,28,19,22,28,14,11,4,6,16,18,24,29,22,32,17,28,28,31,24
"80544fde2d0299365cd6d34803590b8f",0,0,4,0,0,2,0,4,6,4,16,17,13,17,13,11,20,20,67,93,60,64,48,39,39,33,29,29,30,27,36,19,17,15,12,2,0,8,9,5,5,2,3,4,2,0,3,4,1,2,2
"80937954b595781f3c64d11de85175a7",24,49,57,84,64,70,95,90,98,82,71,56,39,50,50,39,38,19,25,24,27,31,18,27,8,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"80b6df7798b22dde6f51dd49a7a4a48d",0,13,0,8,13,13,15,10,15,20,0,16,0,0,0,0,0,0,0,0,0,17,12,12,12,7,10,21,10,0,22,19,20,8,0,0,0,7,21,25,23,21,18,0,11,19,26,24,0,19,0
"80f6c62af8a91fce6b60c53a999bdd7d",0,9,4,5,11,14,10,11,20,14,42,76,26,19,13,10,12,24,16,34,69,97,84,68,78,93,67,102,72,88,96,119,120,24,30,17,16,17,30,34,23,45,27,11,48,32,26,17,6,21,3
"8109b916e63ca7d5e1f37a68ede4cf28",3,3,4,0,0,0,0,0,0,0,2,1,4,1,1,3,0,4,2,0,5,10,8,8,5,2,6,9,5,3,3,5,5,0,2,6,2,1,0,1,0,3,0,3,2,0,2,0,0,0,0
"811a30ee35ece9b4553c15f4e6dbbecd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,3,5,0,0,0,0,0,0,0,0,0,0,0
"8135beec331a8d558070c38b580e4b8e",13,13,9,7,20,15,11,8,16,10,19,13,13,14,11,12,20,10,7,7,16,12,43,22,19,15,15,18,33,18,11,13,24,15,8,19,19,15,27,27,59,71,66,32,49,95,83,63,24,67,22
"818434292143daca42a3168f3728da82",9,5,7,6,12,7,6,3,4,4,7,11,7,7,2,8,4,8,1,6,11,16,8,8,13,15,4,7,16,6,13,8,11,1,2,6,8,2,7,5,2,8,11,4,19,15,8,10,6,8,6
"81cf26ae410f4dc2c3782b60aeda6bad",0,2,0,0,1,0,0,0,0,3,0,5,0,0,2,0,2,2,1,4,22,0,15,4,5,5,7,10,9,4,16,11,12,3,2,2,0,0,4,0,5,4,0,0,0,3,1,1,0,0,0
"828fd58a570bc1ac4e6f94d721989271",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,8,5,11,10,10,10,13,24,18,4,11,30,20,12,6,3,4
"82b62c419c58c99453507f8d353a919d",0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,2,1
"834408b5dea275ad6ac778a97c1414cb",3,2,4,3,0,0,0,1,3,0,0,1,0,0,3,5,5,6,11,29,37,38,72,163,158,123,110,83,76,98,128,99,61,61,45,37,54,35,40,42,37,46,9,6,18,14,7,5,3,0,1
"83702e8920641d26e9959336d2372fe2",8,11,4,6,6,2,5,1,7,11,7,6,6,1,9,3,6,6,8,10,2,6,10,14,22,24,26,28,29,47,25,25,18,26,22,19,36,28,35,35,50,84,94,60,62,57,36,27,26,28,28
"8375b47f50ee3b002fe82bfe00409092",21,19,23,16,25,21,11,23,16,21,35,40,26,18,12,18,20,6,13,14,20,22,26,26,40,63,142,174,305,454,707,870,761,351,309,364,276,209,375,311,232,194,191,81,172,195,155,165,126,207,137
"838f9b15d03dbd6dc65050aac63dd8d0",17,24,24,22,21,39,20,22,29,27,46,48,30,30,34,26,48,38,42,56,98,74,87,76,67,57,52,46,59,93,140,130,108,39,49,73,71,28,43,38,51,73,77,55,83,72,80,77,22,65,37
"83a9026328318881149ff8a0c29f9391",14,14,6,3,10,12,8,0,5,6,4,4,1,5,0,0,4,2,7,4,28,22,19,15,16,16,11,13,9,4,23,28,31,8,10,4,7,20,38,37,34,30,27,12,32,29,31,15,7,19,8
"83ce8edb4ac8c161373501ee646e0000",326,261,320,227,200,268,230,121,154,127,174,365,129,145,146,92,173,187,277,351,744,673,509,266,274,231,255,199,135,24,90,111,97,47,25,30,12,20,38,64,74,126,65,40,113,156,181,181,28,89,30
"84094bbff64ac05ef1f0e3c0341edc47",0,7,1,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,3,0,3,0,3,6,2,2,0,3,0,0,8,5,7,4,6,5,7,8,4,2,4,6,4,1,4,4,3,0,0,0,3
"845d0297bde4457e56edcde3e74c2d70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,14,0,8
"84e1f74b7363f0321d0df8986283c5fa",0,8,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,4,3,6,3,6,4,6,2,0,0,11,16,9,9,0,2,3,0,0,8,8,7,8,4,14,0,0,0
"84f9cf6d08ccc7adb4e945c4fd8be494",0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0
"851685ac612e7f32510b0136ff58d0f3",0,0,0,0,0,0,78,23,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,10,0
"858f98f9387582ca1e2607a2c4978961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,2,7,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
"859126804247a17ddebfdb255f761c84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,10,13,17,12,5,3,0,5,5,6,3,4,4,0,5,3,5,9,15,10,3,3,5,0,0,0,0,2,0,0,0
"85c10be6b5aca2c907719321b8ff8d82",23,16,13,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,31,24,9,13,15,8,14,17,5,26,44,70,33,30,32,24,35,49,80,52,68,24,20,27,43,63,26,5,15,6
"8612a638846acf832935cb932a1f0398",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,5,0,0,8,7,1,2,2,3,4,7,3,6,2,0,5,0,4,0,0,0,2,0,0,0,0
"8618e0050b4448db9314348748e44047",0,5,7,0,0,0,0,0,7,0,0,9,0,0,0,2,0,8,4,0,15,10,8,8,9,1,0,0,0,4,3,17,13,0,5,0,9,4,0,12,9,13,15,0,9,11,17,8,0,0,8
"8664b4ff46a812aebeaa74605aa49a3e",12,18,23,30,41,44,56,88,74,88,102,39,35,25,26,14,32,25,22,17,9,11,17,12,14,15,18,33,54,53,16,14,13,13,11,12,7,7,9,5,16,11,15,25,27,14,21,16,28,21,17
"868e0165fe32a8925b7f20afa5e1dbfc",201,130,163,112,120,92,90,90,106,110,183,234,105,129,150,108,140,124,66,130,312,283,306,186,148,189,144,136,108,130,205,269,343,92,72,139,127,137,275,254,361,462,539,176,579,591,577,318,163,407,130
"86f2ed5c71401092cf8738c1984f8eb5",0,0,0,0,0,0,0,0,0,2,2,9,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,17,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"875411adf1506374b06f93ba934efe57",6,7,12,7,0,0,0,0,4,6,5,1,0,9,4,0,0,3,0,0,0,2,0,1,1,2,0,3,0,0,0,0,0,5,0,1,0,0,0,0,0,0,7,7,4,1,2,14,21,2,7
"8837bc629956da3b9bf9b6a688b0dc03",0,2,6,3,6,4,3,4,5,7,3,4,7,3,5,6,5,4,3,1,0,3,3,5,2,7,7,12,20,15,9,6,2,15,15,10,7,5,5,1,6,8,9,17,9,4,12,4,5,6,10
"887c20fc1522f1efa2201bb7eea6e3d0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,14,13
"889b3824f9f3709fc805ea887f859e90",30,18,0,29,0,0,0,15,17,0,0,0,15,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,6,23,24,0,16
"8922d42b7971b22f771b172508a50fe2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,5,4,8,4,2,1,2,0,1,1,0,0,0,0,0
"897c3b838eaa6b39dcedbe31ee06a726",7,19,16,11,13,7,8,7,3,4,6,9,0,0,1,2,0,3,0,7,10,7,3,3,1,4,7,6,5,1,7,4,5,8,4,5,2,7,18,44,42,41,26,8,42,42,47,21,6,14,5
"89e0e2f70acbb2b76c8edeb8d90b3f07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,15,26,25,40,56,58,85,34,12,41,28,30,13,9,4,7,7,7,10,9,6,2,3,3,1,3,2,0,0,0
"8abd3585c9b1660fdd408406819f4295",33,22,25,10,23,24,16,12,13,10,14,34,12,13,28,17,24,39,35,79,131,170,177,81,46,59,51,75,56,51,79,78,96,17,31,24,29,21,52,66,46,58,52,25,58,61,84,32,15,46,22
"8b0beb31e2e09c874e18caf9eb712829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b0c22e558fddc26d9c4716b05b2e777",0,4,3,2,3,5,1,1,0,0,2,0,0,0,0,0,0,4,1,2,13,7,11,13,7,8,3,12,14,43,116,384,255,54,24,10,15,6,12,12,8,12,6,3,4,1,2,2,0,1,0
"8b23fd97d24edb252992ea55c7c4de46",0,1,0,4,4,4,16,10,34,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,9,0,0,0,6,35,0,1
"8b2b5a2cfd551d398c5ae65f22271372",0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,6,3,0,0,11,0
"8b64d5f2d56e13631b15fc2a0a6c20c9",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,13,10,10,16,23,33,37,38,14,15,8,6,6,8,5,7,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8b87349ca248e612d83bd3f890f941e4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,14,27,17,10,11,13,9,22,11,12,11,13,5,8,5,4,5,0,0,0
"8c0beaa16719c3b1f27ec9f06bdc5e33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,5,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8c151c20a2ca15c89d2f062f41e38b96",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,7,13,0,0,8,8,7,11,18,10,9,12,9,4,0,0,0,0,0,0,0,0,0,0,14,0,0,13,0,7,0,3,0
"8c38d9db341127f5325a39f794750797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8c98a38997a15e74c461c42623d1c812",42,38,35,12,0,0,0,0,0,15,0,0,0,0,0,0,0,0,18,21,0,11,19,4,4,0,0,0,7,0,0,0,0,40,22,22,22,22,0,14,0,10,0,13,6,12,7,7,95,9,109
"8ceae18ee0348d694b1a6f77def3b22e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,10,7,34
"8cff0dae39b3b2a47ac2c8354339c113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,5,9,3,16,2,4,4,8,7,4,4,0,8,4,4,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"8d0b6356c7b3d86746b5ea51b54750fb",0,6,0,0,0,0,0,0,0,0,0,8,0,9,0,0,10,8,0,14,17,20,0,16,16,17,0,22,0,0,12,14,10,11,14,0,0,0,8,0,0,0,10,0,0,13,10,0,0,0,0
"8d6b000b2cd5e160bcc20513bbfc6a8b",0,3,4,4,3,21,29,23,26,25,3,0,3,2,5,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,3,2,2,9,24,6,4,6,3,62,4,25
"8d8d894e103bd969e0aa20c37bcad366",9,12,7,10,10,21,23,20,31,28,30,37,10,3,3,4,2,0,2,0,8,18,32,10,15,22,44,29,16,7,16,11,11,3,4,5,8,21,68,114,115,136,94,16,36,42,66,52,16,75,36
"8d90bfca453db83709ae7d4522b5ac10",0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,5,3,1,2,5,4,9,5,2,0,4,0,0,0,0,3,2,0,1,0,3,0,2,0,0,0,0,0,0,0
"8e19ba8bb73662af8e041e7e3ec420e4",8,2,4,2,4,4,6,7,7,6,5,2,9,10,5,14,21,15,34,27,5,0,0,0,0,0,0,0,2,0,0,0,0,9,6,7,2,6,0,0,0,0,0,6,4,0,0,6,6,0,4
"8e61f1f244ac6587139f92b45f399753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,2,2,1,2,2,4,8,10,5,0,0,3,0,3,5,1,3,2,1,1,0,2,0,0,0,0
"8f2ff080e528eb5a9b40cec338171f9a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,10,5,11,1,0,4,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f813280e8cc1c972cdf97b409fa6840",0,26,0,0,0,0,13,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8f9fe57ef6523d589555643fc26b64ce",0,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,7,15,3,0,0,0,0,0,0,0,0,7,8,22,19,12,11,5,10,5,3,0,0,3,0
"8fb09cd3a5d29bc1cfe62a1db6761e2c",0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,3,3,14,9,7,0,0,6,8,0,0,0,0,0,5,13,25,26,41,32,15,46,73,122,73,18,57,13
"901e7d3457dba24a262889f9494262c0",13,10,17,18,19,20,21,23,31,25,44,48,23,34,19,19,21,10,21,33,22,41,25,16,9,12,8,3,7,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90518a2f076b9e84a7347dc9a0204984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,0,0,0,1,5,4,10,9,12,14,5,0,0,0,0,0,0,0,0,0
"90af3675c266d09bb7986147ac5885ec",0,5,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,1,0,0,0,0,3,3,4,5,0,0,3
"90fbad6590399cf67234394f0a492f9e",0,1,2,6,4,6,12,7,7,7,6,6,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
"91317b4b6c019cba95ac3a8a61cd982f",13,4,5,6,9,7,0,9,8,9,7,0,12,6,8,6,8,10,2,10,5,6,5,7,15,8,10,12,10,11,4,6,3,23,17,23,14,14,6,8,1,7,9,13,9,3,2,6,11,3,10
"919f52074a986016c7e460883cbe1484",142,151,132,103,108,117,127,125,122,72,107,76,71,69,59,54,55,44,17,36,30,36,40,54,62,97,115,100,32,12,0,0,0,0,0,0,0,42,58,93,95,154,257,136,335,363,381,224,162,206,87
"91b8241dd7aff53eb83a2b2b98aca5b8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,13
"91e949df3116e7bc8735d49bceb673a1",41,41,53,37,70,53,51,46,36,30,41,45,17,24,15,17,38,38,21,42,80,100,102,99,85,76,50,44,58,49,49,36,21,4,0,7,0,0,0,0,13,10,0,0,0,0,11,14,0,0,0
