"ASVID","ZN3TBJM_nasal_920","ZN3TBJM_nasal_921","ZN3TBJM_nasal_922","ZN3TBJM_nasal_923","ZN3TBJM_nasal_924","ZN3TBJM_nasal_925","ZN3TBJM_nasal_926","ZN3TBJM_nasal_927","ZN3TBJM_nasal_928","ZN3TBJM_nasal_929","ZN3TBJM_nasal_930","ZN3TBJM_nasal_931","ZN3TBJM_nasal_932","ZN3TBJM_nasal_933","ZN3TBJM_nasal_934","ZN3TBJM_nasal_935","ZN3TBJM_nasal_936","ZN3TBJM_nasal_937","ZN3TBJM_nasal_938","ZN3TBJM_nasal_939","ZN3TBJM_nasal_940","ZN3TBJM_nasal_941","ZN3TBJM_nasal_942","ZN3TBJM_nasal_947","ZN3TBJM_nasal_948","ZN3TBJM_nasal_949","ZN3TBJM_nasal_950","ZN3TBJM_nasal_951","ZN3TBJM_nasal_953","ZN3TBJM_nasal_955","ZN3TBJM_nasal_957","ZN3TBJM_nasal_959","ZN3TBJM_nasal_961","ZN3TBJM_nasal_963","ZN3TBJM_nasal_964","ZN3TBJM_nasal_966","ZN3TBJM_nasal_967","ZN3TBJM_nasal_968"
"OTU_12871",-6.46567054703038,0,-6.46558896052248,-6.46514963396132,-6.46646208088169,-6.46628876452366,-6.46586085026605,-6.46619109723421,-6.46609174440489,-6.46563909438741,-6.4651940904931,-6.4655513897365,-6.46544915981765,0.693147180559945,-6.46527428927274,0,-6.46432758688592,-6.46623869053719,-6.46583472651332,-6.46564061508345,-6.46574100477295,-6.46576511688221,-6.46548798358446,-6.46508164547806,-6.46512380601358,-6.46506923376839,-6.46523655829501,-6.46591029010456,-6.46546856787216,-6.46530414651438,-6.46591583507203,-6.464959533089,-6.46537272456151,-6.46585710657766,-6.46522025021012,-6.46573782340972,-6.46604564747606,-6.46553105143986
"OTU_14433",-6.46567054703038,-6.46551778332114,-6.46558896052248,-6.46514963396132,-6.46646208088169,-6.46628876452366,-6.46586085026605,-6.46619109723421,-6.46609174440489,-6.46563909438741,1.38629436111989,-6.4655513897365,-6.46544915981765,-6.46580915112397,-6.46527428927274,-6.46557274495053,-6.46432758688592,-6.46623869053719,-6.46583472651332,-6.46564061508345,-6.46574100477295,-6.46576511688221,-6.46548798358446,-6.46508164547806,-6.46512380601358,-6.46506923376839,-6.46523655829501,-6.46591029010456,-6.46546856787216,-6.46530414651438,-6.46591583507203,-6.464959533089,-6.46537272456151,-6.46585710657766,-6.46522025021012,-6.46573782340972,-6.46604564747606,-6.46553105143986
"OTU_7950",-7.85196490815027,-7.85181214444103,-7.85188332164237,-7.85144399508121,-7.85275644200158,-7.85258312564355,-7.85215521138594,-7.8524854583541,-7.85238610552478,-7.8519334555073,-7.851488451613,-7.85184575085639,-7.85174352093754,-7.85210351224386,-7.85156865039263,-7.85186710607042,-7.85062194800581,-7.85253305165708,-7.85212908763321,-7.85193497620334,-7.85203536589284,-7.8520594780021,-7.85178234470435,-7.85137600659795,-7.85141816713347,-7.85136359488828,-7.8515309194149,-7.85220465122445,-7.85176292899205,-7.85159850763427,-7.85221019619192,-7.85125389420889,-7.8516670856814,-7.85215146769755,-7.85151461133001,-7.85203218452961,0,-7.85182541255975
"OTU_14221",-7.15881772759032,-7.15866496388109,-7.15873614108242,-7.15829681452126,-7.15960926144164,-7.15943594508361,-7.15900803082599,-7.15933827779415,-7.15923892496484,-7.15878627494735,-7.15834127105305,-7.15869857029645,-7.1585963403776,-7.15895633168391,-7.15842146983268,-7.15871992551048,-7.15747476744587,-7.15938587109713,-7.15898190707327,-7.1587877956434,0.693147180559945,-7.15891229744216,-7.15863516414441,-7.15822882603801,-7.15827098657353,-7.15821641432834,-7.15838373885495,-7.15905747066451,-7.15861574843211,-7.15845132707432,-7.15906301563198,-7.15810671364894,-7.15851990512145,-7.15900428713761,-7.15836743077006,-7.15888500396966,-7.15919282803601,-7.1586782319998
"OTU_9618",-7.15881772759032,-7.15866496388109,-7.15873614108242,-7.15829681452126,-7.15960926144164,-7.15943594508361,-7.15900803082599,-7.15933827779415,-7.15923892496484,-7.15878627494735,-7.15834127105305,-7.15869857029645,-7.1585963403776,-7.15895633168391,-7.15842146983268,-7.15871992551048,-7.15747476744587,-7.15938587109713,-7.15898190707327,-7.1587877956434,-7.1588881853329,-7.15891229744216,-7.15863516414441,-7.15822882603801,-7.15827098657353,-7.15821641432834,-7.15838373885495,-7.15905747066451,-7.15861574843211,-7.15845132707432,-7.15906301563198,-7.15810671364894,-7.15851990512145,-7.15900428713761,-7.15836743077006,-7.15888500396966,0.693147180559945,-7.1586782319998
"OTU_1938",-6.46567054703038,-6.46551778332114,-6.46558896052248,-6.46514963396132,-6.46646208088169,-6.46628876452366,-6.46586085026605,-6.46619109723421,-6.46609174440489,-6.46563909438741,-6.4651940904931,-6.4655513897365,-6.46544915981765,-6.46580915112397,-6.46527428927274,-6.46557274495053,-6.46432758688592,-6.46623869053719,-6.46583472651332,-6.46564061508345,-6.46574100477295,-6.46576511688221,-6.46548798358446,-6.46508164547806,-6.46512380601358,-6.46506923376839,-6.46523655829501,-6.46591029010456,-6.46546856787216,-6.46530414651438,-6.46591583507203,-6.464959533089,-6.46537272456151,1.38629436111989,-6.46522025021012,-6.46573782340972,-6.46604564747606,-6.46553105143986
"OTU_8883",0,-6.06005267521298,-6.06012385241432,-6.05968452585315,-6.06099697277353,-6.0608236564155,0,-6.06072598912604,-6.06062663629673,-6.06017398627925,-6.05972898238494,0.693147180559945,-6.05998405170949,-6.0603440430158,-6.05980918116457,-6.06010763684237,-6.05886247877776,-6.06077358242902,-6.06036961840516,-6.06017550697529,0,0,-6.0600228754763,-6.0596165373699,-6.05965869790542,-6.05960412566023,-6.05977145018684,-6.0604451819964,-6.060003459764,-6.05983903840621,-6.06045072696387,-6.05949442498083,-6.05990761645334,-6.0603919984695,-6.05975514210196,-6.06027271530155,-6.0605805393679,-6.06006594333169
"OTU_241",-7.15881772759032,-7.15866496388109,-7.15873614108242,-7.15829681452126,-7.15960926144164,-7.15943594508361,-7.15900803082599,-7.15933827779415,0.693147180559945,-7.15878627494735,-7.15834127105305,-7.15869857029645,-7.1585963403776,-7.15895633168391,-7.15842146983268,-7.15871992551048,-7.15747476744587,-7.15938587109713,-7.15898190707327,-7.1587877956434,-7.1588881853329,-7.15891229744216,-7.15863516414441,-7.15822882603801,-7.15827098657353,-7.15821641432834,-7.15838373885495,-7.15905747066451,-7.15861574843211,-7.15845132707432,-7.15906301563198,-7.15810671364894,-7.15851990512145,-7.15900428713761,-7.15836743077006,-7.15888500396966,-7.15919282803601,-7.1586782319998
"OTU_1342",-7.15881772759032,-7.15866496388109,-7.15873614108242,0,-7.15960926144164,-7.15943594508361,-7.15900803082599,-7.15933827779415,-7.15923892496484,-7.15878627494735,-7.15834127105305,-7.15869857029645,-7.1585963403776,-7.15895633168391,-7.15842146983268,-7.15871992551048,-7.15747476744587,-7.15938587109713,-7.15898190707327,-7.1587877956434,-7.1588881853329,-7.15891229744216,-7.15863516414441,-7.15822882603801,-7.15827098657353,-7.15821641432834,-7.15838373885495,-7.15905747066451,0,-7.15845132707432,-7.15906301563198,-7.15810671364894,-7.15851990512145,-7.15900428713761,-7.15836743077006,-7.15888500396966,-7.15919282803601,-7.1586782319998
"OTU_1114",-4.71647069222112,-4.71631792851188,-4.71638910571322,2.07944154167984,-4.71726222607243,-4.7170889097144,-4.71666099545679,-4.71699124242495,0,-4.71643923957815,-4.71599423568385,-4.71635153492724,-4.71624930500839,0,-4.71607443446348,-4.71637289014127,-4.71512773207666,-4.71703883572793,-4.71663487170406,1.79175946922805,-4.71654114996369,-4.71656526207295,-4.7162881287752,-4.7158817906688,-4.71592395120432,-4.71586937895913,-4.71603670348575,-4.7167104352953,-4.7162687130629,-4.71610429170512,-4.71671598026277,1.94591014905531,-4.71617286975225,-4.7166572517684,-4.71602039540086,-4.71653796860046,-4.7168457926668,-4.7163311966306
"OTU_6157",-4.90752592898383,-4.90737316527459,-4.90744434247593,-4.90700501591477,-4.90831746283514,-4.90814414647711,-4.9077162322195,-4.90804647918766,-4.90794712635834,-4.90749447634086,-4.90704947244656,-4.90740677168995,-4.9073045417711,0,-4.90712967122619,-4.90742812690398,-4.90618296883937,0,-4.90769010846677,-4.9074959970369,-4.9075963867264,-4.90762049883566,-4.90734336553791,-4.90693702743151,-4.90697918796703,-4.90692461572184,-4.90709194024846,-4.90776567205801,-4.90732394982561,-4.90715952846783,-4.90777121702548,-4.90681491504245,-4.90722810651496,2.19722457733622,-4.90707563216357,0,1.94591014905531,-4.90738643339331
"OTU_17638",-6.24252699571617,-6.24237423200693,-6.24244540920827,-6.24200608264711,-6.24331852956748,-6.24314521320945,-6.24271729895184,-6.24304754592,-6.24294819309068,-6.2424955430732,-6.2420505391789,-6.24240783842229,-6.24230560850344,-6.24266559980976,-6.24213073795853,-6.24242919363632,-6.24118403557171,-6.24309513922298,-6.24269117519911,-6.24249706376924,-6.24259745345874,-6.242621565568,-6.24234443227025,-6.24193809416385,-6.24198025469937,-6.24192568245418,-6.2420930069808,-6.24276673879035,-6.24232501655795,-6.24216059520017,-6.24277228375782,-6.24181598177479,-6.2422291732473,1.6094379124341,-6.24207669889591,-6.24259427209551,-6.24290209616185,-6.24238750012565
"OTU_798",-4.38622900535054,-4.3860762416413,-4.38614741884264,-4.38570809228148,1.09861228866811,1.6094379124341,0,0,0,-4.38619755270757,-4.38575254881327,-4.38610984805667,-4.38600761813781,1.09861228866811,0.693147180559945,-4.3861312032707,-4.38488604520609,0.693147180559945,-4.38639318483349,-4.38619907340362,-4.38629946309312,-4.38632357520238,-4.38604644190463,-4.38564010379823,-4.38568226433375,-4.38562769208856,-4.38579501661517,-4.38646874842472,-4.38602702619233,-4.38586260483454,-4.3864742933922,-4.38551799140916,1.94591014905531,0,-4.38577870853028,-4.38629628172988,1.79175946922805,-4.38608950976002
"OTU_15139",-4.9615931502541,-4.96144038654487,-4.96151156374621,-4.96107223718504,-4.96238468410542,-4.96221136774739,-4.96178345348977,-4.96211370045793,-4.96201434762862,-4.96156169761114,-4.96111669371683,-4.96147399296023,-4.96137176304138,-4.96173175434769,2.89037175789616,-4.96149534817426,-4.96025019010965,-4.96216129376091,-4.96175732973705,-4.96156321830718,-4.96166360799668,-4.96168772010594,-4.96141058680819,-4.96100424870179,-4.96104640923731,-4.96099183699212,-4.96115916151873,-4.96183289332829,-4.96139117109589,-4.9612267497381,-4.96183843829576,-4.96088213631272,-4.96129532778523,-4.96177970980139,-4.96114285343385,-4.96166042663344,-4.96196825069979,-4.96145365466358
"OTU_12828",-6.24252699571617,-6.24237423200693,-6.24244540920827,-6.24200608264711,-6.24331852956748,-6.24314521320945,-6.24271729895184,-6.24304754592,-6.24294819309068,-6.2424955430732,-6.2420505391789,-6.24240783842229,-6.24230560850344,-6.24266559980976,-6.24213073795853,-6.24242919363632,-6.24118403557171,-6.24309513922298,1.6094379124341,-6.24249706376924,-6.24259745345874,-6.242621565568,-6.24234443227025,-6.24193809416385,-6.24198025469937,-6.24192568245418,-6.2420930069808,-6.24276673879035,-6.24232501655795,-6.24216059520017,-6.24277228375782,-6.24181598177479,-6.2422291732473,-6.24271355526345,-6.24207669889591,-6.24259427209551,-6.24290209616185,-6.24238750012565
