"ASVID","nahant_02um_d1_1","nahant_02um_d2_4","nahant_02um_d3_7","nahant_02um_d4_10","nahant_02um_d5_13","nahant_02um_d6_16","nahant_02um_d7_19","nahant_02um_d8_22","nahant_02um_d9_25","nahant_02um_d10_28","nahant_02um_d11_31","nahant_02um_d12_34","nahant_02um_d13_37","nahant_02um_d14_40","nahant_02um_d15_43","nahant_02um_d16_46","nahant_02um_d17_49","nahant_02um_d18_52","nahant_02um_d19_55","nahant_02um_d20_58","nahant_02um_d21_61","nahant_02um_d22_64","nahant_02um_d23_67","nahant_02um_d24_70","nahant_02um_d25_73","nahant_02um_d26_76","nahant_02um_d27_79","nahant_02um_d28_82","nahant_02um_d29_85","nahant_02um_d30_88","nahant_02um_d31_91","nahant_02um_d32_94","nahant_02um_d33_97","nahant_02um_d34_100","nahant_02um_d35_103","nahant_02um_d36_106","nahant_02um_d37_109","nahant_02um_d38_112","nahant_02um_d39_115","nahant_02um_d40_118","nahant_02um_d41_121","nahant_02um_d42_124","nahant_02um_d43_127","nahant_02um_d44_130","nahant_02um_d45_133","nahant_02um_d46_136","nahant_02um_d47_139","nahant_02um_d48_142","nahant_02um_d49_145","nahant_02um_d50_148","nahant_02um_d51_151","nahant_02um_d52_154","nahant_02um_d53_157","nahant_02um_d54_160","nahant_02um_d55_163","nahant_02um_d56_166","nahant_02um_d57_169","nahant_02um_d58_172","nahant_02um_d59_175","nahant_02um_d60_178","nahant_02um_d61_181","nahant_02um_d62_184","nahant_02um_d63_187","nahant_02um_d64_190","nahant_02um_d65_193","nahant_02um_d66_196","nahant_02um_d67_199","nahant_02um_d68_202","nahant_02um_d69_205","nahant_02um_d70_208","nahant_02um_d71_211","nahant_02um_d72_214","nahant_02um_d73_217","nahant_02um_d74_220","nahant_02um_d75_223","nahant_02um_d76_226","nahant_02um_d77_229","nahant_02um_d78_232","nahant_02um_d79_235","nahant_02um_d80_238","nahant_02um_d81_241","nahant_02um_d82_244","nahant_02um_d83_247","nahant_02um_d84_250","nahant_02um_d85_253","nahant_02um_d86_256","nahant_02um_d87_259","nahant_02um_d88_262","nahant_02um_d89_265","nahant_02um_d90_268","nahant_02um_d91_271","nahant_02um_d92_274"
"OTU_12",0.934873848122999,1.07505269502817,1.28744194609841,1.03785040434415,1.4299650800061,1.31908951476581,1.78551502841032,1.76588979282803,2.15038990890512,2.17348494120727,2.02660534935997,1.44265858314822,1.17750848117252,0.913996556999614,0.741055896941045,0.804203035535766,1.61008916352067,1.26344482964719,1.25069949382228,1.93542730005835,2.11592374448092,2.01309714914838,1.97736426634216,2.08247028752826,1.3062190378858,1.9300972720704,2.18586330064272,2.56555618418352,2.28915566158962,2.50008648606076,2.22232392715632,2.14827079303412,1.30073635914287,0.801939097304305,0.494110352647546,0.323980363186932,-0.0978890267666039,-0.442300367134514,-0.449502584204356,-0.121474055656587,-0.4094904897546,-0.656602270519081,0.176336447148188,-0.34832238035994,-0.523715315713246,0.455394854954069,0.0817521671433599,1.53550872279151,0.178008226860648,3.75961711808543,3.27206333868572,3.46426572267704,3.63722714731132,2.60761176944587,2.89827309554828,2.80986833493297,2.29656367479059,2.33253819366415,2.22881147443936,2.03973429926154,1.86851915522042,1.48243093675194,2.47624651545934,3.88135355423793,4.68425728286579,4.73680878950579,4.58875957882416,4.14061075180957,3.93350355249416,3.31939886826586,2.75136284515361,2.3336792583009,2.46840145258648,2.99534320420224,1.78720628134768,1.29150755534878,0.902134067589561,1.01783012447872,0.749386852203741,0.552133570810725,0.264047505076852,0.947055220244789,0.60086261091879,0.953597629545568,0.881746753722115,0.848627666732522,-0.0200360221000633,0.815319133456695,0.890511820455905,0.705451938161344,0.725229651737674,0.427816369453888
"OTU_6",2.42799823288008,2.80270927806346,2.70202102105688,2.32382204383617,2.33882083339274,1.89269154467597,2.21587768814021,2.37040090067135,2.17478136202928,2.23929815977684,2.11555283537646,2.58101120046585,2.49926432115484,1.99891000130956,2.17999399154636,2.2055352740202,2.33874303253753,2.12534148945554,1.94384667438222,2.51391157229815,2.77438536705297,2.53948728945548,2.93352738946369,2.67176752673575,2.62703546962618,2.1872426206621,2.18586330064272,2.01158056912436,1.75015916085693,2.04167460497881,1.95830082902118,2.27786362207972,1.4107372543572,1.79687295649757,1.42458571951366,1.43638597398738,1.19309515454896,1.31555755041786,2.02703581591313,2.13906280109396,2.27258422494435,2.10200020974596,1.98188923850858,1.89891261755094,1.65310038999177,1.77715069493639,1.7518147013939,1.9330056612505,1.3607036327393,1.57182657298257,1.33742091447675,2.42694175798021,2.84876978694705,2.66739968782484,2.55096390759719,2.6915871672613,2.51202753943058,2.28210734003726,2.44653495828423,2.11537171346716,2.27398426332858,1.66685997588546,1.22057233675651,1.33741337286573,1.01324483058028,1.6210737235571,1.53693783861913,1.95563747625387,2.27952778562916,2.2739783083476,2.27875843420782,2.14392272301942,2.46205222490782,2.00494450017436,2.15988156663286,2.22048344675025,2.26849421380863,1.92966650600349,2.3712472846364,2.16923435599039,1.91947053075278,1.86846105278572,2.05384834653735,2.35943658673843,2.22981990202181,2.25397022282311,1.99878089776334,2.00924160192913,2.02112684021019,2.10678417664577,2.32858851809539,2.013906917891
"OTU_16",0.9542919339801,0.754144974948066,0.890140148629405,1.26462372370894,0.947538930761811,1.7292384721864,1.36310036198838,1.42941755620682,1.2216766570324,1.6828620247588,2.07944783073435,2.00612794039964,2.23356115542184,1.8742065228086,2.09298261455673,2.19049739665566,1.96193318018974,1.99269701484925,2.00447129619866,1.39643079932566,1.65196242969115,1.67400710998508,2.08948156446286,1.64591459235007,1.82266265395601,1.81887163696018,1.74607344999348,1.22783649321218,1.55600314641598,1.77504594172486,1.2865067729318,1.65407756931727,1.03604380491579,2.03502930020097,1.75702569260693,1.8464068986314,1.45545941901645,1.70946183612495,1.61736017526862,1.92811452287357,1.46821140927418,2.51681118027236,2.092032817607,2.52480757110172,2.70240691767572,2.65657983350639,2.78562699683509,2.5296419414296,2.15355017352233,2.4211344842978,1.98030626025581,2.47664142653249,2.07819086625429,2.43753718626189,2.07073872427992,2.60742537493959,2.50317792415359,2.55239766977717,2.27502431759449,2.4308106699176,2.26200807228187,2.08279638386092,1.53344465803685,1.41537491433545,0.725562758128494,1.11024809979111,0.512433522104738,1.30276419483186,0.755449722146216,2.22552592496165,1.38648257853754,1.40496600642819,1.04339257928589,0.13314232327277,1.01580690388799,1.64605257302969,1.65899706253561,1.48783375372445,1.83752784100456,2.06472165725491,2.28286442494025,1.85820455261853,1.97849890929557,2.35296407223281,2.59554468148046,2.3441213198174,2.49385816456119,2.36288164217271,2.61935746427339,2.67700451783,2.82343346987303,2.71098337659083
"OTU_7",2.31625419444046,2.37966902513379,2.52367561264257,2.21230076940376,2.20030189925718,2.04684222450323,1.80218208089553,2.10363672688124,1.96063337362364,2.01136609173083,1.86727331079071,2.28608796675751,2.09379921304668,1.91252538711074,1.83061835008924,1.89266295273986,2.27884489095646,1.8959673883907,1.8280148588571,2.43113928601429,2.53642672995362,2.29092692515715,2.66200075723419,2.52138332970397,2.41881756852865,2.00259277410855,1.79259346562838,1.82135383282329,1.43694378639999,1.97571663718701,1.68726599000256,1.93139685473351,1.47136187617364,1.50638583311818,1.20495711030689,1.32031380273462,0.938202904920172,1.24409858643571,1.7252491372798,1.89734286420681,2.06898526970311,1.92529664525623,1.76896724126591,1.88251880777526,1.36884885263677,1.46699576663255,1.69119007957746,1.76813101806026,1.22255329425848,1.65295211779494,1.14326490003579,2.07117631842432,2.73245625927003,2.50277770813029,2.4294663545364,2.46619894609327,2.31818613880376,2.10665866253107,2.27502431759449,1.9808937992386,1.92070490839099,1.60161945401706,1.27999575722731,1.39005710635116,0.668404344288545,1.33339165110532,1.56225564660342,1.77605189927879,1.96847236199207,2.03893996938124,1.81980464114867,2.04187346866525,2.38254016198008,1.63721972004904,1.79790157046443,2.00570814510656,1.74188472234138,1.76504452630894,2.33350695665355,1.67606366746312,1.67932940307,1.90846638739941,1.74442628744917,2.12003251455244,2.06040175006376,2.01337975790518,1.90892456864148,1.75141249262703,1.86828763598074,1.95387650505811,1.88268244042872,1.82368018158993
"OTU_15",1.82332978100371,2.21213126452407,1.99684964753013,2.16041593403475,2.11068974056749,2.65112101732633,2.26388690732657,2.26774674661126,2.31506700171936,2.65111249556366,2.52808511070772,2.22618982517644,1.93964853321942,2.13416404724553,2.46767606399814,2.51718162691071,2.53358280768889,2.54519533501581,2.10245170455886,2.73892253778716,2.65365682116683,2.32976675847341,2.42703546695482,2.2219364156726,2.61188366460558,2.30243833275353,2.31246892491428,2.40914049772541,1.84623299094656,2.38118174529517,2.00056063831106,1.71409557904353,1.4107372543572,2.28560762244937,1.86238620826476,2.27582524776206,1.35436330214508,2.15295433982235,2.13071424538797,2.21009857421071,2.02950645872932,1.78090214037434,1.60345280278833,1.96192558537967,2.18433488538896,2.09992408719944,2.16897584926525,1.72966473723247,1.65240985549081,1.82000620245811,0.772891111738898,1.10836557091528,1.36794925233504,2.13095095917095,1.43093752442527,2.18969017423961,1.56441433642738,2.05752597395342,2.04378355604767,2.10872717074849,1.84136816615447,1.4567885061386,0.96633819837227,0.029080553215556,-0.55537108733357,0.0116358111230044,-0.51718589507642,-0.255380423214686,0.0623025415862704,1.67121518925592,1.15909273634187,1.05274541283883,0.902313981025989,-0.0491792335211847,0.144978546090593,0.773564463813924,0.902134067589561,0.578463464694872,0.867169887860124,0.759772935588969,0.688930699042118,0.615698084290347,0.491663318953798,0.871359531308596,1.73616208187818,1.29593988477619,1.30563371720339,1.53315892660701,1.32007448014313,1.3833316465905,2.01621383305324,1.78484034827367
"OTU_1574",0.691927669512609,-0.0235595936399418,0.172300355479088,0.121559672469995,-0.566588801867964,-0.545695089477138,0.225267360166987,-0.244558877364853,0.153836027031049,-0.332040995783466,0.162525218552286,-1.06964704082789,-0.650618632226407,-1.18606427188296,-0.67263743836696,-0.207397876142714,-0.611526866939704,-0.0116238963624782,0.853016526156166,0.192457994999725,0.698857724694275,-0.619445499445688,-0.847410209068195,-0.199912098148263,-0.558565566357145,-1.1684923869233,-2.2147397196041,-1.04084704810618,-0.726379239260549,-0.827643743719527,-0.0317341249430703,-0.148044686946327,-0.381022214870852,0.483485366185771,0.420002380493824,0.47813104301419,2.04751048270503,1.80899143147198,1.03210195671986,0.571673124903359,-0.141226503159921,0.3650489770129,0.176336447148188,-0.428365088033477,-0.35666123105008,0.490486174765339,0.528039269771779,-0.187257874949593,1.04023173746453,1.42002056011457,2.38920190346076,1.6611553937803,0.48556007213657,0.300276073693224,-0.514972624630045,-0.230677954410815,0.642425583438587,0.258546256751879,-0.976641330096697,-0.599323030353721,-0.904069567019364,0.331858909153119,0.794487941445611,2.49718008468718,4.0696017259507,4.13472978663109,4.15751035356028,3.65413945199534,3.59133329475831,0.534862572604963,3.60051427419014,3.03604309396577,3.28354220133915,4.65220981020745,3.60897682899178,3.66195012373846,3.00434082004241,3.0282787946716,2.03724114051038,2.01253590408434,2.94828705748534,2.97046893045496,2.62719432728468,2.83747238768143,1.62368409845149,3.00811191608589,1.62408744832193,1.16949094717731,1.12818347233303,1.49940381784325,0.31976454362951,0.00293317548862193
"OTU_21",2.10899368929925,2.08486948491315,2.13239513952636,1.7126484462359,1.78044805369692,1.52231775637908,1.63136434858306,1.88367282848441,1.61667046527327,1.75776333293192,1.51059836685198,1.73371334007864,1.66301629695422,1.58652445035682,1.44762609783313,1.45083020046082,1.78636840585867,1.37467046475741,1.49853565772686,2.13836814405504,2.22355440867328,2.05783304298977,2.45370371403698,2.10931753756445,2.01335246042048,1.60409633531648,1.54646039608947,1.66720315299603,1.41368692423572,1.67788219327121,1.478174192144,1.71409557904353,1.12305518190542,1.07819247393246,0.627641745272069,0.834805986952922,0.938202904920172,0.968686606575748,1.15993532822974,1.76381147158229,1.71690803501301,1.66796172919374,1.38030925147412,1.33522350422788,1.10374110222353,1.03521335020701,1.20098374301421,1.36737180098951,0.897130893823854,1.26039041452269,0.350034260918864,1.80151275147522,2.17504069224421,2.13095095917095,1.99240688101001,1.9848957615936,2.05689082152517,1.80518326794695,1.90442803513715,1.80762207796457,1.69331506619533,1.13833477502007,0.624588904650213,0.86198967615066,0.543241201334539,0.497143626904705,0.964418645847795,1.53637904601337,1.57643027421605,1.70758283342679,1.59940457578021,1.67689972191183,1.92759499660855,1.36180774018908,1.45929940758539,1.58449468003025,1.48405561303928,1.630008242505,1.96578217652823,1.8266365259425,1.60522143091627,1.41062795916023,1.42322152295874,1.97945056393125,1.70372680612503,1.60390662839947,1.38085713844098,1.43050477254693,1.54638760621862,1.63976117553818,1.50538820928725,1.37441245082337
"OTU_39",0.0475706531220959,-0.371866287908158,-0.258482560613366,0.614036157567789,0.254391750201866,1.26110225711546,0.532752059914948,0.918591932440828,0.49678077815788,0.679559915895013,1.51059836685198,1.93438403554079,2.17603731128365,1.73170646020132,1.83061835008924,1.99904335629843,1.72384804887733,1.60828531593892,0.853016526156166,0.613671460076028,0.565326332069752,0.201535052624142,0.538884152051696,0.270091531097473,1.27764566544174,0.505484046648374,-0.199836699061831,-0.635381939998016,-1.08305418319928,-0.422178635611362,-0.673588011115465,0.0750988643678823,-0.157878663556642,0.10879191674436,0.0522776003685066,0.441763398843315,-0.416342757885139,-0.953125990900505,-0.113030347583144,0.0898350380106203,-0.0840680893199726,1.32056042204034,-0.00598510964576704,1.55263638083311,1.80577723020072,1.39985646379492,1.95355434404495,1.54734318043851,1.24090243292668,0.972708342070904,-0.109498068459576,0.867203514098387,1.25874996037005,1.01695375166336,1.43093752442527,1.67886455047362,1.16461496585489,1.16610330865728,1.60104705314227,1.1054250618847,1.44047972507371,1.10196713084919,1.17889964035594,1.53315794999183,0.543241201334539,1.19029080746465,1.00887040841863,1.75952259732758,1.47106975855822,2.99049884009285,2.13725887193412,2.20190998066977,2.20982746429277,1.1139715762845,1.67344739599103,2.23715049923546,2.4236032070777,2.36445922920618,2.71737295295825,2.4180010121925,2.33610893945907,1.71431037295846,2.23751308687777,2.25765389242849,2.49118466615622,2.2602398358367,2.73399929224397,2.41974450406725,2.64499989488673,2.45596844885535,2.76605635728973,2.82571164225226
"OTU_27",1.39749737007111,1.18627833013839,1.60738488076841,1.58439411071222,1.51285273981187,1.63112061622787,1.38841816997267,1.63235840020351,1.2216766570324,1.73692924602907,1.77196313098639,2.15587332675898,2.32264078547552,1.9200160588399,1.98216824821644,2.19804460229104,2.32114727064715,1.91913444767223,1.15225942100902,1.82076439173821,1.79747001336238,1.5977797445972,1.85107054101786,1.69720788673762,1.91107361130007,1.43419729852109,1.28176784186238,1.24493092657148,0.684607734449713,1.08189876116491,0.852468292379585,1.08669977604636,0.630578696807628,0.801939097304305,1.07392884790049,1.33558127486541,0.800052566439355,0.720850442671166,1.19915604138303,1.36280071382351,1.15269453782895,1.47690649243103,1.38030925147412,1.64060515377906,1.54429753014297,1.72836053076696,1.91433363089167,1.70986210993629,1.3607036327393,1.7977830656734,0.701432147756753,0.867203514098387,1.88221722029201,1.78835312912306,1.93131918903018,2.02934752416443,1.78755788774159,1.61168841055487,1.91373042779947,1.84302400501548,1.81345937803739,1.13833477502007,0.794487941445611,0.029080553215556,-0.373049530539616,0.497143626904705,0.27127146528785,0.800672251034628,0.660139542341891,1.3372090451299,0.86429319612123,0.742590484534994,0.93216694417567,0.213185030946306,0.250339061748419,0.9378675151052,0.596752418038379,0.822085547352622,1.50315865458012,1.45292011614891,1.23749665079096,1.29082675934761,1.14558978636046,1.77035876607269,2.03705438606677,1.84850511471494,1.97506437114602,1.71140715801333,1.67674942408186,1.7628212682954,1.93825229158353,2.09697351658961
"OTU_19",0.915071220826819,0.971868458792937,2.03638048628677,1.15765160415677,0.43671330699582,0.719971283854138,1.37583938776581,0.481378126018083,1.55142994340487,1.27739691665063,0.80437910472468,0.134325763498044,0.6178926932371,0.759845877172356,0.685486045786234,0.804203035535766,0.282291009082392,0.221990954819027,0.75537805659225,1.19098682511085,1.83829200788264,1.33936805444553,1.28421708578221,2.17344206573399,0.654457073488708,1.04708132908112,0.0365520790023988,1.45785292381416,2.38713606994982,1.46236256706766,2.13581468424703,2.63232617573551,1.36817763993841,1.66214036252742,1.88929366118468,2.47380270162857,2.03681519358828,2.25232681363555,1.6667529305982,1.88159450723868,1.5473487298329,1.38027965674196,2.16306859072376,0.800300328882831,1.02963313006981,0.455394854954069,-0.205929905308421,0.715609836592422,1.29401225824063,1.20096699405188,1.48313272565814,2.14138057709757,1.88221722029201,1.66247288323405,0.583639664038064,0.328937833524608,1.0383212405306,0.760638200549115,0.367093416604398,1.2569749600119,0.551217665587478,1.51970233154917,2.08234222975225,2.30120643872489,2.1392560934365,1.76083566593226,2.0630309345159,1.92785791214679,1.03170309877437,0.0493547568232624,1.95333603377319,1.64053207774095,1.81252566682376,2.48451758043625,2.37857076759769,2.71947461286924,2.20619033047248,1.91164800050081,0.68484833106617,0.820397557405404,1.83755340828489,1.48818619350611,1.74442628744917,0.494065300167128,0.560163129594653,1.91245383931522,1.01795164475161,0.65280020395892,0.914609372034966,0.705451938161344,-0.286371259940806,0.753238769888516
