"ASVID","AS_1","AS_2","AS_3","AS_4","AS_5","AS_6","AS_7","AS_8","AS_9","AS_10","AS_11","AS_12","AS_13","AS_14","AS_15","AS_16","AS_17","AS_18","AS_19","AS_20","AS_21","AS_22","AS_23","AS_24","AS_25","AS_26","AS_27","AS_28","AS_29","AS_30","AS_31","AS_32","AS_33","AS_34","AS_35","AS_36","AS_37","AS_38","AS_39","AS_40","AS_41","AS_42","AS_43","AS_44","AS_45","AS_46","AS_47","AS_48","AS_49","AS_50","AS_51","AS_52","AS_53","AS_54","AS_55","AS_56","AS_57","AS_58","AS_59","AS_60","AS_61","AS_62","AS_63","AS_64","AS_65","AS_66","AS_67","AS_68","AS_69","AS_70","AS_71","AS_72","AS_73","AS_74","AS_75","AS_76","AS_77","AS_78","AS_79","AS_80","AS_81","AS_82","AS_83","AS_84","AS_85","AS_86","AS_87","AS_88","AS_89","AS_90","AS_91","AS_92","AS_93","AS_94","AS_95","AS_96","AS_97","AS_98","AS_99","AS_100","AS_101","AS_102"
"OTU_3",-1.64825144864567,-1.3381236701719,-1.2790748572628,-1.29280101502504,-1.52008887701918,-1.07790914626039,-1.55010956994893,-0.757575514930836,-0.835206543649782,-0.563590155729499,-0.815000888612584,-1.48631005822842,-1.19450274729887,-1.5019082926331,-1.00160237208714,-1.22918108969653,-2.49983781637865,-1.38595543551082,-1.45528723260684,-1.19815330077838,-2.89669520559847,-1.61849844319838,-1.34041150509306,-1.9476374007998,-2.63374099598803,-1.41692022138392,-1.50686038604902,-1.28627872446263,-1.18817440857773,-1.14336894641353,-3.13687352649266,-2.9704144655697,-2.93478151160312,-3.10628291707598,-3.42305062077159,-3.93238216738297,-3.15246928964731,-2.27848754141498,-2.4273172845595,-2.19511741219772,-3.24058879612148,-3.14562977353236,-3.08232146785287,-3.4424403401962,-2.77174893137468,-3.67792220623351,-3.30217336722647,-4.04090620735258,-3.08957772854603,-3.8948343221457,-3.2826998050679,-2.74845203735667,-2.3191790867857,-2.78315923134395,-2.77250571746696,-2.33737403686985,-1.99569661649795,-3.87709040317931,-1.99662009607704,-1.70915383917923,-1.66448787795204,-1.4336191061306,-1.19194196018969,-1.5182580087647,-1.41786344560372,-1.87734142732191,-1.52875296502579,-2.33203966718452,-1.8681858478356,-1.01637958634266,-1.15393342859798,-1.34306729229321,-1.58300915111185,-1.48585623111496,-2.62005848527256,-0.811239356948082,-1.12624596135355,-0.947086870473485,-1.46045527554008,-1.8196485736267,-2.28731762086326,-2.97500191394708,-2.61344475375853,-2.78015903866444,-3.11226880228366,-2.68634028344678,-3.0534323058616,-2.86945586109922,-3.0011383463483,-3.82794980695832,-3.69963867326568,-3.60492892705214,-4.065509564361,-3.32661811722726,-3.20552746204477,-2.80895636641066,-2.72680246152052,-2.27963824507722,-1.96179000710853,-2.05790864883981,-1.36693865907296,-1.07335121841881
"OTU_5",-2.30201350109509,-2.7412032244522,-4.09873605986677,-4.46670803143403,-4.74577083071122,-5.85521168460657,-6.6177000223848,-6.78854935650226,-6.66815765436845,-6.50393168000323,-5.91057078294414,-6.08944971736161,-5.89107739871721,-5.47056005315455,-5.69492390872188,-5.71599921216612,-5.42012647472109,-5.22424834202922,-5.30955271428325,-5.37964481234333,-5.40710861024109,-5.87008493523917,-5.87230983249364,-4.78231306730359,-4.51078768033618,-4.89291982372485,-4.66151058146116,-4.90800855838336,-5.09863245221002,-5.09509763751268,-2.71398367898898,-2.51141293457272,-1.90200667419574,-1.60750030283739,-0.988736641340387,-0.599785486168779,-0.826528471865796,-1.13331529323313,-0.908205906889997,-1.3470999288302,-0.852521199166085,-0.813966921558091,-0.878706732627675,-0.805154829395262,-1.29167583936408,-0.981640612082605,-0.709416824145916,-0.885654565382935,-1.40332187888649,-0.881052448195407,-1.19607822247356,-1.69511295101805,-2.19400901439141,-2.17404941118115,-2.08834930442154,-2.31401746934089,-4.07161103853758,-2.94632275874804,-4.24172434533257,-5.10112719706033,-5.88639638637111,-6.16444198807283,-6.94713623570599,-6.90575327631146,-7.23135936060998,-6.75693238924755,-7.26318945348474,-7.03812543014399,-8.40290404501411,-8.10772006191053,-7.88540448098723,-9.36271805239707,-7.28353407671994,-8.32425548215909,-6.93187862387934,-7.38103478667416,-8.09887078130552,-8.03899608714197,-7.82620368141009,-9.41344446795267,-8.33702930517608,-7.84306401669205,-7.14928869540794,-9.84405936503097,-7.07242190053737,-7.2439100048847,-7.82476575178064,-7.20333111355302,-7.86633892304654,-5.25560651195956,-6.90111791572488,-6.6985762680183,-6.52132219320715,-6.6186648077949,-6.59657111306096,-7.26122509197192,-4.116711592369,-4.23701656996445,-3.5854534976132,-2.91212993842488,-2.03401164726269,-2.52299198381188
"OTU_8",-3.074325968114,-3.53072396316717,-4.14370915018847,-4.69534454489026,-4.44855459712872,-4.40622568123978,-3.52453013972441,-3.8682614138816,-3.90143332432669,-3.86273098524624,-2.82726590176009,-2.22453405405258,-1.85088252024217,-1.9411287468588,-2.8326959178703,-4.06819255189538,-4.29204144787515,-4.25221502315189,-4.01641554372174,-3.46172476977731,-2.69094097305056,-2.90099353848422,-2.99298786940837,-2.36669818337657,-2.28512587162228,-2.93544004329787,-2.95175124406809,-2.73158676259153,-2.55741098971063,-2.10437442337276,-0.965594023567033,-1.41997534129112,-1.65379463603889,-1.75037630320968,-2.01273236487576,-2.36610719669431,-2.50292635343427,-3.16489065151395,-3.52829363946521,-4.0687510062697,-3.06639275148109,-2.76789859638937,-2.5014496814964,-2.50824115203211,-2.71976426846566,-2.44372198402525,-2.27901634662135,-2.41062416383441,-3.00848177794196,-2.41536911978148,-2.52390711632371,-2.31430382552664,-2.59587767000188,-2.76458961151787,-2.95435150044342,-2.52129178366181,-2.10451383120422,-2.03550582726201,-2.31812352133094,-2.52437688681795,-2.68176929712788,-3.00966978139777,-3.39871906564769,-3.58351893845611,-3.58850945196057,-3.62957067967364,-3.92655458981999,-4.736051010134,-5.62694642570822,-5.96539230679821,-4.94482882997871,-4.00236217251045,-2.37389819781337,-1.98443231992757,-1.66964012227189,-2.33037788659496,-1.93063477112997,-2.95142070186434,-2.92215300776427,-3.15934279142108,-3.19523134433704,-2.55476965402509,-2.73567205376676,-2.96760800468313,-2.21359578564012,-2.70374258009953,-2.62155327152168,-2.28617396831963,-2.55664099724337,-2.38873814888159,-2.91764843036579,-3.01776498855387,-2.71779540566213,-3.14192909489979,-3.20552746204477,-3.38486197002554,-2.93470167400557,-4.19382846939094,-3.96877341063597,-3.94904540307068,-4.37167531670037,-5.02411269203488
"OTU_6",-5.29839199062926,-5.73931390303469,-6.56046473492504,-6.32004861088019,-6.31075126453041,-6.57451780487085,-5.67734921758805,-5.43075945642026,-4.73890480999224,-4.37262543873282,-4.43515718258479,-4.34208868323463,-5.16970243970333,-5.4207490785538,-5.877805807339,-6.12256133786802,-6.07026213605141,-6.41938399237822,-7.09250977122292,-6.78319935903833,-6.67727236028116,-6.63706141955921,-6.52234851994625,-5.39224918638224,-5.38871493101156,-6.27583757929131,-5.88630242446737,-6.34435962908798,-6.7017555948336,-6.27798523112351,-4.74120797695516,-4.49088103958596,-4.42910560914921,-4.64687342475161,-4.59100979312653,-4.98537853430954,-4.63380684756859,-5.78833618553097,-5.70610681530751,-6.10038689372611,-5.55320961617683,-5.95317998099814,-6.05202557389753,-6.71726041149902,-5.54763391562305,-5.65821438674669,-5.62164946120962,-5.00487616786156,-5.09744009704438,-5.34594855820991,-4.62441640765022,-4.96185523088591,-5.01820513671368,-4.50531277040849,-4.03702715323117,-4.33228447255435,-4.41759614936423,-4.55379833391952,-5.03194508068301,-5.13642849062566,-5.57171521113657,-6.03061013724729,-6.02940238644837,-6.98587305824609,-7.33679222731512,-7.13198914477834,-7.16780918431644,-7.57748760170388,-7.55530718626917,-7.00850518208228,-7.00940893270864,-5.59790502954773,-5.44734063794048,-5.15467466431919,-5.30191743589199,-6.02469651982699,-5.61061582917314,-5.17145754695668,-4.45467024151709,-3.70915041848756,-3.06035434735067,-1.88911310481005,-1.67805165969347,-1.90469589487613,-2.03062647680198,-2.05206676386952,-1.70796261708264,-1.46179832179658,-1.44382069870343,-1.30478136765204,-1.2084029364204,-0.999672340813206,-0.773718370903879,-0.709414948780102,-0.697670613151763,-0.494913140992406,-0.709227159494145,-0.928298156572009,-0.763838941382153,-1.13204256571619,-1.61690121381065,-2.05731940142608
"OTU_16",-1.94082840694297,-1.66032104155348,-1.48101494893946,-1.59921050172714,-1.97127872389504,-1.9244243304322,-2.56080427380637,-2.62096337803763,-2.80920835078896,-2.65434004460286,-2.78123846381926,-3.43107308560845,-3.09815886589696,-3.73883393219746,-3.50437849064479,-3.57129171188655,-4.38808559014162,-3.43168039838723,-3.95228619978087,-3.60525253986538,-4.05495655340286,-3.51110735225137,-3.4761206242295,-3.63617790713483,-4.47827136039289,-3.85564098914273,-3.35407574659852,-3.19024401219387,-3.01304872356545,-2.95462870786476,-5.16505171934097,-5.1896179496247,-5.41026179441384,-5.19869200738187,-5.51336764947946,-6.09752751868857,-5.49729055693443,-4.29908729394611,-4.56954300834494,-3.49622823185573,-5.28470664091267,-5.46041083241467,-4.84527477331204,-4.74267966949231,-4.14958069069736,-5.01804368153698,-4.63259705865365,-4.6902836277719,-4.94227016902038,-5.78048628106422,-5.6281052244923,-5.77666675468107,-6.02863281607143,-6.05216269563303,-6.68336094576627,-5.51577203956296,-4.86012243381695,-6.20199036706344,-5.01006165289309,-5.12452404662596,-4.5255525580234,-4.12614485118699,-3.74672243296849,-3.7043836406499,-3.53991827694746,-3.03151953302059,-3.05914711672688,-3.61114311251006,-3.53547607634137,-2.98346989698179,-2.9520653269015,-3.3082849737279,-3.47819379661105,-4.03021747906606,-4.10815165172714,-3.84144157125606,-4.4633761803702,-3.94256864985504,-3.77137414503476,-4.40416159560804,-4.38656178983927,-4.27428232766078,-4.05090701965721,-4.01099544771838,-3.97186300578416,-4.30446720025048,-3.95606025101635,-3.47730029040936,-3.62382949444603,-4.68998217640231,-4.15825474529313,-4.3660250564377,-5.78004181062004,-4.7835404944908,-4.657733665715,-3.66716655270119,-3.48580878370301,-2.873180286821,-4.98269296243966,-4.6073532318721,-3.99386628889392,-3.66104156289327
"OTU_9",-3.64753953797106,-3.45224249710771,-3.62597447540333,-3.42181666886489,-3.54045408705099,-3.91715268324814,-3.29291872539875,-3.52947838959342,-3.29693419959409,-3.72089167192107,-3.51689491082752,-3.25032415340097,-3.3599366944391,-3.06913142312376,-3.06721289052533,-3.37688771851161,-3.00675048618735,-2.91562909791334,-3.45335488584616,-3.46813686433726,-3.26339881208754,-3.2234465597077,-3.36182935607163,-3.10651077767692,-2.99924406406492,-3.13437517818473,-3.15024977442255,-3.32890744157683,-3.14772831593543,-3.37800972125564,-3.09783059329807,-2.84557203777264,-2.86259854795486,-3.12535820030273,-3.24222567828206,-3.45299450167743,-3.557668757485,-3.9370492399644,-4.13844404841982,-4.36615815037062,-4.01025326602256,-4.03875211783327,-4.0609594727916,-3.84074920948653,-3.70200193177521,-3.56580225666746,-3.40899858817769,-3.23004373357811,-2.81594543268622,-3.29770030325325,-3.27482367640551,-3.2203372792752,-3.16517309019932,-2.89557141262072,-3.12059636124851,-2.96198396684068,-3.33779423965399,-3.30125211463886,-3.28400588698723,-3.41160059642304,-3.74771543333099,-3.81396600099728,-3.87513028904778,-3.92268029990213,-4.08425011618134,-3.96277529746919,-4.15731936138349,-3.88313137188441,-4.03313858404021,-3.98699247179646,-3.9963641538619,-3.77170747473674,-4.0278869895535,-4.07844208642804,-3.64251866147118,-3.96586117602436,-3.84388380672595,-3.82814720324948,-3.24287429156683,-3.13455784642043,-3.23830529462538,-3.66880549663566,-3.74922296836472,-3.93614635032535,-4.0697322216392,-3.86032477076375,-4.16694928589149,-4.43867182412618,-4.35748552575776,-4.64911112107634,-4.67025543264403,-5.01141018758718,-4.47458033678134,-4.71394984969157,-4.8339704352491,-5.43301743084842,-5.02100208472703,-5.6561471989019,-4.54532843665935,-4.31801865270918,-4.36123505698897,-4.67656018207476
"OTU_27",-5.03568295065041,-5.03229378335412,-5.05142173242884,-4.67159645908392,-4.36601050424049,-4.2542356638933,-3.12241911810568,-3.51183520991389,-3.5763690867432,-3.1465465276727,-3.38824023601815,-3.35905574008121,-3.24047942664731,-3.45031741553605,-4.00626727644439,-4.26330411843492,-4.06854414538291,-4.33375989370405,-4.75940679123214,-4.81459506516136,-4.18265681283878,-4.80567224553113,-5.14262704053519,-4.96436670056898,-4.62239327617034,-5.18549939417847,-5.13222298465489,-5.48176008947209,-6.00737890592205,-5.8479834880819,-5.73003352050792,-5.82822640479029,-5.53031053313923,-5.14120861222549,-5.38498423975861,-5.01271264561009,-5.08478098359619,-5.55220911584324,-5.59848473166718,-6.30146514251546,-5.58612443118797,-5.28225149886124,-5.19385044895823,-5.1440364699096,-5.16536446840779,-5.16351532572206,-4.98755758479843,-4.6976229361976,-4.98753528237541,-4.35885412249042,-3.88936269058219,-3.26894231339724,-2.93768946346343,-2.76064967043179,-2.52134932115627,-2.39972451735346,-2.18143209425564,-1.53614003956184,-1.28768384828691,-1.071430442882,-1.14640899660828,-1.52487065877592,-2.20025191470305,-2.41234602496257,-3.21684750279656,-3.33664946419197,-3.30590700364197,-3.77104278879063,-4.50026308226277,-5.26967579058465,-5.05806398766737,-5.16746636115795,-5.02638776289805,-4.86152452413909,-4.22140610036471,-4.71598945968967,-4.64761646065085,-5.02461124795223,-5.15361267332539,-5.14503485435511,-5.21093158792806,-6.08332049204422,-6.15470081185189,-6.54431144596971,-6.63664108054383,-6.66798997352648,-7.13121877910727,-7.5602292634746,-6.76695946901668,-7.29701572379628,-7.38701283328047,-8.08579470128157,-7.95752740223077,-8.81707553694934,-9.54230245311951,-9.97280665028404,-9.9727347895544,-8.77299752496999,-8.95020861361141,-9.97273945190351,-9.9728438891192,-9.97289567337417
"OTU_17",-4.43367587836219,-3.98704014148116,-4.84020669880231,-4.53281742929883,-4.89822047679894,-5.45651138330848,-5.29973427270999,-5.53296590947657,-5.29210090120526,-4.8789351078864,-4.04572905528829,-3.78841097031967,-4.12979501294044,-3.14002532860256,-3.28667935888269,-2.59803553137211,-2.19188722206088,-2.2094110809517,-2.25542995507677,-2.69564756162174,-2.96333076627853,-3.33376494334234,-3.51180840642178,-2.56539304599947,-2.26411881216625,-2.84276846524268,-2.86572674379217,-3.60520314486659,-3.99924269405273,-4.06562931942813,-2.13215516648429,-1.87492853310267,-1.80048930495769,-2.15298924155987,-1.93600187468125,-2.03631088372058,-2.34111160271785,-3.16649524752583,-3.15804412639815,-3.76203281298684,-3.57200005333673,-3.64971858954376,-3.79076410837225,-4.11068965122262,-5.11568250766806,-4.97076850071845,-5.07429843219787,-5.38801233754368,-5.96116152861227,-5.50758734559637,-5.53595190572569,-4.84659604327041,-5.42587328021522,-4.80254306633829,-4.66873659612337,-4.83708992844474,-6.3802766082351,-5.06134405553779,-6.08129096855605,-6.23895221824026,-6.88667755337924,-7.70653793739434,-7.23505862537765,-7.39164640400792,-8.4358385123734,-7.58426481838906,-8.87318790405011,-8.42507790250843,-9.50166579934276,-8.39547743273214,-8.10862326835459,-9.36271805239707,-9.36357634787504,-8.32425548215909,-8.3189048411002,-7.85127199710988,-8.79216989137046,-9.93228225236997,-7.82620368141009,-9.93232260499985,-9.43580123624555,-8.75959019965233,-8.75935474856621,-7.64388212461614,-7.86134179559999,-9.44176950287716,-9.43452338286506,-8.12006820758307,-8.37731790928504,-6.72112445060008,-9.46699606582284,-8.08579470128157,-7.95752740223077,-8.81707553694934,-7.93257749367949,-8.87122464440955,-5.49934311260863,-5.87998969793998,-5.24376992024881,-4.72041502371989,-3.74012051872528,-4.21693670925249
"OTU_19",-4.10725776862528,-5.31108276328577,-5.47589605528579,-5.04566978677307,-4.96185599943297,-5.01112640155342,-4.19614876167715,-4.76629647955177,-5.26417960369847,-5.90965492848908,-7.1934603985497,-6.93804197158701,-8.17082212261578,-9.55222649844148,-9.56941244051464,-9.59041929369393,-10.1053192826682,-10.1053201779247,-9.6582261959683,-9.67464026580524,-8.98099009875245,-9.63403824834541,-8.96603702282635,-8.48762705581447,-10.105303922119,-7.12420984214555,-7.32350069649786,-5.62690143032024,-5.61944333879904,-5.35887475921389,-4.82964618253608,-4.60398527373044,-4.06191064313605,-3.52191238450187,-3.44719726922621,-3.3445203256792,-3.05613369175998,-2.41280867000885,-2.1521811391684,-2.14500032160715,-1.9566260681426,-2.24554315460703,-2.63776643702169,-2.2046986046543,-2.77956006084984,-2.2897887918078,-2.69683266348211,-3.23727446254928,-4.67180734378258,-3.62203943598809,-3.31275896197584,-3.80867412921585,-3.92844421290468,-3.77396222962735,-4.03702715323117,-3.91261762414642,-4.47121110230551,-4.15321377683636,-4.93698875392796,-4.89280552837608,-6.22894921569285,-5.94077257564895,-6.02940238644837,-6.10217280702343,-7.23135936060998,-6.48463523563525,-7.16780918431644,-6.26391095165694,-5.45442102528793,-5.2262765953729,-5.48374017010729,-6.58884050409926,-7.16566519310025,-7.225157952883,-6.58316511133124,-6.41494107452592,-5.92745921713207,-5.98912309837769,-4.57374401630072,-3.96539746601952,-3.24712961713696,-2.90110710004313,-3.59666741129962,-3.83117170025105,-3.15856778809411,-3.49577217719507,-3.88483124081121,-4.06917801728454,-4.63017246800882,-3.69903025221066,-4.43136489422563,-4.51992348480804,-3.65001226962225,-4.08654140137975,-4.16568210066831,-3.73580327648831,-2.97665379344875,-2.57980049251982,-2.55763963783819,-2.20334615307705,-2.64176087706629,-3.15491858838605
"OTU_20",-3.09563193673597,-3.25209093831286,-2.5499785652309,-2.56595590007294,-2.69546637777239,-2.65916418569383,-3.16928386876127,-3.47016953291372,-3.49194084699523,-3.52445645959564,-3.73997855488985,-3.82641560108521,-4.12979501294044,-3.77061933761005,-3.63815963644461,-3.73501283143082,-3.90218020304016,-3.245498387077,-3.14533925409187,-3.08012338707793,-4.67454393731206,-2.91432625361672,-2.54403507630404,-3.14052043459553,-3.84746634353646,-3.37999662876755,-2.68886914225037,-2.69335150767961,-2.49767973299762,-2.58985960397632,-4.32366428784121,-4.39444915467244,-4.17317865679091,-3.92009663805991,-4.52006761780438,-4.72512710226359,-4.1294270402613,-3.20739997202348,-3.41695189018618,-3.16940307484887,-4.85617990835266,-5.16383313916824,-5.42679980273218,-5.22017360380045,-3.9847464425025,-5.64013244757975,-5.02519544542759,-4.76617234076445,-4.81745891985453,-5.20665347213443,-5.05479085653447,-5.64841069912121,-5.56459135698394,-5.32574091045888,-4.96158666956253,-5.21764946348058,-3.96108748039343,-5.15227561222915,-4.03044076024262,-4.28644718785122,-3.9508723992797,-4.33240520023955,-4.02161093659668,-4.4977874249495,-4.50641035436162,-4.12095698637458,-4.37214652607417,-4.61622822289552,-5.10122052417193,-4.15081053933164,-3.79976591071126,-4.37354246985312,-4.33334408060831,-4.50686292683236,-4.77462616348216,-4.10236652653075,-4.74946206048282,-4.36309862478836,-4.42013353726964,-4.76061124171337,-4.77350550080731,-4.93486914318998,-4.84973913117731,-4.23434937041509,-4.16752617951569,-4.28652637832662,-4.2328102231227,-3.8363428337692,-3.95179078592343,-4.45290226424939,-4.13304666429848,-3.59600865970068,-5.6720601091088,-3.79095437677536,-4.14211483849079,-3.51415036070923,-3.29808301876212,-3.19774687460747,-4.24941647656868,-3.46830295142957,-3.17798651521211,-3.21951562015554
