"ASVID","ZOZOW1T_feces_320","ZOZOW1T_feces_321","ZOZOW1T_feces_322","ZOZOW1T_feces_323","ZOZOW1T_feces_324","ZOZOW1T_feces_325","ZOZOW1T_feces_326","ZOZOW1T_feces_327","ZOZOW1T_feces_328","ZOZOW1T_feces_329","ZOZOW1T_feces_330","ZOZOW1T_feces_331","ZOZOW1T_feces_332","ZOZOW1T_feces_333","ZOZOW1T_feces_334","ZOZOW1T_feces_336","ZOZOW1T_feces_339","ZOZOW1T_feces_340","ZOZOW1T_feces_342","ZOZOW1T_feces_343","ZOZOW1T_feces_344","ZOZOW1T_feces_345","ZOZOW1T_feces_346","ZOZOW1T_feces_347","ZOZOW1T_feces_348","ZOZOW1T_feces_349","ZOZOW1T_feces_350","ZOZOW1T_feces_351","ZOZOW1T_feces_352","ZOZOW1T_feces_353","ZOZOW1T_feces_354","ZOZOW1T_feces_355","ZOZOW1T_feces_356","ZOZOW1T_feces_358","ZOZOW1T_feces_359","ZOZOW1T_feces_360","ZOZOW1T_feces_362","ZOZOW1T_feces_363","ZOZOW1T_feces_365","ZOZOW1T_feces_367","ZOZOW1T_feces_368","ZOZOW1T_feces_369","ZOZOW1T_feces_370","ZOZOW1T_feces_371","ZOZOW1T_feces_372","ZOZOW1T_feces_373","ZOZOW1T_feces_374","ZOZOW1T_feces_375","ZOZOW1T_feces_376","ZOZOW1T_feces_377","ZOZOW1T_feces_378","ZOZOW1T_feces_379","ZOZOW1T_feces_380"
"OTU_17521",-11.9216631918207,-8.44934252450806,-11.9775242825942,-11.9562561997387,-11.9649058907841,-11.9677329717167,-8.47928361834302,-11.9621006831231,-7.78986855905471,-11.9804415442904,-11.9716840201374,-11.9750061555165,-11.9797532428209,-11.9884718845295,-11.9971288597578,-7.34579513302247,-7.79110951061003,-11.998685977664,-11.9884532309891,-7.1276936993474,-12.0033249795464,-6.68440337263019,-7.78092971978266,-11.9857548145441,-7.79585227648551,-8.49576524400262,-11.9768826069251,-11.9877063697878,-5.99083935171406,-7.09278150818322,-7.350516171834,-7.77946696745832,-7.37629951049152,-11.97050634178,-8.49943646982698,-11.9847052820817,-5.89673112402444,-7.07178556580384,-6.1459009004124,-11.9508270101314,-7.08170858610558,-11.98323136345,-7.78655180642871,-8.50431056558522,-7.10002716662926,-7.39510754656249,-7.10476017268665,-8.46315930292375,-7.0825485693553,-8.50207955360619,-8.49269555981584,-7.38853398139583,-6.84374994900622
"OTU_3133",-12.7211944336673,-12.7693409066637,-7.77317368048254,-12.7557873172173,-12.764436977832,-12.7672640488756,-12.7834782406646,-8.43250638324904,-12.7852244898116,-8.47198659857816,-12.7712150835223,-7.76662873998634,-12.7792842782439,-7.79626362984384,-8.50673873351238,-8.4448375292241,-12.7857943396498,-12.7982169483592,-8.49433389727015,-7.41557639372783,-12.8028559345676,-8.47720418319987,-7.78092971978266,-8.48342956126343,-7.10229357328601,-12.7913226705873,-7.77064523412918,-12.787237377871,-12.7815894669635,-7.78634414367228,-12.7682691923823,-8.4728232436803,-8.47532898731754,-7.35457557277222,-7.8060856854793,-8.48177324618498,-7.77085618234217,-8.45871626165726,-12.7697753862913,-12.7503581468453,-7.77527584648686,-8.47866024169945,-7.38087903556412,-8.50431056558522,-12.7870191173007,-8.49412925181769,-8.49167023418515,-12.7756984678663,-12.778595345834,-8.50207955360619,-8.49269555981584,-12.7872721113091,-8.45404037641097
"OTU_105",-4.36729602856439,-5.96207864658474,-5.97930761683735,-5.15817073480479,-5.29875205466616,-5.95734745496374,-5.76832099579377,-5.72140407600602,-5.58932722909249,-5.76100261498609,-6.37182549962023,-5.51172951041202,-6.06968741806453,-4.65168032015124,-5.20563336494667,-6.36388980113795,-5.91703107819896,-7.41195902643924,-6.54719524683183,-5.10756033093298,-6.12009759878843,-5.42850985790704,-6.39338170200046,-7.38440345094654,-6.40832283904559,-7.39674420813895,-6.67118870733579,-7.79276172081653,-10.5753127565278,-10.5762050451677,-10.5619921771964,-10.5737759442104,-10.5752602913564,-6.1491091161895,-10.5862424578879,-10.5779596500944,-10.570151267377,-10.5675824550299,-10.563498405769,-10.5440807154265,-10.572338641139,-10.576485703095,-10.577653185616,-10.5891653141921,-10.5807425299283,-10.5840950116541,-10.5833234338678,-10.5694216231529,-10.5723185672501,-10.5878584040173,-10.5835567297497,-10.5809955296546,-10.5646451216168
"OTU_6596",-12.8288254026697,-12.8769718613383,-12.8846862781609,-12.8634182758558,-12.8720679339346,-12.8748950041541,-12.8911091912615,-12.8692627369339,-12.8928554399088,-12.8876035289414,-12.878846037653,-12.8821681605312,-12.8869152300444,-12.8956338392966,-7.81338943066776,-12.8752102995294,-12.8934252895841,-8.51097389160232,-12.8956151858252,-7.82124208352356,-12.910486879668,-12.8903755789871,-12.8887792380238,-12.8929167793955,-7.79585227648551,-8.49576524400262,-12.8840446048971,-8.48611523584538,-7.78468128733402,-12.8901126862166,-7.350516171834,-7.77946696745832,-8.47532898731754,-7.35457557277222,-8.49943646982698,-8.48177324618498,-7.77085618234217,-12.8814902951912,-8.45041215772589,-7.02197642307216,-8.46863300080086,-7.09174211509515,-7.38087903556412,-12.9030726591742,-8.48694014824522,-8.49412925181769,-8.49167023418515,-7.7698009960039,-12.8862262978328,-12.901765778681,-12.8974642023845,-8.48755838628655,-8.45404037641097
"OTU_17524",-12.7843735181749,-12.8325199825745,-12.8402344002901,-12.8189663955065,-12.8276160545997,-12.8304431251488,-12.8466573141289,-12.824810857271,-12.848403562976,-12.8431516514064,-12.8343941591069,-12.8377162823697,-12.8424633524303,-8.489616423646,-12.8598389069443,-8.4448375292241,-12.8489734127165,-12.8613960193093,-12.8511633092077,-12.8635006054964,-12.866035004734,-12.8459237017704,-8.47428569040496,-8.48342956126343,-8.48920515487607,-8.49576524400262,-12.8395927269523,-12.8504164506905,-12.8447685407526,-8.47969898698866,-12.8314482684801,-8.4728232436803,-12.8447160767825,-8.45361420977337,-12.855697993204,-7.38274644973891,-8.46421426662535,-8.45871626165726,-8.45041215772589,-7.02197642307216,-8.46863300080086,-6.27977142432861,-6.68710860786651,-12.8586207834039,-8.48694014824522,-7.80077738391694,-7.39264752072162,-8.46315930292375,-12.8417744201394,-8.50207955360619,-12.8530123259776,-7.38853398139583,-12.8341011514196
"OTU_4243",-13.0294965858278,-13.0776430215718,-13.0853574348228,-13.0640894424315,-13.072739096453,-13.0755661653539,-13.0917803449706,-13.0699339007643,-13.0935265928184,-13.0882746842598,-13.0795171970163,-13.0828393183559,-13.0875863856794,-13.096304990937,-13.1049619302851,-13.0758814605823,-13.0940964422331,-13.1065190417705,-13.0962863374742,-13.108623626771,-13.1111580245829,-13.0910467330325,-13.0894503928019,-13.0935879322771,-13.0970826538817,-13.0996247690747,-13.084715761855,-13.095539479383,-13.0898915726773,-13.0907838403826,-13.0765713081003,-13.0883547964599,-13.0898391087373,-13.0783395236471,-13.1008210188905,-13.0925384041977,-13.0847302049909,-8.45871626165726,-6.65758305528001,-8.40893960597598,-5.13074366638864,-13.091064491729,-13.0922319468948,-13.1037438074338,-13.0953212189746,-13.0986736225676,-13.0979020627405,-13.0840005779881,-13.086897453785,-13.1024369275327,-13.0981353531907,-13.0955742127954,-13.079224189499
"OTU_7271",-12.6811889771295,-12.7293354558571,-8.46653127661401,-12.7157818648251,-12.7244315264542,-8.4446224985814,-12.7434727914891,-7.73914150376585,-8.48322267184508,-7.77863014732581,-6.84246981228351,-7.76662873998634,-8.46968220874519,-12.7479974413344,-12.7566543880551,-12.7275738933311,-12.7457888907393,-8.51097389160232,-8.49433389727015,-12.7603160876403,-12.7628504875906,-12.7427391789204,-7.78092971978266,-7.38440345094654,-7.10229357328601,-12.7513172223069,-12.736408202282,-8.48611523584538,-8.47803647621504,-8.47969898698866,-12.7282637414511,-12.7400472400301,-7.78197323443438,-12.7300319585391,-12.7525134731418,-8.48177324618498,-12.7364226454305,-8.45871626165726,-12.7297699355352,-12.710352693812,-12.7386099695314,-12.7427569376322,-7.38087903556412,-7.11740824011385,-12.7470136685301,-12.7503660749885,-12.7495945145028,-8.46315930292375,-8.46947245520483,-12.7541293831589,-7.10578612948127,-12.7472666625674,-6.84374994900622
"OTU_3081",-6.7395732857419,-12.5180256650321,-12.5257400903373,-8.42178300661158,-8.43901541035221,-8.4446224985814,-7.78592868874316,-12.5103165320852,-12.5339092609969,-12.5286573443086,-8.45276133125685,-12.523221969946,-12.5279690446596,-8.489616423646,-12.5453446160179,-8.4448375292241,-8.48446336679332,-8.51097389160232,-12.5366690099075,-7.1276936993474,-8.51998927871824,-8.47720418319987,-8.47428569040496,-7.79007549128514,-8.48920515487607,-7.80241371072918,-7.77064523412918,-12.5359221506661,-12.5302742352335,-12.5311665043208,-8.44955654270043,-7.37379271995799,-12.5302217712123,-12.5187221681995,-7.8060856854793,-12.5329210708498,-12.5251128595289,-12.5225441038613,-12.518460145013,-8.40893960597598,-12.5273001851423,-7.37963215260955,-8.47990660663022,-7.11740824011385,-8.48694014824522,-6.70134592665909,-12.5382847376594,-6.51598172657584,-7.0825485693553,-12.5428196094067,-12.5385180284682,-12.5359568841319,-8.45404037641097
"OTU_18618",-11.850836651554,-8.44934252450806,-6.85625143611502,-6.81146461866385,-7.74565194342828,-7.75126024113064,-7.78592868874316,-7.04555878312933,-7.3841964758863,-6.86171134048073,-6.84246981228351,-7.0730578306065,-6.85940501804109,-11.9176453757808,-7.40772215941325,-6.49763650219263,-6.69167009203537,-11.927859473551,-7.39531227580877,-8.51458980554612,-11.9324984775232,-6.86693328446188,-6.16981991563206,-7.38440345094654,-8.48920515487607,-8.49576524400262,-7.77064523412918,-6.87585172996913,-7.78468128733402,-7.78634414367228,-8.44955654270043,-7.08590146436561,-8.47532898731754,-7.35457557277222,-11.9221614245459,-11.9138787716114,-8.46421426662535,-8.45871626165726,-11.8994178007536,-7.71556953452021,-8.46863300080086,-11.9124048523043,-11.9135723128875,-8.50431056558522,-11.9166615992723,-11.9200140183387,-8.49167023418515,-8.46315930292375,-8.46947245520483,-7.11517586983111,-11.9194757464808,-8.48755838628655,-11.9005644947719
"OTU_7076",-12.8994431527697,-12.9475896028415,-8.46653127661401,-7.32273057709129,-7.33997050216622,-12.9455127460197,-7.38025578842646,-12.939880479786,-8.48322267184508,-12.9582212686015,-7.35372233039963,-7.36095178991149,-12.9575329698232,-8.489616423646,-12.974908519383,-7.34579513302247,-12.9640430282431,-12.9764656313082,-12.9662329241093,-12.9785702169021,-12.9811046154267,-7.37817548811309,-8.47428569040496,-12.9635345181418,-7.79585227648551,-8.49576524400262,-12.954662345172,-7.79276172081653,-7.3790081276283,-12.9607304254445,-12.9465178890585,-8.4728232436803,-12.9597856935283,-12.948286105119,-8.49943646982698,-12.9624849897622,-12.9546767883121,-12.9521080359087,-12.9480240822673,-8.40893960597598,-8.46863300080086,-8.47866024169945,-12.9621785323716,-12.9736903961872,-12.9652678053344,-12.9686202098825,-12.9678486498359,-12.9539471610987,-12.9568440377305,-12.972383515916,-12.9680819403525,-12.9655207992274,-7.35500192110526
