"ID","nahant_02um_d1_1","nahant_02um_d2_4","nahant_02um_d3_7","nahant_02um_d4_10","nahant_02um_d5_13","nahant_02um_d6_16","nahant_02um_d7_19","nahant_02um_d8_22","nahant_02um_d9_25","nahant_02um_d10_28","nahant_02um_d11_31","nahant_02um_d12_34","nahant_02um_d13_37","nahant_02um_d14_40","nahant_02um_d15_43","nahant_02um_d16_46","nahant_02um_d17_49","nahant_02um_d18_52","nahant_02um_d19_55","nahant_02um_d20_58","nahant_02um_d21_61","nahant_02um_d22_64","nahant_02um_d23_67","nahant_02um_d24_70","nahant_02um_d25_73","nahant_02um_d26_76","nahant_02um_d27_79","nahant_02um_d28_82","nahant_02um_d29_85","nahant_02um_d30_88","nahant_02um_d31_91","nahant_02um_d32_94","nahant_02um_d33_97","nahant_02um_d34_100","nahant_02um_d35_103","nahant_02um_d36_106","nahant_02um_d37_109","nahant_02um_d38_112","nahant_02um_d39_115","nahant_02um_d40_118","nahant_02um_d41_121","nahant_02um_d42_124","nahant_02um_d43_127","nahant_02um_d44_130","nahant_02um_d45_133","nahant_02um_d46_136","nahant_02um_d47_139","nahant_02um_d48_142","nahant_02um_d49_145","nahant_02um_d50_148","nahant_02um_d51_151","nahant_02um_d52_154","nahant_02um_d53_157","nahant_02um_d54_160","nahant_02um_d55_163","nahant_02um_d56_166","nahant_02um_d57_169","nahant_02um_d58_172","nahant_02um_d59_175","nahant_02um_d60_178","nahant_02um_d61_181","nahant_02um_d62_184","nahant_02um_d63_187","nahant_02um_d64_190","nahant_02um_d65_193","nahant_02um_d66_196","nahant_02um_d67_199","nahant_02um_d68_202","nahant_02um_d69_205","nahant_02um_d70_208","nahant_02um_d71_211","nahant_02um_d72_214","nahant_02um_d73_217","nahant_02um_d74_220","nahant_02um_d75_223","nahant_02um_d76_226","nahant_02um_d77_229","nahant_02um_d78_232","nahant_02um_d79_235","nahant_02um_d80_238","nahant_02um_d81_241","nahant_02um_d82_244","nahant_02um_d83_247","nahant_02um_d84_250","nahant_02um_d85_253","nahant_02um_d86_256","nahant_02um_d87_259","nahant_02um_d88_262","nahant_02um_d89_265","nahant_02um_d90_268","nahant_02um_d91_271","nahant_02um_d92_274"
"OTU_5979",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_14",1,2,2,2,2,0,0,2,5,1,4,0,0,2,0,1,1,1,9,2,5,8,2,4,0,4,3,0,8,0,1,1,0,2,0,0,0,0,1,0,2,2,4,2,1,1,0,6,4,2,7,9,4,7,2,2,3,2,1,2,3,3,1,3,3,3,2,6,5,1,3,2,2,5,5,3,2,2,0,0,0,2,1,0,1,0,1,0,2,1,0,1
"OTU_1142",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0
"OTU_117",92,95,110,32,45,19,35,29,36,25,26,18,21,22,14,15,20,32,40,39,44,39,26,38,24,37,38,38,51,50,47,40,10,27,19,14,18,41,21,46,45,25,44,21,17,26,21,14,16,9,11,18,8,12,22,13,25,20,21,23,15,16,14,3,2,7,4,3,8,7,7,8,1,5,5,4,5,4,3,4,7,10,10,2,10,9,8,5,9,10,5,6
"OTU_1426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0
"OTU_312",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
"OTU_3059",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0
"OTU_1396",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,5,0,5,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,1,0,1,0,5,1,1,0,0,2,2,1,0,0,0,3,2,1,2,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"OTU_4800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"OTU_3694",1,0,0,0,0,0,1,0,1,2,1,0,1,0,1,3,1,3,0,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1
"OTU_5439",0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,2,2
"OTU_378",6,2,0,7,1,5,0,6,2,2,7,17,13,21,18,20,15,14,14,3,4,3,1,3,13,6,3,1,2,1,0,3,1,2,4,0,1,0,1,0,2,4,1,2,9,15,4,9,5,2,2,1,2,2,6,3,1,0,4,3,5,1,5,4,2,3,1,1,1,0,0,2,1,4,0,0,1,1,2,0,1,2,1,3,5,4,4,2,5,5,6,0
"OTU_2576",1,0,0,0,0,2,1,3,0,0,0,4,4,2,6,4,7,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,2,4
"OTU_1035",4,3,2,0,0,0,0,3,2,3,2,0,0,1,2,0,5,0,4,3,2,1,2,4,1,2,2,1,6,5,3,1,1,0,2,0,2,1,0,2,3,1,4,3,0,5,0,7,2,4,3,2,3,1,2,4,2,3,4,2,3,2,0,0,2,2,1,1,2,1,1,0,1,0,0,1,0,0,2,0,0,0,0,0,3,2,0,1,3,1,2,0
"OTU_6196",2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_3170",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,2,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"OTU_3340",1,1,1,1,0,3,0,1,5,1,3,2,4,6,3,2,3,3,1,3,2,0,0,2,0,1,3,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,6,2,0,2,2,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_208",15,3,2,14,8,37,7,12,4,4,26,126,159,81,200,146,78,82,24,6,1,3,1,3,35,7,3,0,0,2,0,4,0,3,0,1,0,0,1,1,0,2,0,11,30,13,42,14,14,7,0,1,1,0,8,13,5,5,1,2,9,2,1,3,4,2,0,4,2,48,9,16,5,2,4,1,4,2,6,8,3,1,6,3,14,10,55,22,16,14,19,29
"OTU_52",4,4,6,2,5,1,11,7,5,2,0,1,0,2,0,1,0,1,3,3,2,1,1,1,2,1,2,7,3,3,5,5,2,2,2,1,1,3,3,4,3,2,2,3,4,2,1,5,1,4,1,6,3,4,2,2,1,3,4,0,1,2,2,6,2,7,4,12,13,4,7,4,4,8,3,3,9,11,3,5,2,8,7,3,2,1,4,4,3,3,2,2
"OTU_443",2,1,1,1,0,0,2,0,0,2,1,0,0,0,0,1,0,0,2,0,1,0,1,2,1,1,2,1,5,3,4,7,0,6,7,6,4,4,8,6,11,5,6,6,9,1,3,4,3,3,5,3,5,10,11,4,9,10,5,5,3,13,6,5,2,2,5,10,13,16,17,13,27,19,45,44,46,61,37,49,45,62,62,41,23,25,11,19,23,28,23,19
"OTU_1589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,6,7,5,2,2,1,0,0,8,10,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,5,6,4,2,0,0,0,0,0,0,0,0,0
"OTU_3670",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"OTU_2534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,1,0,2,1,0,1,1,0,0,0,0,0,1,0
"OTU_3057",0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,2,1,0,1,1,0,1,2,0,0,0,1,2,2,2,1,0,0,0,0,0,1,0,1,0,1,0,1
"OTU_6360",1,2,0,3,1,0,3,3,3,2,4,1,4,6,5,1,1,2,8,0,2,2,0,1,2,4,0,1,0,1,0,1,0,1,2,2,2,1,3,3,2,7,3,9,5,6,3,6,4,0,2,2,5,2,1,3,4,2,3,2,8,5,7,12,9,5,4,5,2,2,6,7,11,4,2,4,6,6,9,6,5,3,9,4,5,3,5,6,9,6,4,9
"OTU_18948",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,0,5,3
"OTU_1028",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0,2,0,0,2,1,2,0,0,1,1,3,2,0,3,2,8,8,0,2,3,1,6,0,0,7,4,1,1,0,2,4,8,1,1,5,4,1,4,1,0,1,3,0,4,1,1
"OTU_480",13,6,15,5,11,2,7,4,5,4,5,1,4,1,2,4,1,3,1,3,7,8,2,12,9,9,3,6,7,2,8,8,2,2,3,1,3,6,2,3,13,7,4,0,1,0,1,2,0,0,1,1,3,3,1,0,2,0,3,0,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,1,0,1,2,0,1,0,3,1,1
"OTU_4474",0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0
"OTU_571",1,3,4,2,5,1,1,4,3,4,6,2,0,1,0,3,1,1,1,3,1,1,2,4,1,2,7,6,2,6,2,1,5,7,7,3,5,4,8,5,10,15,10,9,14,16,7,13,5,4,1,5,6,15,12,13,18,9,22,20,16,10,7,3,3,2,1,5,2,6,4,2,1,3,4,1,10,10,11,4,9,9,9,11,17,10,19,18,13,15,14,16
"OTU_27834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_1803",0,1,0,0,0,1,0,0,1,2,0,1,0,0,0,2,3,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
"OTU_21278",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,3,0,0,1,2,2,2,1,0,1,2
"OTU_7554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0
"OTU_26390",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,1,1,0,1,3,2,3,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2341",0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"OTU_3440",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,4,55,16,10,5,6,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"OTU_2692",1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,2,0,2,2,0,0,0,1,0,0,1,0,1,0,1,0,4,4,0,5,1,4,1,2,1,2,2,1,3,2,0,2,6,5,3,5,2,0,0,1,1,0,3,1,0,2,0,1,0,0,2,0,2,4,1,5,4,2,4,2,0,1,5,2,0,2
"OTU_867",10,1,7,6,5,2,9,2,1,0,3,5,2,6,6,6,10,6,12,2,3,1,1,1,6,6,5,2,5,2,1,1,0,5,2,1,0,1,0,1,6,3,2,1,1,5,9,4,1,1,1,1,1,1,1,2,4,1,4,1,2,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,1,0,1,3,0,2,0,4,3,3,2,7,6,3,3
"OTU_355",0,0,0,1,9,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,8,2,9,5,20,3,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0
"OTU_8560",0,0,0,0,0,0,0,0,0,0,0,2,4,3,7,11,9,9,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,3,0,0,0,3,2
"OTU_1452",0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,2,2,4,1,2,0,2,1,0,3,2,3,11,7,6,12,3,3,7,5,4,2,2,2,0,1,4,2,0,3,2,0,1,1,1,2,2,0,3,1,5,5,5,4,2,2,6,5,6,2,0
"OTU_2898",0,0,0,1,0,0,0,0,0,0,0,2,0,1,3,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,2,5,4,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"OTU_566",1,2,0,1,0,1,0,1,0,0,1,0,0,0,1,3,0,0,0,0,1,3,1,1,0,1,0,0,1,0,2,0,10,11,54,103,188,27,25,17,20,17,6,3,8,14,28,1,70,26,14,7,6,5,3,0,2,0,0,1,1,25,11,1,3,3,0,0,0,0,0,1,0,0,1,2,2,16,4,16,18,26,6,20,1,0,0,4,2,2,0,0
"OTU_687",6,4,3,4,8,6,13,14,7,7,7,1,7,4,2,2,3,5,1,3,5,5,8,4,3,4,12,14,5,4,9,5,2,2,7,5,2,3,5,5,3,3,3,4,2,5,4,5,5,0,0,2,2,2,5,4,3,5,5,5,5,3,3,2,0,1,1,0,1,1,3,1,1,0,1,2,8,4,9,4,3,5,6,5,4,5,4,5,4,3,6,2
"OTU_2820",0,2,0,1,0,0,1,0,0,0,1,4,3,2,3,0,2,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,2,0,1,0,1,3,3,0,1,1,0,0,1,2,0,0,0,3,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"OTU_1183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,1,1,2,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_93",20,11,10,10,5,8,9,7,11,6,13,7,7,15,6,6,14,9,17,12,5,12,11,0,6,9,7,5,8,7,8,3,4,6,7,2,3,2,2,3,3,7,3,6,4,2,5,2,7,4,4,2,8,2,9,3,6,5,5,6,10,9,9,13,13,13,10,27,31,16,18,22,13,15,13,17,16,14,26,19,10,25,23,12,10,16,7,16,15,7,5,7
"OTU_121",58,98,98,62,90,82,79,85,82,124,72,31,35,40,24,31,50,36,27,39,38,76,68,64,65,77,140,130,83,108,84,80,26,58,46,62,23,41,63,61,74,53,52,50,42,47,37,55,27,24,4,19,33,33,56,55,44,64,55,56,63,29,18,12,2,3,7,8,15,21,10,29,24,8,21,38,65,61,51,58,44,47,54,64,54,47,39,52,55,43,52,58
"OTU_444",0,0,1,1,0,0,1,3,1,1,1,1,1,0,1,0,0,2,1,1,0,0,2,0,1,0,0,0,0,0,1,0,4,2,1,0,3,2,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,0,0,1,1,0,0,0,1,3,3,2,1,1,2,1,2,0,1,0,0,0,1,1,0
"OTU_991",1,0,1,0,1,0,0,0,1,0,0,2,1,0,2,2,1,1,1,0,0,0,0,0,2,3,1,0,0,0,0,0,1,0,0,3,0,2,3,2,2,3,6,8,10,3,5,2,2,1,1,2,4,6,3,3,8,5,6,3,11,5,1,0,0,0,0,0,1,3,1,1,0,1,1,5,3,2,3,2,3,0,4,2,5,4,13,10,9,8,9,10
"OTU_2713",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9,2,1,0,1,2,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,3,1,0,0,0,0,0,0,37,0,2
"OTU_348",13,10,13,13,9,12,15,17,7,20,12,17,17,13,11,7,12,10,4,7,10,9,7,15,12,15,8,7,3,3,2,10,3,12,0,17,7,5,9,11,7,13,10,16,20,15,19,14,4,6,1,2,1,3,9,5,11,8,6,2,6,5,1,0,0,1,0,2,4,11,5,3,3,1,6,9,20,15,18,13,18,8,14,16,16,6,14,10,10,12,21,15
"OTU_391",13,11,7,18,14,27,22,19,15,15,27,20,20,11,13,18,17,10,12,4,6,8,9,12,12,8,12,2,3,5,6,6,1,3,6,2,2,1,4,1,2,6,6,7,5,6,7,7,2,1,0,1,2,1,3,5,7,2,3,4,5,1,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,0,0,0,1,2,0,2,2,1,1,0,0,1,2,3
"OTU_8029",0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"OTU_364",32,25,37,23,14,9,10,11,20,14,12,5,13,11,6,7,16,7,5,30,14,9,19,9,6,6,8,8,6,7,10,9,6,13,4,7,0,7,16,15,14,7,8,5,5,5,6,5,3,2,3,0,3,3,2,6,4,2,7,9,9,1,1,1,0,0,2,1,4,6,3,4,4,0,1,1,1,2,6,5,3,6,4,1,5,4,4,6,3,4,6,6
"OTU_8847",0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"OTU_4400",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"OTU_601",1,2,0,5,0,2,0,3,3,1,1,0,0,1,3,7,1,3,7,2,2,0,1,3,1,1,1,3,3,0,15,4,149,31,72,32,111,43,30,19,5,13,20,8,4,3,3,0,12,4,6,2,1,1,2,2,1,2,4,11,0,11,24,2,1,3,0,0,1,2,8,8,11,3,18,7,3,6,1,20,23,21,10,14,5,12,4,6,2,14,3,1
"OTU_749",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,4,4,3,1,1,1,1,1,1,4,0,1,2,2,3,1,4
"OTU_4915",1,1,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_29306",0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0
"OTU_285",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,18,2,5,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"OTU_3503",0,2,1,0,0,1,0,0,2,0,0,1,1,3,0,0,1,0,1,1,2,3,0,2,1,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,0,0,2,0,0,5,1,2,2,1,5,2,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,3,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6000",0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,1
