"ASVID","nahant_5um_d1_544","nahant_5um_d2_547","nahant_5um_d3_550","nahant_5um_d4_553","nahant_5um_d5_556","nahant_5um_d6_559","nahant_5um_d7_562","nahant_5um_d8_565","nahant_5um_d9_568","nahant_5um_d10_571","nahant_5um_d11_574","nahant_5um_d12_576","nahant_5um_d13_579","nahant_5um_d14_582","nahant_5um_d15_585","nahant_5um_d16_588","nahant_5um_d17_591","nahant_5um_d18_594","nahant_5um_d19_597","nahant_5um_d20_600","nahant_5um_d21_603","nahant_5um_d22_606","nahant_5um_d23_609","nahant_5um_d24_612","nahant_5um_d25_615","nahant_5um_d26_618","nahant_5um_d27_621","nahant_5um_d29_624","nahant_5um_d30_627","nahant_5um_d31_630","nahant_5um_d32_633","nahant_5um_d33_636","nahant_5um_d34_639","nahant_5um_d35_642","nahant_5um_d36_645","nahant_5um_d38_648","nahant_5um_d39_651","nahant_5um_d40_654","nahant_5um_d41_657","nahant_5um_d42_660","nahant_5um_d43_663","nahant_5um_d44_666","nahant_5um_d45_670","nahant_5um_d46_672","nahant_5um_d47_675","nahant_5um_d48_678","nahant_5um_d49_681","nahant_5um_d51_684","nahant_5um_d52_687","nahant_5um_d53_690","nahant_5um_d54_693","nahant_5um_d55_696","nahant_5um_d56_699","nahant_5um_d57_702","nahant_5um_d58_705","nahant_5um_d59_708","nahant_5um_d60_711","nahant_5um_d61_714","nahant_5um_d62_718","nahant_5um_d63_720","nahant_5um_d64_723","nahant_5um_d65_726","nahant_5um_d66_729","nahant_5um_d67_733","nahant_5um_d68_735","nahant_5um_d69_738","nahant_5um_d70_741","nahant_5um_d71_744","nahant_5um_d72_747","nahant_5um_d73_750","nahant_5um_d74_753","nahant_5um_d75_756","nahant_5um_d76_759","nahant_5um_d77_762","nahant_5um_d78_765","nahant_5um_d79_768","nahant_5um_d80_771","nahant_5um_d81_774","nahant_5um_d82_777","nahant_5um_d83_780","nahant_5um_d84_783","nahant_5um_d85_786","nahant_5um_d86_789","nahant_5um_d87_792","nahant_5um_d88_795","nahant_5um_d90_798","nahant_5um_d91_801","nahant_5um_d92_804"
"OTU_1204",-5.62561655019299,-5.67672762252854,-5.51178560752923,-5.53156202107441,-5.55592876339858,-0.421754454774911,0.230072679707829,-1.1127141929862,-5.5659226283332,-0.0101330743380357,-5.48112062984081,-5.49845419513685,-5.41050092747891,-5.38294226321306,-5.3484293941883,0.116829566014,-5.44082614555028,-5.42365243965224,-1.0756371114875,-5.38866807774258,-0.97876765869015,-5.62298454378052,-1.03357969437038,-0.995465139333168,-5.39149461994957,-5.25086231202955,-5.42035831933935,-5.24384563838073,-5.338411129497,-5.46112826737217,-5.56012700966891,-5.52588188243996,-5.61675157307839,-5.63734337228191,-5.65075181615268,-0.400631756334781,-1.12147259254923,-1.04358024048288,-5.56795020389453,-5.52905136037945,-1.0133670435945,-1.02943322807653,-5.46612730990747,-5.5315173449181,-5.6047618886264,-5.60915644797437,-1.16979597165531,-5.5426739499909,-5.6699854725691,-5.49955942096786,-5.49288079525437,-5.4583919719218,-5.4327418212521,-5.48878004944729,-5.49222023225509,-5.4284322330135,-5.50058352188256,-5.42024381680639,-5.52457676187344,-0.698771725746608,-0.900396812894575,-5.8204445471081,-0.362693739704984,0.638183871282452,0.346491171077643,-1.025752670473,0.429753616168613,-1.12683558302845,0.56161103408768,-5.61220398978306,-5.57363044139483,-5.51159971922743,-5.53144483074741,-5.55831507925012,-5.52247297635655,-5.57041553153321,-5.55555226635044,-1.08974445855072,-1.08973135987909,-5.5104984817155,0.524056915947136,-0.925399383249678,-5.49748367949621,-5.43984720892943,-1.01186920629206,-5.49321797358586,-5.62525474979565,-5.55218699101919
"OTU_167",-1.15933669024021,-4.12664395274362,0.0601278636802434,-1.04209669358715,-1.13166579431879,-4.0596678708967,-4.06797245139186,-4.04877797859104,-4.01583895854828,-4.10810272800614,0.118794538585944,-1.00623350702077,-3.86041725769399,-3.83285859342814,0.217970238051909,-0.288635542094165,-1.0627321759888,-0.953874040157189,-1.0756371114875,-0.309466358759578,-0.97876765869015,-4.0729008739956,-4.03492303272543,-3.99271610026362,-0.194658742918819,-3.70077864224463,-0.998987479590175,-3.69376196859581,-0.934457317460927,-3.91104459758725,0.415021586117436,1.71374248017367,1.61386786223562,2.33899114589563,1.29089565179384,0.292515424225164,0.824437556506081,-4.00246209488006,-4.01786653410961,-1.04615115098225,-3.9862935545981,-3.93049928553222,-3.91604364012255,-0.0324036096820395,-4.05467821884148,-4.05907277818946,-4.06803550300769,-1.07951586632391,-4.11990180278418,-3.94947575118294,-0.997091643676915,-3.90830830213688,-3.88265815146718,-3.93869637966237,-3.94213656247018,-3.87834856322858,-0.981326031371741,-3.87016014702147,-3.97449309208852,-3.49008575566792,-3.68658293849406,-4.27036087732318,-3.97218724809545,-3.88398417283961,-4.18231478257011,-3.95183299975934,-4.12392507008394,-4.07389184547667,-4.03151084121594,-4.06212031999814,-4.02354677160991,-0.992556055296079,-1.00104731941048,2.67630944389161,1.84097605398132,0.495097416255478,2.17811593745411,2.31145292311143,1.39517528990891,-1.05808731769282,-0.392233815927019,-0.925399383249678,0.610646343619659,1.0910632500979,-1.01186920629206,-1.03499111874317,-4.07517108001073,-4.00210332123428
"OTU_138",1.88518574748321,0.57186691971968,1.04095711669197,2.04894575977116,1.43328356314274,1.5241556942804,1.78821729775438,1.08451038435002,1.81197993814981,0.500692549427955,1.21740682725405,1.82697983703544,2.95648156463002,2.30761748008419,1.42194304237785,1.79080599958567,2.07276203994035,2.34196282584714,1.81473464640866,2.36468229066695,1.66028967092511,0.83512564580111,1.26900539862367,0.390829221786722,-0.887805923478764,0.95438367912641,2.21988834527802,1.99477038449636,1.63049204000061,0.188525427457867,1.33131231799159,-0.301160540368593,-3.15614919321644,0.198924982399357,-1.19401099799416,-3.10111274126721,-3.1865306269472,-3.09194338480303,0.964609230848553,-1.04615115098225,-3.07577484452106,-1.02943322807653,0.620505317285476,2.08785992651805,-0.464665299392643,-1.21315730045871,-1.16979597165531,-1.07951586632391,-3.20938309270715,-0.34465778228489,-3.03227841539242,1.28662125613267,0.966543170992156,-0.291210547057376,-0.295707388691004,1.13733268389187,0.628111881062359,0.827199051825649,-3.06397438201149,-0.698771725746608,-2.77606422841703,-3.35984216724614,-3.06166853801841,-2.97346546276257,-1.26294674135646,-1.025752670473,-0.486537115705542,-3.16337313539964,0.33846748277347,-1.06233386170697,-0.401799280631075,0.393738305823811,-0.307900138850539,-1.08489067180195,-0.356248523354899,0.495097416255478,-3.09494988648849,-0.396597277990779,-0.396584179319146,0.551350594741282,0.300913364632927,1.15404215843016,1.08064997286539,1.90199346631423,1.6271881233232,0.910919030312141,1.63400848696237,1.50963752384779
"OTU_1186",-5.56001926770718,-5.61113034004272,-5.44618832504341,-1.04209669358715,-5.49033148091277,-5.5441542581958,-0.463074500852116,-5.53326436589015,-5.50032534584738,-1.10874536300615,-5.415523347355,-5.43285691265104,-0.282196887534357,-5.31734498072725,-5.28283211170249,-5.41533737188792,-0.369584995428854,-0.953874040157189,-0.382489930927554,-5.32307079525677,-5.39028726202297,-5.5573872612947,-5.51940942002454,-5.47720248756272,-5.32589733746376,-5.18526502954374,-0.998987479590175,-5.17824835589492,-5.27281384701119,-5.39553098488636,-5.4945297271831,-5.46028459995414,-5.55115429059258,-5.5717460897961,-5.58515453366687,-5.49611783864334,-5.58153572432333,-5.48694848217916,-1.11483231083128,-5.46345407789363,-5.4707799418972,-5.41498567283133,-0.295785414588679,-1.13101589835015,-1.15781247995259,-0.114545011790603,-5.55252189030679,-5.47707666750509,-5.60438819008329,-5.43396213848204,-5.42728351276856,-5.39279468943598,-0.979366978063157,-5.42318276696147,-5.42662294976928,-5.36283495052768,-5.43498623939675,-5.35464653432057,-5.45897947938763,-4.97457214296703,-5.17106932579316,-5.75484726462228,-5.45667363539455,-5.36847056013871,-5.66680116986922,-5.43631938705844,-1.17968429626549,-5.55837823277578,-1.04782687834642,-5.54660670729725,-5.50803315890902,-5.44600243674161,-5.46584754826159,-5.4927177967643,-5.45687569387074,-0.421193315618677,-1.07998060056738,-5.52332638557314,0.00888092878901858,-5.44490119922968,-5.55375808346611,-5.3910802583847,-5.4318863970104,0.397916069537953,1.06757233538778,-5.42762069110005,1.36574450036769,1.06780477156875
"OTU_539",-5.62561655019299,-1.21989254950837,-5.51178560752923,-1.04209669358715,2.39469473029737,0.676857833893199,-0.463074500852116,-0.419567012426254,-5.5659226283332,-5.65818639779105,-5.48112062984081,-5.49845419513685,-5.41050092747891,-5.38294226321306,-5.3484293941883,-5.48093465437373,-1.0627321759888,-5.42365243965224,-0.382489930927554,-5.38866807774258,-0.97876765869015,-1.1107845032542,-5.58500670251035,-5.54279977004853,-5.39149461994957,-5.25086231202955,-5.42035831933935,-5.24384563838073,-5.338411129497,-5.46112826737217,-5.56012700966891,-0.301160540368593,-5.61675157307839,-5.63734337228191,-5.65075181615268,-5.56171512112916,-5.64713300680915,-5.55254576466498,-5.56795020389453,-5.52905136037945,-5.53637722438301,-5.48058295531714,-5.46612730990747,-5.5315173449181,-5.6047618886264,-5.60915644797437,-5.6181191727926,-5.5426739499909,-5.6699854725691,-1.03780496284483,-5.49288079525437,-5.4583919719218,-5.4327418212521,-0.984357727617321,-5.49222023225509,-0.94210885778797,-5.50058352188256,-5.42024381680639,-5.52457676187344,-5.04016942545284,-5.23666660827898,-5.8204445471081,-5.52227091788036,-5.43406784262452,-5.73239845235503,-5.50191666954425,-0.486537115705542,-5.62397551526159,-5.58159451100085,-1.06233386170697,-5.57363044139483,-5.51159971922743,-5.53144483074741,-5.55831507925012,-5.52247297635655,-5.57041553153321,-5.55555226635044,-5.58892366805895,-5.55922999586955,-5.5104984817155,-5.61935536595192,-5.45667754087052,-5.49748367949621,-5.43984720892943,-5.44727912073649,-5.49321797358586,-5.62525474979565,-5.55218699101919
"OTU_286",1.47972063937504,0.389545362925726,-3.59536162412838,0.567341218846948,1.06555878301743,1.08232294200136,1.61636704082772,-0.419567012426254,0.531046092687745,1.37616128678185,0.118794538585944,-3.582030211736,0.123268220573807,-0.295072205360197,-0.8806420506162,0.40451163846578,-3.52440216214943,0.144738248510921,1.96888532623592,0.383680821800368,0.407526702429741,0.83512564580111,1.04586184730946,0.390829221786722,0.721631988955336,-0.837375790101645,0.79277198963788,-0.838442959559856,-3.42198714609615,0.188525427457867,1.59367658245908,0.104304567739571,-3.70032758967754,0.198924982399357,-3.73432783275183,1.10344564044149,-1.12147259254923,0.565857671951222,0.831077838224031,0.563286761451854,-3.61995324098216,1.16779134925969,-0.988932595148624,-3.61509336151725,-0.0592001912844788,0.396280611975387,0.216498389464582,0.306778494795985,1.08822689142099,-1.03780496284483,0.612346268757185,0.593474075572721,-3.51631783785125,0.807401741610734,-0.295707388691004,0.849650611440085,1.09811551030809,-3.50381983340554,1.02972464008168,-3.12374544205199,-0.900396812894575,1.23221399892836,0.553596992169171,0.127358247516462,1.03963835163759,-0.332605489913057,0.766225852789826,0.952605958651383,0.743932590881634,1.01710767997287,0.984495080488815,0.10605623337203,-3.61502084734656,0.301403689317942,0.560042208519256,-3.65399154813236,-3.63912828294959,0.00886783011738568,-0.396584179319146,0.328207043427073,0.524056915947136,0.684038529184422,0.387502792305449,-3.52342322552858,1.06757233538778,-0.341843938183227,-1.19920485709384,-0.436272625207526
"OTU_1273",-4.69251870000245,-4.743629772338,-4.57868775733869,-4.59846417088388,-4.62283091320805,-4.67665369049108,-4.68495827098624,-4.66576379818543,-4.63282477814266,-4.72508854760052,-4.54802277965028,-4.56535634494632,-4.47740307728837,-4.44984441302252,-4.41533154399776,-4.54783680418319,-4.50772829535975,-4.4905545894617,-4.61334386454499,-4.45557022755205,-4.52278669431825,-4.68988669358998,-4.65190885231981,-4.609701919858,-4.45839676975904,-4.31776446183901,-4.48726046914882,-4.31074778819019,-4.40531327930647,-4.52803041718163,-4.62702915947837,-4.59278403224942,-4.68365372288786,-4.70424552209137,-1.19401099799416,-4.62861727093862,-4.71403515661861,-4.61944791447444,-4.63485235370399,-4.59595351018891,-4.60327937419248,-4.5474851051266,-4.53302945971693,-4.59841949472756,-4.67166403843586,-4.67605859778384,-4.68502132260207,-4.60957609980037,-4.73688762237856,-4.56646157077732,-4.55978294506384,-4.52529412173126,-4.49964397106157,-4.55568219925675,-4.55912238206456,-4.49533438282296,-0.981326031371741,-4.48714596661585,-4.5914789116829,-4.10707157526231,-4.30356875808844,-4.88734669691756,-4.58917306768983,-4.50096999243399,-4.79930060216449,0.583685241961098,-0.0810720075973774,-4.69087766507105,-4.64849666081032,-4.67910613959252,-4.64053259120429,-4.57850186903689,-4.59834698055687,-1.08489067180195,-4.58937512616602,-1.11434049617862,3.27672822612222,2.57381718757892,1.30816391291928,0.551350594741282,-4.68625751576139,-0.925399383249678,-0.998791568814442,0.110233997086172,-4.51418127054595,-4.56012012339533,-4.69215689960511,-4.61908914082866
"OTU_366",-4.12342416811249,-4.17453524044803,-4.00959322544872,-4.02936963899391,-4.05373638131808,-4.10755915860111,-4.11586373909628,-4.09666926629546,-1.07839181974636,-4.15599401571055,0.629620162351935,-3.99626181305635,-3.9083085453984,-3.88074988113256,-3.8462370121078,0.116829566014,-3.93863376346978,0.144738248510921,-1.0756371114875,-3.88647569566208,-3.95369216242828,-4.12079216170001,0.352714666749515,-0.995465139333168,-3.88930223786907,-0.837375790101645,-3.91816593725885,-3.74165325630023,-3.8362187474165,-3.95893588529167,-4.05793462758841,-4.02368950035946,-0.401035158306645,-4.13515099020141,-4.14855943407218,0.697980532333328,0.264821768570659,0.565857671951222,-1.11483231083128,-0.353003970422301,-4.03418484230251,-1.02943322807653,-3.96393492782697,-0.0324036096820395,-1.15781247995259,-4.10696406589387,-1.16979597165531,1.96500657139952,0.982866375763166,1.36009030995354,1.30549344931713,0.929946312193934,0.406927383056734,0.114254561050788,1.71919563185126,-0.248961677228025,0.404968329748149,0.421733943717485,0.0488953870699496,-0.698771725746608,-3.73447422619847,-1.4068433306869,1.42906572952307,1.10818750052819,1.62742501653971,1.80746067358321,1.76475468290095,1.07038899430777,0.56161103408768,0.729425607521087,0.29134789992887,-4.00940733714692,-1.00104731941048,-0.391743491242004,-1.04939570391484,-4.06822314945271,-1.07998060056738,-4.08673128597845,-0.396584179319146,-4.00830609963499,0.706378472741091,-0.925399383249678,-0.305644388254496,0.110233997086172,0.374425154827831,0.351303242376718,-4.12306236771515,-4.04999460893869
"OTU_331",-1.15933669024021,-1.21989254950837,0.0601278636802434,-1.04209669358715,-3.83437355284378,-1.11490163533486,-3.89650091062197,-0.419567012426254,-3.84436741777839,-3.93663118723625,-0.979817750082166,-3.77689898458205,-3.6889457169241,-3.66138705265825,-3.62687418363349,-3.75937944381892,-3.71927093499548,-3.70209722909743,-3.82488650418072,-1.00261353931952,-3.73432933395398,-1.1107845032542,-1.03357969437038,-3.82124455949373,-0.887805923478764,-0.1442286095417,-3.69880310878455,-0.838442959559856,-3.6168559189422,-0.216939680650297,-0.971272775002455,0.391986640191352,-3.89519636252359,-1.18736937872053,-3.92919660559788,0.985662604785109,-0.428325411989287,0.342714120637012,1.37007433895672,1.2564339420118,0.0852452450736056,0.356861133043358,0.109679693519486,0.255278462769741,-0.0592001912844788,-1.21315730045871,-0.0711836829871986,1.31837940647446,1.18353707122532,1.44710168694317,0.79466782555114,-0.322816656301434,1.32321811493089,0.625080184816779,1.40904070354742,0.15650343088014,1.3212590616223,0.981349731652907,2.16915892327004,-0.005624545186663,-0.900396812894575,0.672598210992939,2.07965329566422,0.127358247516462,1.03963835163759,1.27683242252104,1.52836590483672,0.259458778091437,0.33846748277347,1.01710767997287,-1.09494646119102,-3.79004450867262,-3.8098896201926,0.994550869877887,0.560042208519256,-3.84886032097841,-1.07998060056738,0.296549902569166,0.519706552555009,0.328207043427073,0.706378472741091,-3.73512233031571,0.792967900413613,0.110233997086172,-0.318722025732114,-0.341843938183227,-3.90369953924084,-3.83063178046439
"OTU_462",-0.0607244015721049,-4.57248151614217,-0.345337244427921,0.344197667532738,0.254628566801098,0.831008513720457,-0.0576093927439514,-0.419567012426254,-1.07839181974636,-1.10874536300615,-0.979817750082166,0.0923787816473358,1.85786927596191,-0.988219385920143,0.911117418611854,0.62765518977999,1.01670936569104,0.655563872276912,0.0229751771806102,-0.309466358759578,-0.285620478130205,-4.51873843739415,0.352714666749515,0.103147149334941,-4.28724851356321,-0.1442286095417,-0.30584029903023,-4.13959953199436,-4.23416502311064,-4.3568821609858,0.8204866942256,-4.42163577605359,-1.09418233886659,-1.18736937872053,-4.54650570976632,-4.45746901474279,-4.54288690042278,-4.44829965827861,-1.11483231083128,-4.42480525399308,-1.0133670435945,-1.02943322807653,-4.36188120352111,-0.0324036096820395,-0.464665299392643,-4.50491034158801,-4.51387306640624,-4.43842784360454,-4.56573936618273,-4.39531331458149,-4.38863468886801,-4.35414586553543,-4.32849571486574,-4.38453394306092,-4.38797412586873,-4.32418612662713,-0.981326031371741,-0.964560417402406,-4.42033065548707,-0.005624545186663,-0.900396812894575,-4.71619844072173,-0.362693739704984,0.638183871282452,0.528812727871598,-0.332605489913057,-0.486537115705542,-0.433688402468508,0.33846748277347,-0.369186681147022,-0.401799280631075,0.393738305823811,0.608390593023616,-1.08489067180195,0.74236376531321,-1.11434049617862,-1.07998060056738,-4.48467756167258,-4.45498388948318,-1.05808731769282,-1.08538099648696,0.173212905418432,0.0998207198536682,0.397916069537953,0.374425154827831,-4.3889718671995,-1.19920485709384,0.256874555352419
